,PLCXD2 (257068)
ACH-000004,-0.02737057891715033
ACH-000005,-0.2379500231658981
ACH-000007,-0.09735721453579592
ACH-000009,-0.2397569894041804
ACH-000011,-0.17008132402324938
ACH-000012,-0.28148091332667124
ACH-000013,-0.2641348389730315
ACH-000014,-0.34229407470964024
ACH-000015,-0.151514114346557
ACH-000017,-0.2155192664173671
ACH-000018,-0.22683941063054844
ACH-000019,-0.3434853146182516
ACH-000021,-0.1581283203839676
ACH-000022,-0.1564578793346688
ACH-000025,-0.4021661982617555
ACH-000028,-0.2525537754072689
ACH-000030,-0.2314063238417603
ACH-000035,-0.3416603458164849
ACH-000036,-0.0814254238458784
ACH-000037,-0.09172551136097412
ACH-000039,-0.3397943865631343
ACH-000040,-0.18649080017931302
ACH-000041,-0.2605235013262916
ACH-000042,-0.23859971612062494
ACH-000045,-0.0999249496076702
ACH-000047,-0.14671374072305818
ACH-000052,-0.16716604630994716
ACH-000053,-0.24675880633582306
ACH-000054,-0.34897870599037123
ACH-000055,-0.09265865627081156
ACH-000060,-0.24089034830268355
ACH-000067,-0.2684186389113815
ACH-000070,-0.2715143703364472
ACH-000075,-0.3294114120026803
ACH-000078,-0.0029594830201282486
ACH-000082,-0.2374807420138665
ACH-000085,-0.14630059505035994
ACH-000086,-0.2697861314351113
ACH-000087,-0.07958457039306584
ACH-000092,-0.2579623519576684
ACH-000095,-0.2859100705287085
ACH-000097,-0.22979125357161856
ACH-000098,-0.15118270681215232
ACH-000099,-0.041762490794747496
ACH-000108,-0.19084921244047007
ACH-000113,-0.11436568871804695
ACH-000116,-0.1673606168093241
ACH-000118,-0.1421012306095851
ACH-000120,-0.3072258718487441
ACH-000123,-0.17290101908313166
ACH-000127,-0.14422686139768684
ACH-000128,-0.2396009609893755
ACH-000132,-0.29645379248522324
ACH-000133,-0.20126514858958652
ACH-000137,-0.2532537452183413
ACH-000138,-0.2583869338983267
ACH-000142,-0.1078949428567285
ACH-000143,-0.13727816492486788
ACH-000146,-0.031968741546476095
ACH-000148,-0.1537319387363428
ACH-000150,-0.007856579418417248
ACH-000152,-0.14999956099766734
ACH-000153,-0.29432123748023103
ACH-000159,-0.08702274054037476
ACH-000160,-0.3422822903792291
ACH-000163,-0.26491565011124085
ACH-000167,-0.004739385849864474
ACH-000168,-0.01882358975342888
ACH-000169,-0.0955320233417694
ACH-000178,-0.1432841353415387
ACH-000183,-0.22161787051395768
ACH-000188,-0.20662937169652607
ACH-000189,-0.30459310710666115
ACH-000190,-0.13738024500618787
ACH-000198,-0.17577531642325187
ACH-000203,-0.5765201133956732
ACH-000204,-0.5032360939281446
ACH-000206,-0.19273988081411236
ACH-000207,-0.3660830497045555
ACH-000208,-0.4544869890098777
ACH-000210,-0.046190689717843916
ACH-000211,-0.2178792475404664
ACH-000215,-0.18382324189811336
ACH-000221,-0.17365542671514653
ACH-000222,-0.19145774519094472
ACH-000223,-0.1616198025731706
ACH-000226,-0.28910798345431243
ACH-000227,-0.2781293496044507
ACH-000228,-0.1736271286727801
ACH-000231,-0.21421758081392414
ACH-000232,-0.15274228233036213
ACH-000233,-0.04781657389103152
ACH-000234,-0.09353166956663378
ACH-000235,-0.15105331458476876
ACH-000237,-0.10540039989322504
ACH-000238,-0.10542164012712286
ACH-000242,-0.26294509427250645
ACH-000243,-0.21293697907935705
ACH-000244,-0.301344769067328
ACH-000246,-0.2163521318130721
ACH-000248,-0.2191434025521312
ACH-000250,-0.2297265854541873
ACH-000251,-0.295522047731912
ACH-000252,-0.2384463419418892
ACH-000253,-0.03605902837554096
ACH-000255,-0.10511431830252096
ACH-000256,-0.18934976636754053
ACH-000257,-0.25936328106445045
ACH-000258,-0.11650656650019008
ACH-000259,-0.0232681790462903
ACH-000260,-0.3140241066224358
ACH-000261,-0.17288307524197358
ACH-000262,-0.366325546375258
ACH-000263,-0.3082170756078209
ACH-000264,-0.14835924126203254
ACH-000265,-0.2290488398972356
ACH-000266,-0.12125852374556267
ACH-000272,-0.3074676329119521
ACH-000274,-0.2467892876793949
ACH-000277,-0.005454025613641511
ACH-000278,-0.1200385125089626
ACH-000279,-0.12484036960174902
ACH-000280,-0.3267696864819088
ACH-000281,-0.1980991190831779
ACH-000288,-0.17731224187913433
ACH-000291,-0.21100008980526894
ACH-000293,-0.09087615511411584
ACH-000294,-0.3214115099667025
ACH-000295,-0.22324411924906612
ACH-000296,-0.01032226824468905
ACH-000302,-0.26167255974472825
ACH-000304,-0.2809198644426844
ACH-000307,-0.02061682496099095
ACH-000308,-0.0776452729155562
ACH-000310,-0.21492125876000984
ACH-000311,-0.10229295913256962
ACH-000312,-0.14410307690860052
ACH-000315,-0.2353162523553966
ACH-000316,-0.16651631120146332
ACH-000317,-0.34148206477394183
ACH-000318,-0.22272793897064108
ACH-000319,-0.047786101256331766
ACH-000320,-0.0884008682351122
ACH-000322,-0.12788001473618185
ACH-000323,-0.11048072073815823
ACH-000324,-0.10745249012090748
ACH-000329,-0.07105597712080372
ACH-000330,-0.1972987455514752
ACH-000331,-0.2272445873190209
ACH-000332,-0.10941241771841377
ACH-000334,0.10987218576745778
ACH-000335,0.040839434829019035
ACH-000336,-0.024199103161598
ACH-000337,-0.31376465573032714
ACH-000338,-0.5451787500104336
ACH-000339,-0.2599800534881283
ACH-000341,-0.07001178603393995
ACH-000348,-0.10937147597342406
ACH-000350,-0.08859773016061549
ACH-000352,-0.18539661031457128
ACH-000356,-0.28280397325682205
ACH-000361,-0.10053284971563604
ACH-000362,-0.15020732945083365
ACH-000363,-0.19728734149665994
ACH-000364,-0.33135178408850713
ACH-000365,-0.1817602439779696
ACH-000366,-0.13669495406257162
ACH-000368,-0.1456021967717829
ACH-000374,-0.13263344625725046
ACH-000375,-0.09051680053389602
ACH-000376,-0.14560358700191994
ACH-000381,-0.061067372007746035
ACH-000383,-0.17320453958774604
ACH-000387,-0.12210189978475193
ACH-000389,-0.2491662902304357
ACH-000390,-0.205529699015578
ACH-000393,-0.2273143428774125
ACH-000395,-0.12322763850599508
ACH-000396,0.014578792530507572
ACH-000397,-0.3360561241777211
ACH-000401,0.12331054602509772
ACH-000402,0.1826984025578151
ACH-000403,-0.13261645891679502
ACH-000404,-0.2662633564122521
ACH-000406,-0.13352132107480275
ACH-000407,-0.11121987614047854
ACH-000408,-0.029331157612077968
ACH-000410,-0.2798765404241857
ACH-000411,-0.295439928135689
ACH-000414,-0.19286179045489754
ACH-000415,-0.3585528082511527
ACH-000416,-0.1557148447089726
ACH-000420,-0.13408117712276846
ACH-000421,-0.2021559181939562
ACH-000424,-0.17672592167240458
ACH-000425,-0.18221410239238026
ACH-000426,-0.3178306058864145
ACH-000427,-0.003062450777492957
ACH-000433,-0.2999346250517307
ACH-000435,-0.19492014437394448
ACH-000436,-0.22228435196449328
ACH-000444,-0.2806098283934891
ACH-000445,0.02756432892117028
ACH-000448,-0.1676093114187064
ACH-000450,-0.4046258307363061
ACH-000452,-0.26010520559929706
ACH-000454,-0.13499869077886606
ACH-000458,-0.20728499786669505
ACH-000459,0.015339512921328518
ACH-000460,-0.2976783398160521
ACH-000461,-0.24220049472933325
ACH-000463,-0.15925823909057354
ACH-000464,-0.2742581069289758
ACH-000466,-0.08618281229149556
ACH-000467,-0.2596547013543434
ACH-000468,-0.1909621934434287
ACH-000469,-0.24569714132315715
ACH-000470,-0.1005461399366102
ACH-000471,-0.2605927020720836
ACH-000472,-0.07662876280210322
ACH-000473,-0.19831381493823175
ACH-000475,-0.17664253197625715
ACH-000476,-0.2730956633542847
ACH-000477,-0.1092178454961514
ACH-000479,-0.15102553187863466
ACH-000480,-0.2150217581036076
ACH-000481,-0.26676487743481303
ACH-000483,0.07256581718468716
ACH-000484,-0.26924792607842074
ACH-000485,-0.12245078974349355
ACH-000486,-0.1005891883071357
ACH-000487,-0.10174047681548956
ACH-000488,-0.2396409818635917
ACH-000490,-0.2289418572832337
ACH-000491,-0.11145268444017478
ACH-000495,-0.2773338373112433
ACH-000496,-0.1270612287214465
ACH-000499,-0.06454236966512714
ACH-000500,-0.02332609621992407
ACH-000502,-0.18501243397019276
ACH-000503,-0.3769279111541837
ACH-000505,-0.1568676405385631
ACH-000507,-0.15107938446264174
ACH-000510,-0.09174984870572618
ACH-000511,-0.1368656494073848
ACH-000512,-0.098617092221222
ACH-000516,-0.1659271492172971
ACH-000517,-0.17779637575515567
ACH-000518,-0.24546646784382525
ACH-000520,-0.01004946752442683
ACH-000521,-0.11975486601541448
ACH-000522,-0.0854565153686033
ACH-000524,-0.2339591457224449
ACH-000527,-0.20071217802471444
ACH-000528,-0.3125659084209985
ACH-000537,-0.16002918108745626
ACH-000541,-0.24735228691371786
ACH-000542,-0.20062387265349893
ACH-000544,-0.0913425069146194
ACH-000545,-0.2816963897943425
ACH-000547,-0.2705063744041966
ACH-000548,-0.14938600441405647
ACH-000549,-0.2465610805720651
ACH-000550,-0.13458075169414835
ACH-000552,-0.1911649405304394
ACH-000556,-0.3283681073587418
ACH-000557,-0.05799338799610838
ACH-000569,-0.2327390079253258
ACH-000570,-0.2190082428736252
ACH-000571,-0.2268313288506872
ACH-000573,-0.2098786563778853
ACH-000576,-0.22502018941184349
ACH-000579,0.00566227956801251
ACH-000580,0.07052897737233076
ACH-000584,-0.21098220324398892
ACH-000585,-0.2097041966579852
ACH-000588,-0.0287645573996796
ACH-000589,-0.1438665149722196
