,HPCAL4 (51440)
ACH-000004,-0.12535059980780305
ACH-000005,-0.2312051788230296
ACH-000007,0.1157838602130908
ACH-000009,-0.01062327769222341
ACH-000011,0.11683004165303765
ACH-000012,-0.13483412642166887
ACH-000013,-0.09212956535522897
ACH-000014,-0.04251443675010379
ACH-000015,-0.02788082748971276
ACH-000017,-0.04085873178385225
ACH-000018,0.014555537954099182
ACH-000019,-0.05769488877574588
ACH-000021,-0.01679667118006607
ACH-000022,-0.10260582099349863
ACH-000025,0.029209308078213862
ACH-000028,-0.012498589825176109
ACH-000030,-0.07851754806191487
ACH-000035,-0.32160055667692705
ACH-000036,-0.04671347373546921
ACH-000037,0.13085292681197147
ACH-000039,-0.1093477265475666
ACH-000040,-0.00851801048022163
ACH-000041,0.03031235213256034
ACH-000042,-0.12301638750486955
ACH-000045,-0.12488862074098447
ACH-000047,-0.008531280557451866
ACH-000052,-0.12283183180993976
ACH-000053,-0.14801153477710913
ACH-000054,-0.11237917153465242
ACH-000055,-0.21277811572559724
ACH-000060,-0.12845761694060046
ACH-000067,-0.22196935263561676
ACH-000070,-0.06968911913358475
ACH-000075,-0.1905506585322539
ACH-000078,-0.18123012485110007
ACH-000082,0.02068928684629827
ACH-000085,-0.177796172737686
ACH-000086,-0.01980047186702916
ACH-000087,0.06037013578261063
ACH-000092,-0.1937589907015644
ACH-000095,-0.046085890955490656
ACH-000097,-0.09048208704943278
ACH-000098,-0.12991150166159665
ACH-000099,0.022489495604362617
ACH-000108,-0.09960709374423347
ACH-000113,-0.15815008842789066
ACH-000116,-0.12706737453902742
ACH-000118,-0.1397661374424489
ACH-000120,-0.09851253161837638
ACH-000123,0.05894742519609347
ACH-000127,-0.057021477927888316
ACH-000128,0.01522728828863449
ACH-000132,-0.04246326670422295
ACH-000133,0.02101591519545411
ACH-000137,-0.1070299470994472
ACH-000138,-0.0741336924685794
ACH-000142,-0.2097256697427004
ACH-000143,-0.20534514446981475
ACH-000146,-0.4156439107120503
ACH-000148,0.01708225637396254
ACH-000150,-0.3125770133861337
ACH-000152,-0.1187214794200826
ACH-000153,-0.1922225925426936
ACH-000159,-0.03963532287494883
ACH-000160,0.05906895023917099
ACH-000163,0.11487139722137282
ACH-000167,-0.035212271420681444
ACH-000168,-0.2859256741106988
ACH-000169,-0.1045959992288973
ACH-000178,-0.19259479555649964
ACH-000183,-0.22267802227370428
ACH-000188,0.004672777916442653
ACH-000189,-0.21438962084201865
ACH-000190,0.019441821581596783
ACH-000198,-0.1621999904030164
ACH-000203,0.5039174582433955
ACH-000204,0.20821403060038185
ACH-000206,0.0017408226405082002
ACH-000207,-0.02990601164379244
ACH-000208,0.01867031835824047
ACH-000210,0.2720388525496836
ACH-000211,0.05191377297517371
ACH-000215,-0.04492759608110432
ACH-000221,0.0241455466225024
ACH-000222,-0.021822285369232138
ACH-000223,-0.02942428510326909
ACH-000226,-0.07363254362727792
ACH-000227,0.011589841569834496
ACH-000228,-0.06619666983114894
ACH-000231,0.023481888745300297
ACH-000232,-0.011401717238740214
