,LMBR1 (64327)
ACH-000004,0.0636682987550776
ACH-000005,0.18963728190013868
ACH-000007,0.12490395368078218
ACH-000009,0.1267770600210024
ACH-000011,0.24661504266704884
ACH-000012,0.13370494915054862
ACH-000013,0.16655454492775956
ACH-000014,0.0037536823358679436
ACH-000015,0.051993352137143255
ACH-000017,0.2241260146995961
ACH-000018,0.1328224504511759
ACH-000019,0.142859229926096
ACH-000021,0.14618408576319628
ACH-000022,0.13983886298358095
ACH-000025,0.096763479286111
ACH-000028,0.1867005841097049
ACH-000030,0.14989111652127093
ACH-000035,0.04859595179256858
ACH-000036,0.21198454531509126
ACH-000037,0.2486899373238184
ACH-000039,0.2103008109206548
ACH-000040,0.07303739367235951
ACH-000041,0.08650071488349424
ACH-000042,-0.02958493007258361
ACH-000045,0.2524308522027881
ACH-000047,0.2114520518901592
ACH-000052,0.16840915687301358
ACH-000053,0.06139485031491719
ACH-000054,0.08424800072362305
ACH-000055,0.06307310605041654
ACH-000060,0.10445798955891387
ACH-000067,0.4577903808596066
ACH-000070,0.111219369859301
ACH-000075,-0.0729406011470175
ACH-000078,0.170742153091385
ACH-000082,0.08506981792953848
ACH-000085,-0.030015674451938486
ACH-000086,0.20492158813633232
ACH-000087,-0.126302104437309
ACH-000092,0.18564576506330246
ACH-000095,0.07221335036863934
ACH-000097,0.09936656988432148
ACH-000098,0.1703484073517659
ACH-000099,0.06301086757247834
ACH-000108,0.09633477219641673
ACH-000113,0.04699463743126422
ACH-000116,0.1716603712111816
ACH-000118,0.2091338451755636
ACH-000120,0.2678651491775654
ACH-000123,0.11313612837767295
ACH-000127,0.12477479935489888
ACH-000128,0.2649303688543341
ACH-000132,0.2967620700134405
ACH-000133,0.13332255702172333
ACH-000137,0.2513429958325812
ACH-000138,0.1116990197641568
ACH-000142,0.15686589324832104
ACH-000143,0.11492255742784188
ACH-000146,0.10374031705680656
ACH-000148,0.12011292425014775
ACH-000150,0.05147449140467821
ACH-000152,0.08090188721826473
ACH-000153,0.2691809581489202
ACH-000159,0.15081183597560294
ACH-000160,0.1657264023194741
ACH-000163,-0.04206667528742421
ACH-000167,0.1961355848908303
ACH-000168,0.1470054539595923
ACH-000169,0.26155930425449875
ACH-000178,0.1973486574904169
ACH-000183,-0.01396254045992798
ACH-000188,0.16870253875955146
ACH-000189,0.1948374450235487
ACH-000190,0.26912062528562536
ACH-000198,0.1914279842541468
ACH-000203,0.2151950410795186
ACH-000204,0.2779480116349041
ACH-000206,0.1842415715554428
ACH-000207,0.11184767371817672
ACH-000208,0.4668327868857976
ACH-000210,0.14037558272128328
ACH-000211,0.04777363704851175
ACH-000215,0.1826405322787674
ACH-000221,0.2465843433278213
ACH-000222,0.050405899523573314
ACH-000223,0.16923603002057666
ACH-000226,0.18136534951159766
ACH-000227,0.13101036118396778
ACH-000228,0.27002327153479955
ACH-000231,0.08998694655215221
ACH-000232,0.042211749563837615
ACH-000233,0.13006076321283774
ACH-000234,-0.00594481855229953
ACH-000235,0.0811972294813289
ACH-000237,0.15599874089285976
ACH-000238,0.16605241511387833
ACH-000242,0.06847910867947399
ACH-000243,0.1160468669775558
ACH-000244,0.12095592686491873
ACH-000246,0.14498697288096485
ACH-000248,0.18003202943531624
ACH-000250,0.1329077122101959
ACH-000251,0.06053273758468824
ACH-000252,0.20603768900641106
ACH-000253,0.14753301712433006
ACH-000255,0.11538906864148815
ACH-000256,0.10038549157934933
ACH-000257,-0.0012375755607755036
ACH-000258,-0.008561717168771193
ACH-000259,0.02641948625579291
ACH-000260,0.0970267596609971
ACH-000261,0.1312070574574239
ACH-000262,0.16303914215141113
ACH-000263,-0.08244030331709694
ACH-000264,0.13172869010757188
ACH-000265,0.2332758831924125
ACH-000266,0.10838551697079823
ACH-000272,0.04324450140559293
