,PPARG (5468)
ACH-000004,0.22705966398393235
ACH-000005,0.034100977924466966
ACH-000007,-0.040600082197386915
ACH-000009,0.07086674674809477
ACH-000011,0.02388545242941346
ACH-000012,0.061071828566064565
ACH-000013,0.1392439885054235
ACH-000014,0.08464193512691208
ACH-000015,0.13900841171411835
ACH-000017,0.18523161496610105
ACH-000018,-0.3466072301688303
ACH-000019,-0.0027999257598714136
ACH-000021,0.13758722093448458
ACH-000022,-0.1509609609342823
ACH-000025,-0.03091484004287495
ACH-000028,-0.02871036226859398
ACH-000030,0.11826633930097467
ACH-000035,0.09202851628124754
ACH-000036,0.2709943656134765
ACH-000037,0.08962681778053551
ACH-000039,0.22901267307170264
ACH-000040,0.003952015084590795
ACH-000041,0.0005743437640379727
ACH-000042,-0.4841804404721641
ACH-000045,0.05090702616321647
ACH-000047,0.1442320987110905
ACH-000052,0.08708570792057757
ACH-000053,0.22703585654730365
ACH-000054,-0.06477108565705282
ACH-000055,-0.07926495602973495
ACH-000060,0.11395300560470314
ACH-000067,0.05759837886222089
ACH-000070,0.058098759498122085
ACH-000075,-0.009378640779218829
ACH-000078,0.11915614142289495
ACH-000082,0.056606999833515075
ACH-000085,0.16045035754278095
ACH-000086,0.03493591876972621
ACH-000087,0.1011957474773074
ACH-000092,0.11248370113030752
ACH-000095,0.1013831341855044
ACH-000097,0.0837022162153103
ACH-000098,-0.04854816582588831
ACH-000099,0.029654005135754825
ACH-000108,0.15873790996616668
ACH-000113,0.02073977068939456
ACH-000116,0.08434753890471118
ACH-000118,-0.014512048602498797
ACH-000120,-0.027923218982927208
ACH-000123,0.09080150849071653
ACH-000127,0.11632109637685906
ACH-000128,0.10480517438998672
ACH-000132,0.08185049702988867
ACH-000133,0.1072729092351057
ACH-000137,0.015338436132090185
ACH-000138,0.042485349223871434
ACH-000142,-0.28328103245953506
ACH-000143,0.02342600078409064
ACH-000146,0.11383362718123062
ACH-000148,0.0982351409198755
ACH-000150,-0.06775732427535948
ACH-000152,0.10523642680462512
ACH-000153,0.3496970599934869
ACH-000159,0.13186106612298973
ACH-000160,0.39768480715251736
ACH-000163,0.2804218595658139
ACH-000167,0.8164918323258121
ACH-000168,0.029946810595545374
ACH-000169,0.08265735386005375
ACH-000178,0.0648534734318557
ACH-000183,0.0651811914043664
ACH-000188,0.0012674435439235438
ACH-000189,0.03318758047819089
ACH-000190,0.3714075864431559
ACH-000198,0.0862448845649369
ACH-000203,0.008517355232407191
ACH-000204,0.05879350415782685
ACH-000206,0.09103771709154963
ACH-000207,0.08848329299704373
ACH-000208,-0.26671704679515484
ACH-000210,-0.0630622352522732
ACH-000211,0.08746479693996465
ACH-000215,0.08319941884547125
ACH-000221,0.03980366309760579
ACH-000222,-0.2904165548664883
ACH-000223,0.10366878642029284
ACH-000226,0.16617814817917212
ACH-000227,0.04015213515022036
ACH-000228,-0.05210025241088104
ACH-000231,0.14015326355222044
ACH-000232,0.14315893820142192
ACH-000233,0.03483069476924673
ACH-000234,0.050926646661949126
ACH-000235,0.031714408993219936
ACH-000237,-0.0008785005887789284
ACH-000238,0.05275538107543179
ACH-000242,-0.3672155756301244
ACH-000243,-0.11583630615021932
ACH-000244,0.1314805631441096
ACH-000246,-0.005000031268087209
ACH-000248,0.20441503979355008
ACH-000250,0.11571538744551498
ACH-000251,0.04780955760966934
ACH-000252,-0.037436637646907
ACH-000253,-0.049373572490712066
ACH-000255,-0.003608787615633296
ACH-000256,0.009628120084830546
ACH-000257,-0.08486610519559767
ACH-000258,0.09161006588618646
ACH-000259,0.05473677993228967
ACH-000260,0.13849979064647128
ACH-000261,0.18090108856498696
ACH-000262,0.15933741365335774
ACH-000263,-0.012703436628778951
ACH-000264,-0.28454063700731963
ACH-000265,0.042596394366013215
ACH-000266,-0.17074689844764349
ACH-000272,0.050396151167903004
ACH-000274,0.0012365173606186314
ACH-000277,0.2463757919999751
ACH-000278,0.0921969566513346
ACH-000279,0.09550881346837907
ACH-000280,-0.19477627207475232
ACH-000281,-0.3716469927858933
ACH-000288,0.1252090628867957
ACH-000291,0.09846905759945196
ACH-000293,0.1092963183218682
ACH-000294,0.18263121275929087
ACH-000295,0.010843924819567348
ACH-000296,0.25661059807038
ACH-000302,0.05613494809708628
ACH-000304,0.19586316641495805
ACH-000307,-0.20761690521887408
ACH-000308,0.0933256361632957
ACH-000310,0.16377155386372907
ACH-000311,0.08408805068129363
ACH-000312,0.13572114003091068
ACH-000315,0.3415894360071997
ACH-000316,0.08751771946280745
ACH-000317,0.22615024497680206
ACH-000318,0.11785226746849405
ACH-000319,0.1891674819319164
ACH-000320,-0.24889790625762626
ACH-000322,0.056925496891572024
ACH-000323,-0.024025437729054147
ACH-000324,-0.0508950295139486
ACH-000329,0.01523050182408251
ACH-000330,0.07257565519043446
