,PSMC2 (5701)
ACH-000004,-1.1000396067234581
ACH-000005,-0.9216172539028242
ACH-000007,-0.7678581269539824
ACH-000009,-0.7706186891852279
ACH-000011,-0.7035437323039392
ACH-000012,-0.902570267685741
ACH-000013,-0.7916868428273459
ACH-000014,-0.7260451369918332
ACH-000015,-0.8569094088737125
ACH-000017,-0.5725486711407645
ACH-000018,-0.901368811907876
ACH-000019,-0.9572066642931504
ACH-000021,-0.8146689641877894
ACH-000022,-0.5469757885125772
ACH-000025,-0.7396565920372066
ACH-000028,-0.6440164753598101
ACH-000030,-0.7503661141827337
ACH-000035,-0.7145514565462728
ACH-000036,-0.7547164966224521
ACH-000037,-0.786477307691632
ACH-000039,-0.5288744150698184
ACH-000040,-0.7668236759375852
ACH-000041,-1.0182156002082738
ACH-000042,-0.8825330626148847
ACH-000045,-0.8943361176218346
ACH-000047,-1.023639095853234
ACH-000052,-0.8860965679987929
ACH-000053,-0.9197574327466899
ACH-000054,-0.8569346080579587
ACH-000055,-1.2242842641645753
ACH-000060,-0.8946120052148714
ACH-000067,-0.5333265469473629
ACH-000070,-0.5958208323547902
ACH-000075,-0.8267574348816921
ACH-000078,-0.8611939584131884
ACH-000082,-0.8653837070243023
ACH-000085,-1.0438246875081414
ACH-000086,-0.8201420215986169
ACH-000087,-0.7402754995843491
ACH-000092,-0.8319680900214299
ACH-000095,-0.8932601691009541
ACH-000097,-0.944431353600055
ACH-000098,-0.6212522389936872
ACH-000099,-0.9893647893017186
ACH-000108,-0.8755879692542679
ACH-000113,-0.7485197117801788
ACH-000116,-1.1615214334060449
ACH-000118,-0.8028842678837462
ACH-000120,-0.9462091225996598
ACH-000123,-0.7950769843450906
ACH-000127,-1.0594412232607315
ACH-000128,-1.045965128768014
ACH-000132,-0.9415861807018296
ACH-000133,-0.5678179470945843
ACH-000137,-0.8542593253806403
ACH-000138,-0.8231986402232386
ACH-000142,-0.557811066150752
ACH-000143,-0.8686400745170325
ACH-000146,-0.8063904586388659
ACH-000148,-0.7629870988243589
ACH-000150,-0.5484111955807854
ACH-000152,-0.7432219401414469
ACH-000153,-0.9333751681609452
ACH-000159,-0.7368121350168172
ACH-000160,-0.9114526327603224
ACH-000163,-0.8470473763820066
ACH-000167,0.6618916183505043
ACH-000168,-1.432130784123565
ACH-000169,-1.075151970638849
ACH-000178,-0.8057511385684174
ACH-000183,-0.7026122249994163
ACH-000188,-0.7000835957187704
ACH-000189,-1.1989529463563928
ACH-000190,-1.0377292782734633
ACH-000198,-0.8702451525611875
ACH-000203,-0.8017155749140733
ACH-000204,-0.8060217220982072
ACH-000206,-1.1925265785519468
ACH-000207,-0.7000641469920911
ACH-000208,-0.7700785129006557
ACH-000210,-0.8532838869430464
ACH-000211,-0.7137843120513745
