,LILRB4 (11006)
ACH-000004,0.1368841907853552
ACH-000005,0.4786081288838739
ACH-000007,0.08039929723674255
ACH-000009,-0.11906278427035916
ACH-000011,-0.20597629939842968
ACH-000012,-0.08768652079415185
ACH-000013,-0.19982181032814897
ACH-000014,-0.057361622760560074
ACH-000015,-0.00972525236984735
ACH-000017,0.1011609015297462
ACH-000018,0.11772823269596497
ACH-000019,-0.15116086570961393
ACH-000021,-0.09845779284251537
ACH-000022,-0.0632183672030717
ACH-000025,0.06805345593668781
ACH-000028,-0.02153967706564219
ACH-000030,-0.2631582662378748
ACH-000035,0.005049463757341184
ACH-000036,-0.021970579787102318
ACH-000037,-0.19790339479075528
ACH-000039,-0.12549117947669053
ACH-000040,-0.04360887733061582
ACH-000041,0.024511417420226646
ACH-000042,-0.042251169289322654
ACH-000045,-0.06872662462582838
ACH-000047,-0.022886336003321968
ACH-000052,0.13130054572901906
ACH-000053,-0.04146462528375942
ACH-000054,-0.0849748095447011
ACH-000055,0.03974927990871873
ACH-000060,-0.0719086876671859
ACH-000067,-0.04671276125587268
ACH-000070,0.11193916424261173
ACH-000075,-0.0591158947373472
ACH-000078,-0.06933456548344558
ACH-000082,-0.01871420804116531
ACH-000085,0.02017152503195685
ACH-000086,0.010789592926650668
ACH-000087,-0.04214665399730076
ACH-000092,-0.08545692564510908
ACH-000095,-0.08826762304635621
ACH-000097,-0.1348807936012647
ACH-000098,-0.12645798792539595
ACH-000099,-0.01147025668087092
ACH-000108,0.01349219418578415
ACH-000113,0.0016672898159481163
ACH-000116,-0.1014273624454369
ACH-000118,-0.09652775597352116
ACH-000120,0.0436708964766155
ACH-000123,0.006040743796287856
ACH-000127,-0.08623672181991489
ACH-000128,-0.1027149404607136
ACH-000132,-0.1257027606202714
ACH-000133,-0.06871780643186116
ACH-000137,-0.18783371275366986
ACH-000138,-0.131244987931114
ACH-000142,0.09339348259834113
ACH-000143,-0.21303239391539955
ACH-000146,-0.0882836629209411
ACH-000148,-0.17083963418393733
ACH-000150,0.06029298552626555
ACH-000152,0.026492398980209605
ACH-000153,0.02228964479172621
ACH-000159,-0.1187291970867356
ACH-000160,-0.06432790055462788
ACH-000163,-0.021556163367544918
ACH-000167,-0.6137237592753011
ACH-000168,-0.13947019180142226
ACH-000169,-0.19502563044453392
ACH-000178,-0.1400931773146397
ACH-000183,-0.038319823187101656
ACH-000188,-0.03203180564862237
ACH-000189,-0.21748896249140068
ACH-000190,0.081337131156243
ACH-000198,-0.048246123452501635
ACH-000203,-0.04988777683903066
ACH-000204,-0.1746288163122859
ACH-000206,-0.12839985659237854
ACH-000207,-0.18557405074795585
ACH-000208,-0.10718923702388083
ACH-000210,0.19298497676377646
ACH-000211,-0.10351433520675406
ACH-000215,-0.084469364353274
ACH-000221,-0.11821647764245075
ACH-000222,0.07661608671983053
ACH-000223,-0.10499632914763013
ACH-000226,0.004708271228606678
ACH-000227,-0.16263085774026373
ACH-000228,-0.02707918007775258
ACH-000231,0.06266492077139789
ACH-000232,-0.26010084034543696
ACH-000233,-0.13488706892479113
ACH-000234,0.02283767731680416
ACH-000235,-0.05945180722441747
ACH-000237,-0.12197565129082008
ACH-000238,-0.09593767692859673
ACH-000242,-0.2292567222834339
ACH-000243,0.05264417690371174
ACH-000244,-0.10796245365515124
ACH-000246,-0.04606915620055815
ACH-000248,0.15007711804233967
ACH-000250,-0.035980726545005864
ACH-000251,-0.35346948406855144
ACH-000252,0.009446984119229243
ACH-000253,-0.036836668835935935
ACH-000255,-0.1436670413997403
ACH-000256,-0.08787941618320286
ACH-000257,-0.14652399419602788
ACH-000258,-0.29897521885918144
ACH-000259,-0.0756265596357164
ACH-000260,-0.026925226990837183
ACH-000261,0.005230026258453631
ACH-000262,-0.2417049815928866
ACH-000263,-0.11429575989626875
ACH-000264,-0.005471204479830078
ACH-000265,-0.11110317547417396
ACH-000266,-0.12607173000042982
ACH-000272,-0.11427482836748055
ACH-000274,-0.07837920372495404
ACH-000277,-0.010841550078082894
ACH-000278,0.03037824797363121
ACH-000279,-0.029263549106502324
ACH-000280,-0.057565783780207026
ACH-000281,0.007330834124939777
ACH-000288,0.08721781705214204
ACH-000291,-0.15208655949145802
ACH-000293,-0.14308052715077774
ACH-000294,-0.05064845017410167
ACH-000295,-0.15539059866208813
ACH-000296,-0.03642147106456555
ACH-000302,-0.13470392827985408
ACH-000304,-0.061737569391745815
ACH-000307,-0.09321443472667976
ACH-000308,-0.08529549537236844
ACH-000310,-0.15116760315172398
ACH-000311,-0.26402486045581885
ACH-000312,-0.0324753200658718
ACH-000315,0.1949378176317875
ACH-000316,0.12636270929231713
ACH-000317,-0.17798711032447298
ACH-000318,-0.057972647861095274
ACH-000319,-0.1148862566386119
ACH-000320,0.0430013887397811
ACH-000322,0.07698827515613799
ACH-000323,-0.027702641844553785
ACH-000324,-0.08766804940195973
ACH-000329,-0.0755543033971161
ACH-000330,0.08233607032562087
ACH-000331,-0.16031845380350607
ACH-000332,-0.07794677164775521
ACH-000334,-0.01818124333246335
ACH-000335,0.06878999215557506
ACH-000336,-0.3640420082623029
ACH-000337,0.07841242491373003
ACH-000338,-0.2671311961873906
ACH-000339,-0.10293734702221108
ACH-000341,-0.07765397823287305
ACH-000348,-0.06897225430457614
ACH-000350,-0.04679196577747896
ACH-000352,-0.08802669479007384
ACH-000356,-0.1268767811270664
ACH-000361,-0.09526263338175443
ACH-000362,-0.1423042273085621
ACH-000363,-0.09488810083448096
ACH-000364,-0.14475108592962
ACH-000365,0.004241726119401206
ACH-000366,-0.13208568844586446
ACH-000368,0.026056991635559933
ACH-000374,0.010126715183527622
ACH-000375,0.06364820687071178
ACH-000376,0.047992733133540896
ACH-000381,-0.05689093957487028
ACH-000383,-0.08345476443356893
ACH-000387,-0.02699219716246774
ACH-000389,-0.3126317574386164
ACH-000390,-0.05778885089047708
ACH-000393,-0.2324507943357188
ACH-000395,-0.3803868340551693
ACH-000396,0.1589917676275423
ACH-000397,-0.1692823979206694
ACH-000401,0.08808262949308625
ACH-000402,-0.12181743617333532
ACH-000403,-0.23669662767958616
ACH-000404,-0.1960888721479154
ACH-000406,-0.10347539890893036
