,FLOT1 (10211)
ACH-000004,-0.18071835862448435
ACH-000005,-0.4245352618298484
ACH-000007,-0.07096728594360296
ACH-000009,-0.27719634869425025
ACH-000011,-0.3132025899713889
ACH-000012,-0.2298539856910637
ACH-000013,-0.31337256748758097
ACH-000014,-0.2616217640349035
ACH-000015,-0.21179464582966467
ACH-000017,-0.19117555088348784
ACH-000018,-0.3226621340020349
ACH-000019,-0.11817973361413593
ACH-000021,-0.2808642222023148
ACH-000022,-0.17256483338143086
ACH-000025,-0.34689135440824964
ACH-000028,-0.2574605807220266
ACH-000030,-0.5407652369853285
ACH-000035,-0.25302277335964635
ACH-000036,-0.3113939874312181
ACH-000037,-0.2686987676509174
ACH-000039,-0.1929559927240013
ACH-000040,-0.3212874527413125
ACH-000041,-0.3023065538661461
ACH-000042,-0.3479633697607339
ACH-000045,-0.22040573081872256
ACH-000047,-0.16128498946759848
ACH-000052,-0.13961672888757215
ACH-000053,-0.5103916565877723
ACH-000054,-0.3761528378466677
ACH-000055,-0.2881674834639657
ACH-000060,-0.2634737827599432
ACH-000067,-0.3147757537533815
ACH-000070,-0.12371666432931325
ACH-000075,-0.09665969486482036
ACH-000078,-0.3153216067967253
ACH-000082,-0.2834260424585515
ACH-000085,0.1129501103117581
ACH-000086,-0.1821198251106273
ACH-000087,-0.21723628960015576
ACH-000092,-0.14472048131138598
ACH-000095,-0.22024980684789044
ACH-000097,-0.057339457977023174
ACH-000098,-0.2225036041920462
ACH-000099,-0.22602324752363046
ACH-000108,-0.1483275482149152
ACH-000113,-0.15692655217350554
ACH-000116,-0.26119932315421024
ACH-000118,-0.21303932547382334
ACH-000120,-0.24966618824441714
ACH-000123,-0.3520803173155937
ACH-000127,-0.4462338176681001
ACH-000128,-0.36151996801837655
ACH-000132,-0.4651871234947882
ACH-000133,-0.2458908111565821
ACH-000137,-0.40766836600987105
ACH-000138,-0.2491980440387697
ACH-000142,-0.18134117407395367
ACH-000143,-0.3296565711134655
ACH-000146,-0.20887989096486212
ACH-000148,-0.14421739480317602
ACH-000150,-0.20448726645018564
ACH-000152,-0.3255651057613049
ACH-000153,-0.1959807233548969
ACH-000159,-0.0921107424417492
ACH-000160,-0.030363250965435414
ACH-000163,-0.3775121891324435
ACH-000167,-0.42880395200997373
ACH-000168,-0.26611747536936703
ACH-000169,-0.3798946059042793
ACH-000178,-0.27818261320095594
ACH-000183,-0.23823416109405676
ACH-000188,-0.4717496375183656
ACH-000189,-0.5275724336699302
ACH-000190,-0.3907198104803893
ACH-000198,-0.24891181101356105
ACH-000203,-0.06203459762510525
ACH-000204,-0.18913826349168608
ACH-000206,-0.2124409483438731
ACH-000207,-0.4350096158438864
ACH-000208,-0.4309111613841484
ACH-000210,0.0052232887838510895
ACH-000211,-0.20888055052848706
ACH-000215,-0.25972114951479824
ACH-000221,-0.23058051540023955
ACH-000222,-0.2412111722384016
ACH-000223,-0.36819598970907663
ACH-000226,-0.2859811505375081
ACH-000227,-0.15979309663272578
ACH-000228,-0.28004420808624675
ACH-000231,-0.2288757149034511
ACH-000232,-0.240083883899916
ACH-000233,-0.21128901385391166
ACH-000234,-0.4184443885071229
ACH-000235,-0.3002494439371461
ACH-000237,-0.26563061728888443
ACH-000238,-0.2644635280617845
ACH-000242,-0.1644313848929043
ACH-000243,-0.21873294396765453
ACH-000244,-0.4116820270180605
ACH-000246,-0.19639581175834112
ACH-000248,-0.32096852488830435
ACH-000250,-0.5477319174455499
ACH-000251,-0.3519451457389574
ACH-000252,-0.3821128738255738
ACH-000253,-0.20623408973661264
ACH-000255,-0.21753640654724293
ACH-000256,-0.2536194493571312
ACH-000257,-0.5667902326553259
ACH-000258,-0.18631868427796824
ACH-000259,-0.17459019231614312
ACH-000260,-0.25025426856983857
ACH-000261,-0.3996293199144775
ACH-000262,-0.3398124091129437
ACH-000263,0.0932728643371793
ACH-000264,-0.3361057763976654
ACH-000265,-0.2857092325616073
ACH-000266,-0.2880268422205961
ACH-000272,-0.3591865233871592
ACH-000274,-0.17336006022415346
ACH-000277,-0.347742755371118
ACH-000278,-0.2521062582681133
ACH-000279,-0.3294751591183875
ACH-000280,-0.26733216134926496
ACH-000281,-0.20769744522979253
ACH-000288,-0.324972037143957
ACH-000291,-0.28847597757854193
ACH-000293,-0.2309355151765489
ACH-000294,-0.2025816624275112
ACH-000295,-0.2619156251191905
ACH-000296,-0.053813040005157804
ACH-000302,-0.3244455575575234
ACH-000304,-0.10227494167543223
ACH-000307,-0.35414829534534586
ACH-000308,-0.2693266393015626
ACH-000310,-0.2018974785010886
ACH-000311,-0.2625149388305057
ACH-000312,-0.23938344245081886
ACH-000315,-0.3660317878768682
ACH-000316,-0.14706398298324108
ACH-000317,-0.2658340824692185
ACH-000318,-0.17866732870566
ACH-000319,-0.21313683898108512
ACH-000320,-0.38331911603320296
ACH-000322,-0.2049914066432809
ACH-000323,-0.30123076560234163
ACH-000324,-0.3719920013261309
ACH-000329,-0.2399740317590909
ACH-000330,-0.6486829125544334
ACH-000331,-0.273413942132883
ACH-000332,-0.2423007019830069
ACH-000334,-0.21131296560431265
ACH-000335,-0.4844881986096836
ACH-000336,-0.5068091846605159
ACH-000337,-0.21974518764923745
ACH-000338,-0.3779236699297383
ACH-000339,-0.34046274825987205
ACH-000341,-0.3263314172903273
ACH-000348,-0.3282242988465968
ACH-000350,-0.1159945800588928
ACH-000352,-0.2405211046040621
ACH-000356,-0.5860817299404224
ACH-000361,-0.2286650919763853
ACH-000362,-0.08349417688671215
ACH-000363,-0.2466894089004982
ACH-000364,-0.2049150584747101
ACH-000365,-0.13257406765362414
ACH-000366,-0.1453896409642937
ACH-000368,-0.33318934520363164
ACH-000374,-0.2845473395549517
ACH-000375,-0.18245989282312214
ACH-000376,-0.2621314745171634
ACH-000381,-0.4424583739396462
ACH-000383,-0.2960359285639918
ACH-000387,-0.18718480639923188
ACH-000389,-0.2587263661473663
ACH-000390,-0.2690665566371568
ACH-000393,-0.36598489478516094
ACH-000395,-0.31066458702979793
ACH-000396,-0.32898298567043605
ACH-000397,-0.4059797673188447
ACH-000401,-0.3163279070404376
ACH-000402,-0.17478728157778148
ACH-000403,-0.3326765331461731
ACH-000404,-0.5078855754786986
ACH-000406,-0.2235160588897699
ACH-000407,-0.2609671246499101
ACH-000408,-0.2324263320540987
ACH-000410,-0.22478914406876674
ACH-000411,-0.3535823028255926
ACH-000414,-0.17960624777162998
ACH-000415,-0.3681698595679637
ACH-000416,-0.20785017474941891
ACH-000420,-0.23419564050618785
ACH-000421,-0.25818049714335706
ACH-000424,-0.18405831357361926
ACH-000425,-0.3098298383661673
ACH-000426,-0.04238826497394122
ACH-000427,-0.06646399144099492
ACH-000433,0.1229298991136178
ACH-000435,-0.4257111783311845
ACH-000436,-0.3920135026559961
ACH-000444,-0.2179129163035949
ACH-000445,-0.17941139118209562
ACH-000448,-0.2665715682592272
ACH-000450,-0.22032076281551416
ACH-000452,-0.3744549393542176
ACH-000454,-0.4455567576782852
ACH-000458,-0.2378810246434204
ACH-000459,-0.29059461514125784
ACH-000460,-0.2726210770558968
ACH-000461,-0.5889891845960584
ACH-000463,-0.25310183870771746
ACH-000464,-0.15054810891438156
ACH-000466,-0.4129937715039682
ACH-000467,-0.219710657740092
ACH-000468,-0.22039385628258612
ACH-000469,-0.10185304833904793
ACH-000470,-0.23937345536970275
ACH-000471,-0.5025363290774164
ACH-000472,-0.15782210444827535
ACH-000473,-0.3892415162128914
ACH-000475,-0.1833701647506932
ACH-000476,-0.3331121875462862
ACH-000477,-0.2854555204297348
ACH-000479,-0.4879039008098032
ACH-000480,-0.3220402131368961
ACH-000481,-0.3381363223444089
ACH-000483,-0.17934445000597926
ACH-000484,-0.22803108339800915
ACH-000485,-0.30235626345814953
ACH-000486,-0.10826709312644782
ACH-000487,-0.2507883126410552
ACH-000488,-0.1995272742649969
ACH-000490,-0.2349355499118376
ACH-000491,-0.33880068878105
ACH-000495,-0.27494186573655344
ACH-000496,-0.22346485654786946
ACH-000499,-0.4273284366040984
ACH-000500,-0.2696437745680236
ACH-000502,-0.2141180566862832
ACH-000503,0.006559934325587788
ACH-000505,-0.2028642650964684
ACH-000507,-0.3686583976540581
ACH-000510,-0.2729145133958221
ACH-000511,-0.16754693058193687
ACH-000512,0.0765299448898788
ACH-000516,-0.3211329698838421
ACH-000517,-0.3849499296812472
ACH-000518,-0.46741796493833004
ACH-000520,-0.23948565172633945
ACH-000521,-0.4642848972799664
ACH-000522,-0.2839940018754592
ACH-000524,-0.4031470351867431
ACH-000527,-0.18971204124005786
ACH-000528,-0.2552960634168812
ACH-000537,-0.2932140960166372
ACH-000541,-0.3104664455272888
ACH-000542,-0.3786138981129158
ACH-000544,-0.001895558028533392
ACH-000545,-0.20202146505236634
ACH-000547,-0.2138163924082976
ACH-000548,-0.3445354115518367
ACH-000549,-0.14829941028969987
