,MESDC1 (59274)
ACH-000004,0.13084758685694406
ACH-000005,-0.2840364873431656
ACH-000007,0.09789577972070994
ACH-000009,0.03673569736880895
ACH-000011,0.04175266637733297
ACH-000012,-0.1806822908759771
ACH-000013,0.08717826250810143
ACH-000014,-0.0789491213364457
ACH-000015,-0.0593608496393904
ACH-000017,0.009533461949557677
ACH-000018,-0.03164791780607816
ACH-000019,-0.1980942921295003
ACH-000021,-0.023282556513184
ACH-000022,0.05460853276075504
ACH-000025,-0.005920547340509315
ACH-000028,0.026699301708096163
ACH-000030,0.053433301309517525
ACH-000035,0.09597463150316222
ACH-000036,-0.05432806791338506
ACH-000037,0.007419291036524395
ACH-000039,0.028422611790876955
ACH-000040,0.11036482215676348
ACH-000041,0.004247044586571411
ACH-000042,0.19257226304882805
ACH-000045,0.11441010604737865
ACH-000047,0.07998443235712945
ACH-000052,-0.08494861925087911
ACH-000053,0.0657365594368641
ACH-000054,-0.06908834823944937
ACH-000055,0.1882708469097788
ACH-000060,0.215922643746782
ACH-000067,-0.03206872237472806
ACH-000070,0.003325162548822389
ACH-000075,0.01457961873319814
ACH-000078,0.07809402534041858
ACH-000082,0.08939146888126387
ACH-000085,-0.08534218564243043
ACH-000086,0.02201592526727192
ACH-000087,-0.0634673857014227
ACH-000092,-0.003852514251980247
ACH-000095,-0.0925074331675938
ACH-000097,-0.0045532845792144745
ACH-000098,0.15700350154787152
ACH-000099,-0.11183007846753712
ACH-000108,0.04309013829351165
ACH-000113,0.23140459935527236
ACH-000116,0.00778804278127425
ACH-000118,0.1443638493918135
ACH-000120,0.0591457234352327
ACH-000123,-0.21574025065128166
ACH-000127,0.004425925108229207
ACH-000128,0.10620933593897368
ACH-000132,0.017930956720069734
ACH-000133,-0.11703306328527582
ACH-000137,-0.07688305058372538
ACH-000138,0.1117568684077044
ACH-000142,-0.014213123841212594
ACH-000143,0.2691151773813568
ACH-000146,0.21185655689088814
ACH-000148,-0.09818454403069957
ACH-000150,0.08915746243463986
ACH-000152,-0.05039380117762143
ACH-000153,0.1263781680928764
ACH-000159,-0.010999288222872263
ACH-000160,-0.02337695479379939
ACH-000163,0.051409326708397526
ACH-000167,0.3920846561210541
ACH-000168,0.020971627340303133
ACH-000169,-0.007355558179454919
ACH-000178,0.1091123917217174
ACH-000183,-0.009046735755553472
ACH-000188,-0.03714820110525775
ACH-000189,-0.3584163986458448
ACH-000190,-0.014679444774766312
ACH-000198,-0.09164663217837772
ACH-000203,-0.0777479459571007
ACH-000204,0.21808688076086327
ACH-000206,0.21971705840475286
ACH-000207,0.09759811872633106
ACH-000208,-0.21119640090756772
ACH-000210,0.017629394863680346
ACH-000211,0.04047981444092681
ACH-000215,-0.0044604865587420505
ACH-000221,-0.09536514978289036
ACH-000222,0.030128409944888693
ACH-000223,0.02595087365750873
ACH-000226,-0.021182317747038798
ACH-000227,0.039564590902236206
ACH-000228,-0.09475364854961696
ACH-000231,0.11140139685533212
ACH-000232,0.0548074214251672
ACH-000233,-0.03761727508462589
ACH-000234,0.16719773332269952
ACH-000235,0.02089455455142001
ACH-000237,0.024072938957278345
ACH-000238,0.0885475794492405
ACH-000242,-0.005750087267073348
ACH-000243,0.016776662116723153
ACH-000244,0.15025994048517471
ACH-000246,-0.03855021002577479
ACH-000248,0.12268449260349387
ACH-000250,0.004557987006133756
ACH-000251,0.20653913600699345
ACH-000252,-0.13445940603018444
ACH-000253,-0.027381169995122998
ACH-000255,-0.19253853149057615
ACH-000256,-0.0475149931678907
ACH-000257,0.0692455338242372
ACH-000258,-0.103217468630776
ACH-000259,0.12171704815168198
ACH-000260,0.06376634242902199
ACH-000261,-0.02279647045780749
ACH-000262,0.1301462192696658
ACH-000263,-0.08408716418640795
ACH-000264,0.06905380041643888
ACH-000265,-0.1316397204252857
ACH-000266,0.11253136818318704
ACH-000272,-0.01981476805051792
ACH-000274,-0.034075430289858245
ACH-000277,0.03925252949643152
ACH-000278,-0.015496367042607118
ACH-000279,0.042937516147603744
ACH-000280,0.07663175132133923
ACH-000281,-0.0006733896652028475
ACH-000288,0.06843727739008895
ACH-000291,0.008864135661811795
ACH-000293,-0.03105905487958865
ACH-000294,0.045842203582162164
ACH-000295,-0.06069563732728814
ACH-000296,0.018098469123238918
ACH-000302,0.09559203725852992
ACH-000304,-0.13960064769073696
ACH-000307,-0.019979271710720083
ACH-000308,0.0607932053492504
ACH-000310,-0.10659740220501354
ACH-000311,-0.0998146720525028
ACH-000312,-0.05691492332303244
ACH-000315,0.09137471287345636
ACH-000316,-0.04157997144612779
ACH-000317,0.021284691922830352
ACH-000318,-0.012064821559102795
ACH-000319,-0.15185995250388756
ACH-000320,0.13990748196479624
ACH-000322,-0.11455231775881515
ACH-000323,-0.007992153871352855
ACH-000324,0.046402099094518236
ACH-000329,-0.00702117649288004
ACH-000330,0.033500311239724224
ACH-000331,0.13353683322289153
ACH-000332,-0.01679235181196474
ACH-000334,0.20873975421424776
ACH-000335,-0.019828011219448795
ACH-000336,0.020064431047227625
ACH-000337,0.10408118317700214
ACH-000338,0.14341586005636509
ACH-000339,0.056859185278651324
ACH-000341,-0.09446139560343413
ACH-000348,0.1324883312513199
ACH-000350,0.08851039263009898
ACH-000352,0.099072630391604
ACH-000356,-0.04350972306327242
ACH-000361,-0.17419833463452267
ACH-000362,0.08111638907770508
ACH-000363,-0.06696743111602615
ACH-000364,0.07390986201577457
ACH-000365,0.10146662062144213
ACH-000366,-0.039364724974278516
ACH-000368,0.08250031657848263
ACH-000374,0.14786301590317413
ACH-000375,-0.08170308686219979
ACH-000376,-0.030660213095420358
ACH-000381,0.10319753355024376
ACH-000383,-0.014374215726496609
ACH-000387,-0.0376047824354053
ACH-000389,-0.04654830450377895
ACH-000390,0.013424842262912476
ACH-000393,-0.14246909852304984
ACH-000395,-0.16024741348930893
ACH-000396,0.09420675871605258
ACH-000397,0.0014629162496935131
ACH-000401,0.12978223589069934
ACH-000402,0.3927662092158877
ACH-000403,0.07407513269046291
ACH-000404,0.21116195841294155
ACH-000406,0.17096333241848896
ACH-000407,-0.03478219982024842
