,G3BP1 (10146)
ACH-000004,0.10488489726540486
ACH-000005,-0.01080930607815495
ACH-000007,0.08070802681397063
ACH-000009,0.020346045807055936
ACH-000011,-0.11152202522103416
ACH-000012,0.11865331732792675
ACH-000013,0.0477952692572774
ACH-000014,-0.3823397390796314
ACH-000015,-0.1364454047081124
ACH-000017,0.10407475826083508
ACH-000018,-0.29090402708181023
ACH-000019,0.06386448260159991
ACH-000021,-0.008655599528186494
ACH-000022,-0.06300092101200097
ACH-000025,0.10550492578252832
ACH-000028,-0.00843613123715544
ACH-000030,-0.14998430249715944
ACH-000035,0.05892687365815087
ACH-000036,-0.30648968794859016
ACH-000037,0.05575528214653154
ACH-000039,-0.15382274489043474
ACH-000040,-0.10054998643969512
ACH-000041,0.020264881057482927
ACH-000042,0.09176013455282576
ACH-000045,0.11662589261563135
ACH-000047,0.08623788875581098
ACH-000052,-0.35995204068541264
ACH-000053,0.20095039911680607
ACH-000054,0.08837142871369565
ACH-000055,0.10148418574166004
ACH-000060,-0.16887179919033993
ACH-000067,0.13991159029926947
ACH-000070,-0.3118070023814889
ACH-000075,0.03738439506953662
ACH-000078,-0.1189502253705711
ACH-000082,0.2701871455771737
ACH-000085,0.05451766967390982
ACH-000086,0.08904772026752238
ACH-000087,-0.15068252625500705
ACH-000092,0.010145057517497913
ACH-000095,0.2778723011012695
ACH-000097,-0.2419916181001768
ACH-000098,-0.04738491361097287
ACH-000099,-8.000419687891321e-05
ACH-000108,0.09434965183402144
ACH-000113,0.3783958146416096
ACH-000116,-0.09488820106212864
ACH-000118,0.021565172555135004
ACH-000120,-0.16326917084374956
ACH-000123,-0.15108579272371986
ACH-000127,0.026799079328423518
ACH-000128,-0.020580562890059405
ACH-000132,-0.23557412617714096
ACH-000133,-0.1400960081617088
ACH-000137,-0.02703160800853404
ACH-000138,-0.1765006648932443
ACH-000142,-0.1407217089555077
ACH-000143,-0.15113093422908622
ACH-000146,0.2928484881772237
ACH-000148,0.22762344159787554
ACH-000150,-0.539893909804313
ACH-000152,-0.1759386312764752
ACH-000153,-0.0978097712034523
ACH-000159,-0.009783113378436554
ACH-000160,0.051624507650684034
ACH-000163,-0.2816995667853656
ACH-000167,0.07306786578004006
ACH-000168,0.3720258650291988
ACH-000169,-0.02133578181773808
ACH-000178,-0.3034512189378517
ACH-000183,-0.34105555491868744
ACH-000188,-0.18062791416716795
ACH-000189,0.24933267252849234
ACH-000190,-0.15323590527689834
ACH-000198,0.2333070430205159
ACH-000203,0.22233540760227094
ACH-000204,0.029352541704606758
ACH-000206,0.08148257102996975
