,PCDHGC4 (56098)
ACH-000004,0.18360473459838209
ACH-000005,-0.1357575837253098
ACH-000007,-0.17926447379567778
ACH-000009,0.015396628425227103
ACH-000011,0.015244223675460328
ACH-000012,-0.1209517612263918
ACH-000013,-0.037934819860295135
ACH-000014,-0.03859673993833952
ACH-000015,-0.20177176867507365
ACH-000017,-0.016835169134135027
ACH-000018,-0.03636519987964646
ACH-000019,0.13046220584495888
ACH-000021,-0.02917283796328267
ACH-000022,-0.05659526196236093
ACH-000025,0.06271469542737054
ACH-000028,0.0013692651484021807
ACH-000030,-0.012565915852020828
ACH-000035,-0.07725465517248914
ACH-000036,0.07453170275518363
ACH-000037,0.049070301578608616
ACH-000039,-0.07137888675910319
ACH-000040,-0.11264843840756605
ACH-000041,0.10308039220774573
ACH-000042,-0.1059018695951468
ACH-000045,-0.1574643421035439
ACH-000047,0.07689915724553524
ACH-000052,0.00691764730336225
ACH-000053,0.016818726462040277
ACH-000054,0.03707056153529156
ACH-000055,0.017971386736481673
ACH-000060,0.03878937984545349
ACH-000067,0.05483127609015572
ACH-000070,0.23002116697832956
ACH-000075,0.15286290522454513
ACH-000078,0.12815469580548414
ACH-000082,0.02853354165539828
ACH-000085,0.04576897762053304
ACH-000086,0.0737021050030089
ACH-000087,0.06995542433756484
ACH-000092,0.10995819198541412
ACH-000095,-0.01573795073234134
ACH-000097,-0.01933722469366264
ACH-000098,0.004659399789494116
ACH-000099,-0.04228466446854175
ACH-000108,-0.0015484231851678775
ACH-000113,-0.1921007047837322
ACH-000116,0.031565981058466724
ACH-000118,-0.032944425948610294
ACH-000120,0.025330915335185212
ACH-000123,0.003211052847465387
ACH-000127,-0.09224084027389637
ACH-000128,-0.03463146267322322
ACH-000132,0.09355218002702602
ACH-000133,-0.1486494571923926
ACH-000137,-0.17790528003753225
ACH-000138,-0.12075850498997792
ACH-000142,-0.04228233413220766
ACH-000143,-0.009008160361943214
ACH-000146,-0.03694339368340025
ACH-000148,-0.021473280593464414
ACH-000150,-0.034761995631874064
ACH-000152,-0.11354218800796148
ACH-000153,0.12250804048686055
ACH-000159,-0.045622311055555614
ACH-000160,0.02186120203467769
ACH-000163,0.054404392152747186
ACH-000167,-0.06682797151312425
ACH-000168,-0.01034438552336206
ACH-000169,-0.01044302480010528
ACH-000178,0.03835283201520463
ACH-000183,-0.04838546622050425
ACH-000188,-0.07558899338550744
ACH-000189,0.006981829348503649
ACH-000190,0.1869451142676317
ACH-000198,-0.08443663456387403
ACH-000203,-0.09209041901754836
ACH-000204,-0.3465135065442231
ACH-000206,-0.0570680268588811
ACH-000207,0.041605959767819264
ACH-000208,-0.2316570710488701
ACH-000210,0.14289383324860486
ACH-000211,0.017227318573183686
ACH-000215,-0.13092952095744687
ACH-000221,-0.09097924699771867
ACH-000222,-0.04005566340751456
ACH-000223,-0.012195388480050815
ACH-000226,-0.10233577116418408
ACH-000227,0.12396320712757533
ACH-000228,-0.12368576915021945
ACH-000231,0.034530961482937404
ACH-000232,0.04603261989940685
ACH-000233,-0.033577815061903785
ACH-000234,-0.015255430311195153
ACH-000235,-0.05553402922478761
ACH-000237,0.022221959773220338
ACH-000238,-0.08137670851862831
ACH-000242,-0.05670862117391209
ACH-000243,-0.07344766879355913
ACH-000244,0.16674207321859788
ACH-000246,-0.0207709031553354
ACH-000248,0.05058588955952239
ACH-000250,0.0063138405087719155
ACH-000251,0.10006236395964113
ACH-000252,0.1480717224875608
ACH-000253,-0.07175644307026344
ACH-000255,0.0078113383620447155
ACH-000256,0.054307196520849886
ACH-000257,-0.07685007515079435
ACH-000258,0.1015224609803264
ACH-000259,-0.08189010456423153
ACH-000260,0.08183281364608455
ACH-000261,0.0175670979354118
ACH-000262,-0.3969437416231869
ACH-000263,0.05643369017228909
ACH-000264,0.061184454764439386
ACH-000265,0.021426565001726374
ACH-000266,-0.018892374939981853
ACH-000272,-0.010089422085628451
ACH-000274,-0.0032832150211283585
ACH-000277,-0.013534510488905612
ACH-000278,0.06859033801175539
