,OPRK1 (4986)
ACH-000004,0.01674674429571297
ACH-000005,-0.1735086103493772
ACH-000007,0.05037914662538274
ACH-000009,0.15956016309694376
ACH-000011,0.1296270088175174
ACH-000012,0.06100030976605408
ACH-000013,0.14997562604801656
ACH-000014,0.09911444078844003
ACH-000015,-0.012784486768867112
ACH-000017,-0.021936804632287112
ACH-000018,-0.08291829223669417
ACH-000019,0.08582115138316783
ACH-000021,0.10067550736972072
ACH-000022,-0.14479833855637236
ACH-000025,0.2122109400381027
ACH-000028,-0.09426357762555647
ACH-000030,0.034073138899235814
ACH-000035,-0.015891638802618416
ACH-000036,0.08352911647294349
ACH-000037,-0.004725681723448336
ACH-000039,0.11226244875101
ACH-000040,0.11854631837315065
ACH-000041,-0.07863151898168495
ACH-000042,0.15481760018121998
ACH-000045,0.03991590968827604
ACH-000047,0.03832556836340543
ACH-000052,0.16655538950252013
ACH-000053,0.07358200185288448
ACH-000054,0.02855246870119992
ACH-000055,0.003721291949868929
ACH-000060,0.07325913547203806
ACH-000067,0.05231061815597045
ACH-000070,0.07127052231304565
ACH-000075,-0.17198551535903467
ACH-000078,0.038450752459686835
ACH-000082,0.1412228576308482
ACH-000085,0.21697333905324567
ACH-000086,0.16573856890485655
ACH-000087,0.01567555158646982
ACH-000092,-0.00034863124873732156
ACH-000095,0.09102947577568643
ACH-000097,0.10867079304707862
ACH-000098,-0.0040128569797751035
ACH-000099,0.042906327812401016
ACH-000108,0.044192702580039135
ACH-000113,0.029173915017853214
ACH-000116,0.01781522264636133
ACH-000118,0.027962786190931968
ACH-000120,0.0560773651723621
ACH-000123,0.022624063440385585
ACH-000127,-0.039906048576734285
ACH-000128,0.016335225793395466
ACH-000132,0.0950694681917804
ACH-000133,0.08981643717916529
ACH-000137,-0.026466940873158942
ACH-000138,0.03896802507162148
ACH-000142,0.14811187389541006
ACH-000143,-0.03043921550630224
ACH-000146,0.08827724588372753
ACH-000148,0.1670714889760107
ACH-000150,-0.2705244029379015
ACH-000152,0.031316619608860286
ACH-000153,-0.2491217385385461
ACH-000159,0.07063782125349245
ACH-000160,-0.026650182155462904
ACH-000163,0.07295314812408245
ACH-000167,-0.001564793345391338
ACH-000168,-0.005899259633958658
ACH-000169,0.15500017235572638
ACH-000178,-0.002983017455951828
ACH-000183,8.09566697215643e-05
ACH-000188,0.13754986759515025
ACH-000189,-0.003233592823418539
ACH-000190,0.009559424448634909
ACH-000198,-0.05275419008774135
ACH-000203,-0.01727774723392248
ACH-000204,0.06453461956687101
ACH-000206,0.4603824524184988
ACH-000207,0.1896902789028609
ACH-000208,-0.07382069727192654
ACH-000210,0.15546693571345632
ACH-000211,0.09960202191703807
ACH-000215,0.09325964382837837
ACH-000221,-0.07392077730175893
ACH-000222,0.22026146727870927
ACH-000223,0.07838388031027141
ACH-000226,-0.15402347324028187
