,CCND3 (896)
ACH-000004,-0.3622567368946743
ACH-000005,-0.3794735246231666
ACH-000007,-0.2232303501176052
ACH-000009,-0.2464816574402629
ACH-000011,-0.18383624455019384
ACH-000012,-0.13313567356835207
ACH-000013,-0.1527374363533127
ACH-000014,-0.5658992311897487
ACH-000015,0.04817207093835907
ACH-000017,-0.12547527540644696
ACH-000018,-0.20312994645567645
ACH-000019,-0.21255099597501526
ACH-000021,-0.16061210733370404
ACH-000022,-0.21872625439195686
ACH-000025,-0.3053612777999472
ACH-000028,-0.18388882371000426
ACH-000030,-0.09025599024010976
ACH-000035,-0.3752394444787014
ACH-000036,-0.5878929936378887
ACH-000037,-0.5275634125618319
ACH-000039,-0.02291792145026845
ACH-000040,-0.3211668025085274
ACH-000041,-0.04210324911621211
ACH-000042,-0.3058499160306136
ACH-000045,-0.6587692976605343
ACH-000047,-0.09758702619239852
ACH-000052,0.03202838552542802
ACH-000053,-1.0748445032616056
ACH-000054,-0.2140402633792429
ACH-000055,-0.10370034536936946
ACH-000060,-0.25564344197013306
ACH-000067,-0.432073446456452
ACH-000070,-0.8122190574002465
ACH-000075,-0.2371827095035121
ACH-000078,-0.10953987034212796
ACH-000082,-0.16954551275360016
ACH-000085,-0.24517398052389885
ACH-000086,-0.3473800189425694
ACH-000087,-0.026839465954866755
ACH-000092,-0.15620438442163415
ACH-000095,-0.20835627770557968
ACH-000097,-0.1250629993744513
ACH-000098,-0.3671323932741983
ACH-000099,-0.08822264890223827
ACH-000108,-0.2786587322432861
ACH-000113,-0.6427090681176613
ACH-000116,-0.01859396311264079
ACH-000118,-0.1504271170569146
ACH-000120,-0.16667725754786142
ACH-000123,-0.9273891726198884
ACH-000127,-0.07747027555147472
ACH-000128,-0.20397521490231088
ACH-000132,-0.255631914071742
ACH-000133,-0.20359466588782507
ACH-000137,-0.1365748606181915
ACH-000138,-0.1712550875976675
ACH-000142,-0.3878258760881835
ACH-000143,-0.18891093270903392
ACH-000146,-0.8471244536961006
ACH-000148,-0.1479539848990742
ACH-000150,-0.10597595496439684
ACH-000152,-0.2494920021809316
ACH-000153,-0.16489912119075878
ACH-000159,-0.21449556603166967
ACH-000160,-0.30168826856891723
ACH-000163,-0.2234329115430773
ACH-000167,-0.10564327500166584
ACH-000168,-0.7327073240411615
ACH-000169,-0.4198435038596459
ACH-000178,-0.19436639113661972
ACH-000183,-0.10508418748272506
ACH-000188,-0.09494311340238107
ACH-000189,-0.2631968832327068
ACH-000190,-0.42789098757306937
ACH-000198,-0.9945113363046418
ACH-000203,0.2279892919737937
ACH-000204,0.000821247605664693
ACH-000206,-0.07674601955004506
ACH-000207,-0.5699048690154271
ACH-000208,-0.5018635726764704
ACH-000210,-0.1568899836920254
ACH-000211,-0.2256923653622281
ACH-000215,-0.2875371706990153
ACH-000221,-0.10026284284188898
ACH-000222,-0.08379396371218246
ACH-000223,-0.3759222768289962
ACH-000226,-0.7836104686219949
ACH-000227,-0.2507984256787664
ACH-000228,-0.2608996147445324
ACH-000231,-0.22395586113315774
ACH-000232,-1.0412168656613867
ACH-000233,-0.8461009511605067
ACH-000234,-0.9036023656327676
ACH-000235,-0.27472838824563084
ACH-000237,-0.22011272008701
ACH-000238,-0.22354132166466328
ACH-000242,0.0896826786057662
ACH-000243,-0.18398477584997655
ACH-000244,-0.20630002600057093
ACH-000246,-0.6091163943773596
ACH-000248,-0.08798399328357086
ACH-000250,-0.0629334307598948
ACH-000251,-0.5503096938805401
ACH-000252,-0.08866319997516095
ACH-000253,-0.1727011574512281
ACH-000255,-0.3222817414451307
ACH-000256,-0.07709450896376993
ACH-000257,-0.14392036777061915
ACH-000258,-0.4401206281065381
ACH-000259,-0.04411164320691153
ACH-000260,-0.22286369721615826
ACH-000261,-0.12949126561336713
ACH-000262,-0.2644172604491817
ACH-000263,-0.03726573183119185
ACH-000264,-0.33311766046655883
ACH-000265,-0.216033006092017
ACH-000266,-0.2729911578976615
ACH-000272,-0.2968498326714527
ACH-000274,-0.061697679460423316
ACH-000277,-0.183720252582904
ACH-000278,-0.11776931499569555
ACH-000279,-0.0965593823917828
ACH-000280,-0.6445584642707379
ACH-000281,-0.37884678335514094
ACH-000288,-0.13949104511288934
ACH-000291,-0.13786995736396004
ACH-000293,-0.1293336566849479
ACH-000294,-0.3192346311769753
ACH-000295,-0.5909604483005511
ACH-000296,-0.08301778128633522
