,NFYB (4801)
ACH-000004,-0.6668272757526149
ACH-000005,-0.5615469807416089
ACH-000007,-0.6989926594899766
ACH-000009,-0.6141215825737476
ACH-000011,-0.6276216240354653
ACH-000012,-0.7614647326664072
ACH-000013,-0.5644291672053852
ACH-000014,-0.5445387073564449
ACH-000015,-0.5738702375508553
ACH-000017,-0.8421863607468182
ACH-000018,-0.4080312439786673
ACH-000019,-0.7162763872273725
ACH-000021,-0.7357392255579037
ACH-000022,-0.665793046196278
ACH-000025,-0.8409910770902802
ACH-000028,-0.4094981551279647
ACH-000030,-0.4994226360069911
ACH-000035,-0.6048778406028947
ACH-000036,-0.5135870674967087
ACH-000037,-0.6040262710978201
ACH-000039,-0.4941061773558156
ACH-000040,-0.7026622526818249
ACH-000041,-0.4273899403216712
ACH-000042,-0.7025062895335695
ACH-000045,-0.7673106652859734
ACH-000047,-0.7371149311821519
ACH-000052,-0.8838850301340778
ACH-000053,-0.7321800994671528
ACH-000054,-0.6526898211274635
ACH-000055,-0.7071320496692132
ACH-000060,-0.5989145300424088
ACH-000067,-0.7652513009937867
ACH-000070,-0.582764301482336
ACH-000075,-0.841869985973835
ACH-000078,-0.6339050462474716
ACH-000082,-0.7561489582896546
ACH-000085,-0.7750634449975982
ACH-000086,-0.6213996318754537
ACH-000087,-0.6790537648516456
ACH-000092,-0.7267465317507458
ACH-000095,-0.7927236040725686
ACH-000097,-0.6733790156399257
ACH-000098,-0.6038408330710052
ACH-000099,-0.7704769615277686
ACH-000108,-0.6942763359913212
ACH-000113,-0.7114325563633083
ACH-000116,-0.4779450833747233
ACH-000118,-0.8597967876188851
ACH-000120,-0.584085613678831
ACH-000123,-0.7313817767733455
ACH-000127,-0.7641668667791262
ACH-000128,-0.7065569901923553
ACH-000132,-0.4604435288355127
ACH-000133,-0.5924025273821305
ACH-000137,-0.6505252704646184
ACH-000138,-0.5499012500010626
ACH-000142,-0.5933077116463166
ACH-000143,-0.6634688876426903
ACH-000146,-0.6401733231333858
ACH-000148,-0.7008521095129134
ACH-000150,-0.7768284504553497
ACH-000152,-0.7411870449247908
ACH-000153,-0.6931373096476101
ACH-000159,-0.6423162371342288
ACH-000160,-0.3295206879623009
ACH-000163,-0.6091957485523135
ACH-000167,0.17679475180928456
ACH-000168,-0.6443736499016703
ACH-000169,-0.597141542272306
ACH-000178,-0.6766087870840287
ACH-000183,-0.6172972474990821
ACH-000188,-0.6967812587591811
ACH-000189,-0.48889751540421295
ACH-000190,-0.28892607077714993
ACH-000198,-0.7618400335485052
ACH-000203,-0.3498345555097809
ACH-000204,-0.4102466539916992
ACH-000206,-0.6793422238683592
ACH-000207,-0.38254997699530185
ACH-000208,-0.5793446488531562
ACH-000210,-0.8460483647678215
ACH-000211,-0.6332701847836569
ACH-000215,-0.4930374756883283
ACH-000221,-0.5881956932361271
ACH-000222,-0.35652574877759297
ACH-000223,-0.8730468597321752
ACH-000226,-0.6598976264371913
ACH-000227,-0.6294865390110121
ACH-000228,-0.7637608687203764
ACH-000231,-0.5698977607955189
ACH-000232,-0.7472818194357961
ACH-000233,-0.6813119507978788
ACH-000234,-0.6440980090215574
ACH-000235,-0.6008727768315085
ACH-000237,-0.7463215155504821
ACH-000238,-0.6727571842472064
ACH-000242,-0.4039575801825251
ACH-000243,-0.6606260913175686
ACH-000244,-0.8010039024862851
ACH-000246,-0.6359827705520797
ACH-000248,-0.4369919173457955
ACH-000250,-0.6141024639831143
ACH-000251,-0.6771457341790618
ACH-000252,-1.228006426551658
ACH-000253,-0.6559687907534786
ACH-000255,-0.5632993331820422
ACH-000256,-0.7303814773094148
ACH-000257,-0.5652564299024017
ACH-000258,-0.947083820558652
ACH-000259,-0.593711187336438
ACH-000260,-0.5961839809227273
ACH-000261,-0.699670665060315
ACH-000262,-0.5733682453451311
ACH-000263,-0.5330130394912723
ACH-000264,-0.6888462682288935
ACH-000265,-0.6043746590724619
ACH-000266,-0.6779609192853504
ACH-000272,-0.4765974046690505
ACH-000274,-0.6063112092736036
ACH-000277,-0.6631907789330705
ACH-000278,-0.6460818597868628
ACH-000279,-0.599535614739323
ACH-000280,-0.558704883391928
ACH-000281,-0.6753132844937255
ACH-000288,-0.535868491206179
ACH-000291,-0.7560845278514842
ACH-000293,-0.5707474431314712
ACH-000294,-0.5493464481939301
ACH-000295,-0.8261979914992233
ACH-000296,-0.658281879967251
ACH-000302,-0.5584586610176584
ACH-000304,-0.8603330004513223
ACH-000307,-0.5904709310519319
ACH-000308,-0.8188852177861471
ACH-000310,-0.5716233342657124
ACH-000311,-0.5670067313369638
ACH-000312,-0.6472843516482731
ACH-000315,-0.9367904219868728
ACH-000316,-0.6235426093606359
ACH-000317,-0.5386451489377451
ACH-000318,-0.7225041175450315
ACH-000319,-0.5175001258781222
