,CFLAR (8837)
ACH-000004,-0.6600082198274406
ACH-000005,-0.5275375106450778
ACH-000007,-0.1897483097660224
ACH-000009,-0.4151289686665312
ACH-000011,-1.109699760863771
ACH-000012,-1.082585058249917
ACH-000013,-0.7131174283238837
ACH-000014,-0.3176564230514053
ACH-000015,-0.2089646371000237
ACH-000017,-0.3972490229713508
ACH-000018,-0.9289303786268894
ACH-000019,-0.1696477298302259
ACH-000021,-0.003758550147755272
ACH-000022,-0.5033904853889767
ACH-000025,-0.927539960790448
ACH-000028,-0.1126890783524694
ACH-000030,-0.7686734322779807
ACH-000035,-0.2611989317458285
ACH-000036,-0.3305916128488363
ACH-000037,-0.8534308857198586
ACH-000039,-0.3986099202800053
ACH-000040,-0.45149750642364894
ACH-000041,-0.2185834096373627
ACH-000042,-0.9363788295737576
ACH-000045,-0.30226307992138274
ACH-000047,-0.7715040190545972
ACH-000052,-0.40480290101734495
ACH-000053,-1.303020953458338
ACH-000054,-0.5867412298111072
ACH-000055,-0.1230637546214566
ACH-000060,-0.8544308634114219
ACH-000067,-0.4213771882124738
ACH-000070,-0.32527642478568475
ACH-000075,-0.4793999354768746
ACH-000078,-0.05743560800016791
ACH-000082,-0.40372843004550346
ACH-000085,-0.8725675477502612
ACH-000086,-0.863347136901605
ACH-000087,-0.14406152870835906
ACH-000092,-1.1825460798797685
ACH-000095,-0.16714705955716794
ACH-000097,-0.07639120332894746
ACH-000098,-0.5013494576040707
ACH-000099,-0.17254836148721325
ACH-000108,-1.1770586663255578
ACH-000113,-0.8029186027995979
ACH-000116,-0.5234344926077601
ACH-000118,-0.7964222131232321
ACH-000120,-0.3184782089358806
ACH-000123,-0.33127080996713043
ACH-000127,-0.986359571416543
ACH-000128,-0.41742811182625056
ACH-000132,-0.023134208884103325
ACH-000133,-0.15794282903551146
ACH-000137,-0.8601038023257856
ACH-000138,-0.9895109671695062
ACH-000142,-0.8121619771896905
ACH-000143,-0.761944956084108
ACH-000146,-0.6903111174543876
ACH-000148,-0.24050627568938715
ACH-000150,-0.29396236536276177
ACH-000152,-0.34385519760815064
ACH-000153,-0.6111073822244808
ACH-000159,-0.4099807134346025
ACH-000160,-0.6820997152321527
ACH-000163,-0.19380611555366986
ACH-000167,-1.5680512030537592
ACH-000168,-0.7542558092160859
ACH-000169,-0.12757021305830366
ACH-000178,-0.7086160140573982
ACH-000183,-1.0734403306425642
ACH-000188,-0.08786211286460184
ACH-000189,-0.8016385325645392
ACH-000190,-0.3302937338541025
ACH-000198,-0.7544642880923071
ACH-000203,-0.454874170072197
ACH-000204,-0.9940674077806884
ACH-000206,-1.1109537975551222
ACH-000207,-0.8286209336632321
ACH-000208,-0.8324060336714398
ACH-000210,-0.5762418784608235
ACH-000211,-0.6179400509111594
ACH-000215,-0.391603725654412
ACH-000221,-0.19295322045821664
ACH-000222,-0.4372837846965879
ACH-000223,-1.1522634127399427
ACH-000226,-0.4447075629764397
ACH-000227,-0.0030443997465869664
ACH-000228,-0.3991711882516623
ACH-000231,-0.4096228292168812
ACH-000232,-0.08327272651518577
ACH-000233,-1.4017377587793949
ACH-000234,-0.7963953669902092
ACH-000235,-0.7552689316608431
ACH-000237,-0.5808567300270241
ACH-000238,-0.5567085288305262
ACH-000242,-0.9175315165088114
ACH-000243,-0.7071425672587868
ACH-000244,-0.30851659605960235
ACH-000246,-1.0988615141838292
ACH-000248,-0.318873979298405
ACH-000250,-1.108132595832361
ACH-000251,-1.1677301205729842
ACH-000252,-0.9535610617628938
ACH-000253,-1.1039979426205653
ACH-000255,-0.037687813242543236
ACH-000256,-0.6924886543021647
ACH-000257,0.16120397913883402
ACH-000258,-0.3440693077365173
ACH-000259,-0.18846788812568133
ACH-000260,-0.2628821549659364
ACH-000261,-0.3359925131514637
ACH-000262,-1.025899462039109
ACH-000263,-0.22051483591368376
ACH-000264,-1.252549023316749
ACH-000265,-0.2714165454277368
ACH-000266,-0.9556023322914191
ACH-000272,-1.128121986523508
ACH-000274,-0.08175446142714284
ACH-000277,-0.3653050250534245
ACH-000278,-0.33595569034134704
ACH-000279,-0.3018712651370068
ACH-000280,-0.9754920257880086
ACH-000281,-0.42145835689046907
ACH-000288,-0.2994266580236247
ACH-000291,-1.0640012313154823
ACH-000293,-0.5371454877035463
ACH-000294,-0.8347917159609722
ACH-000295,-0.2789180655040798
ACH-000296,-0.3327983803985719
ACH-000302,-0.2883636239222282
ACH-000304,-0.5056522732311184
ACH-000307,-0.4326940298413788
ACH-000308,-1.0110780840838536
ACH-000310,-0.12658565733425664
ACH-000311,-0.7770747810489668
ACH-000312,-0.10651749147392316
ACH-000315,-0.4417933948836497
ACH-000316,-0.8140602016585762
ACH-000317,-0.7573190258571351
ACH-000318,-0.1459725876788209
ACH-000319,-0.6544994570572326
ACH-000320,-0.6861325247211223
ACH-000322,-0.47553943438898
ACH-000323,-0.15845985431326326
ACH-000324,-1.202687032205245
ACH-000329,-0.4521064996414018
ACH-000330,-0.4788403886173926
ACH-000331,-1.010038915505964
ACH-000332,-0.993480786142888
ACH-000334,-0.010320333546314855
ACH-000335,-0.8708613368179094
ACH-000336,-0.5075276101568497
ACH-000337,-0.7848760642059347
ACH-000338,-0.5381482405972153
ACH-000339,-0.3341015030361352
ACH-000341,-0.3078778515302408
ACH-000348,-1.0835790587214251
ACH-000350,-0.09377529752168552
ACH-000352,-0.6649078327891004
ACH-000356,-0.6359020657050092
ACH-000361,-0.6393111154040018
ACH-000362,-0.5175824920136637
ACH-000363,-0.2014220120670729
ACH-000364,-0.26820520089376176
ACH-000365,-0.36662548743131823
ACH-000366,-0.1885627754967455
ACH-000368,-0.9754190168928608
ACH-000374,-0.8154641697217953
ACH-000375,-0.3815279225326626
ACH-000376,-0.3349456820325459
ACH-000381,-0.4621300614478014
ACH-000383,-0.8692620826197212
ACH-000387,-0.9731661582661438
ACH-000389,-0.4529176004479871
ACH-000390,-0.7677139945155169
ACH-000393,-0.9217471981683126
ACH-000395,-0.4388313679779206
ACH-000396,-0.4251687517215552
ACH-000397,-1.2208396353321775
ACH-000401,-0.7256779712421668
ACH-000402,-0.5451669381964329
ACH-000403,-0.7329739367237585
ACH-000404,-0.19129340722914492
ACH-000406,-0.4469714790579584
ACH-000407,-0.5119129126629317
