,TFPI (7035)
ACH-000004,0.0896723271216977
ACH-000005,0.2250784673662942
ACH-000007,0.18935559517353395
ACH-000009,0.011764183352444158
ACH-000011,0.2543466461865405
ACH-000012,0.1611624371908261
ACH-000013,0.07181230327298951
ACH-000014,0.06767364594487034
ACH-000015,0.06877017222949787
ACH-000017,0.027120815924761583
ACH-000018,0.17033869180284095
ACH-000019,0.11678233558350275
ACH-000021,0.0787358182829645
ACH-000022,0.15763719189190198
ACH-000025,0.1783344618917309
ACH-000028,0.0015973565424920102
ACH-000030,0.12538223163370033
ACH-000035,0.1567670973567114
ACH-000036,0.11936563363610457
ACH-000037,-0.04596163818668262
ACH-000039,-0.014863161934762885
ACH-000040,0.023241597181000304
ACH-000041,0.10867837926561592
ACH-000042,0.1608028150446002
ACH-000045,0.07676918063169977
ACH-000047,0.06250429243597556
ACH-000052,-0.09607982471389176
ACH-000053,0.07876705364334224
ACH-000054,0.011933482467889531
ACH-000055,0.06437922907825587
ACH-000060,0.08794054510769815
ACH-000067,0.02406399823032598
ACH-000070,0.15517486505799072
ACH-000075,-0.007088376468868523
ACH-000078,0.012560634817271916
ACH-000082,0.06631598731984391
ACH-000085,0.015310774297983415
ACH-000086,0.208252092923888
ACH-000087,0.1441873222531756
ACH-000092,0.0768902322538704
ACH-000095,0.07874861434252871
ACH-000097,0.12095809158257953
ACH-000098,0.11738373896027494
ACH-000099,0.0437263256865157
ACH-000108,0.043265641072034684
ACH-000113,0.1348091941590827
ACH-000116,0.07793010036814431
ACH-000118,0.1200318124948437
ACH-000120,-0.09513534495984664
ACH-000123,0.12051442541150123
ACH-000127,0.05712363492720809
ACH-000128,0.07119578998332138
ACH-000132,-0.05739975893491313
ACH-000133,-0.08900878460592405
ACH-000137,0.07416961465405368
ACH-000138,0.20995109492368266
ACH-000142,0.08567241325223005
ACH-000143,0.058784233159311625
ACH-000146,0.11706699837473104
ACH-000148,0.1100265619592138
ACH-000150,-0.003209169623289642
ACH-000152,0.13164136359612255
ACH-000153,0.1418160741243341
ACH-000159,0.0960634446077976
ACH-000160,0.07165228015366573
ACH-000163,-0.014709390449497296
ACH-000167,0.06859690464755608
ACH-000168,0.12292008818429732
ACH-000169,-0.015634745741576042
ACH-000178,0.04910045497896735
ACH-000183,0.050642268273416405
ACH-000188,0.17686069136658686
ACH-000189,0.02692147250093889
ACH-000190,0.11812126897004666
ACH-000198,0.034615773822969015
ACH-000203,0.022733617092672215
ACH-000204,-0.03011492020812188
ACH-000206,0.08792144029939149
ACH-000207,0.15456464899677372
ACH-000208,0.30925235822266944
ACH-000210,-0.21404656966575888
ACH-000211,-0.005272264388878134
ACH-000215,0.12748548233739246
ACH-000221,-0.05643143169003079
ACH-000222,0.05367579187848092
ACH-000223,0.02325007740182424
ACH-000226,-0.04075815056152765
ACH-000227,0.01427619376671365
ACH-000228,0.09968333238289008
ACH-000231,0.016020758239381618
ACH-000232,0.1394116108465227
ACH-000233,0.18227328123031453
ACH-000234,0.22116045410490867
ACH-000235,0.10503722882807076
ACH-000237,0.041211780936643315
ACH-000238,0.0008339322622697855
ACH-000242,-0.006666025700678428
ACH-000243,0.11218353919199273
ACH-000244,0.007104804007567866
ACH-000246,0.08850173165922795
ACH-000248,0.13714101566684844
