,SLC25A19 (60386)
ACH-000004,-0.6442490855783073
ACH-000005,-0.7610212945859673
ACH-000007,-0.2339959091323397
ACH-000009,-0.26698788927348954
ACH-000011,-0.1076525064912638
ACH-000012,-0.20117705470521305
ACH-000013,-0.12605748714598086
ACH-000014,-0.19399244493769266
ACH-000015,-0.019375671050199446
ACH-000017,-0.4508657695951675
ACH-000018,-0.39424212302818396
ACH-000019,-0.3875088804806041
ACH-000021,-0.2615644724893414
ACH-000022,0.009236311827615182
ACH-000025,-0.3060083894022226
ACH-000028,-0.4853175988445558
ACH-000030,-0.6019891750365257
ACH-000035,-0.3308609207565429
ACH-000036,-0.09136743292727408
ACH-000037,-0.27176078888582084
ACH-000039,-0.4958956336953672
ACH-000040,-0.2146020823704114
ACH-000041,-0.3208178170960345
ACH-000042,-0.3450787150167737
ACH-000045,-0.1995887577364089
ACH-000047,-0.04551875311674576
ACH-000052,-0.12755286951097666
ACH-000053,-0.2889991330626869
ACH-000054,-0.13847929923153293
ACH-000055,-0.3824286252506964
ACH-000060,-0.2341880813939345
ACH-000067,-0.10112073952651864
ACH-000070,-0.40531295806858575
ACH-000075,-0.16845979262070254
ACH-000078,-0.5815533262020192
ACH-000082,-0.23789344876063925
ACH-000085,-0.3370778925626409
ACH-000086,-0.15332872970465125
ACH-000087,-0.3124779026526799
ACH-000092,-0.20824054119515747
ACH-000095,-0.2131707014562972
ACH-000097,-0.1353412590863164
ACH-000098,-0.27794091884584915
ACH-000099,-0.299833330820981
ACH-000108,-0.2171835038614753
ACH-000113,-0.4589254348540249
ACH-000116,-0.18194300981142816
ACH-000118,-0.4723553328179935
ACH-000120,-0.17581870869581145
ACH-000123,-0.20059135706259
ACH-000127,-0.2410873109165973
ACH-000128,-0.31319209309136503
ACH-000132,-0.15985770926224066
ACH-000133,-0.22549828492149526
ACH-000137,-0.09400439600256613
ACH-000138,-0.3161209360814646
ACH-000142,-0.6007170263613635
ACH-000143,-0.1878313831927586
ACH-000146,-0.10427358901550764
ACH-000148,-0.4483353133711181
ACH-000150,-0.1854553719059213
ACH-000152,-0.2581463871465153
ACH-000153,-0.10032885563537312
ACH-000159,-0.2319981738361808
ACH-000160,-0.4336581135663437
ACH-000163,-0.3323950616363829
ACH-000167,-0.005133738159843267
ACH-000168,-0.05858228406095005
ACH-000169,-0.0939926481525778
ACH-000178,-0.30331956966546136
ACH-000183,-0.2557842459091961
ACH-000188,-0.2292137613387057
ACH-000189,-0.2972087312155246
ACH-000190,-0.3312230352440665
ACH-000198,-0.18104602027090966
ACH-000203,-0.7449959366851859
ACH-000204,0.13316526547411492
ACH-000206,0.01082755613295029
ACH-000207,-0.2621621578792924
ACH-000208,-0.0897589748342512
ACH-000210,-0.10835168815296473
ACH-000211,-0.30743830031132563
ACH-000215,-0.34670699004660377
ACH-000221,-0.14049006118419718
ACH-000222,-0.13637662425205466
ACH-000223,-0.015433116484016038
ACH-000226,-0.0934453851392758
ACH-000227,-0.4149572800705344
ACH-000228,-0.4227369750591765
ACH-000231,-0.2183760050844516
ACH-000232,-0.02011371589255386
ACH-000233,-0.0501257183787077
ACH-000234,-0.2797181584935228
ACH-000235,-0.41122236733314893
ACH-000237,-0.3730029281545486
ACH-000238,-0.419297783397089
ACH-000242,-0.42871857777840655
ACH-000243,-0.24490016490141106
ACH-000244,-0.218903992291073
ACH-000246,-0.21086568402567124
ACH-000248,-0.2923311772024864
ACH-000250,-0.06798904113943921
ACH-000251,-0.2983996245625251
ACH-000252,-0.3085317014967585
ACH-000253,-0.1684072552745954
ACH-000255,-0.1719984151962321
ACH-000256,-0.2199250650064333
ACH-000257,-0.3639066446558836
ACH-000258,-0.2928714677340249
ACH-000259,-0.18753349959992105
ACH-000260,-0.12461536240925725
ACH-000261,-0.5104372830021042
ACH-000262,-0.3488257526591035
ACH-000263,-0.39385997012285706
ACH-000264,-0.6167660814011985
ACH-000265,-0.3903107278635857
ACH-000266,-0.21957223402140466
ACH-000272,-0.18885367791793686
ACH-000274,-0.2484798309048157
ACH-000277,-0.3338589564377973
ACH-000278,-0.2918242380228402
ACH-000279,-0.33887640168399874
ACH-000280,-0.3528781292361448
ACH-000281,-0.25819001716719725
ACH-000288,-0.4132701592391768
ACH-000291,-0.13861614586772236
ACH-000293,-0.1469616358748222
ACH-000294,-0.30081877385020434
ACH-000295,-0.2468996535295727
ACH-000296,-0.216294414795742
ACH-000302,0.01675210689020833
ACH-000304,-0.21263734519026825
ACH-000307,-0.35430482018028603
ACH-000308,-0.0828539002184957
ACH-000310,-0.3793462699926455
ACH-000311,-0.2705750476422893
ACH-000312,-0.5978218988276705
ACH-000315,-0.1388964572097386
ACH-000316,-0.22104811654163575
ACH-000317,-0.1726367763731194
ACH-000318,-0.1358315236598335
ACH-000319,-0.3661990078240621
ACH-000320,-0.3826491570170389
ACH-000322,-0.3998412740320452
ACH-000323,-0.2743875669073378
ACH-000324,-0.19735149813808964
ACH-000329,-0.3485010767725213
ACH-000330,-0.332990742542614
ACH-000331,-0.0207670631786803
ACH-000332,-0.1316709658133941
ACH-000334,-0.08369904901380461
ACH-000335,-0.08208759127229716
ACH-000336,-0.18751278269354604
ACH-000337,-0.4628382664846734
ACH-000338,0.22173047472510973
ACH-000339,-0.23960025099847804
ACH-000341,-0.3868106686920779
ACH-000348,-0.2467837654515139
ACH-000350,-0.3246315720130536
ACH-000352,-0.23183766337191156
ACH-000356,-0.2904480722726067
ACH-000361,-0.29181528366566833
ACH-000362,-0.11249441200163714
ACH-000363,-0.17968947024151852
ACH-000364,-0.037661868780174065
ACH-000365,-0.2492137992577044
ACH-000366,-0.3066984165604933
ACH-000368,-0.2352061615813406
ACH-000374,-0.3173446510222551
ACH-000375,-0.5774917161002355
ACH-000376,-0.0998304608843942
ACH-000381,-0.3290334410628861
ACH-000383,-0.4393916808841224
ACH-000387,-0.3989609413090954
ACH-000389,-0.17293857664064766
ACH-000390,-0.2995037704833192
ACH-000393,-0.3583314916048419
ACH-000395,-0.2858432766659009
ACH-000396,-0.27079153508786685
ACH-000397,-0.11281392659888975
ACH-000401,-0.3225445249464269
ACH-000402,0.03728981445690347
ACH-000403,-0.2549332528353137
ACH-000404,-0.0020822021983560642
ACH-000406,-0.2613316431586801
ACH-000407,-0.2895719730211549
ACH-000408,-0.2832481172988525
ACH-000410,-0.15569240269077506
ACH-000411,-0.13198861740176954
ACH-000414,-0.16812884403774914
ACH-000415,-0.3834013669722944
ACH-000416,-0.17582722652205238
ACH-000420,-0.2777550767299434
ACH-000421,-0.1500718253338085
ACH-000424,-0.3140401507144382
ACH-000425,-0.22738901077754786
ACH-000426,-0.1627046679955995
ACH-000427,-0.2906847231105481
ACH-000433,-0.30336852629420785
ACH-000435,-0.3452578572241642
ACH-000436,-0.003758360290482978
ACH-000444,-0.13452111480505718
ACH-000445,-0.3398598706462572
ACH-000448,-0.17239315460086313
ACH-000450,-0.2017928872021608
ACH-000452,-0.1574219272344485
ACH-000454,-0.33462810602514714
ACH-000458,-0.1439149055255939
ACH-000459,-0.42387870737681305
ACH-000460,-0.10613819489450052
ACH-000461,-0.1928322373236458
ACH-000463,-0.17064936907530598
ACH-000464,-0.4947301261617036
ACH-000466,-0.19888042508316411
ACH-000467,-0.5153118652183941
ACH-000468,-0.3609332249295118
ACH-000469,-0.03987395499490649
ACH-000470,-0.133465782143381
ACH-000471,-0.19244076818614006
ACH-000472,-0.29303524782911056
ACH-000473,-0.1858066798085058
ACH-000475,-0.09377962385158524
ACH-000476,-0.2727444390073667
ACH-000477,-0.2964196455335213
ACH-000479,-0.4958951543150254
ACH-000480,-0.1858562673647042
ACH-000481,-0.3088303286201657
ACH-000483,-0.3116309992753597
ACH-000484,-0.2480674522183033
ACH-000485,-0.2229982127754319
ACH-000486,-0.14436105180884415
ACH-000487,-0.44854970741472505
ACH-000488,-0.2967189683802196
ACH-000490,-0.09215439171118628
ACH-000491,-0.2085688140400092
ACH-000495,-0.21493445032685796
ACH-000496,-0.21989116724052585
ACH-000499,-0.38735863509408097
ACH-000500,-0.06559182931190817
ACH-000502,-0.20821200389212666
ACH-000503,-0.0730311028192243
ACH-000505,-0.2373121290024696
ACH-000507,-0.18953826984297475
ACH-000510,-0.1299064219342501
ACH-000511,-0.12683979357232053
ACH-000512,-0.3299063624039175
ACH-000516,-0.12469076516202032
ACH-000517,-0.16999351550490474
ACH-000518,-0.19731744669587006
ACH-000520,-0.24776605832582616
ACH-000521,-0.37340717683115066
ACH-000522,-0.2806402697028537
ACH-000524,-0.3663254987508032
ACH-000527,-0.3094491905245488
ACH-000528,-0.14461165902610792
ACH-000537,-0.3405966008399823
ACH-000541,0.03745528786595684
ACH-000542,-0.22072713014946124
ACH-000544,-0.36902190971585336
ACH-000545,-0.4119272710525209
ACH-000547,-0.2553699230805923
ACH-000548,-0.35480158368486003
ACH-000549,-0.2827269134149166
ACH-000550,-0.4200814366966769
ACH-000552,-0.27367349561952314
ACH-000556,-0.424360979534016
ACH-000557,-0.09434496513822728
ACH-000569,-0.30034165308016825
ACH-000570,-0.2979865828171156
ACH-000571,-0.4611774133301818
ACH-000573,-0.20327382357066326
ACH-000576,-0.3444895103795788
ACH-000579,-0.36770962928227297
ACH-000580,-0.4322624583984626
ACH-000584,-0.3016223531362247
ACH-000585,-0.2578731318463502
ACH-000588,-0.2848823115832951
ACH-000589,-0.23557886940800216
ACH-000591,-0.18179069518556148
ACH-000593,-0.3389057578584956
ACH-000600,-0.22071849183562625
ACH-000601,-0.5050943737313651
ACH-000605,-0.2609524818193633
ACH-000606,-0.3730886912527351
ACH-000608,-0.29674364889290344
ACH-000614,-0.20188861300569574
ACH-000616,-0.200193277997264
ACH-000618,-0.2956224710302474
ACH-000619,-0.4692156831322271
ACH-000620,-0.3163027741509881
ACH-000621,-0.3371439398226635
ACH-000622,-0.23925735801559625
ACH-000623,-0.16472928462597544
ACH-000624,-0.5001496863243279
ACH-000627,-0.0928225440905438
ACH-000630,-0.180622834309854
ACH-000631,-0.34430633360591306
ACH-000632,-0.3223272926698112
ACH-000633,-0.4711614824336695
ACH-000637,-0.324717259399344
ACH-000638,-0.2659134506894532
ACH-000646,-0.3256059609683872
ACH-000647,-0.2715296961965033
ACH-000648,-0.2264947124127577
ACH-000649,-0.15029822239262233
ACH-000651,-0.3594358774863533
ACH-000652,-0.5138178727525791
ACH-000653,-0.11115679228598536
ACH-000657,-0.36702794686096496
ACH-000658,-0.11610596004083573
ACH-000661,-0.3844613391144164
ACH-000662,-0.4981020837655022
ACH-000663,-0.2779431081702732
ACH-000665,-0.12148541819259524
ACH-000671,-0.4253689100376019
ACH-000672,-0.2711266570440649
ACH-000673,-0.3645577454221681
ACH-000676,-0.6939840508126975
ACH-000677,-0.3912414299680683
ACH-000681,-0.1053772745453782
ACH-000683,-0.2871586056756161
ACH-000684,-0.396619977044589
ACH-000688,-0.4095643105334535
ACH-000693,-0.30779029745649344
ACH-000694,-0.3945966780028643
ACH-000695,-0.07958574126774899
ACH-000696,-0.06465369922596985
ACH-000697,0.02130909995550476
ACH-000699,-0.35382611062270825
ACH-000701,-0.4889762450493988
ACH-000706,-0.2168217858307732
ACH-000711,-0.3559148289421029
ACH-000713,-0.14978725587817698
ACH-000714,-0.17205805294311718
ACH-000718,-0.2142925526032772
ACH-000720,-0.3009985254194852
ACH-000721,-0.07550051660001172
ACH-000724,-0.3461785490461371
ACH-000725,-0.3113556196875674
ACH-000732,-0.2410635650340241
ACH-000734,-0.3088612997981099
ACH-000735,-0.28903088518051284
ACH-000736,-0.18792053548704227
ACH-000738,-0.4541825359012869
ACH-000746,-0.04190145604742192
ACH-000747,-0.5340402303959728
ACH-000748,-0.12834450523457971
ACH-000753,-0.4960872429435706
ACH-000756,-0.12307403868771645
ACH-000757,-0.2340154765274757
ACH-000758,-0.11822798716077305
ACH-000760,-0.1443743929790011
ACH-000762,-0.24069257373495745
ACH-000763,-0.10868248149205777
ACH-000764,-0.09570668682104096
ACH-000765,-0.37859936431766017
ACH-000766,-0.3611376426329687
ACH-000767,-0.43509019635892665
ACH-000768,-0.17092264935238566
ACH-000769,-0.15765505897273324
ACH-000770,-0.4413611370648585
ACH-000771,-0.1033800336538626
