,UBL4B (164153)
ACH-000206,-0.1936904931000341
ACH-000207,-0.3576632635702654
ACH-000208,-0.16977607500073372
ACH-000210,-0.3640075052266716
ACH-000211,-0.0780015201537938
ACH-000215,-0.22793843753824905
ACH-000221,-0.3792332522881491
ACH-000222,-0.2745963496360023
ACH-000223,-0.05118641755004257
ACH-000226,-0.17425720293841512
ACH-000227,-0.15364441813878182
ACH-000228,-0.13550273849189956
ACH-000231,-0.21101972757427065
ACH-000232,-0.08157353288053387
ACH-000233,-0.06855467687067618
ACH-000234,-0.1757252871538776
ACH-000235,-0.13967499432006714
ACH-000237,-0.2342631915327165
ACH-000238,-0.2016068974445382
ACH-000242,-0.18806802639533496
ACH-000243,-0.14543780350451613
ACH-000244,-0.20428710156837296
ACH-000246,-0.2718385023444672
ACH-000248,-0.30295765520675577
ACH-000250,-0.15881052118680775
ACH-000251,-0.0690319066381565
ACH-000252,-0.29154600087755456
ACH-000253,-0.10397050910405428
ACH-000255,-0.38607203333880796
ACH-000256,-0.08499243014873888
ACH-000257,-0.032192674678709225
ACH-000258,0.046539483788362535
ACH-000259,-0.15392380337288195
ACH-000260,-0.21598186273617825
ACH-000261,-0.2363243673012677
ACH-000262,-0.32032721485838256
ACH-000263,-0.17240516059372507
ACH-000264,-0.15336805432109976
ACH-000265,-0.1928055787815305
ACH-000266,-0.10175139570815486
ACH-000272,-0.3720711583062864
ACH-000274,-0.1915381879581692
ACH-000277,-0.13992132424624995
ACH-000278,-0.25406240980842765
ACH-000279,-0.1037236369818117
ACH-000280,-0.15238423848983482
ACH-000281,0.048165326003981726
ACH-000288,-0.1587758517109199
ACH-000291,-0.160563530001944
ACH-000293,-0.20689494220154192
ACH-000294,-0.2489633275621337
ACH-000295,-0.4101959995973029
ACH-000296,-0.2703512086217294
ACH-000302,-0.2854746382020461
ACH-000304,-0.5461592962913916
ACH-000307,-0.09249554867573499
ACH-000308,-0.2783436346490692
ACH-000310,-0.44289414340962
ACH-000311,-0.11327346623662547
ACH-000312,-0.2123424401168197
ACH-000315,-0.3356379020618297
ACH-000316,-0.20271531284996036
ACH-000317,-0.3463823578319236
ACH-000318,-0.11592159091178195
ACH-000319,-0.12348077898816615
ACH-000320,-0.07590137578142166
ACH-000322,-0.2875403628272469
ACH-000323,-0.2839778353135448
ACH-000324,-0.17295036120630514
ACH-000329,-0.12866683951281366
ACH-000330,-0.3015699769820636
ACH-000331,-0.15588787374247431
ACH-000332,-0.0908837260721384
ACH-000334,0.054997949048005014
ACH-000335,-0.3120828307029605
ACH-000336,-0.041350287015685085
ACH-000337,-0.04518098274865832
ACH-000338,0.08868558081610363
ACH-000339,-0.13353983271809708
ACH-000341,-0.3266941909224952
ACH-000348,-0.18124045375273765
ACH-000350,-0.04727241798696684
ACH-000352,-0.15129008594516768
ACH-000356,-0.19945249457725592
ACH-000361,-0.1692986050386003
ACH-000362,-0.2279855121455304
ACH-000363,-0.09445147898411793
ACH-000364,-0.22289578930894752
ACH-000365,-0.1355572136256249
ACH-000366,-0.18411640530643456
ACH-000368,-0.19527175308199285
ACH-000374,-0.2758081554096076
ACH-000375,-0.1893538895096806
ACH-000376,-0.33483997824211725
ACH-000381,-0.15630020857239602
ACH-000383,-0.1788500627283651
ACH-000387,-0.1419624660043061
ACH-000389,-0.16180746500200013
ACH-000390,-0.17289786939064486
ACH-000393,-0.13169246688975011
ACH-000395,-0.3090910397999046
ACH-000396,-0.1288070968214194
ACH-000397,-0.15088535773630973
ACH-000401,-0.3493362140832585
ACH-000402,-0.15652822016855691
ACH-000403,-0.024410167440793013
ACH-000404,-0.3918319935418525
ACH-000406,-0.1406041855305048
ACH-000407,-0.26426641698021497
ACH-000408,-0.2881898890856208
ACH-000410,-0.1679362383177827
ACH-000411,-0.21943451726384025
ACH-000414,-0.15910949954574938
ACH-000415,-0.28140905262364524
ACH-000416,-0.09063808031659737
ACH-000420,-0.11945472583044922
ACH-000421,-0.17410173822927194
ACH-000424,-0.08592250731357179
ACH-000425,-0.19167394195496093
ACH-000426,-0.14825564627996188
ACH-000427,-0.3128789822628606
ACH-000433,-0.1855448575972813
ACH-000435,-0.0247738165517394
ACH-000436,-0.042176130518695884
ACH-000444,-0.05356743556415694
ACH-000445,-0.3729740478878389
ACH-000448,-0.22071699686712015
ACH-000450,-0.07011397332078095
ACH-000452,-0.08436086244331982
ACH-000454,-0.22476795317013493
ACH-000458,-0.18605662223097205
ACH-000459,-0.2357742220258563
ACH-000460,-0.04026969564141143
ACH-000461,-0.28096559117843833
ACH-000463,-0.17009456003576914
ACH-000464,-0.2864205741897629
ACH-000466,-0.19923737609548334
ACH-000467,-0.088878156572322
ACH-000468,-0.19109343183715405
ACH-000469,-0.13095046993098966
ACH-000470,-0.057419602330647634
ACH-000471,-0.24331710819637065
ACH-000472,-0.030514810675389564
ACH-000473,-0.18279934654819294
ACH-000475,-0.11935167195520087
ACH-000476,-0.231586962751174
ACH-000477,-0.09237857807802156
ACH-000479,-0.3352947805283859
ACH-000480,-0.1869718524337257
ACH-000481,-0.13952107418630802
ACH-000483,-0.04199202488142676
ACH-000484,0.015117329983031644
ACH-000485,-0.12240563694804353
ACH-000486,-0.2590465857148716
ACH-000487,-0.2687095438587272
ACH-000488,-0.11249399959300953
ACH-000490,-0.22422966469211075
ACH-000491,-0.2438501403035107
ACH-000495,-0.15517571833385094
ACH-000496,-0.2217413627294662
ACH-000499,-0.04756780723243658
ACH-000500,0.01291608553839595
ACH-000502,-0.16880088003949356
ACH-000503,-0.14583870384102124
ACH-000505,-0.11844090914522301
ACH-000507,-0.12755878588186256
ACH-000510,-0.20311116481588626
ACH-000511,-0.12964547876535212
ACH-000512,-0.4942047639445791
ACH-000516,-0.18666299966565508
ACH-000517,-0.14008640650746634
ACH-000518,-0.13887848710580555
ACH-000520,-0.03799807109625837
ACH-000521,-0.08442665779281902
ACH-000522,-0.3335468930780439
ACH-000524,-0.028723019136512942
ACH-000527,-0.08642782166864052
ACH-000528,-0.14590919817212072
ACH-000537,-0.14369065863099634
ACH-000541,-0.11885492325702875
ACH-000542,-0.18930326456292126
ACH-000544,-0.31760258218015586
ACH-000545,-0.3003341644023194
ACH-000547,-0.17962861947777792
ACH-000548,-0.20051962369331866
ACH-000549,-0.21333263927861
ACH-000550,-0.07964272619574332
ACH-000552,-0.4143218532874597
ACH-000556,-0.15675657870867382
ACH-000557,0.0562531295819004
ACH-000569,-0.14920109075274401
ACH-000570,-0.17667029568525916
ACH-000571,-0.1470208176737023
ACH-000573,-0.02739696684550795
ACH-000576,-0.08417471434121991
ACH-000579,-0.3173238341781313
ACH-000580,-0.2084753442054792
ACH-000584,-0.15959553083271374
ACH-000585,-0.14776111317403925
ACH-000588,-0.332577664656364
ACH-000589,-0.13684493153356792
ACH-000591,-0.2306523725106982
ACH-000593,-0.15249340987587015
ACH-000600,-0.20050908823733266
ACH-000601,-0.0760773279825984
ACH-000605,-0.40685321504642735
ACH-000606,-0.21532838336395227
ACH-000608,-0.156177622159181
ACH-000614,-0.0175979094877541
ACH-000616,-0.16823992356606166
ACH-000618,-0.254421224374816
ACH-000619,-0.14751157545655866
ACH-000620,-0.21579864567409665
ACH-000621,-0.2728905157208321
ACH-000622,-0.03225458181578141
ACH-000623,-0.367012222154761
ACH-000624,-0.13330974471360593
ACH-000627,-0.2388664928991914
ACH-000630,-0.1021579669138757
ACH-000631,-0.19288456393240644
ACH-000632,-0.14382178636941004
ACH-000633,-0.12518730059480612
ACH-000637,-0.03559907543551543
ACH-000638,-0.11287981229284726
ACH-000646,0.05099178251540542
ACH-000647,-0.14796571178944762
ACH-000648,-0.2684726592743046
ACH-000649,-0.2387307470821664
ACH-000651,-0.20897588845263296
ACH-000652,-0.20507591210686651
ACH-000653,-0.07877867757175193
ACH-000657,-0.17394024535679198
ACH-000658,-0.14642046427834066
ACH-000661,-0.15360657000971395
ACH-000662,-0.2769909708133869
ACH-000663,-0.08298400345254217
ACH-000665,-0.2898054991454656
ACH-000671,-0.22055932922538168
ACH-000672,-0.0953396739185748
ACH-000673,-0.1572190761440488
ACH-000676,-0.3191762621375526
ACH-000677,-0.16661796900287326
ACH-000681,-0.09528795430079642
ACH-000683,-0.1724281033577807
ACH-000684,-0.23887862614402336
ACH-000688,-0.23465853809889625
ACH-000693,-0.17296549019418786
ACH-000694,-0.027791589191945368
ACH-000695,0.12080884545638353
ACH-000696,-0.18651230083047107
ACH-000697,-0.1872074137725008
ACH-000699,-0.050943104189971264
ACH-000701,-0.06971833297782375
ACH-000706,-0.22108023782926026
ACH-000711,-0.059520725574364323
ACH-000713,-0.37904940988763947
ACH-000714,-0.20179611468715172
ACH-000718,-0.029660107146731337
ACH-000720,-0.18202329880152449
ACH-000721,-0.3493718592300619
ACH-000724,0.04230635707661296
ACH-000725,-0.27868591177326435
ACH-000732,-0.17762332317814694
ACH-000734,-0.3634087357966211
ACH-000735,-0.1835174177434296
ACH-000736,-0.2197988373046149
ACH-000738,-0.1790110933745328
ACH-000746,0.06646841517590579
ACH-000747,-0.21899385766900087
ACH-000748,-0.18139356939408635
ACH-000753,-0.10967483492354636
ACH-000756,-0.3144132986894713
ACH-000757,-0.2176305039871416
ACH-000758,-0.2576068028803078
ACH-000760,-0.18594930738683926
ACH-000762,-0.21990214741612907
ACH-000763,0.060514085563853924
ACH-000764,-0.1469884949066102
ACH-000765,-0.1898238585566913
ACH-000766,-0.19654797253254536
ACH-000767,-0.20163718700272568
ACH-000768,-0.238378030417451
ACH-000769,-0.2453535569168464
ACH-000770,-0.21294225028856967
ACH-000771,-0.10813832054267633
ACH-000773,-0.1799438756164019
ACH-000776,-0.15718682116756474
ACH-000777,-0.12860820742402465
ACH-000778,-0.23770158790202595
ACH-000781,-0.08386345293550643
ACH-000782,-0.29388850570203306
ACH-000783,-0.3413530324960886
ACH-000784,-0.17632589451541827
ACH-000785,-0.20232278124697606
ACH-000787,-0.13780072614930206
ACH-000788,-0.13018630495039515
ACH-000791,-0.1486634639746097
ACH-000792,-0.2028068482041023
ACH-000794,-0.17741304834277508
ACH-000796,-0.14467559171715966
ACH-000798,-0.1808809416959405
ACH-000799,-0.26173275129968504
ACH-000800,-0.3867529288865496
ACH-000802,-0.17780966689415625
ACH-000804,-0.3100535806370769
ACH-000805,-0.21042271748971594
ACH-000809,-0.0918209306215731
ACH-000810,-0.2879611676631404
ACH-000811,-0.2578024007930274
ACH-000817,-0.08397414492938818
ACH-000819,-0.17318012972189606
ACH-000820,-0.1252410909949832
ACH-000821,-0.3841442605614996
ACH-000822,0.04417919887634834
ACH-000823,-0.09491268877456864
ACH-000824,-0.11468208838867636
ACH-000827,-0.16793830858408
ACH-000829,-0.14427366090605598
ACH-000831,-0.4230360020269592
ACH-000832,-0.1523437529910115
ACH-000833,-0.23200204187093235
ACH-000834,-0.12943519643202636
ACH-000835,-0.0652778111735107
ACH-000836,-0.0924951603652776
ACH-000837,-0.12907988287620045
ACH-000838,-0.02274704990573755
ACH-000839,-0.1206200778503207
ACH-000840,0.04491466844760491
ACH-000841,-0.13536648333432166
ACH-000843,-0.1873753600860496
ACH-000846,-0.3066610080047057
ACH-000847,-0.33140784256513306
ACH-000848,-0.08496881591105658
ACH-000849,-0.1687304192945644
ACH-000851,-0.2880075427690149
ACH-000855,-0.06321606783889054
ACH-000856,-0.2090865611072532
ACH-000858,-0.28883316907875384
ACH-000859,-0.3682770804973195
ACH-000861,-0.2257713821345952
ACH-000862,-0.10557998762403438
ACH-000865,-0.10645896352352653
ACH-000866,-0.13130044695343376
ACH-000867,-0.10386783636523432
ACH-000869,-0.22966436376904925
ACH-000872,-0.4255571636312021
ACH-000873,-0.21080889610870465
ACH-000876,-0.14588011326278658
ACH-000878,-0.07691398496447736
ACH-000880,-0.2891818718103244
ACH-000881,-0.1891585722590375
ACH-000882,-0.14231406761441082
ACH-000884,-0.12998147951894914
ACH-000885,-0.11022623562809006
ACH-000887,-0.25754658391935925
ACH-000889,-0.3242731719476915
ACH-000896,-0.34097604186513
ACH-000898,-0.18325203187112954
ACH-000900,0.046716813727220814
ACH-000901,-0.2630527190013272
ACH-000905,-0.2817744350774037
ACH-000906,-0.20224716317741373
ACH-000907,-0.307124437679596
ACH-000910,-0.028328259397660375
ACH-000911,-0.1580831168829934
ACH-000912,-0.19164194186091785
ACH-000913,-0.17933912949758274
ACH-000915,-0.3135331809034988
ACH-000916,-0.035942324566189635
ACH-000917,-0.1345138482986852
ACH-000920,-0.2808151511888655
ACH-000921,-0.20427138775995585
ACH-000924,-0.2261037009442357
ACH-000926,-0.09179107844037254
ACH-000928,-0.18592727484769367
ACH-000929,-0.27737669926850755
ACH-000932,-0.10968398968360628
ACH-000935,-0.1600177295541956
ACH-000936,-0.15343763651982972
ACH-000937,-0.16166343071220585
ACH-000938,-0.2276110644057297
ACH-000939,-0.30783209244300275
ACH-000941,-0.15905840523446751
ACH-000943,-0.1854419285821832
ACH-000946,-0.12951736804970918
ACH-000947,-0.1740450549365513
ACH-000948,-0.05344548465206243
ACH-000950,-0.022591937994861932
ACH-000953,-0.2855497631610864
ACH-000954,-0.18774394761512314
ACH-000957,-0.13149181762153386
ACH-000958,-0.3084299182802705
ACH-000960,-0.1886593634331692
ACH-000963,-0.03943812232695427
ACH-000968,-0.2438249071859848
ACH-000969,-0.15690118151733234
ACH-000972,-0.19502593641415467
ACH-000973,-0.1537746125379726
ACH-000974,-0.21840579818694425
ACH-000978,-0.29304541265651
ACH-000984,-0.125241258186216
ACH-000986,-0.3005355741581197
ACH-000988,-0.15733948972727893
ACH-000993,-0.034897061267511444
ACH-000994,-0.2094598828132625
ACH-000996,0.006664099332820517
ACH-001001,-0.2712787352291701
ACH-001020,-0.04593573120032732
ACH-001028,-0.10204662001657508
ACH-001031,-0.19606789581283995
ACH-001038,-0.12005910406303046
ACH-001048,-0.13966674107964558
ACH-001050,-0.14267906832143126
ACH-001053,-0.18309397859954252
ACH-001054,-0.2455233212500851
ACH-001061,-0.2750998155904159
ACH-001067,-0.11863980412711313
ACH-001075,-0.11455731517496512
ACH-001096,-0.17995055713237967
ACH-001111,-0.06552025024959797
ACH-001119,0.01838113252394301
ACH-001128,-0.282422332184192
ACH-001134,-0.10990068960414257
ACH-001151,-0.17192290780587333
ACH-001163,-0.16562316807452787
ACH-001164,0.017445418462080572
ACH-001183,-0.08149913195008188
ACH-001192,-0.3482690963470534
ACH-001193,-0.478805840208576
ACH-001196,-0.12024950748561394
ACH-001197,-0.05113798863751355
ACH-001205,-0.06891789367031546
ACH-001211,-0.025242509864720784
ACH-001212,-0.230096145343042
ACH-001228,-0.05033788799551564
ACH-001232,-0.27803731983580443
ACH-001239,-0.2201145540867594
ACH-001270,-0.36995056704168094
ACH-001274,-0.06878066284876877
ACH-001275,-0.1963037569595588
ACH-001277,-0.2913693090355607
ACH-001278,-0.21415567951821274
ACH-001280,-0.1161914943953607
ACH-001283,-0.3472571681820976
ACH-001289,-0.21176332431892805
ACH-001300,-0.1509062737363909
ACH-001301,-0.29054334129849324
ACH-001302,-0.18192531914462345
ACH-001306,-0.32780366077707845
ACH-001318,-0.2528762485998156
ACH-001322,-0.2582940091660057
ACH-001328,-0.2696081652793144
ACH-001332,-0.09904713959388788
ACH-001336,-0.25273664474887464
ACH-001346,-0.2190679919247311
ACH-001353,-0.17965926305568414
ACH-001354,-0.5878148522019662
ACH-001367,-0.35607690989186397
ACH-001368,-0.19623035630166516
ACH-001374,-0.2563521154696133
ACH-001377,-0.0862766670597831
ACH-001380,-0.2489325630986877
ACH-001391,-0.04691731874329489
ACH-001408,-0.14762622714184956
ACH-001430,-0.0002079955131741896
ACH-001431,-0.2750710050363713
ACH-001450,-0.10310554132867404
ACH-001496,-0.32143322385966755
ACH-001500,-0.19447198866861568
ACH-001523,-0.16695323517372276
ACH-001532,-0.12337986290618895
ACH-001550,0.029062428964701386
ACH-001552,-0.30517609311558186
ACH-001554,-0.08129876058696381
ACH-001654,-0.1472318191760941
ACH-001735,-0.11872661500088788
ACH-001736,-0.1592855327519535
ACH-001737,0.03427040711618428
ACH-001740,-0.09298436856233804
ACH-001745,-0.1597441767977803
ACH-001765,-0.11646030719823815
