,DENND4B (9909)
ACH-000004,-0.020342045544673018
ACH-000005,-0.399176224404893
ACH-000007,-0.11004468773775784
ACH-000009,0.04719981814610437
ACH-000011,-0.1291994197055658
ACH-000012,-0.1824904781224844
ACH-000013,-0.1487090426464823
ACH-000014,-0.15906007466478495
ACH-000015,-0.16652798811973366
ACH-000017,-0.08566727559705503
ACH-000018,-0.15964927276761876
ACH-000019,-0.42371942938357576
ACH-000021,-0.09373417729855203
ACH-000022,-0.17171580941348313
ACH-000025,0.06611851481745136
ACH-000028,-0.12974421897159708
ACH-000030,-0.06669863294068525
ACH-000035,-0.1419282230250994
ACH-000036,0.08818343546544039
ACH-000037,-0.13907381035743052
ACH-000039,-0.12665247880121844
ACH-000040,0.00916246431517315
ACH-000041,-0.0306093242369488
ACH-000042,-0.10858491287795012
ACH-000045,-0.05864854967538668
ACH-000047,-0.18680488368000464
ACH-000052,-0.2415875655348384
ACH-000053,-0.07957112717980959
ACH-000054,-0.11885747260755518
ACH-000055,-0.3506747961430864
ACH-000060,-0.07332206043929197
ACH-000067,-0.07934283051506573
ACH-000070,-0.11388995029569353
ACH-000075,-0.14301019054402458
ACH-000078,0.038569178688004746
ACH-000082,-0.031070869076343467
ACH-000085,-0.2651188986051277
ACH-000086,-0.2284316541988549
ACH-000087,0.18884848301483195
ACH-000092,-0.030893894003905117
ACH-000095,-0.14480233486986682
ACH-000097,-0.14375915805689646
ACH-000098,-0.05384966267017238
ACH-000099,0.03836303931780309
ACH-000108,-0.06061460251668225
ACH-000113,-0.0976118422393496
ACH-000116,-0.1272024196705017
ACH-000118,-0.0683286503719316
ACH-000120,-0.2317665795691153
ACH-000123,-0.1339478956232424
ACH-000127,-0.16628575016749195
ACH-000128,0.01072638051489904
ACH-000132,-0.007012649810678238
ACH-000133,-0.06321040384548983
ACH-000137,-0.12392972383740795
ACH-000138,-0.015364601517885204
ACH-000142,-0.2865553917808273
ACH-000143,-0.12275348887209556
ACH-000146,-0.019662543214383287
ACH-000148,-0.07411849735412569
ACH-000150,-0.16635379009158932
ACH-000152,-0.007052414382357644
ACH-000153,-0.2630815372508875
ACH-000159,-0.016602747621871434
ACH-000160,-0.18071582062731045
ACH-000163,-0.1700769555860497
ACH-000167,-0.030219291362202614
ACH-000168,-0.09182270076471684
ACH-000169,-0.15256572508271035
ACH-000178,-0.03649075232011943
ACH-000183,0.011582204322523054
ACH-000188,-0.1240399760498409
ACH-000189,-0.16654883087762232
ACH-000190,0.052077544324878655
ACH-000198,0.12753894674503918
ACH-000203,0.12765016164450854
ACH-000204,-0.013003300679155056
ACH-000206,-0.14092024509339374
ACH-000207,0.10181404830713647
ACH-000208,-0.23733853063867416
ACH-000210,-0.0045927829924583
ACH-000211,-0.04227110394479848
ACH-000215,-0.2099772029774668
ACH-000221,-0.19791890608439008
ACH-000222,-0.12499687712187472
ACH-000223,0.038227589929757916
ACH-000226,-0.058998525750032914
ACH-000227,-0.04840598877263535
ACH-000228,-0.15120990412529126
ACH-000231,-0.0905137309676721
ACH-000232,-0.10592853747436327
ACH-000233,-0.1470640055239664
ACH-000234,-0.21260733022441874
ACH-000235,-0.11508615245525912
ACH-000237,-0.032093488605961784
ACH-000238,-0.009055720186953248
ACH-000242,-0.2547351377353075
ACH-000243,0.0018940504141311727
ACH-000244,-0.021913679538657648
ACH-000246,-0.08449011416826996
ACH-000248,-0.17019957449270515
ACH-000250,-0.17661103438755382
ACH-000251,-0.09475379112716363
ACH-000252,-0.07504726956923552
ACH-000253,-0.034867730480227566
ACH-000255,-0.03701031011368602
ACH-000256,-0.26662785349802565
ACH-000257,-0.21381630937744275
ACH-000258,-0.2335264623380633
ACH-000259,-0.1005996234926062
ACH-000260,-0.13407071020461975
ACH-000261,0.010474815238630107
ACH-000262,-0.002011684826960705
ACH-000263,-0.26322282206156383
ACH-000264,-0.12686413467528088
ACH-000265,0.04135748786448008
ACH-000266,-0.022642530043216258
ACH-000272,-0.06537388283849235
ACH-000274,-0.0949639296879429
ACH-000277,0.003475499781711952
ACH-000278,-0.10016464703108248
ACH-000279,-0.1545124282111257
ACH-000280,-0.09579654950184446
ACH-000281,-0.12066547153261295
ACH-000288,-0.09606864331899552
ACH-000291,-0.10021277740840147
ACH-000293,-0.06330018869783732
ACH-000294,-0.0631527319625012
ACH-000295,0.03615660874637139
ACH-000296,-0.1204701003736258
ACH-000302,-0.08786685946315292
ACH-000304,-0.02536217590082666
ACH-000307,-0.12605611254141272
ACH-000308,-0.06807767925420577
ACH-000310,-0.12612985431826534
ACH-000311,-0.12159364956564735
ACH-000312,-0.03228890099528544
ACH-000315,-0.33861662790521224
ACH-000316,0.0868360117624957
ACH-000317,-0.11451449356897103
ACH-000318,-0.15260802622135866
ACH-000319,-0.05953483311405314
ACH-000320,0.0131313727320489
ACH-000322,0.049420230646167455
ACH-000323,-0.0590123027302057
ACH-000324,-0.00990586574366248
ACH-000329,-0.05571539591364446
ACH-000330,0.019674227103386645
ACH-000331,0.052118408232248115
ACH-000332,-0.19076802843773547
ACH-000334,-0.16532027387342044
ACH-000335,-0.035972866518421125
