,SHOC2 (8036)
ACH-000004,-0.07250410812062448
ACH-000005,0.08298508030437321
ACH-000007,-0.10173806305348647
ACH-000009,-0.2412169348156941
ACH-000011,0.006191872683568345
ACH-000012,-0.17768819210240622
ACH-000013,0.12431772183835138
ACH-000014,0.053601711047934084
ACH-000015,-0.2678073950790012
ACH-000017,0.03194622778332352
ACH-000018,-0.4319792645684128
ACH-000019,0.0077691443439478316
ACH-000021,0.05686122027285951
ACH-000022,-0.4038141761080706
ACH-000025,-0.4821503828895886
ACH-000028,0.16902291988760182
ACH-000030,0.0734121681796189
ACH-000035,-0.15224444297049125
ACH-000036,-0.5192385105302183
ACH-000037,-0.2240712637851312
ACH-000039,0.12970846994757876
ACH-000040,-0.18216064527778852
ACH-000041,0.03100811787995945
ACH-000042,-0.5857631363022723
ACH-000045,-0.11395629933289204
ACH-000047,-0.15571912277939742
ACH-000052,-0.012054515554072841
ACH-000053,0.044226247373733714
ACH-000054,-0.7792030446271961
ACH-000055,-0.066246733271153
ACH-000060,-0.3302869954468676
ACH-000067,-0.4453162780219041
ACH-000070,-0.3525117916255145
ACH-000075,-0.07472927246471196
ACH-000078,-0.2867778321985426
ACH-000082,-0.19603446836082802
ACH-000085,-0.10745925351847922
ACH-000086,-0.28285546614068313
ACH-000087,-0.11939990284222585
ACH-000092,-0.03445248145329345
ACH-000095,0.14190470754206164
ACH-000097,-0.19109382008811587
ACH-000098,-0.14560502296179953
ACH-000099,-0.4547730116288858
ACH-000108,-0.1118856687228008
ACH-000113,0.08040466681432372
ACH-000116,-0.23485690393804995
ACH-000118,0.155317776895075
ACH-000120,-0.6473837515141333
ACH-000123,-0.0855877681859645
ACH-000127,-0.3444679324058457
ACH-000128,-0.4239694839540154
ACH-000132,-0.6266304009670796
ACH-000133,-0.06664326657016102
ACH-000137,-0.2160651533600597
ACH-000138,0.09982080544223136
ACH-000142,-0.12844583435310658
ACH-000143,-0.0977756844367087
ACH-000146,-0.04757286874704053
ACH-000148,-0.293149805726486
ACH-000150,0.009342466890534749
ACH-000152,-0.27691958679218537
ACH-000153,-0.319108838638798
ACH-000159,-0.03711121494025378
ACH-000160,0.07100310780133501
ACH-000163,-0.4982484766939964
ACH-000167,-0.3490396824646001
ACH-000168,-0.5235661172418256
ACH-000169,-0.4565442047410623
ACH-000178,-0.5894983857321612
ACH-000183,0.0242253030641488
ACH-000188,0.05344829882864646
ACH-000189,-0.16115654535756724
ACH-000190,-0.3195124294955641
ACH-000198,-0.3136315756752985
ACH-000203,0.2436936918552687
ACH-000204,-0.11871649118902053
ACH-000206,-0.4112981527956111
ACH-000207,-0.15709775985844862
ACH-000208,-0.11719769590214026
ACH-000210,0.25062966502944023
ACH-000211,-0.1913528436321185
ACH-000215,-0.2449360448885575
ACH-000221,-0.17829929429341235
ACH-000222,-0.16070734463183198
ACH-000223,-0.07321844737930985
ACH-000226,-0.2084547670071586
ACH-000227,-0.3194371707009047
ACH-000228,-0.11213326072987936
ACH-000231,-0.3015613353842406
ACH-000232,-0.30587047476524365
ACH-000233,0.13701906295100125
ACH-000234,-0.03945570850162058
ACH-000235,-0.05701524135446854
ACH-000237,-0.2368474363788189
ACH-000238,-0.15333890239727604
ACH-000242,-0.09639868502048728
ACH-000243,-0.014950219848381931
ACH-000244,-0.7246029215560876
ACH-000246,0.05442486008569551
ACH-000248,0.014053756892180002
ACH-000250,-0.2201904443837348
ACH-000251,-0.3486330331052682
ACH-000252,-0.5489247109193981
ACH-000253,0.11677299563158562
ACH-000255,-0.1707558423792006
ACH-000256,0.11960477535423344
