,ITGB1BP1 (9270)
ACH-000004,0.1391302181597799
ACH-000005,0.2487560310497824
ACH-000007,0.1511327944935154
ACH-000009,-0.04679898873099232
ACH-000011,0.18094052767610685
ACH-000012,0.03716092176837826
ACH-000013,0.10911424074954178
ACH-000014,0.12422957282108042
ACH-000015,0.1135180714590841
ACH-000017,0.01278209817840871
ACH-000018,-0.029592791897932787
ACH-000019,0.012452448994113772
ACH-000021,0.024519011496586
ACH-000022,0.0731139796128134
ACH-000025,0.0868953132062013
ACH-000028,0.13295364016305505
ACH-000030,0.07616070638947928
ACH-000035,0.060106202879007815
ACH-000036,0.131585880478334
ACH-000037,-0.006934846178396959
ACH-000039,0.0751950347405536
ACH-000040,0.1037853899016778
ACH-000041,0.027378878812933008
ACH-000042,0.1602801413923701
ACH-000045,0.1008999143878807
ACH-000047,0.1486167334451354
ACH-000052,0.032834449319274414
ACH-000053,0.002608709097419613
ACH-000054,0.13308611376587606
ACH-000055,-0.13502054656947998
ACH-000060,0.2747497160429028
ACH-000067,0.09363452157846516
ACH-000070,-0.0229800634106832
ACH-000075,0.0534089933993554
ACH-000078,-0.12026584923588356
ACH-000082,0.071670101369677
ACH-000085,0.096962766120436
ACH-000086,0.11552852379360493
ACH-000087,0.059664551234793764
ACH-000092,-0.10643708271492663
ACH-000095,0.0203364556748663
ACH-000097,-0.07599466964755743
ACH-000098,0.19806652132718355
ACH-000099,-0.0006599811954188597
ACH-000108,0.0647537907326416
ACH-000113,0.1936409436983272
ACH-000116,0.05317785295063202
ACH-000118,0.1367951480278398
ACH-000120,-0.010733135962676868
ACH-000123,-0.034220454317655274
ACH-000127,0.02310342261791726
ACH-000128,0.07012351488347306
ACH-000132,0.15349120658873402
ACH-000133,-0.13975254473695448
ACH-000137,0.20858751132048536
ACH-000138,0.09020296883896543
ACH-000142,0.05709573102472945
ACH-000143,0.12165230606906595
ACH-000146,0.08293916661432943
ACH-000148,0.038214027367591066
ACH-000150,0.16689829513772889
ACH-000152,0.06208297994042347
ACH-000153,0.2132447516629468
ACH-000159,0.007932632686212937
ACH-000160,0.06903306217147302
ACH-000163,0.0528735013287684
ACH-000167,0.0024398776154894177
ACH-000168,0.10885798061457004
ACH-000169,0.10912667503322987
ACH-000178,0.14339283924760576
ACH-000183,0.2040696577549636
ACH-000188,0.06327560490923738
ACH-000189,0.29906167002326695
ACH-000190,0.14057772753312245
ACH-000198,0.02447876074524509
ACH-000203,-0.1342747900404959
ACH-000204,0.001135338112533792
ACH-000206,0.028763141498205025
ACH-000207,0.11937790628047587
ACH-000208,0.1006195696823862
ACH-000210,0.031940072707374714
ACH-000211,0.03998867249896546
ACH-000215,-0.007417971522761494
ACH-000221,0.2532845284022747
ACH-000222,-0.11090485931932008
ACH-000223,0.027502383162850082
ACH-000226,0.1104402378332062
ACH-000227,0.040429533826153816
ACH-000228,0.10871416560904387
ACH-000231,0.048994125352356734
ACH-000232,0.05895656709870521
ACH-000233,0.05488984864812084
ACH-000234,-0.014866773222536385
ACH-000235,0.06887726075182474
ACH-000237,0.05442469864316775
ACH-000238,-0.040693526527769135
ACH-000242,0.3679078972852962
ACH-000243,0.014080273500125029
ACH-000244,0.13577645710428735
ACH-000246,0.06689874100542538
ACH-000248,0.08910122564035118
ACH-000250,0.047705185021424235
ACH-000251,0.09318884566470402
ACH-000252,0.015635200859009213
ACH-000253,0.03599109645690659
ACH-000255,0.08760329879882316
ACH-000256,-0.0029487991187585843
ACH-000257,0.09204558604686124
ACH-000258,-0.09277435219266002
ACH-000259,-0.061841198720737726
ACH-000260,0.08721876483395723
ACH-000261,0.04399199229744204
ACH-000262,0.09257730238341354
ACH-000263,-0.1236130814177154
ACH-000264,0.01964537440093797
ACH-000265,0.1249237564218805
ACH-000266,0.10538777394158652
ACH-000272,0.02446079877943448
ACH-000274,-0.0506172620079203
ACH-000277,0.05765899837583805
ACH-000278,0.15953680366083814
ACH-000279,-0.041716873124564464
ACH-000280,0.10392671735840778
ACH-000281,-0.008622630027119505
ACH-000288,0.055005956844925936
ACH-000291,0.030976273233136342
ACH-000293,0.08498536576349132
ACH-000294,0.043843865418713414
ACH-000295,0.03175162854542938
ACH-000296,0.2607961241884985
ACH-000302,0.1146939751404349
ACH-000304,0.0857509375020265
ACH-000307,0.06719566242327459
ACH-000308,0.038360430066602336
ACH-000310,0.13435750907836505
ACH-000311,-0.05671362048676293
ACH-000312,0.0111688128656684
ACH-000315,0.19939593611461787
ACH-000316,0.0699994856122832
ACH-000317,0.115912526847374
ACH-000318,0.14615976204606448
ACH-000319,0.1753063243579443
ACH-000320,-0.07297262537120819
ACH-000322,0.09989510283979312
ACH-000323,0.03201592943867411
ACH-000324,0.02906111228118017
ACH-000329,0.05208543913108354
ACH-000330,0.021416583352188774
