,ECHDC2 (55268)
ACH-000004,-0.19029538553522404
ACH-000005,0.039570679378556635
ACH-000007,-0.09250673412784187
ACH-000009,-0.15196713783030955
ACH-000011,-0.05275267080572171
ACH-000012,-0.21938280493173512
ACH-000013,-0.18863721086690252
ACH-000014,-0.12199954050332212
ACH-000015,-0.1103204156304568
ACH-000017,-0.16412003396098482
ACH-000018,-0.18791663240059275
ACH-000019,-0.13868772473032553
ACH-000021,-0.031261539157775534
ACH-000022,-0.029481078992155026
ACH-000025,0.0023529535488480647
ACH-000028,-0.2035088302114402
ACH-000030,-0.13198463480218173
ACH-000035,-0.3079715228465805
ACH-000036,-0.14284662961209954
ACH-000037,-0.0029069693131830265
ACH-000039,-0.08448315674352905
ACH-000040,-0.0030897177767303273
ACH-000041,-0.08949495075120269
ACH-000042,-0.03702178170962759
ACH-000045,0.0626456925862281
ACH-000047,0.010650963191656631
ACH-000052,-0.30987908548304444
ACH-000053,-0.14130614076504455
ACH-000054,-0.06819557571533101
ACH-000055,-0.1616883256439727
ACH-000060,-0.23382653428471215
ACH-000067,-0.12670959525187228
ACH-000070,0.05487350878391392
ACH-000075,-0.1450669413968439
ACH-000078,-0.1011506949932262
ACH-000082,-0.1485237844091546
ACH-000085,-0.0755169396147035
ACH-000086,-0.16152954011715287
ACH-000087,-0.026097180488413068
ACH-000092,-0.2023166345016223
ACH-000095,-0.08387342664790325
ACH-000097,-0.07688315743342848
ACH-000098,-0.19054538941639276
ACH-000099,-0.012681517352559464
ACH-000108,0.040615704360603744
ACH-000113,-0.05776936597668705
ACH-000116,-0.03613277791060912
ACH-000118,-0.11198338296399878
ACH-000120,0.02362129382238017
ACH-000123,-0.13890844289458767
ACH-000127,-0.14795967270297353
ACH-000128,-0.01946168297269189
ACH-000132,-0.14866633538044982
ACH-000133,-0.022104950744820287
ACH-000137,-0.2137297850801788
ACH-000138,-0.05128306448879876
ACH-000142,-0.10977047271533802
ACH-000143,-0.2479743313618921
ACH-000146,-0.05407892731123327
ACH-000148,-0.1688977665297609
ACH-000150,-0.2048024170399016
ACH-000152,-0.3767763185947989
ACH-000153,-0.2624201649092508
ACH-000159,-0.12619241160565914
ACH-000160,-0.10542055568492782
ACH-000163,-0.19270666949262047
ACH-000167,-0.04116680049029452
ACH-000168,0.05880165561278242
ACH-000169,-0.02031844988325917
ACH-000178,-0.09624333526443116
ACH-000183,-0.4091414255883816
ACH-000188,-0.07230902698849499
ACH-000189,-0.38459208151302177
ACH-000190,-0.21000952432622627
ACH-000198,-0.04885699917842788
ACH-000203,0.2947618821512474
ACH-000204,-0.22857221331430996
ACH-000206,-0.08085395889054674
ACH-000207,-0.27959085698265684
ACH-000208,-0.11250130613548154
ACH-000210,-0.11188539932649204
ACH-000211,-0.047248474354304834
ACH-000215,-0.13604166055826994
ACH-000221,-0.14849437264457668
ACH-000222,-0.2791205527790164
ACH-000223,-0.1327222253649572
ACH-000226,-0.16385423561259646
ACH-000227,-0.13135437553528162
ACH-000228,-0.17933751130171344
ACH-000231,-0.04798086735750207
ACH-000232,-0.16958066665879265
ACH-000233,-0.15554183017131906
ACH-000234,-0.17209740207576454
ACH-000235,-0.11719791867847232
ACH-000237,-0.04118523783860746
ACH-000238,-0.08645508018729686
ACH-000242,-0.21190187701134613
ACH-000243,-0.10682888536647656
ACH-000244,0.0937226825748526
ACH-000246,-0.19283688687161804
ACH-000248,-0.2451799260332877
ACH-000250,-0.1402001925610885
ACH-000251,-0.15238627001794827
ACH-000252,-0.12749054551781047
ACH-000253,-0.01644022380251477
ACH-000255,-0.1976224165766309
ACH-000256,-0.034760250837864305
ACH-000257,-0.04951606909631085
ACH-000258,-0.2210272495430707
ACH-000259,-0.08987756428491604
ACH-000260,-0.07274281263633392
ACH-000261,-0.07497665989185072
ACH-000262,-0.3025259248664822
ACH-000263,-0.26366335586926604
ACH-000264,-0.15322817907974615
ACH-000265,-0.11036575024905897
ACH-000266,-0.008948852935860499
ACH-000272,-0.27637470708905193
ACH-000274,-0.16774775713846474
ACH-000277,0.006980202314142188
ACH-000278,-0.054962954653567334
ACH-000279,-0.17165682383161548
ACH-000280,0.0981658685131423
ACH-000281,-0.05201627359521905
ACH-000288,-0.1317441258939598
ACH-000291,-0.16167129267879746
ACH-000293,-0.053829821673564836
ACH-000294,0.007286758695150088
ACH-000295,-0.3868342104855441
ACH-000296,-0.1594304186239662
ACH-000302,-0.1456881104898282
ACH-000304,0.08019204039718414
ACH-000307,-0.030769488147492783
ACH-000308,-0.04212643735564135
ACH-000310,-0.00413472881616559
ACH-000311,-0.16588211777073333
ACH-000312,-0.26972612400733137
