,CTSZ (1522)
ACH-000004,0.0549075060251837
ACH-000005,0.011819903538466457
ACH-000007,-0.002586422826773228
ACH-000009,0.0990157357716056
ACH-000011,-0.08500514815713117
ACH-000012,0.15551000682639005
ACH-000013,0.08295577020477715
ACH-000014,0.04033867850444468
ACH-000015,0.01830897820189341
ACH-000017,0.02968464503511957
ACH-000018,-0.01470912256031659
ACH-000019,-0.3124341776402833
ACH-000021,0.09242104882937124
ACH-000022,-0.050773200065144214
ACH-000025,-0.023239591044472117
ACH-000028,-0.3194754730227307
ACH-000030,0.01085149395378618
ACH-000035,0.04396750752259508
ACH-000036,0.11683116041607396
ACH-000037,0.07207755267752404
ACH-000039,0.0062735553805841286
ACH-000040,0.11758014485338557
ACH-000041,-0.07645290797954253
ACH-000042,-0.09630091919782303
ACH-000045,-0.0845058603924163
ACH-000047,-0.10422582358948974
ACH-000052,-0.06745516985571183
ACH-000053,-0.008989251950090206
ACH-000054,-0.017151249325200086
ACH-000055,0.07694895067173904
ACH-000060,-0.005938188884168343
ACH-000067,0.030484299781360406
ACH-000070,-0.09321990435791516
ACH-000075,-0.006495978036200739
ACH-000078,0.009055525264456054
ACH-000082,-0.0008211141898313194
ACH-000085,-0.21093154881735346
ACH-000086,0.06917702638447079
ACH-000087,0.03949250875137865
ACH-000092,0.14983409501073636
ACH-000095,0.03567034197587324
ACH-000097,0.06098497419525005
ACH-000098,0.11318705705443345
ACH-000099,-0.11625204939028835
ACH-000108,-0.038673825164701525
ACH-000113,0.055090063403569874
ACH-000116,0.07483089914479561
ACH-000118,0.1192805413928537
ACH-000120,0.042128817709393175
ACH-000123,0.0010048492151116864
ACH-000127,-0.005285391626493524
ACH-000128,0.11486702839550858
ACH-000132,0.10779757121080093
ACH-000133,-0.02874704282468065
ACH-000137,0.045489903003284364
ACH-000138,-0.09030049742302826
ACH-000142,0.07189479866677112
ACH-000143,0.03967347308360003
ACH-000146,-0.003465336196541945
ACH-000148,0.09235637992137873
ACH-000150,-0.08323474449602312
ACH-000152,-0.044843944739197984
ACH-000153,0.016498178956760753
ACH-000159,0.09259992560211863
ACH-000160,-0.032343723267152805
ACH-000163,0.058646055974126074
ACH-000167,0.09598843315440636
ACH-000168,0.04079424610188365
ACH-000169,-0.0202125401549791
ACH-000178,-0.0017223203687678358
ACH-000183,0.034398944649716906
ACH-000188,0.055301000018979744
ACH-000189,-0.06497991254789139
ACH-000190,-0.027902593545784345
ACH-000198,0.027325180043805374
ACH-000203,0.19102916084956956
ACH-000204,0.07689801912473031
ACH-000206,0.16414711343281768
ACH-000207,0.026414163530695246
ACH-000208,-0.021608854796307368
ACH-000210,-0.3040758265487337
ACH-000211,0.006132502038400315
ACH-000215,0.03269656411633012
ACH-000221,-0.0032895511745747005
ACH-000222,0.010848743051336616
ACH-000223,0.056710474857165225
ACH-000226,0.12096440466247688
ACH-000227,0.025539640360007082
ACH-000228,0.2060789397540856
ACH-000231,0.01109370697854746
ACH-000232,0.01102194699897033
ACH-000233,0.02895496861370705
ACH-000234,-0.00452922628885272
ACH-000235,0.0532393852620976
ACH-000237,0.08719819780369019
ACH-000238,0.004286242817586584
ACH-000242,-0.1242241137206156
ACH-000243,0.022077767710214087
ACH-000244,-0.1184533130662852
ACH-000246,0.020386529929349664
ACH-000248,-0.0857943608263314
ACH-000250,0.014697534953992024
ACH-000251,0.08738642449145978
ACH-000252,0.1266466352123935
ACH-000253,0.043375232330927535
ACH-000255,0.07237130643504869
ACH-000256,-0.10398146551966454
ACH-000257,-0.2978395935408949
ACH-000258,0.02021428168820044
ACH-000259,-0.06252476771400113
