,COLQ (8292)
ACH-000004,0.07967152935366552
ACH-000005,0.07831211806141951
ACH-000007,0.26827521487171313
ACH-000009,0.06453716414667933
ACH-000011,0.08938862102868357
ACH-000012,0.11376060124005842
ACH-000013,0.06738275740804335
ACH-000014,0.11731018080997288
ACH-000015,0.06556949517744416
ACH-000017,0.045059096519019716
ACH-000018,0.2078798087672491
ACH-000019,0.0023957087162112555
ACH-000021,0.1283816377294361
ACH-000022,0.09695719211321227
ACH-000025,-0.03567790312923507
ACH-000028,0.16989670371692725
ACH-000030,0.16321444618846548
ACH-000035,0.16196082706253934
ACH-000036,0.051870840402570915
ACH-000037,0.05819599470154944
ACH-000039,0.2892944344705506
ACH-000040,0.16237437999364118
ACH-000041,0.07718434568215599
ACH-000042,0.011106518519848223
ACH-000045,0.14334263650653334
ACH-000047,0.01662302338555009
ACH-000052,0.019627699461488183
ACH-000053,0.09804060190108158
ACH-000054,0.1043605010305734
ACH-000055,0.03821870499210662
ACH-000060,-0.02512072268719618
ACH-000067,0.045887202281649685
ACH-000070,-0.028601627053537027
ACH-000075,0.007336971741126434
ACH-000078,0.09698884954624316
ACH-000082,0.14651684065091508
ACH-000085,0.05084177863078866
ACH-000086,0.07623910017499218
ACH-000087,0.2468681812202233
ACH-000092,0.0615605872907492
ACH-000095,0.1412657961009811
ACH-000097,0.09088436160953896
ACH-000098,0.03138131630942611
ACH-000099,0.10880819790083143
ACH-000108,0.15468554661580658
ACH-000113,0.1048699843175557
ACH-000116,0.07309232346791833
ACH-000118,0.1939140801220978
ACH-000120,0.19360135801608366
ACH-000123,0.2353633170436
ACH-000127,0.0720812182675643
ACH-000128,0.03746704077976458
ACH-000132,0.14951515772499266
ACH-000133,0.06664183373789333
ACH-000137,0.04117866616507825
ACH-000138,0.11039517409662536
ACH-000142,0.12808032190881094
ACH-000143,0.13964552769926167
ACH-000146,0.11159675650734538
ACH-000148,0.04084395291840075
ACH-000150,-0.08141762694617917
ACH-000152,0.01523540106263941
ACH-000153,-0.0406398552226798
ACH-000159,0.07447914576826706
ACH-000160,0.1696019130358935
ACH-000163,0.2122403569174306
ACH-000167,-0.026010613989175684
ACH-000168,0.05426534158743111
ACH-000169,0.057376252490631774
ACH-000178,0.16004171732421898
