,CBL (867)
ACH-000004,0.3592435090736608
ACH-000005,0.1293036968336508
ACH-000007,0.09443284913793408
ACH-000009,0.09300904310984973
ACH-000011,-0.02157186333909243
ACH-000012,-0.002144373570364118
ACH-000013,0.07812620679569518
ACH-000014,0.02992260714967066
ACH-000015,0.3586172089555801
ACH-000017,0.033063376025276495
ACH-000018,-0.0050609883147451455
ACH-000019,-0.11818724394018135
ACH-000021,0.046929221932853066
ACH-000022,-0.038045670997443735
ACH-000025,0.05514753067751015
ACH-000028,0.03223322638622394
ACH-000030,0.08110919574639831
ACH-000035,0.017916704911504048
ACH-000036,0.32557544798347
ACH-000037,-0.1158291687338101
ACH-000039,0.031246512203567063
ACH-000040,0.08141131591704384
ACH-000041,-0.004185111646611564
ACH-000042,0.14565827007768184
ACH-000045,-0.04354979178437884
ACH-000047,-0.07847909550872258
ACH-000052,0.08218717214867689
ACH-000053,0.04451590711150899
ACH-000054,-0.13033339994186344
ACH-000055,0.17569637777526012
ACH-000060,0.06264532304512913
ACH-000067,0.35085684860809685
ACH-000070,0.056344740325511275
ACH-000075,-0.14346558481508698
ACH-000078,0.045110135893347794
ACH-000082,0.04721173501699396
ACH-000085,0.027061835835214442
ACH-000086,0.08340256180631091
ACH-000087,0.06044782796778005
ACH-000092,0.08080995157336596
ACH-000095,-0.0011122139179280492
ACH-000097,0.07053713345906466
ACH-000098,0.20521550106851014
ACH-000099,0.26805959042563543
ACH-000108,0.04349288573641103
ACH-000113,0.01944564588915692
ACH-000116,-0.034371812116756086
ACH-000118,-0.1101382938474148
ACH-000120,0.057818539043621074
ACH-000123,-0.03937386425200308
ACH-000127,-0.2236292922847406
ACH-000128,0.07894609762613113
ACH-000132,0.11146118761014123
ACH-000133,-0.000832977596538979
ACH-000137,0.018312059255760547
ACH-000138,-0.12612325092745408
ACH-000142,-0.10118828825526018
ACH-000143,0.1522398920053291
ACH-000146,-0.012859636322173042
ACH-000148,-0.008010683538907543
ACH-000150,-0.14264314244526352
ACH-000152,0.12335387621878552
ACH-000153,0.12327518770483856
ACH-000159,-0.013535696738936079
ACH-000160,-0.08324697281865326
ACH-000163,0.03561735856616472
ACH-000167,0.17686545915960006
ACH-000168,0.02505380047732883
ACH-000169,-0.08744346761824306
ACH-000178,-0.05922221775334064
ACH-000183,0.027989255657904596
ACH-000188,0.008673713396195474
ACH-000189,-0.034594884138787634
