,TF (7018)
ACH-000004,0.0068698707015187686
ACH-000005,-0.11940898744600345
ACH-000007,-0.24948422338732185
ACH-000009,-0.1511853145616293
ACH-000011,-0.14766761384007274
ACH-000012,-0.13079636950973447
ACH-000013,-0.13944190657000574
ACH-000014,-0.2281567589915565
ACH-000015,-0.1100973013099865
ACH-000017,-0.10994894495158256
ACH-000018,-0.07520803033803786
ACH-000019,-0.13111830378509426
ACH-000021,-0.18971577681338145
ACH-000022,-0.3235023063239997
ACH-000025,-0.2342713030435698
ACH-000028,-0.21868333048027594
ACH-000030,-0.05942057922829176
ACH-000035,-0.24524904016844296
ACH-000036,-0.21946634957546546
ACH-000037,-0.22781054642072915
ACH-000039,-0.26650079250361075
ACH-000040,-0.02511129449858652
ACH-000041,-0.07163371555250947
ACH-000042,-0.20128070748810414
ACH-000045,-0.09294676731258028
ACH-000047,-0.221924154192584
ACH-000052,-0.3240030806875358
ACH-000053,-0.11161695478264452
ACH-000054,-0.07381494355367398
ACH-000055,-0.16056348983723456
ACH-000060,-0.238090738378178
ACH-000067,0.0002786709736487368
ACH-000070,-0.2311448305312204
ACH-000075,-0.1849067086017833
ACH-000078,-0.09683384712345858
ACH-000082,-0.17479306969310568
ACH-000085,-0.1182994221867461
ACH-000086,-0.2003794928190851
ACH-000087,-0.08948812524199086
ACH-000092,-0.10205032336748213
ACH-000095,-0.028307279432676524
ACH-000097,-0.10478383908748247
ACH-000098,-0.15322630125246664
ACH-000099,-0.06800050969004776
ACH-000108,-0.19106641643276925
ACH-000113,-0.0776143304119488
ACH-000116,-0.1272368666815574
ACH-000118,-0.1675216625268295
ACH-000120,-0.22454962419226326
ACH-000123,-0.009273882469511828
ACH-000127,-0.05712894424904701
ACH-000128,-0.2582070681005614
ACH-000132,-0.08647500332992612
ACH-000133,-0.1495662254499285
ACH-000137,-0.16777228585745144
ACH-000138,-0.07231056594812746
ACH-000142,-0.12312060912414448
ACH-000143,-0.15255670122000034
ACH-000146,-0.08682911115835153
ACH-000148,-0.0893032261696699
ACH-000150,0.10331454438337498
ACH-000152,-0.0639495140563722
ACH-000153,-0.2490418058723772
ACH-000159,-0.265687977223773
ACH-000160,-0.23402431791895464
ACH-000163,-0.056196190135013264
ACH-000167,-0.30332541450971673
ACH-000168,-0.03430773653835568
ACH-000169,-0.09131536618049482
ACH-000178,-0.14061523415580446
ACH-000183,-0.13509546808366066
ACH-000188,-0.04148706698295032
ACH-000189,-0.05736185482055953
ACH-000190,-0.09023834958554106
ACH-000198,-0.164403359155654
ACH-000203,-0.0604654072071825
ACH-000204,-0.16159580574449905
ACH-000206,-0.22660716209305656
ACH-000207,-0.09520309351511327
ACH-000208,-0.025757768552884645
ACH-000210,-0.11237079475046156
ACH-000211,-0.1211339499408396
ACH-000215,-0.20012946798449235
ACH-000221,-0.2896564788086801
ACH-000222,-0.2381751715846349
ACH-000223,-0.04986824717016336
ACH-000226,-0.13829629790314282
ACH-000227,0.034097592711928755
ACH-000228,-0.3042578377412484
ACH-000231,-0.16676436429657074
ACH-000232,-0.06742559241529998
ACH-000233,-0.2498466088488612
ACH-000234,-0.10787778248923753
ACH-000235,-0.17799815505633992
ACH-000237,-0.1660654661377409
ACH-000238,-0.18156061453737446
ACH-000242,-0.007977646392051991
ACH-000243,-0.2277117887086449
ACH-000244,0.02593702739244807
ACH-000246,-0.0990269634234496
ACH-000248,-0.2327314727795614
ACH-000250,-0.19485176093168047
ACH-000251,-0.2704018737751736
ACH-000252,-0.03967608654412178
ACH-000253,-0.2397296184576728
ACH-000255,-0.09238671759381108
ACH-000256,-0.2479243298999108
ACH-000257,-0.0630769014458544
ACH-000258,-0.1005203022690254
ACH-000259,-0.17360337828653405
ACH-000260,-0.09605400690999298
ACH-000261,-0.2407345469234705
ACH-000262,-0.04063080011685799
ACH-000263,-0.24926774973023
ACH-000264,-0.14861287109849713
ACH-000265,-0.2258521406386333
ACH-000266,-0.15678574078340846
ACH-000272,-0.16134800132427704
ACH-000274,-0.14920669741598652
