,EXOC8 (149371)
ACH-000004,-0.3248955850814308
ACH-000005,-0.4086779963300303
ACH-000007,-0.6751127246241945
ACH-000009,-0.5939710531248605
ACH-000011,-0.6117162894609185
ACH-000012,-0.4823932617493598
ACH-000013,-0.7344961637659219
ACH-000014,-0.3961446058949433
ACH-000015,-0.27350524519577085
ACH-000017,-0.5786162402159768
ACH-000018,-0.6369064914678404
ACH-000019,-0.4381057734113448
ACH-000021,-0.4702435248086673
ACH-000022,-0.304456231071909
ACH-000025,-0.43870511750472174
ACH-000028,-0.34052939768807433
ACH-000030,-0.5509830512357553
ACH-000035,-0.5030703698431469
ACH-000036,-0.3636134689127631
ACH-000037,-0.256974155118032
ACH-000039,-0.3779807389698639
ACH-000040,-0.3758484461421993
ACH-000041,-0.5232535904549881
ACH-000042,-0.3230847173079733
ACH-000045,-0.11128700899950424
ACH-000047,-0.3888519746531574
ACH-000052,-0.6736860085159757
ACH-000053,-0.1883092103075797
ACH-000054,-0.4470524051865558
ACH-000055,-0.5082726189425315
ACH-000060,-0.69015423957664
ACH-000067,-0.3652846813148105
ACH-000070,-0.6436590834803729
ACH-000075,-0.3690553756819769
ACH-000078,-0.4658107539784298
ACH-000082,-0.4567651317132232
ACH-000085,-0.0992323523296342
ACH-000086,-0.7481513471245581
ACH-000087,-0.6140640868623546
ACH-000092,-0.8241004525820088
ACH-000095,-0.4269856242468227
ACH-000097,-0.4720464888493507
ACH-000098,-0.4564665804719357
ACH-000099,-0.5569816770414404
ACH-000108,-0.3781529609747605
ACH-000113,-0.25513765227659235
ACH-000116,-0.6387921667818659
ACH-000118,-0.5316331100547388
ACH-000120,-0.3740160737986852
ACH-000123,-0.3814725532861286
ACH-000127,-0.4690261719905437
ACH-000128,-0.3813205912234639
ACH-000132,-0.5760813552730666
ACH-000133,-0.5803292447799739
ACH-000137,-0.3348786264775725
ACH-000138,-0.4406480516127927
ACH-000142,-0.29393359263003066
ACH-000143,-0.19047189972894946
ACH-000146,-0.22341087293530534
ACH-000148,-0.532544660804887
ACH-000150,-0.35504266933946804
ACH-000152,-0.514211144502836
ACH-000153,-0.2879024508130676
ACH-000159,-0.24843017808712226
ACH-000160,-0.4330904408963005
ACH-000163,-0.3191884039342839
ACH-000167,-0.7655237602831634
ACH-000168,-0.4733192021167185
ACH-000169,-0.24232467802638905
ACH-000178,-0.3533080575683029
ACH-000183,-0.4015262690478318
ACH-000188,-0.40563655632815976
ACH-000189,-0.5303256937713614
ACH-000190,-0.4944591391128401
ACH-000198,-0.3254798047950128
ACH-000203,-0.4582353672352751
ACH-000204,-0.5346923696574253
ACH-000206,-0.4547511487519165
ACH-000207,-0.30572346466958145
ACH-000208,-0.5495136127882562
ACH-000210,-0.4987174007427435
ACH-000211,-0.3386467471755058
ACH-000215,-0.313508293171402
ACH-000221,-0.2618315162908125
ACH-000222,-0.4552386903416646
ACH-000223,-0.41135002311957664
ACH-000226,-0.2043491901146125
ACH-000227,-0.4298312955625224
ACH-000228,-0.4617184979744853
ACH-000231,-0.5087455100849962
ACH-000232,-0.4929149554638136
ACH-000233,-0.2866967155051325
ACH-000234,-0.4714712999115489
ACH-000235,-0.5008236280509264
ACH-000237,-0.4788590848294736
ACH-000238,-0.4131299280296165
ACH-000242,0.23151139406841484
ACH-000243,-0.43786370197203095
ACH-000244,-0.5378360827589125
ACH-000246,-0.4802727387171353
