,KANSL1 (284058)
ACH-000004,-0.6448626005293845
ACH-000005,-0.6107476349409613
ACH-000007,-0.40584708387721596
ACH-000009,-0.3585950779924452
ACH-000011,-0.4855800836173452
ACH-000012,-0.4052732525408484
ACH-000013,-0.6804762379891255
ACH-000014,-0.18663066061105585
ACH-000015,-0.2083302793351232
ACH-000017,-0.5985702088818448
ACH-000018,-0.22165313879008444
ACH-000019,-0.5277671646889585
ACH-000021,-0.5503938803238589
ACH-000022,-0.40786937981853855
ACH-000025,-0.3677730691698626
ACH-000028,-0.6689260808645888
ACH-000030,-0.4642856002699498
ACH-000035,-0.38524644586268186
ACH-000036,-0.38519363531866346
ACH-000037,-0.7166651360270639
ACH-000039,-0.5777931266233495
ACH-000040,-0.5637366999409918
ACH-000041,-0.5730091555987541
ACH-000042,-0.2582243310404605
ACH-000045,-0.5528313089693947
ACH-000047,-0.38939690013580336
ACH-000052,-0.5706632156176029
ACH-000053,-0.31632712698059434
ACH-000054,-0.4286739746126498
ACH-000055,-0.2266081421258299
ACH-000060,-0.5190967541100489
ACH-000067,-0.42941236926332493
ACH-000070,-0.6128023295790817
ACH-000075,-0.4960680504777951
ACH-000078,-0.6225757295760819
ACH-000082,-0.4311616882209458
ACH-000085,-0.5598919682066794
ACH-000086,-0.3226301936270936
ACH-000087,-0.3994636937125437
ACH-000092,-0.5150251787970526
ACH-000095,-0.4651093951045669
ACH-000097,-0.5110357457204866
ACH-000098,-0.4682548624082938
ACH-000099,-0.5287111671395811
ACH-000108,-0.5274936673464885
ACH-000113,-0.4150895556366843
ACH-000116,-0.676358923995547
ACH-000118,-0.1875555733336888
ACH-000120,-0.11732432504277647
ACH-000123,-0.34968972018198363
ACH-000127,-0.14443356000983087
ACH-000128,-0.6347908714641846
ACH-000132,-0.13315597833978654
ACH-000133,-0.4895436281857638
ACH-000137,-0.27343801437228377
ACH-000138,-0.17033529881690496
ACH-000142,-0.41183792230842936
ACH-000143,-0.4340938517841954
ACH-000146,-0.3988165355943036
ACH-000148,-0.4732754461960815
ACH-000150,-0.4305200169471375
ACH-000152,-0.4832695792681853
ACH-000153,-0.45653264415024297
ACH-000159,-0.30221018713834363
ACH-000160,-0.010987374371427326
ACH-000163,-0.3920512290295149
ACH-000167,-0.6069125728647927
ACH-000168,-0.3186670469489449
ACH-000169,-0.5057737688080377
ACH-000178,-0.4100814515032909
ACH-000183,-0.4665283145839774
ACH-000188,-0.7058221604944507
ACH-000189,-0.03423460144492424
ACH-000190,-0.3188048039257713
ACH-000198,-0.4813517023039392
ACH-000203,-0.11378929566145116
ACH-000204,-0.14161319118565108
ACH-000206,-0.5731478936231363
ACH-000207,-0.4823178345861615
ACH-000208,-0.5773297101851682
ACH-000210,-0.6536549332610715
ACH-000211,-0.5136277405937781
ACH-000215,-0.4276397312977606
ACH-000221,-0.6255849318250474
ACH-000222,-0.4248180506364794
ACH-000223,-0.4622297455033959
ACH-000226,-0.5608990955250055
ACH-000227,-0.4985264718583322
ACH-000228,-0.5740037803280316
ACH-000231,-0.350491185291538
ACH-000232,-0.4348416198260756
ACH-000233,-0.5521276257713054
ACH-000234,-0.38714798160615743
ACH-000235,-0.4741039258912329
ACH-000237,-0.4724200376865487
ACH-000238,-0.6102823434921752
ACH-000242,0.11842202755372848
ACH-000243,-0.1023930087851346
ACH-000244,-0.5748730419459864
ACH-000246,-0.7013090321585307
ACH-000248,-0.4324174149902481
ACH-000250,-0.5219246912332318
ACH-000251,-0.3685567444671007
ACH-000252,-0.6245562061543178
ACH-000253,-0.23562568061198425
ACH-000255,-0.5757214787309586
ACH-000256,-0.40176769076474
ACH-000257,-0.3510931081242697
ACH-000258,-0.5960611582876774
ACH-000259,-0.2953174719246315
ACH-000260,-0.4567116496598948
ACH-000261,-0.3610727283382831
ACH-000262,-0.5166308463962653
ACH-000263,-0.4804486603866922
ACH-000264,-0.547355873835656
ACH-000265,-0.5343809572556629
ACH-000266,-0.4668378491820855
ACH-000272,-0.2813687386565601
ACH-000274,-0.2520209850084344
ACH-000277,-0.46105191340634294
ACH-000278,-0.5387611770541685
ACH-000279,-0.6301396698227022
ACH-000280,-0.4297852126771597
ACH-000281,-0.7770290607708374
ACH-000288,-0.44335774064194655
ACH-000291,-0.4716274248572313
ACH-000293,-0.7718278037343675
ACH-000294,-0.6224705204692644
ACH-000295,-0.5586342498978398
ACH-000296,-0.8057622243214928
ACH-000302,-0.8456072628146932
ACH-000304,-0.17271436252414618
ACH-000307,-0.2864397976950123
ACH-000308,-0.5902816212342237
ACH-000310,-0.32298309266103264
ACH-000311,-0.2966682594451508
ACH-000312,-0.5495068494732167
ACH-000315,-0.4557068610580337
ACH-000316,-0.4299346411505801
ACH-000317,-0.2984569001072515
ACH-000318,-0.31181114398126475
ACH-000319,-0.49376503227770396
ACH-000320,-0.16985841198167687
ACH-000322,-0.4790482547531556
ACH-000323,-0.1159249201740966
ACH-000324,-0.3128734863878265
ACH-000329,-0.4549516422438531
ACH-000330,-0.4148207518334497
ACH-000331,-0.5333710120731965
ACH-000332,-0.4725045764992859
