,SEPHS1 (22929)
ACH-000004,-0.4891711199985118
ACH-000005,-0.20817214401399808
ACH-000007,-0.517817995301693
ACH-000009,-0.6127542519243826
ACH-000011,-0.6790568318374522
ACH-000012,-0.06018372012177151
ACH-000013,-0.22573630314266746
ACH-000014,-0.4895355402395589
ACH-000015,-0.3161250927106253
ACH-000017,-0.4196635311194081
ACH-000018,-0.4858459826085372
ACH-000019,-0.3698175648235387
ACH-000021,-0.4435423675627699
ACH-000022,-0.3887099718591017
ACH-000025,-0.6462068870609252
ACH-000028,-0.4122051898793965
ACH-000030,-0.4723099114641658
ACH-000035,-0.2929352041373856
ACH-000036,-0.6466629345451755
ACH-000037,-0.17779645531718574
ACH-000039,-0.3594576773651486
ACH-000040,-0.6376947225278705
ACH-000041,-0.12301303003638768
ACH-000042,-0.39841046065158464
ACH-000045,-0.24808248430459506
ACH-000047,-0.20792421427760988
ACH-000052,-0.2756981230779456
ACH-000053,-0.2887309572145795
ACH-000054,-0.4994038285050105
ACH-000055,-0.9722098740792884
ACH-000060,-0.4312953760623462
ACH-000067,-0.3788953921201301
ACH-000070,-0.19764180476575946
ACH-000075,-0.2550164796935597
ACH-000078,-0.3574482094036331
ACH-000082,-0.5538049358916083
ACH-000085,-0.3837992393930369
ACH-000086,-0.5592132289534593
ACH-000087,-0.3605615715406502
ACH-000092,-0.24280450152660646
ACH-000095,-0.34612723217080993
ACH-000097,-0.7042042875105106
ACH-000098,-0.4796222206153111
ACH-000099,-0.2459343978002111
ACH-000108,-0.2969998001643323
ACH-000113,-0.19374681255548526
ACH-000116,-0.15770371923239365
ACH-000118,-0.20019954950443325
ACH-000120,-0.35716617197107764
ACH-000123,-0.5661098235466977
ACH-000127,-0.205843425168573
ACH-000128,-0.24983516597956265
ACH-000132,-0.3562558430644842
ACH-000133,-0.5585972979895566
ACH-000137,-0.1916530514621276
ACH-000138,-0.287022543180823
ACH-000142,-0.3896927754825337
ACH-000143,0.0798175451082092
ACH-000146,-0.21215369476904264
ACH-000148,-0.4580120664118181
ACH-000150,-0.6604971508136606
ACH-000152,-0.3832222862980548
ACH-000153,-0.4911889998911247
ACH-000159,-0.262637781024484
ACH-000160,-0.29976653208680304
ACH-000163,-0.4071342219252053
ACH-000167,-0.0824762504204911
ACH-000168,-0.2085772610501412
ACH-000169,-0.3906996173675809
ACH-000178,-0.5544324166842906
ACH-000183,-0.08506354780904121
ACH-000188,-0.5242505575765658
ACH-000189,-0.3649165753896756
ACH-000190,-0.11087147099333268
ACH-000198,-0.7546092593892979
ACH-000203,-0.2044879086169336
ACH-000204,-0.5119764059794625
ACH-000206,-0.16666428105484402
ACH-000207,-0.2840304953004226
ACH-000208,-0.4311085003737209
ACH-000210,-0.4618731341129675
ACH-000211,-0.3214162456277089
ACH-000215,-0.4232240627622216
ACH-000221,-0.2970829452497816
ACH-000222,-0.2846544825708617
ACH-000223,-0.20833779184501905
ACH-000226,-0.3231659789261314
ACH-000227,-0.4485347232465159
ACH-000228,-0.4852106015961568
ACH-000231,-0.3494899547927657
ACH-000232,-0.2568314269654085
ACH-000233,-0.09214060820223273
ACH-000234,-0.3290579291731676
ACH-000235,-0.3863083411597016
ACH-000237,-0.5352453849595901
ACH-000238,-0.2426886374091353
ACH-000242,-0.3118913504564496
ACH-000243,-0.4352686503307242
ACH-000244,-0.5070122283268229
ACH-000246,-0.2003119096093535
ACH-000248,-0.2515126290673003
ACH-000250,-0.4502193693425629
ACH-000251,-0.0009250346259313811
ACH-000252,-0.4631591730266797
ACH-000253,-0.16374384915695914
ACH-000255,-0.3670093235865366
ACH-000256,-0.424012017064007
ACH-000257,-0.1591830077944972
ACH-000258,-0.060722246775980177
ACH-000259,-0.2869543252504672
ACH-000260,-0.4549923366698652
ACH-000261,-0.3377156799819284
ACH-000262,-0.7505726134722651
ACH-000263,-0.2745128054718076
ACH-000264,-0.41042016144930776
ACH-000265,-0.3229992294361959
ACH-000266,-0.24353411914111056
ACH-000272,-0.3159540202845418
ACH-000274,-0.3476415973716369
ACH-000277,-0.3247571790144135
ACH-000278,-0.4332740718608339
ACH-000279,-0.16356364729355713
ACH-000280,-0.4146582694728941
ACH-000281,-0.4667643586386291
ACH-000288,-0.340289617287021
ACH-000291,-0.291158465834092
ACH-000293,-0.3025041586623118
ACH-000294,-0.4858996077936154
ACH-000295,-0.3639194235108295
ACH-000296,-0.4069840271339842
ACH-000302,-0.17379761760800366
ACH-000304,-0.5848790155032354
ACH-000307,-0.4329557424360913
ACH-000308,-0.2749570460071658
ACH-000310,-0.4146422108865179
ACH-000311,-0.3882173985057497
ACH-000312,0.0017675980716267566
ACH-000315,-0.18179187053916898
ACH-000316,-0.2552102310842845
ACH-000317,-0.2971091886795508
ACH-000318,-0.3110114117078611
ACH-000319,-0.3726910658288792
ACH-000320,-0.3852430651795643
ACH-000322,-0.5160586612471483
ACH-000323,-0.4870429901411473
ACH-000324,-0.4185955619218
ACH-000329,-0.3702677609642049
ACH-000330,-0.5578480180068653
ACH-000331,-0.022498210249822348
ACH-000332,-0.41470792111144295
ACH-000334,-0.16751356909126286
ACH-000335,-0.3561208587632899
ACH-000336,-0.1931946421592868
ACH-000337,-0.282858541573799
ACH-000338,-0.18166035529245145
ACH-000339,-0.2329937818375401
ACH-000341,-0.2801685937440737
ACH-000348,-0.5277016894207478
ACH-000350,-0.3885846296978233
ACH-000352,-0.4269651126270913
ACH-000356,-0.3940535924438845
ACH-000361,-0.4364181883317634
ACH-000362,-0.2883894186407205
ACH-000363,-0.2652295513369481
ACH-000364,-0.3284205974057185
ACH-000365,-0.282002052041069
ACH-000366,-0.2729181793613377
ACH-000368,-0.4928523927457005
ACH-000374,-0.1685207409606957
ACH-000375,-0.7275292691916355
ACH-000376,-0.4561701314012295
ACH-000381,-0.4933563248727664
ACH-000383,-0.2420937702598343
ACH-000387,-0.1435129842129351
ACH-000389,-0.044779515818316816
ACH-000390,-0.3071425875987813
ACH-000393,-0.4479897791316193
ACH-000395,-0.5595339349041466
ACH-000396,-0.4575260234790718
ACH-000397,-0.10626876350012812
ACH-000401,-0.4972636187819841
ACH-000402,-0.37293570894823497
ACH-000403,-0.2673946906129024
ACH-000404,-0.1641369833065872
ACH-000406,-0.15071897125420222
ACH-000407,-0.4348493817324875
ACH-000408,-0.4123987355165773
ACH-000410,-0.4803768461666403
ACH-000411,-0.30569407482546235
ACH-000414,-0.09167450137058862
ACH-000415,-0.33475879026608385
ACH-000416,-0.0879438047327441
ACH-000420,-0.08795813718178963
ACH-000421,-0.16585639972591648
ACH-000424,-0.2365274463385618
ACH-000425,-0.5180202945539945
ACH-000426,-0.38360041877416573
ACH-000427,-0.2156498040658032
ACH-000433,-0.4533810675697191
ACH-000435,-0.4489644668531116
ACH-000436,-0.4305615118011333
ACH-000444,-0.3978107111355144
ACH-000445,-0.2457751171531459
ACH-000448,-0.32281034836746825
ACH-000450,-0.4382442726659173
ACH-000452,-0.39328299852191656
ACH-000454,-0.3257763093161484
ACH-000458,-0.33947637445628565
ACH-000459,-0.4104893724111556
ACH-000460,-0.5420481458829985
ACH-000461,-0.27716239372107865
ACH-000463,-0.003721479463528576
ACH-000464,-0.4818277886826475
ACH-000466,-0.2579306842795424
ACH-000467,-0.3207220451911436
ACH-000468,-0.35886490657725273
ACH-000469,-0.6455704533025237
ACH-000470,-0.3206268847714339
ACH-000471,0.28447574984629115
ACH-000472,-0.3163629443420881
ACH-000473,-0.25046075814706353
ACH-000475,-0.2657050909486509
ACH-000476,-0.2646845294060274
ACH-000477,-0.24338353495757356
ACH-000479,-0.3643505486035867
ACH-000480,-0.3867714392357772
ACH-000481,-0.3710780255609865
ACH-000483,-0.22366788222388065
ACH-000484,-0.17712255997019144
ACH-000485,-0.3318050229442256
ACH-000486,-0.3081907055784094
ACH-000487,-0.4475203899675276
ACH-000488,-0.29178066035804306
ACH-000490,-0.4654079522602798
ACH-000491,-0.4557355260616514
ACH-000495,-0.602646514077546
ACH-000496,-0.18545529546134806
ACH-000499,-0.4912894716231489
ACH-000500,-0.29926338120324075
ACH-000502,-0.1670507526102354
ACH-000503,-0.5631320835820692
ACH-000505,-0.5334400630351861
ACH-000507,-0.13494896059728065
ACH-000510,-0.4129860418134082
ACH-000511,-0.4748332113009894
ACH-000512,-0.5145171001837054
ACH-000516,-0.6142864005872789
ACH-000517,-0.669685987948464
ACH-000518,-0.17212174805579594
ACH-000520,-0.3382260552960797
ACH-000521,-0.1929887047800177
ACH-000522,-0.3370697815479842
ACH-000524,-0.17357992803888364
ACH-000527,-0.4332994947396621
ACH-000528,-0.5148632213126436
ACH-000537,-0.07717901044826403
ACH-000541,-0.4853484147633661
ACH-000542,-0.4148463399777996
ACH-000544,-0.4775489261374419
ACH-000545,-0.3894093164199296
ACH-000547,-0.5393368968006914
ACH-000548,-0.4797151625911061
ACH-000549,-0.2089378728009316
ACH-000550,-0.3424645241859653
ACH-000552,-0.28824518082593026
ACH-000556,-0.2439970482065164
ACH-000557,-0.07592574044904858
ACH-000569,-0.5578373237691329
ACH-000570,-0.5209155250980964
ACH-000571,-0.4609375609532158
ACH-000573,-0.1672195981562251
ACH-000576,-0.2701842743117003
ACH-000579,-0.7625233807121954
ACH-000580,-0.5284988676886021
ACH-000584,-0.3504011014143336
ACH-000585,0.054606434618826666
ACH-000588,-0.4057307811022873
ACH-000589,-0.02256557725890568
ACH-000591,-0.1952970792410784
ACH-000593,-0.4533551261585792
ACH-000600,-0.4313820410848915
ACH-000601,-0.6006329091175595
ACH-000605,-0.2378240211907953
ACH-000606,-0.4202762466821432
ACH-000608,-0.3188367990067123
ACH-000614,-0.30910289437218075
ACH-000616,-0.34754920635339354
ACH-000618,-0.3007633714657825
ACH-000619,-0.3515126346265517
ACH-000620,-0.3575163808346526
ACH-000621,-0.11424870162815386
ACH-000622,-0.3870770893180741
ACH-000623,-0.3561160040320056
ACH-000624,-0.3267499218148743
ACH-000627,-0.3540579583975975
ACH-000630,-0.15030390900634785
ACH-000631,-0.42734419883196384
ACH-000632,-0.6806528712123631
ACH-000633,-0.2967519734551657
ACH-000637,-0.1603089567533219
ACH-000638,-0.31335970081082265
ACH-000646,-0.3097357614505881
ACH-000647,-0.1941977934383428
ACH-000648,-0.5605843903889125
ACH-000649,-0.4423121518083482
ACH-000651,-0.0934339555054781
ACH-000652,-0.23985211268983744
ACH-000653,-0.3193106937719487
ACH-000657,-0.2424502175727522
ACH-000658,-0.2987633331585925
ACH-000661,-0.47923180826528294
ACH-000662,-0.25092080984004017
ACH-000663,-0.3636888754563968
ACH-000665,-0.3531672888681575
ACH-000671,-0.2947878297590625
ACH-000672,-0.6270571565785219
ACH-000673,-0.4096828435079117
ACH-000676,-0.5032021551098796
ACH-000677,-0.3907936219438653
ACH-000681,-0.2543601665144854
ACH-000683,-0.37400419864799855
ACH-000684,-0.5492131714420817
ACH-000688,-0.4101172116690172
ACH-000693,-0.15997352325703232
ACH-000694,-0.3904732162680571
ACH-000695,-0.37462106075104973
ACH-000696,-0.4470086248821577
ACH-000697,-0.43689972760543533
ACH-000699,-0.2790568787989095
ACH-000701,-0.24779300508744656
ACH-000706,-0.2160112374806999
ACH-000711,-0.5098037272624074
ACH-000713,-0.3251298379398394
ACH-000714,-0.14390407876424746
ACH-000718,-0.26924111472126544
ACH-000720,-0.2167057002987824
ACH-000721,-0.497008859991087
ACH-000724,-0.33517116069535297
ACH-000725,-0.3797583017616928
ACH-000732,-0.3695867585769355
ACH-000734,-0.13327300808360398
ACH-000735,-0.2708657683536866
ACH-000736,-0.395705491969533
ACH-000738,-0.4961185906641674
ACH-000746,-0.008887365154077776
ACH-000747,-0.2245044678115892
ACH-000748,-0.5587220458495722
ACH-000753,-0.4197093484645736
ACH-000756,-0.4524634024512072
ACH-000757,-0.3029816004328514
ACH-000758,-0.2149784543106132
ACH-000760,-0.2738124687281017
ACH-000762,-0.40376567703089583
ACH-000763,-0.2990859009381239
ACH-000764,-0.2692050112624673
ACH-000765,-0.21775430718224226
ACH-000766,-0.35261542573177895
ACH-000767,-0.09024259853571616
ACH-000768,-0.49682029367866704
ACH-000769,-0.4898953867131701
ACH-000770,-0.1437528708895733
ACH-000771,-0.31547796201624434
ACH-000773,-0.4514311780894281
ACH-000776,-0.4616627200491069
ACH-000777,-0.3396592364608341
ACH-000778,-0.4218224412370952
ACH-000781,-0.07423075254824436
ACH-000782,-0.3819448292768369
ACH-000783,-0.5426579698488256
ACH-000784,-0.4087085101765917
ACH-000785,-0.2589844014423313
ACH-000787,-0.17015480155715376
ACH-000788,-0.4357724316172283
ACH-000791,-0.318630534567844
ACH-000792,-0.4001135495135796
ACH-000794,-0.3635890717135364
ACH-000796,-0.3541949299100228
ACH-000798,-0.2578970435272091
ACH-000799,-0.3119682640544929
ACH-000800,-0.3052925282265984
ACH-000802,-0.19954721827468125
ACH-000804,-0.4896836425798285
ACH-000805,-0.31496142999151816
ACH-000809,-0.1503748216278996
ACH-000810,-0.4785046723032302
ACH-000811,-0.3419843101078031
ACH-000817,-0.27473814029751503
ACH-000819,-0.2592260003840466
ACH-000820,0.08009617029949374
ACH-000821,-0.3751229053368584
ACH-000822,-0.3516445106114087
ACH-000823,-0.2699912952090754
ACH-000824,-0.0659027414891646
ACH-000827,-0.4118074893759511
ACH-000829,-0.3735131771714448
ACH-000831,-0.18031006943945024
ACH-000832,-0.4339449776252486
ACH-000833,-0.3125595481917535
ACH-000834,0.005523296387372859
ACH-000835,-0.4848697008589827
ACH-000836,-0.4446641052790369
ACH-000837,-0.3158320271377921
ACH-000838,-0.4585465843372478
ACH-000839,-0.4232068116229874
ACH-000840,0.1963107725754702
ACH-000841,-0.5183646902124709
ACH-000843,-0.3452433245902119
ACH-000846,-0.5458570569842119
ACH-000847,-0.3864377938035286
ACH-000848,-0.23169044048513254
ACH-000849,-0.31166929730516835
ACH-000851,-0.569253651573114
ACH-000855,-0.08634843845857798
ACH-000856,-0.2624270577371374
ACH-000858,-0.18361473783535545
ACH-000859,-0.33766799738947634
ACH-000861,-0.4320354281057765
ACH-000862,-0.3017446807418978
ACH-000865,-0.3445852571337009
ACH-000866,-0.04881686260020336
ACH-000867,-0.31085292783433066
ACH-000869,-0.35245876800794645
ACH-000872,-0.3689922567390436
ACH-000873,-0.014129369703478
ACH-000876,-0.38231410544367495
ACH-000878,-0.4361516883695442
ACH-000880,-0.4884290324403044
ACH-000881,-0.2689886712398611
ACH-000882,-0.5769354181020809
ACH-000884,-0.13688205316194493
ACH-000885,-0.5295272279337198
ACH-000887,-0.256675863679916
ACH-000889,-0.2250030352443942
ACH-000896,-0.4806313015071354
ACH-000898,-0.3567001463166541
ACH-000900,-0.2384406123850373
ACH-000901,-0.3841196852800285
ACH-000905,-0.3859501763803218
ACH-000906,-0.15905910818884267
ACH-000907,-0.551226111626427
ACH-000910,-0.6698496498784082
ACH-000911,-0.32843476463116994
