,GRIN2C (2905)
ACH-000004,-0.0990015551663431
ACH-000005,0.2197270825025982
ACH-000007,0.04750708939308937
ACH-000009,0.04130090797597679
ACH-000011,-0.06706770755362533
ACH-000012,0.011319516154550692
ACH-000013,0.06492103997868053
ACH-000014,0.06540067680479174
ACH-000015,0.14448403662542633
ACH-000017,0.032072730222773266
ACH-000018,0.085653736918294
ACH-000019,0.07200123638951189
ACH-000021,0.039528090628680485
ACH-000022,0.02199113520782078
ACH-000025,0.048273177838431464
ACH-000028,-0.1238220436442909
ACH-000030,0.08839057443938436
ACH-000035,-0.10051572163632888
ACH-000036,0.1532742447057706
ACH-000037,0.02282883204726143
ACH-000039,-0.08107638184396461
ACH-000040,-0.014962030310945744
ACH-000041,-0.06810675336526548
ACH-000042,-0.0875138696689185
ACH-000045,0.01948060712304794
ACH-000047,0.04207064988619032
ACH-000052,-0.012069945865647405
ACH-000053,0.021957630763900574
ACH-000054,0.034836880499979773
ACH-000055,0.13980458330442014
ACH-000060,0.007431603480690215
ACH-000067,0.0923130558097031
ACH-000070,0.16530060410230088
ACH-000075,0.08769389686048018
ACH-000078,0.16191388294588951
ACH-000082,0.07279013097304285
ACH-000085,0.026614140630541117
ACH-000086,-0.07996135409609445
ACH-000087,0.08096038508913997
ACH-000092,0.1319736787687413
ACH-000095,0.11320599590208805
ACH-000097,-0.06280297129210646
ACH-000098,0.039995251670886495
ACH-000099,0.019513063047891018
ACH-000108,0.018070412054657304
ACH-000113,0.02291780791242135
ACH-000116,0.011439841369929036
ACH-000118,-0.03597989528846393
ACH-000120,-0.04142247759031897
ACH-000123,0.05860494478687995
ACH-000127,-0.09723927389291047
ACH-000128,0.06273973747601258
ACH-000132,-0.01165138520463308
ACH-000133,0.10090467424571803
ACH-000137,0.2221977675129076
ACH-000138,0.0783906512940174
ACH-000142,-0.11554598136349775
ACH-000143,-0.06369399507261081
ACH-000146,0.1935323685022024
ACH-000148,0.10603878779005703
ACH-000150,0.11750500403523315
ACH-000152,0.04286789386231913
ACH-000153,0.35191341316031943
ACH-000159,0.10151398892835918
ACH-000160,0.01551840992413275
ACH-000163,-0.10185757539268843
ACH-000167,0.04852800585265375
ACH-000168,-0.036069889276961205
ACH-000169,0.2367335147575822
ACH-000178,-0.050377984369912435
ACH-000183,-0.01812443946781559
ACH-000188,-0.08335371179810377
ACH-000189,-0.18387840487442175
ACH-000190,-0.04365549007925039
ACH-000198,0.02616086003932971
ACH-000203,0.11331956079099922
ACH-000204,0.13923327892074214
ACH-000206,0.09396641576851757
ACH-000207,-0.00451159266158649
ACH-000208,-0.02318020180623355
ACH-000210,-0.15579393235152125
ACH-000211,-0.0010705152935212617
ACH-000215,0.042570577950054894
ACH-000221,0.1402304071035031
ACH-000222,-0.039212113277581666
ACH-000223,0.09858868426548924
ACH-000226,0.026197262225529275
ACH-000227,-0.0487679679361226
ACH-000228,-0.021246531458253125
ACH-000231,0.0844410427141895
ACH-000232,0.12835523743449376
ACH-000233,-0.05233522849538401
ACH-000234,-0.0884594836776065
ACH-000235,0.038251156412136535
ACH-000237,0.0978460081022146
ACH-000238,-0.12021723419212413
ACH-000242,-0.0923746334385593
ACH-000243,-0.10098479501750797
ACH-000244,0.14510287015564113
ACH-000246,0.0002902703939853836
ACH-000248,-0.05653826816982325
ACH-000250,0.017334002019606592
ACH-000251,0.029148291391850274
ACH-000252,0.07995409290681844
ACH-000253,-0.08766415073637024
ACH-000255,0.017015910729721414
ACH-000256,0.006659397841318672
ACH-000257,0.13124598880881005
ACH-000258,0.12857401724729614
ACH-000259,-0.022006287380924
ACH-000260,-0.011935711587580337
ACH-000261,0.021823835118497188
ACH-000262,-0.07605087411145632
ACH-000263,0.07118966522504454
ACH-000264,-0.049361586803158684
ACH-000265,0.08411231579844312
ACH-000266,0.02097494400640083
ACH-000272,-0.016493318780121804
ACH-000274,0.0022397115523732653
ACH-000277,-0.0006894944105829266
ACH-000278,0.012529156089647569
ACH-000279,0.025172115227058516
ACH-000280,0.01508399162714694
ACH-000281,-0.1640569791381723
ACH-000288,0.01754206272229021
ACH-000291,0.037623683482262325
ACH-000293,0.1859544145370252
ACH-000294,0.06270902311370727
ACH-000295,-0.17125012066561046
ACH-000296,0.0476202272009215
ACH-000302,0.17554008706948507
ACH-000304,0.08541156436714367
ACH-000307,-0.009386331789463765
ACH-000308,0.07663469581873401
ACH-000310,0.29708839432322004
ACH-000311,0.10471238471178562
ACH-000312,-0.07078079095594941
ACH-000315,-0.043000349351354016
ACH-000316,0.1572967074975637
ACH-000317,0.03273371379064456
ACH-000318,0.020210177965831203
ACH-000319,-0.036525442848654686
ACH-000320,-0.026814285589392164
ACH-000322,0.10008199465085901
ACH-000323,0.015218079249817731
ACH-000324,0.0510540087560439
ACH-000329,0.06279973476399213
ACH-000330,0.1730944735847428
ACH-000331,0.19204770306767652
ACH-000332,0.04101397409445354
ACH-000334,0.12297002514394985
ACH-000335,0.11376769394202026
ACH-000336,0.32312465842471144
ACH-000337,-0.08292325292243588
ACH-000338,0.16548722581049485
ACH-000339,0.11018115972337357
ACH-000341,0.16310895036284334
ACH-000348,0.050498974429358835
ACH-000350,0.07045620228100767
ACH-000352,0.02136678149835989
ACH-000356,-0.19151751396707914
ACH-000361,0.02897831694421566
ACH-000362,0.10450282490101273
ACH-000363,0.04438451648522115
ACH-000364,0.13124845396492948
ACH-000365,0.15922052146756369
ACH-000366,0.10299592165318673
ACH-000368,0.1807625183039585
ACH-000374,0.15639211460662245
ACH-000375,0.21777394973369504
ACH-000376,0.09662264341992836
ACH-000381,0.04950551173240154
ACH-000383,0.09260450799741914
ACH-000387,0.1384851329513713
ACH-000389,0.052811952120985516
ACH-000390,0.15692376589065327
ACH-000393,0.020070903084939064
ACH-000395,0.1481435269997327
ACH-000396,0.032307640843178144
ACH-000397,0.05271587241317872
ACH-000401,-0.006454975208313818
ACH-000402,0.3096727804735766
ACH-000403,-0.07418799701494071
ACH-000404,0.1840415761072882
ACH-000406,0.05585809674719692
ACH-000407,0.054634309911873256
ACH-000408,0.1553719429338731
ACH-000410,0.1483175280156006
ACH-000411,-0.09674336049677427
ACH-000414,0.05822164484103425
ACH-000415,-0.10422362340760737
ACH-000416,0.017363847810128258
ACH-000420,0.06316738475888138
ACH-000421,-0.00864203742430567
ACH-000424,-0.0016632098889294733
ACH-000425,0.0685412009463221
ACH-000426,0.07184536674963536
ACH-000427,0.06662868763710067
ACH-000433,0.01925396254856537
ACH-000435,0.2388265038531565
ACH-000436,0.02931924790077442
ACH-000444,0.021997696930970975
ACH-000445,-0.018873073972904157
ACH-000448,0.02843238248922086
ACH-000450,0.11218325086945882
ACH-000452,0.04927986485242754
ACH-000454,0.10989332992169762
ACH-000458,0.015866999177791222
ACH-000459,0.05597573233348982
ACH-000460,0.07431835703314983
ACH-000461,0.17881510702201306
ACH-000463,-0.01332568849302212
ACH-000464,0.01604343622083852
ACH-000466,0.021092778571839898
ACH-000467,0.09108488933510586
ACH-000468,0.06819888273141979
ACH-000469,0.023807976437100888
ACH-000470,0.04037365023358048
ACH-000471,0.08572317830906931
ACH-000472,-0.00680892956884763
ACH-000473,0.15614573694991885
ACH-000475,-0.008587346556742585
ACH-000476,-0.011191868503957538
ACH-000477,-0.00620327499431791
ACH-000479,-0.12349001946774
ACH-000480,-0.023251317876996084
ACH-000481,0.2092221015767024
ACH-000483,0.1561100968853474
ACH-000484,0.20071222310658576
ACH-000485,0.05996026119854255
ACH-000486,0.02564984344437114
ACH-000487,-0.039857538160112685
ACH-000488,0.0034534045401350753
ACH-000490,0.11377233433023574
ACH-000491,0.1304756959807816
ACH-000495,-0.08776272879919443
ACH-000496,0.033081794325322184
ACH-000499,0.3004835518846313
ACH-000500,-0.17486085659203554
ACH-000502,-0.08848440656989348
ACH-000503,0.04572333681493166
ACH-000505,-0.035380580437190966
ACH-000507,0.006675367330906653
ACH-000510,0.08737366519850698
ACH-000511,-0.01240860297884804
ACH-000512,0.3143480081730891
ACH-000516,0.08470518282585217
ACH-000517,0.03608925825435702
ACH-000518,0.1514435217052484
ACH-000520,0.2114215729265356
ACH-000521,-0.02996819959760488
ACH-000522,0.09486831959651353
ACH-000524,0.06525806298042998
ACH-000527,-0.03303889026601207
ACH-000528,0.010448935947858309
ACH-000537,-0.04718369747973916
ACH-000541,0.0999361296310307
ACH-000542,0.10236931712458727
ACH-000544,-0.04607767417894915
ACH-000545,0.07162913815696535
ACH-000547,-0.12346274621154625
ACH-000548,0.06396388385580443
ACH-000549,0.10182764771341203
ACH-000550,0.016687430324512267
ACH-000552,-0.05426151904174182
ACH-000556,-0.07548763230269875
ACH-000557,0.07277629472418237
ACH-000569,-0.17455147088758652
ACH-000570,0.12128470358304905
ACH-000571,0.06892613766983335
ACH-000573,0.03714984038254456
