,MCHR1 (2847)
ACH-000004,-0.10571271513114952
ACH-000005,-0.5065724784662408
ACH-000007,0.033372088268502284
ACH-000009,-0.13959392219770894
ACH-000011,-0.05716676145880325
ACH-000012,-0.1617328663630157
ACH-000013,-0.12343027649251201
ACH-000014,0.14357631020041906
ACH-000015,-0.08198766817382422
ACH-000017,-0.19931151323443855
ACH-000018,-0.1461959330118682
ACH-000019,-0.03565377648367474
ACH-000021,-0.06697653749815814
ACH-000022,-0.13980817417028915
ACH-000025,-0.061213026176668864
ACH-000028,-0.19143136744817466
ACH-000030,-0.0629641848665946
ACH-000035,-0.05116129276466616
ACH-000036,0.050548407472062414
ACH-000037,-0.12759135784555498
ACH-000039,-0.10333793693822166
ACH-000040,0.010128721289975764
ACH-000041,-0.3227469893850407
ACH-000042,-0.26372201918863875
ACH-000045,-0.06212255078003773
ACH-000047,-0.1229403215836702
ACH-000052,-0.08263859873818985
ACH-000053,-0.12757517751259062
ACH-000054,-0.07753122879281234
ACH-000055,-0.2226998490719192
ACH-000060,-0.12819285632009314
ACH-000067,0.006124432096316951
ACH-000070,-0.006358924008617631
ACH-000075,0.04390099733477785
ACH-000078,-0.10317285705602748
ACH-000082,-0.009376760861863431
ACH-000085,-0.4243609101922388
ACH-000086,-0.011285911242046778
ACH-000087,-0.11950454878428413
ACH-000092,-0.1455250249133036
ACH-000095,-0.16231089128587886
ACH-000097,-0.1126821777485507
ACH-000098,-0.2150334877440787
ACH-000099,-0.0066607460700687324
ACH-000108,-0.03721638150341875
ACH-000113,-0.07185321571452713
ACH-000116,-0.03821505907203755
ACH-000118,-0.06052403398532535
ACH-000120,-0.2995134658062463
ACH-000123,-0.1973103949662677
ACH-000127,0.04925311244324078
ACH-000128,-0.1606764191215766
ACH-000132,-0.08789089574426084
ACH-000133,-0.07594159394019817
ACH-000137,-0.08884733997103103
ACH-000138,0.126999238246164
ACH-000142,-0.00016564926666552272
ACH-000143,-0.0635413813892352
ACH-000146,-0.02313334366036944
ACH-000148,-0.0523192622709953
ACH-000150,0.06790230419708743
ACH-000152,-0.22105837223079167
ACH-000153,-0.31482084433722685
ACH-000159,0.044089781009806886
ACH-000160,-0.0532880368088926
ACH-000163,-0.005718892066161715
ACH-000167,-0.3074183795426925
ACH-000168,-0.11816999448381756
ACH-000169,-0.16258505562904352
ACH-000178,-0.04406749788739786
ACH-000183,-0.011554833480252902
ACH-000188,-0.004506680474932854
ACH-000189,-0.10064545916640937
ACH-000190,-0.21945334514855006
