,RPF2 (84154)
ACH-000004,-0.5786121421139278
ACH-000005,-0.312111290258357
ACH-000007,-0.6556732559723519
ACH-000009,-0.724891837290481
ACH-000011,-0.7235651791530278
ACH-000012,-0.7419563642119924
ACH-000013,-0.487921943845879
ACH-000014,-0.7875013065587765
ACH-000015,-0.5568671877992565
ACH-000017,-0.6186328581163612
ACH-000018,-0.8982925214120516
ACH-000019,-0.6000452876581295
ACH-000021,-0.7203077583618418
ACH-000022,-0.5574807788791913
ACH-000025,-0.7816154312416845
ACH-000028,-0.7422810974992555
ACH-000030,-0.6854365272676801
ACH-000035,-0.8346423903096962
ACH-000036,-1.0071395149203333
ACH-000037,-0.7664869592408488
ACH-000039,-0.6077557761462099
ACH-000040,-0.7814026369458843
ACH-000041,-0.6343056424104908
ACH-000042,-0.8907848636396914
ACH-000045,-0.6616960145954826
ACH-000047,-0.5595517553386654
ACH-000052,-0.6662574269035422
ACH-000053,-0.9821764352107192
ACH-000054,-0.8043062085391172
ACH-000055,-0.8847954945200271
ACH-000060,-0.8936748161189334
ACH-000067,-0.8039161542708683
ACH-000070,-0.6880615812474871
ACH-000075,-0.7160608811892131
ACH-000078,-0.7450167419212698
ACH-000082,-0.7120979481099918
ACH-000085,-0.7050769389942751
ACH-000086,-0.8961540524071907
ACH-000087,-0.4847363139952845
ACH-000092,-0.7675759375445814
ACH-000095,-0.8481199971778811
ACH-000097,-0.7737092934140655
ACH-000098,-0.7835842137559912
ACH-000099,-0.7061608824109264
ACH-000108,-0.7079629620197897
ACH-000113,-0.687257172266107
ACH-000116,-0.5580821084952318
ACH-000118,-0.6828381363649823
ACH-000120,-0.7627366398259596
ACH-000123,-0.6887083046553806
ACH-000127,-0.9343327621264852
ACH-000128,-0.6368960556276367
ACH-000132,-0.9487789913876012
ACH-000133,-0.6685795669322544
ACH-000137,-0.5932357034172494
ACH-000138,-0.8405989239139885
ACH-000142,-0.690712521677025
ACH-000143,-0.6854784074921009
ACH-000146,-0.5918638502631394
ACH-000148,-0.7350184752737127
ACH-000150,-0.5361379581143927
ACH-000152,-0.6124757782169662
ACH-000153,-1.0595551852454586
ACH-000159,-0.8959165942618464
ACH-000160,-0.6056122909452408
ACH-000163,-0.7870828993309404
ACH-000167,-0.5681205911528856
ACH-000168,-0.8737502363114189
ACH-000169,-0.6338733257405127
ACH-000178,-0.6959842217756845
ACH-000183,-0.6251484112109273
ACH-000188,-0.5719309737539204
ACH-000189,-0.7937848393927168
ACH-000190,-0.7579917589998789
ACH-000198,-0.7118442334217593
ACH-000203,-0.8702208438192407
ACH-000204,-0.65805102261698
