,AMOTL2 (51421)
ACH-000004,-0.030609622011418657
ACH-000005,-0.02820728804470363
ACH-000007,0.19240079738571034
ACH-000009,0.1124834551968216
ACH-000011,0.22260967718480185
ACH-000012,-0.3048056182251977
ACH-000013,0.09969760484805636
ACH-000014,-0.14918793721272328
ACH-000015,0.31642439190634275
ACH-000017,0.1416156504966377
ACH-000018,-0.014823359049070471
ACH-000019,0.008628842954769797
ACH-000021,0.008716768631280701
ACH-000022,-0.05247747431099097
ACH-000025,0.21302721193523105
ACH-000028,0.06775069455528207
ACH-000030,0.18243685268467108
ACH-000035,-0.02398146026366362
ACH-000036,0.12092781432864405
ACH-000037,-0.13554019019919036
ACH-000039,-0.10003123133205193
ACH-000040,0.06542417279559982
ACH-000041,-0.10887229278101976
ACH-000042,0.10681776079684714
ACH-000045,0.09494744811554673
ACH-000047,-0.03695713202501345
ACH-000052,0.21294024115579144
ACH-000053,-0.030331192114998143
ACH-000054,0.1311009339478541
ACH-000055,-0.3646488478351361
ACH-000060,0.2621301831810486
ACH-000067,0.12070472971180575
ACH-000070,0.030611264887526825
ACH-000075,0.11716113441595588
ACH-000078,0.13487135176044426
ACH-000082,-0.07755770676363476
ACH-000085,0.22251380419457206
ACH-000086,0.17014800833273264
ACH-000087,0.030841215418270663
ACH-000092,0.6040452509910855
ACH-000095,0.09569758087588888
ACH-000097,-0.04477756228840098
ACH-000098,0.546371327166603
ACH-000099,-0.0015833551970750768
ACH-000108,0.04043270131381114
ACH-000113,0.2179428918468455
ACH-000116,-0.024836664106173096
ACH-000118,0.040296838141192136
ACH-000120,0.06661287058007466
ACH-000123,0.044691345317478384
ACH-000127,0.07681915581683077
ACH-000128,0.01886817330780539
ACH-000132,0.3999977857396737
ACH-000133,0.1691673044293876
ACH-000137,0.2366850255329349
ACH-000138,0.21195667792146475
ACH-000142,0.3798286248324591
ACH-000143,-0.21571015341587205
ACH-000146,-0.08798163382035525
ACH-000148,-0.08980359584440872
ACH-000150,0.06384339409588767
ACH-000152,0.1846301973027557
ACH-000153,-0.21928859794551595
ACH-000159,0.010059959760482826
ACH-000160,0.12396838644721063
ACH-000163,-0.10592773357840524
ACH-000167,0.2034325634386618
ACH-000168,-0.04161756310224658
ACH-000169,-0.1384997998217776
ACH-000178,0.010884860524689672
ACH-000183,-0.0047238015673416525
ACH-000188,-0.012668891834179585
ACH-000189,-0.20339625938570585
ACH-000190,-0.0015585579158250832
ACH-000198,0.062313540114897426
ACH-000203,0.4309514577009934
ACH-000204,0.008882584214301924
ACH-000206,0.0735281081288038
ACH-000207,-0.07397907407022818
ACH-000208,-0.05671868600132439
ACH-000210,-0.018871951080733508
ACH-000211,0.19394409189708675
ACH-000215,0.019266817940353276
ACH-000221,0.14117288079392776
ACH-000222,0.136243576530456
ACH-000223,-0.060410139705750314
ACH-000226,0.012864642015953479
ACH-000227,-0.13408723139655868
ACH-000228,0.16575251876237948
ACH-000231,0.040484691514372714
ACH-000232,0.353141988129704
ACH-000233,0.1159205449019706
ACH-000234,-0.07667545420391174
ACH-000235,0.17510404078489789
ACH-000237,0.09569535067265536
ACH-000238,-0.0442053874921268
ACH-000242,-0.09946001585462776
ACH-000243,-0.01659733207948856
ACH-000244,-0.04065454032886246
ACH-000246,0.29667568869729416
ACH-000248,0.2143561528088901
