,TIGIT (201633)
ACH-000004,-0.19764559139163812
ACH-000005,0.0900798754218188
ACH-000007,0.045523537921428416
ACH-000009,-0.07727992143065844
ACH-000011,0.023565205049766183
ACH-000012,-0.11876236430903707
ACH-000013,-0.048703504533256455
ACH-000014,-0.21756168039096585
ACH-000015,-0.04854340665969753
ACH-000017,-0.09388856843844012
ACH-000018,-0.1979153832252368
ACH-000019,-0.03598030969327625
ACH-000021,-0.01533673821559212
ACH-000022,-0.12523847109141534
ACH-000025,-0.22725659384152005
ACH-000028,-0.04567338055114864
ACH-000030,-0.1289396943386498
ACH-000035,-0.2992268100901144
ACH-000036,-0.09651785708676404
ACH-000037,-0.06606347998201828
ACH-000039,-0.168035894030842
ACH-000040,-0.1250664519486634
ACH-000041,-0.09102790262199112
ACH-000042,-0.1288855405767408
ACH-000045,-0.17872237748864414
ACH-000047,-0.11049979872678926
ACH-000052,-0.0032531497310371326
ACH-000053,-0.08912142779647718
ACH-000054,-0.07839554632336186
ACH-000055,-0.1102327635215934
ACH-000060,-0.2725592360955349
ACH-000067,-0.26390755607952954
ACH-000070,-0.09178830693076492
ACH-000075,-0.09476873075866893
ACH-000078,-0.07848188919228442
ACH-000082,-0.11895757840348516
ACH-000085,-0.1305008333438797
ACH-000086,-0.18598481554482849
ACH-000087,-0.08023856090347241
ACH-000092,-0.05745770006636072
ACH-000095,-0.050707729246855016
ACH-000097,-0.11122315333558727
ACH-000098,-0.0770992656599344
ACH-000099,0.023271781983512714
ACH-000108,-0.1575989451554737
ACH-000113,-0.1607781346652528
ACH-000116,-0.08429105132609176
ACH-000118,-0.18526397901783886
ACH-000120,-0.036255942410307884
ACH-000123,-0.0050516696409574026
ACH-000127,-0.12907879522354634
ACH-000128,-0.4641377476610298
ACH-000132,-0.13392783225225238
ACH-000133,-0.09911062762057926
ACH-000137,-0.003617640676523506
ACH-000138,-0.0883822849448739
ACH-000142,-0.12357052338097335
ACH-000143,-0.2296847291006667
ACH-000146,-0.055855372579991326
ACH-000148,-0.008189727316936214
ACH-000150,0.03900845171864844
ACH-000152,-0.02512873806703762
ACH-000153,-0.057018674015926085
ACH-000159,-0.09606932611029267
ACH-000160,0.012706527967148044
ACH-000163,-0.24011493675102275
ACH-000167,-0.21371962779078849
ACH-000168,-0.012895866351714677
ACH-000169,0.08905870400900047
ACH-000178,-0.23895975898380115
ACH-000183,-0.12204788753947556
ACH-000188,-0.060018148361731624
ACH-000189,-0.07887893146296099
ACH-000190,-0.07874299273950887
ACH-000198,-0.011435224459459593
ACH-000203,-0.2845173398897586
ACH-000204,0.060924210659693986
ACH-000206,-0.4351006430472622
ACH-000207,-0.0436171869287184
ACH-000208,0.040212825833948806
ACH-000210,-0.2737797376589303
ACH-000211,-0.13993265474576966
ACH-000215,-0.031144534393584906
ACH-000221,-0.1873592332205461
ACH-000222,-0.2220098350406084
ACH-000223,-0.094057788950082
ACH-000226,-0.18793150847915344
ACH-000227,-0.10794367271212532
ACH-000228,0.016224373531956895
ACH-000231,-0.13316894343119826
ACH-000232,-0.09860012501786684
ACH-000233,-0.1347923496749354
ACH-000234,-0.1319046306323604
ACH-000235,-0.13031211566063988
ACH-000237,-0.12305186164711683
ACH-000238,-0.05287533882753423
ACH-000242,-0.21902658551528234
ACH-000243,-0.15550713879967287
ACH-000244,0.05191087846332359
ACH-000246,-0.026407480169620443
ACH-000248,-0.191256460813963
ACH-000250,-0.12175276237886905
ACH-000251,-0.14566654915886995
ACH-000252,0.034991762253082065
ACH-000253,-0.013980996974275002
ACH-000255,-0.026486382596958652
ACH-000256,-0.1951706896671492
ACH-000257,-0.2368907944572219
ACH-000258,-0.15612982094948838
ACH-000259,-0.07396123959374648
ACH-000260,-0.09050539580034064
ACH-000261,-0.12743592577630913
ACH-000262,-0.011562788609802272
ACH-000263,0.21353417507008587
ACH-000264,-0.08339229206659553
ACH-000265,-0.13901688684276825
ACH-000266,-0.08134803892642269
ACH-000272,-0.17125320395962396
ACH-000274,-0.07436364915053809
ACH-000277,-0.2138424952844886
ACH-000278,-0.22200346358978096
ACH-000279,0.028201256317265982
ACH-000280,-0.06153989579471932
ACH-000281,-0.19992246283621615
ACH-000288,-0.05927283515698303
ACH-000291,-0.24090137374991435
ACH-000293,-0.09825348367459358
ACH-000294,-0.19242428842936307
ACH-000295,-0.07553624539805719
ACH-000296,-0.25589403332880656
ACH-000302,-0.12500217867233468
ACH-000304,0.082241309651638
ACH-000307,-0.04276797129637682
ACH-000308,-0.06488419447397174
ACH-000310,-0.05046101090058762
ACH-000311,-0.03604654143495254
ACH-000312,-0.005807335183752641
ACH-000315,-0.0651983471627715
ACH-000316,0.07581084899256019
ACH-000317,-0.3535019585830044
ACH-000318,-0.22148546824812734
ACH-000319,-0.1014759974160272
ACH-000320,-0.10657634298695676
ACH-000322,-0.06781326222705418
ACH-000323,-0.2261652528944339
ACH-000324,-0.08309860667752544
ACH-000329,-0.12073942666098587
ACH-000330,-0.15951665330934114
ACH-000331,-0.12906467375601038
ACH-000332,-0.056366781858782786
ACH-000334,0.08412809483208741
ACH-000335,-0.056851290388005286
ACH-000336,-0.04392921018269528
ACH-000337,-0.22150870223158264
ACH-000338,-0.3160913380985881
ACH-000339,-0.1805284540203331
ACH-000341,-0.15918852413984858
ACH-000348,-0.05856164779586453
ACH-000350,-0.08387618791043001
ACH-000352,-0.24321178140449776
ACH-000356,-0.08968137494766698
ACH-000361,0.22540547534126326
ACH-000362,-0.17807714872981015
ACH-000363,-0.06310294982227746
ACH-000364,-0.006877126363590109
ACH-000365,-0.1886222968615642
ACH-000366,-0.10191682587835402
ACH-000368,-0.07483525458733614
ACH-000374,-0.09935530551024303
ACH-000375,-0.17101774024637467
ACH-000376,-0.21768297844140624
ACH-000381,-0.1428624221090897
ACH-000383,-0.024670051993919574
ACH-000387,-0.1327148434230233
ACH-000389,-0.06610134241457646
ACH-000390,-0.09702067458523114
ACH-000393,-0.1249224487053896
ACH-000395,0.02004756932040944
ACH-000396,-0.2359414725883727
ACH-000397,-0.1880275604077189
ACH-000401,0.06973443218355889
ACH-000402,-0.0884941600928313
ACH-000403,-0.1364588175664727
ACH-000404,0.11745666825428053
ACH-000406,-0.16912835678028
ACH-000407,-0.16116114984176225
ACH-000408,0.06229759094175634
ACH-000410,-0.07510620164557652
ACH-000411,0.04542501706844389
