,ESPN (83715)
ACH-000169,-0.2458062521930155
ACH-000178,-0.4703357279286311
ACH-000183,-0.3623270848921221
ACH-000188,-0.2808911567942039
ACH-000189,-0.40632173341774
ACH-000190,-0.3974659735763982
ACH-000198,-0.22560971943163255
ACH-000203,-0.321929669602477
ACH-000204,-0.4147154589192237
ACH-000206,-0.4843679680687918
ACH-000207,-0.15033858517614335
ACH-000208,-0.4518915525560995
ACH-000210,-0.17925370778885374
ACH-000211,-0.2692876123568129
ACH-000215,-0.3630329246506798
ACH-000221,-0.4017057966862863
ACH-000222,-0.5724182341883151
ACH-000223,-0.20015133017554307
ACH-000226,-0.3879270614524911
ACH-000227,-0.3508921686141209
ACH-000228,-0.3293346483818457
ACH-000231,-0.3868543423466827
ACH-000232,-0.20862102885331965
ACH-000233,-0.2586137139591287
ACH-000234,-0.4671043426488614
ACH-000235,-0.3768507528625343
ACH-000237,-0.5236688115679465
ACH-000238,-0.3438748545148744
ACH-000242,-0.28395063637856605
ACH-000243,-0.4048605911728677
ACH-000244,-0.3066745206952096
ACH-000246,-0.3793787859257801
ACH-000248,-0.2280176343922116
ACH-000250,-0.3346531375890456
ACH-000251,-0.4511980975485343
ACH-000252,-0.36187629097983176
ACH-000253,-0.4062199504026442
ACH-000255,-0.2829393345608381
ACH-000256,-0.4007960479052715
ACH-000257,-0.3767179031125888
ACH-000258,-0.4561691404956871
ACH-000259,-0.3578239287181672
ACH-000260,-0.4136572187012855
ACH-000261,-0.3302315452726574
ACH-000262,-0.5862483218730713
ACH-000263,-0.5731532879636144
ACH-000264,-0.3974834287243985
ACH-000265,-0.3876072778790444
ACH-000266,-0.30566422497623263
ACH-000272,-0.2952192352780865
ACH-000274,-0.4763777159596855
ACH-000277,-0.2282333743075993
ACH-000278,-0.4714029517854771
ACH-000279,-0.5242922024376783
ACH-000280,-0.2553738689063625
ACH-000281,-0.2603605423566304
ACH-000288,-0.5503673078630295
ACH-000291,-0.3136726563298126
ACH-000293,-0.2164865370551616
ACH-000294,-0.15566865161572052
ACH-000295,-0.42960258873490975
ACH-000296,-0.5813386201998431
ACH-000302,-0.41157055192981695
ACH-000304,-0.4858510752881342
ACH-000307,-0.4156489476171181
ACH-000308,-0.3045336419788985
ACH-000310,-0.3448500269886222
ACH-000311,-0.5421699740657251
ACH-000312,-0.5074871800869998
ACH-000315,-0.4340059089114221
ACH-000316,-0.4975424966890361
ACH-000317,-0.5416940275028529
ACH-000318,-0.3297469495734468
ACH-000319,-0.29960315007968163
ACH-000320,-0.2427569150116342
ACH-000322,-0.4679566700079109
ACH-000323,-0.5244204835433276
ACH-000324,-0.4730689638450484
ACH-000329,-0.5132969573672084
ACH-000330,-0.3358001663534151
ACH-000331,-0.2936842440008519
ACH-000332,-0.4199902608163064
ACH-000334,-0.4387770019189882
ACH-000335,-0.2962008760288733
ACH-000336,-0.3661073078725368
ACH-000337,-0.6017202110899439
ACH-000338,-0.4024876660072692
ACH-000339,-0.2629378129040699
ACH-000341,-0.3034342880749488
ACH-000348,-0.37973903703143774
ACH-000350,-0.5386433307312298
ACH-000352,-0.2938826772795141
ACH-000356,-0.4256698994560303
ACH-000361,-0.5152130205292151
ACH-000362,-0.37951491037068985
ACH-000363,-0.365402340022937
ACH-000364,-0.3828161379265324
ACH-000365,-0.3008525911999902
ACH-000366,-0.22017665959719893
ACH-000368,-0.4150181943728004
ACH-000374,-0.4428896408700749
ACH-000375,-0.413185225947771
ACH-000376,-0.30388576071964635
ACH-000381,-0.25957869296343306
ACH-000383,-0.29243617282614115
ACH-000387,-0.3084069878526945
ACH-000389,-0.4002574307266598
ACH-000390,-0.4261391662683306
ACH-000393,-0.3827390979837492
ACH-000395,-0.6243921347690456
ACH-000396,-0.4038994703057156
ACH-000397,-0.2372359632765745
ACH-000401,-0.4206817931503604
ACH-000402,-0.6733075396123873
ACH-000403,-0.592215473422516
ACH-000404,-0.3348062837344331
ACH-000406,-0.22623188442624095
ACH-000407,-0.5617033768282126
ACH-000408,-0.4639543751710071
ACH-000410,-0.482609740770936
ACH-000411,-0.2828549331642
ACH-000414,-0.3005685784264337
ACH-000415,-0.3192877574446929
ACH-000416,-0.4118518670196575
ACH-000420,-0.3618404424325569
ACH-000421,-0.28050993183647355
ACH-000424,-0.4610505137222535
ACH-000425,-0.4555876718048724
ACH-000426,-0.43042855981064587
ACH-000427,-0.6131507478727815
ACH-000433,-0.5336127171544433
ACH-000435,-0.3659432943787227
ACH-000436,-0.19733753779342852
ACH-000444,-0.4161422938070576
ACH-000445,-0.5733863195794305
ACH-000448,-0.2459637713826157
ACH-000450,-0.2634371489267561
ACH-000452,-0.31812398776495426
ACH-000454,-0.3820193396936322
ACH-000458,-0.4837609116297394
ACH-000459,-0.3295634495480975
ACH-000460,-0.4139427952033722
ACH-000461,-0.3905966580415149
ACH-000463,-0.16534598469077766
ACH-000464,-0.4181104002921302
ACH-000466,-0.6544681986411428
ACH-000467,-0.5058167649081301
ACH-000468,-0.6135941479259204
ACH-000469,-0.3141640798901092
ACH-000470,-0.3865051696517704
ACH-000471,-0.4392592322116837
ACH-000472,-0.332697030248432
ACH-000473,-0.33264726209269385
ACH-000475,-0.3969651001858969
ACH-000476,-0.40357056828450394
ACH-000477,-0.26694735542988635
ACH-000479,-0.3633734026207445
ACH-000480,-0.4100075046548201
ACH-000481,-0.1806147671313944
ACH-000483,-0.4090651467468172
ACH-000484,-0.3311061450630564
ACH-000485,-0.35635543630564304
ACH-000486,-0.289387152161264
ACH-000487,-0.32013207512716113
ACH-000488,-0.4556144786275946
ACH-000490,-0.35312736063817474
ACH-000491,-0.3678595040266309
ACH-000495,-0.19917607088955355
ACH-000496,-0.478178819326934
ACH-000499,-0.2240811567476793
ACH-000500,-0.4620683109620261
ACH-000502,-0.4227575617127506
ACH-000503,-0.5221708970643029
ACH-000505,-0.3847066679360258
ACH-000507,-0.6115153014331229
ACH-000510,-0.27852627722164164
ACH-000511,-0.4262878911934922
ACH-000512,-0.2140201809256416
ACH-000516,-0.3314299106803115
ACH-000517,-0.4992692989381998
ACH-000518,-0.2482002652079183
ACH-000520,-0.2914279705632793
ACH-000521,-0.4645529252086799
ACH-000522,-0.5161497575719107
ACH-000524,-0.3303876274710061
ACH-000527,-0.3536420790246526
ACH-000528,-0.227481831707298
ACH-000537,-0.27597416315430434
ACH-000541,-0.6194887355569095
ACH-000542,-0.35732994338328394
ACH-000544,-0.3701250468379347
ACH-000545,-0.2698771432849028
ACH-000547,-0.4456748485776992
ACH-000548,-0.3508323283913173
ACH-000549,-0.3972913722362745
ACH-000550,-0.43751567143380654
ACH-000552,-0.30899888054323105
ACH-000556,-0.3463653705498906
ACH-000557,-0.3006927792549073
ACH-000569,-0.3887364418196636
ACH-000570,-0.4348117980213449
ACH-000571,-0.3425117921914354
ACH-000573,-0.385147787023195
ACH-000576,-0.5411737605129255
ACH-000579,-0.3755546915093315
ACH-000580,-0.5419576721284751
ACH-000584,-0.2687052735947959
ACH-000585,-0.4003081877687912
ACH-000588,-0.2819903523947997
ACH-000589,-0.609111527575636
ACH-000591,-0.4686636689160581
ACH-000593,-0.4495882455238304
ACH-000600,-0.4337901221541874
ACH-000601,-0.42562806077407705
ACH-000605,-0.3680771339049896
ACH-000606,-0.4038857169151998
ACH-000608,-0.29103415511462616
ACH-000614,-0.3641027673823452
ACH-000616,-0.3931309347893273
ACH-000618,-0.3680217885095892
ACH-000619,-0.32655553874971605
ACH-000620,-0.3197791376056902
ACH-000621,-0.3794660009982268
ACH-000622,-0.4039286096322071
ACH-000623,-0.2799440198595904
ACH-000624,-0.2635529340245564
ACH-000627,-0.4516046349857629
ACH-000630,-0.4959449750866025
ACH-000631,0.15134525606521
ACH-000632,-0.504395699619872
ACH-000633,-0.419343744322003
ACH-000637,-0.4029026780830367
ACH-000638,-0.579178193669886
ACH-000646,-0.4853817497832842
ACH-000647,-0.27943870339848625
ACH-000648,-0.6219515421544175
ACH-000649,-0.5646224319103944
ACH-000651,-0.2327058876509489
ACH-000652,-0.3714596933548886
ACH-000653,-0.29936929083691305
ACH-000657,-0.30949635136339604
ACH-000658,-0.4150553660232418
ACH-000661,-0.3782036855189655
ACH-000662,-0.3621741509983617
ACH-000663,-0.42296151997277337
ACH-000665,-0.2596286325408122
ACH-000671,-0.3829285429018167
ACH-000672,-0.2210376164557197
ACH-000673,-0.4237363891754021
ACH-000676,-0.3723106235545133
ACH-000677,-0.2574843598753975
ACH-000681,-0.26444231476715474
ACH-000683,-0.4148805924381989
ACH-000684,-0.3135570128207412
ACH-000688,-0.2910175927136652
ACH-000693,-0.23211598323303184
ACH-000694,-0.4065661496788595
ACH-000695,-0.32892042025246043
ACH-000696,-0.2755002145960421
ACH-000697,-0.5242487331418898
ACH-000699,-0.8074010662267164
ACH-000701,-0.3519400467931361
ACH-000706,-0.20453261402124015
ACH-000711,-0.20894292716689605
ACH-000713,-0.2211471335851141
ACH-000714,-0.4891757667744176
ACH-000718,-0.5784213410050989
ACH-000720,-0.4533874270762005
ACH-000721,-0.4618276807456495
ACH-000724,-0.5679131513220916
ACH-000725,-0.1909437226796072
ACH-000732,-0.4900748933976989
ACH-000734,-0.2726871652868261
ACH-000735,-0.3496214305733243
ACH-000736,-0.5510178038035201
ACH-000738,-0.2924646937607045
ACH-000746,-0.4594985360893837
ACH-000747,-0.4108487152872519
ACH-000748,-0.3054677219011879
ACH-000753,-0.3372643096969162
ACH-000756,-0.4326425111894247
ACH-000757,-0.35536129405366657
ACH-000758,-0.5095993894892987
ACH-000760,-0.25331418432327263
ACH-000762,-0.22316539407795905
ACH-000763,-0.3536391713789818
ACH-000764,-0.3211254400094159
ACH-000765,-0.4590525551326441
ACH-000766,-0.4482145149984029
ACH-000767,-0.2390695303603001
ACH-000768,-0.16686566099107586
ACH-000769,-0.3404887881253701
ACH-000770,-0.34529111532662204
ACH-000771,-0.3087004946974364
ACH-000773,-0.3763153070852336
ACH-000776,-0.36401850373226863
ACH-000777,-0.33580667755237914
ACH-000778,-0.2729837735043575
ACH-000781,-0.25175264903303385
ACH-000782,-0.28154997538382737
ACH-000783,-0.4184771676787851
ACH-000784,-0.33201328182757345
ACH-000785,-0.3718522438379375
ACH-000787,-0.4514004223501501
ACH-000788,-0.3703848767238703
ACH-000791,-0.3285416175172885
ACH-000792,-0.4337245747987796
ACH-000794,-0.3481506719037116
ACH-000796,-0.4005912917928138
ACH-000798,-0.2140073423614329
ACH-000799,-0.3150194229231497
ACH-000800,-0.6717177835391602
ACH-000802,-0.5069331896629707
ACH-000804,-0.2781313817277561
ACH-000805,-0.14960194129008406
ACH-000809,-0.3391578411460251
ACH-000810,-0.6813630042396084
ACH-000811,-0.3793795396493525
ACH-000817,-0.34171819673969195
ACH-000819,-0.18844506058489072
ACH-000820,-0.34761905531939724
ACH-000821,0.007876471526439595
ACH-000822,-0.2675587803123429
ACH-000823,-0.2877927104553465
ACH-000824,-0.3960140232131837
ACH-000827,-0.3107417723157648
ACH-000829,-0.3406766626593217
ACH-000831,-0.21343838758504607
ACH-000832,-0.2100745996194331
ACH-000833,-0.3639700448463088
ACH-000834,-0.4691315412497455
ACH-000835,-0.3581547284541321
ACH-000836,-0.4356848802779469
ACH-000837,-0.296961842999879
ACH-000838,-0.5412501612476865
ACH-000839,-0.5616952486543991
ACH-000840,-0.24932686183848304
ACH-000841,-0.5796672458586708
ACH-000843,-0.5386422795396443
ACH-000846,-0.3465850408021758
ACH-000847,-0.2636128327079545
ACH-000848,-0.31720456999315283
ACH-000849,-0.21939528226505287
ACH-000851,-0.5341007161641549
ACH-000855,-0.4413290501860773
ACH-000856,-0.3258460085809379
ACH-000858,-0.3304009433902259
ACH-000859,-0.2011340759506645
ACH-000861,-0.29994060141889434
ACH-000862,-0.3982109736278804
ACH-000865,-0.2760154590621486
ACH-000866,-0.34284105628155204
ACH-000867,-0.39704320650268654
ACH-000869,-0.34496209206682626
ACH-000872,-0.4083501990797137
ACH-000873,-0.42105375061518496
ACH-000876,-0.3614842883365959
ACH-000878,-0.3915730194618111
ACH-000880,-0.3109014191052642
ACH-000881,-0.4258069451287233
ACH-000882,-0.3451464216175108
ACH-000884,-0.6785742574810288
ACH-000885,-0.3248062380452331
ACH-000887,-0.424212374148663
ACH-000889,-0.3813526950974115
ACH-000896,-0.2233834122948156
ACH-000898,-0.4860167754377484
ACH-000900,-0.4569792072579055
ACH-000901,-0.548246524196115
ACH-000905,-0.3543966260577113
ACH-000906,-0.3499275017242172
ACH-000907,-0.5704868590870911
ACH-000910,-0.3550027149962445
ACH-000911,-0.4169977668727353
ACH-000912,-0.24835101676867435
ACH-000913,-0.2954270696736184
ACH-000915,-0.1824596832553692
ACH-000916,-0.24962067448584985
ACH-000917,-0.09244174850546076
ACH-000920,-0.31974149631175075
ACH-000921,-0.4169813441570733
ACH-000924,-0.28060759977365163
ACH-000926,-0.5013815475965229
ACH-000928,-0.2441528116738145
ACH-000929,-0.36773159747025547
ACH-000932,-0.4609196051616621
ACH-000935,-0.32578172323810034
ACH-000936,-0.2435510840356829
ACH-000937,-0.2874121464862516
ACH-000938,-0.31127617114288897
ACH-000939,-0.4178537954329112
ACH-000941,-0.12231468783669992
ACH-000943,-0.4442603568259198
ACH-000946,-0.29334777954185176
ACH-000947,-0.3876753801709737
ACH-000948,-0.3142590587045723
ACH-000950,-0.3641804188198916
ACH-000953,-0.3374891845638817
ACH-000954,-0.4115319985781389
ACH-000957,-0.4403804177104876
ACH-000958,-0.6220111113029525
ACH-000960,-0.3110766482093226
ACH-000963,-0.4063064356861729
ACH-000968,-0.3440387876209577
ACH-000969,-0.2500345244597565
ACH-000972,-0.2609988984210362
ACH-000973,-0.3427371962173885
ACH-000974,-0.23640851360653664
ACH-000978,-0.19750413571952186
ACH-000984,-0.3107818409700743
ACH-000986,-0.32967660705493984
ACH-000988,-0.18236397903783635
ACH-000993,-0.2828609978686806
ACH-000994,-0.40795379452284936
ACH-000996,-0.14764565886457598
ACH-001001,-0.18335621199119276
ACH-001020,-0.5438870846386754
ACH-001028,-0.3506594562395589
ACH-001031,-0.5411296416475636
ACH-001038,-0.21476556625844906
ACH-001048,-0.3045742894604169
ACH-001050,-0.4523942313887516
ACH-001053,-0.3631246208959762
ACH-001054,-0.35519145539246777
ACH-001061,-0.3695047087695104
ACH-001067,-0.33187431335165946
ACH-001075,-0.1398318231015771
ACH-001096,-0.4657009261974043
ACH-001111,-0.5167771493107903
ACH-001119,-0.4282356925963893
ACH-001128,-0.4942375578254135
ACH-001134,-0.5677084629012469
ACH-001151,-0.16887079793007245
ACH-001163,-0.4273489197003905
ACH-001164,-0.29428887155446104
ACH-001183,-0.23346847771118984
ACH-001192,-0.2558696272525656
ACH-001193,-0.5525854609057187
ACH-001196,-0.3576568322255893
ACH-001197,-0.4014453991577438
ACH-001205,-0.18634732461214734
ACH-001211,-0.530292959450859
ACH-001212,-0.5218886003155514
ACH-001228,-0.42364416923958736
ACH-001232,-0.4028896585912849
ACH-001239,-0.3726990327584629
ACH-001270,-0.3556115918731476
ACH-001274,-0.4115015108291338
ACH-001275,-0.5230645192577905
ACH-001277,-0.2715860485054454
ACH-001278,-0.3732225768302441
ACH-001280,-0.10475187501112387
ACH-001283,-0.2441399943564937
ACH-001289,-0.2477614100536671
ACH-001300,-0.37530548235690175
ACH-001301,-0.2871858142407577
ACH-001302,-0.3620984196878851
ACH-001306,-0.2913664121606364
ACH-001318,-0.24823922441300514
ACH-001322,-0.4869229162884151
ACH-001328,-0.5378026326649811
ACH-001332,-0.3640834154848224
ACH-001336,-0.398094316117442
ACH-001346,-0.20791343722232974
ACH-001353,-0.22432612292427384
ACH-001354,-0.5352887017641411
ACH-001367,-0.2865055101716926
ACH-001368,-0.4306118887502502
ACH-001374,-0.20499981523355051
ACH-001377,-0.2164506738285756
ACH-001380,-0.4644819912589924
ACH-001391,-0.19148993257823224
ACH-001408,-0.4982444708159943
ACH-001430,-0.25956276869068906
ACH-001431,-0.22990131019785706
ACH-001450,-0.4961972561698638
ACH-001496,-0.39924643150380057
ACH-001500,-0.35136407916131296
ACH-001523,-0.3422294609150171
ACH-001532,-0.316932098605034
ACH-001550,-0.42236994552704304
ACH-001552,-0.19418924274004332
ACH-001554,-0.3675112088805074
ACH-001654,-0.3667578918358185
ACH-001735,-0.4775355103868212
ACH-001736,-0.4859077949901099
ACH-001737,-0.06261643766874407
ACH-001740,-0.453508181537401
ACH-001745,-0.5534545022406739
ACH-001765,-0.28625104510701505
