,TEAD4 (7004)
ACH-000004,-0.30888164261414186
ACH-000005,-0.1533187144366577
ACH-000007,-0.24324744598879636
ACH-000009,-0.5791286046504006
ACH-000011,-0.3941681522993048
ACH-000012,-0.08141816855657702
ACH-000013,-0.12770190449044966
ACH-000014,-0.2733284910816102
ACH-000015,-0.2651737694263153
ACH-000017,-0.7741457698112622
ACH-000018,-0.4092950702018036
ACH-000019,-0.0952681100055473
ACH-000021,-0.3027090014927868
ACH-000022,-0.22733484530568154
ACH-000025,-0.3213662519646041
ACH-000028,-0.2672203078135012
ACH-000030,-0.4612168371833826
ACH-000035,-0.2591741882249757
ACH-000036,-0.28609986440945684
ACH-000037,-0.311037305746778
ACH-000039,-0.2436803891876188
ACH-000040,-0.3464476970932884
ACH-000041,-0.4530494140595168
ACH-000042,-0.13338066357310965
ACH-000045,-0.3061257926504275
ACH-000047,-0.4774018548715113
ACH-000052,-0.4151180875610879
ACH-000053,-0.23439247991729514
ACH-000054,-0.3971248541450741
ACH-000055,-0.05959830438856749
ACH-000060,-0.40916247572349146
ACH-000067,-0.2995540214197058
ACH-000070,-0.3146119594124123
ACH-000075,-0.1818799627995937
ACH-000078,-0.31225557870426424
ACH-000082,-0.18428091400785346
ACH-000085,-0.5421990604860524
ACH-000086,-0.6154226343443269
ACH-000087,-0.5779411265953216
ACH-000092,-0.28041229463794104
ACH-000095,-0.3539946744974315
ACH-000097,-0.3778914466189807
ACH-000098,-0.2914639774680381
ACH-000099,-0.22764155108264444
ACH-000108,-0.4666155197834598
ACH-000113,-0.2820232035482298
ACH-000116,-0.3572621717154136
ACH-000118,-0.1972922855855357
ACH-000120,-0.26395057236230984
ACH-000123,-0.3918742132047898
ACH-000127,-0.2393627638952077
ACH-000128,-0.4638684759667146
ACH-000132,-0.5201239817321847
ACH-000133,-0.2780344554649561
ACH-000137,-0.2172923698453297
ACH-000138,-0.4473858331681797
ACH-000142,-0.4287175211595682
ACH-000143,-0.3447937002557088
ACH-000146,-0.20627592314476195
ACH-000148,-0.2876592550013589
ACH-000150,-0.4118329523310307
ACH-000152,-0.3456310814025171
ACH-000153,-0.3780269434428283
ACH-000159,-0.4084879855247505
ACH-000160,-0.1839216744470526
ACH-000163,-0.21933858868998302
ACH-000167,-0.22729139931628775
ACH-000168,-0.3551535420208329
ACH-000169,-0.26087907585285913
ACH-000178,-0.2777946743899511
ACH-000183,-0.21015655425469407
ACH-000188,-0.2262524271412953
ACH-000189,-0.001176996003492029
ACH-000190,-0.07293193255185536
ACH-000198,-0.3288043572922533
ACH-000203,-0.3684170861934224
ACH-000204,-0.11599965336670205
ACH-000206,-0.28682029215302657
ACH-000207,-0.4697576729708484
ACH-000208,-0.5076291250525629
ACH-000210,-0.2592380248146306
ACH-000211,-0.33372900204202466
ACH-000215,-0.4245038706710533
ACH-000221,-0.2242881248680382
ACH-000222,-0.3641122017966242
ACH-000223,-0.5225715069395985
ACH-000226,-0.3208022405998233
ACH-000227,-0.4560028898550719
ACH-000228,-0.2583122626718662
ACH-000231,-0.2687908645057669
ACH-000232,-0.3366304411525284
ACH-000233,-0.3067916989615249
ACH-000234,-0.3811702673625043
ACH-000235,-0.3796521673495625
ACH-000237,-0.4009949032279376
ACH-000238,-0.3762880042254338
ACH-000242,-0.3695384703262937
ACH-000243,-0.26694447834523505
ACH-000244,-0.22016788267328102
ACH-000246,-0.2413104649909627
ACH-000248,-0.6818638867341072
ACH-000250,-0.43390977479906173
ACH-000251,-0.3476357997729039
ACH-000252,-0.5458319094981117
ACH-000253,-0.35435279602203673
ACH-000255,-0.1231149901637638
ACH-000256,-0.5593481445979034
ACH-000257,-0.1873765189008102
ACH-000258,-0.4150426836234327
ACH-000259,-0.3191177668467185
ACH-000260,-0.25576305331832394
ACH-000261,-0.30701664421206204
ACH-000262,-0.4038956661132801
ACH-000263,-0.2967980314768012
ACH-000264,-0.3131794656483899
ACH-000265,-0.1718871553824197
ACH-000266,-0.30701188778204835
ACH-000272,-0.3471909574404436
ACH-000274,-0.3237425323332648
ACH-000277,-0.28661010920107066
ACH-000278,-0.26466479387079983
ACH-000279,-0.3977926044255649
ACH-000280,-0.20129275159447707
ACH-000281,-0.3829346650149357
ACH-000288,-0.35752249663987506
ACH-000291,-0.3186525469611701
ACH-000293,-0.5096299671891171
ACH-000294,-0.13010489256018215
ACH-000295,-0.5012580000899608
ACH-000296,-0.33014410950414896
ACH-000302,-0.326523642133416
ACH-000304,-0.4098931116217595
ACH-000307,-0.4267201724307006
ACH-000308,-0.3614683760164177
ACH-000310,-0.3507261596772157
ACH-000311,-0.35235236985878704
ACH-000312,-0.3787839758313178
ACH-000315,-0.26272665356818303
ACH-000316,-0.4472840211715512
ACH-000317,-0.09266441725999393
ACH-000318,-0.2188495176830998
ACH-000319,-0.31295695208394536
ACH-000320,-0.4087317433220837
ACH-000322,-0.3199144743987
ACH-000323,-0.12436781377344157
ACH-000324,-0.3945266694848333
ACH-000329,-0.2813740314997386
ACH-000330,-0.3640090433613917
ACH-000331,-0.3720907624535859
ACH-000332,-0.4761937350815996
