,EIF2S2 (8894)
ACH-000004,-0.6389200701817437
ACH-000005,-0.5746782340255306
ACH-000007,-0.4792378870101848
ACH-000009,-0.34411515372148155
ACH-000011,-0.3231696687825236
ACH-000012,-0.4062343378413895
ACH-000013,-0.5683323033908495
ACH-000014,-0.4233035988795517
ACH-000015,-0.2930940107187092
ACH-000017,-0.6874681306837078
ACH-000018,-0.3997812309718337
ACH-000019,-0.6423220867033982
ACH-000021,-0.5798742547454645
ACH-000022,-0.3188623691564156
ACH-000025,-0.452567340758332
ACH-000028,-0.4966966083828211
ACH-000030,-0.5146886549905393
ACH-000035,-0.4372943530532275
ACH-000036,-0.4964079128129021
ACH-000037,-0.30226734743937056
ACH-000039,-0.5455731138597112
ACH-000040,-0.5831770234107677
ACH-000041,-0.4956007597601808
ACH-000042,-0.4427230200472451
ACH-000045,-0.5719973525722308
ACH-000047,-0.5951110241563481
ACH-000052,-0.7121396323057563
ACH-000053,-0.4933883688535474
ACH-000054,-0.5492415463462637
ACH-000055,-0.7136056606423583
ACH-000060,-0.6001646461888952
ACH-000067,-0.6332381120560421
ACH-000070,-0.8437478588113592
ACH-000075,-0.6648151543173313
ACH-000078,-0.32375855459277664
ACH-000082,-0.8274756748344166
ACH-000085,-0.4937486711157349
ACH-000086,-0.3645192860794617
ACH-000087,-0.7908744728943488
ACH-000092,-0.5472757013830536
ACH-000095,-0.5914255977372423
ACH-000097,-0.5293931122105308
ACH-000098,-0.4552857949951575
ACH-000099,-0.5880737300974213
ACH-000108,-0.5768700336222867
ACH-000113,-0.5442916035721869
ACH-000116,-0.5458868949129486
ACH-000118,-0.548836958829735
ACH-000120,-0.8328950307529004
ACH-000123,-0.4102322706814302
ACH-000127,-0.32299573332726306
ACH-000128,-0.5730242592947307
ACH-000132,-0.7002871900118366
ACH-000133,-0.5229187498488019
ACH-000137,-0.4046850524169297
ACH-000138,-0.3027601979388309
ACH-000142,-0.4019121456290949
ACH-000143,-0.7028375407548088
ACH-000146,-0.5654564234836901
ACH-000148,-0.6707542378801362
ACH-000150,-0.4515095687370296
ACH-000152,-0.43408821339363896
ACH-000153,-0.391527220963356
ACH-000159,-0.5608061542479692
ACH-000160,-0.458014158349424
ACH-000163,-0.3493990237170789
ACH-000167,-0.8691273906702657
ACH-000168,-0.4553920052137804
ACH-000169,-0.6094261942249837
ACH-000178,-0.3662564246447597
ACH-000183,-0.7748779988550717
ACH-000188,-0.3509442670742654
ACH-000189,-0.25415742924112555
ACH-000190,-0.6330441603996542
ACH-000198,-0.5475705356022867
ACH-000203,-0.3289826764767732
ACH-000204,-0.4946392574028236
ACH-000206,-0.5449988758202253
ACH-000207,-0.5138209572257751
ACH-000208,-0.6636323767509601
ACH-000210,-0.4717375921435809
ACH-000211,-0.4842884770977121
ACH-000215,-0.4741709052775572
ACH-000221,-0.4348467039089659
ACH-000222,-0.5485942332064403
ACH-000223,-0.5580017034032198
ACH-000226,-0.44642979086799467
ACH-000227,-0.8213434441999246
ACH-000228,-0.5696235758561746
ACH-000231,-0.4870899905392473
ACH-000232,-0.6320892733276124
ACH-000233,-0.5462794214362937
ACH-000234,-0.5132039164086246
ACH-000235,-0.518651955967386
ACH-000237,-0.4038066688374357
ACH-000238,-0.5259850916570699
ACH-000242,-0.4274011680895007
ACH-000243,-0.4878568946446161
ACH-000244,-0.6339873129589977
ACH-000246,-0.6160188798965055
ACH-000248,-0.5735155950478769
ACH-000250,-0.4739098341664744
ACH-000251,-0.4197690581854504
ACH-000252,-0.6593709365326941
ACH-000253,-0.2948480153873914
ACH-000255,-0.5261880381273312
ACH-000256,-0.2381503099477121
ACH-000257,-0.8064579870349438
ACH-000258,-0.39297326517599024
ACH-000259,-0.7292248818669912
ACH-000260,-0.7783466143906596
ACH-000261,-0.7296207746112139
ACH-000262,-0.13809044818564292
ACH-000263,-0.6708840131694984
ACH-000264,-0.609496531782486
ACH-000265,-0.45600509438717296
ACH-000266,-0.5191909686953957
ACH-000272,-0.5118414068352368
ACH-000274,-0.6777612647535217
ACH-000277,-0.5711256719716932
ACH-000278,-0.5291493592215191
ACH-000279,-0.7901331577520045
ACH-000280,-0.4727453746384944
ACH-000281,-0.5318109626595711
ACH-000288,-0.5008712424548002
ACH-000291,-0.6856749488719028
ACH-000293,-0.3979870937784649
ACH-000294,-0.4737980865883293
ACH-000295,-0.5046497034468563
ACH-000296,-0.5019923502883176
ACH-000302,-0.4144771256942628
ACH-000304,-0.9391476027372188
ACH-000307,-0.4830588571379121
ACH-000308,-0.5206836548284562
ACH-000310,-0.36282216366622666
ACH-000311,-0.4162361382866143
ACH-000312,-0.4198652933420697
ACH-000315,-1.0773868509230944
ACH-000316,-0.7084043516043775
ACH-000317,-0.5837657232524451
ACH-000318,-0.5268637353944048
ACH-000319,-0.5653291295400455
ACH-000320,-0.5751518104538137
ACH-000322,-0.8289289300595508
ACH-000323,-0.4475219821973632
ACH-000324,-0.4621402064724586
ACH-000329,-0.475086913961861
ACH-000330,-0.6169066043653574
ACH-000331,-0.6446046227061589
ACH-000332,-0.4349753867512505
ACH-000334,-0.5891528901726836
ACH-000335,-0.4374170419177869
ACH-000336,-0.3957848466124242
ACH-000337,-0.5359335741736732
ACH-000338,-0.34069832247750714
ACH-000339,-0.363904506208816
ACH-000341,-0.5812168511983871
ACH-000348,-0.4446202493404979
ACH-000350,-0.3748215738153652
ACH-000352,-0.6658751546327363
ACH-000356,-0.2655882978546933
ACH-000361,-0.6931739582408954
ACH-000362,-0.5078336731056998
ACH-000363,-0.6282862677642742
ACH-000364,-0.6774701027698632
ACH-000365,-0.6754010043174454
ACH-000366,-0.420693908615966
ACH-000368,-0.4542702948750691
ACH-000374,-0.506362960231402
ACH-000375,-0.6483133831898611
ACH-000376,-0.6283762283261692
ACH-000381,-0.4338423089897335
ACH-000383,-0.39124961643376144
ACH-000387,-0.8717735416090188
ACH-000389,-0.5490872872527353
ACH-000390,-0.25150817116192536
ACH-000393,-0.2882254660236482
ACH-000395,-0.8998949718783871
ACH-000396,-0.6370281630573087
ACH-000397,-0.6051591246087835
ACH-000401,-0.6514781579964808
ACH-000402,-0.6236648145592312
ACH-000403,-0.6036535460260146
ACH-000404,-0.7422421586017645
ACH-000406,-0.4022371098349001
ACH-000407,-0.6738535347709197
ACH-000408,-0.3491982931026062
ACH-000410,-0.7780930596091712
ACH-000411,-0.4498378120449565
ACH-000414,-0.6899134429916864
ACH-000415,-0.4407848919922279
ACH-000416,-0.3438747626854271
ACH-000420,-0.5217566382758513
ACH-000421,-0.43722530425806
ACH-000424,-0.6917084765339466
ACH-000425,-0.6796948441072026
ACH-000426,-0.6902118007644239
ACH-000427,-0.7016142997951438
ACH-000433,-0.6995769133112029
ACH-000435,-0.4905232485794936
ACH-000436,-0.18934330061114168
ACH-000444,-0.6695731443651955
ACH-000445,-0.6001356431337026
ACH-000448,-0.6188680073764213
ACH-000450,-0.522827674736299
ACH-000452,-0.5077269930804644
ACH-000454,-0.4413894578792243
ACH-000458,-0.3835951878572175
ACH-000459,-0.6610227827739786
ACH-000460,-0.5233232757816703
ACH-000461,-0.391740784337198
ACH-000463,-0.4293188177703256
ACH-000464,-0.2825432452607776
ACH-000466,-0.34993446164467906
ACH-000467,-0.6774724040167328
ACH-000468,-0.2780101580411635
ACH-000469,-0.5723869149475123
ACH-000470,-0.38187652137186107
ACH-000471,-0.5013910453900967
ACH-000472,-0.3197253217848099
ACH-000473,-0.5453439944605764
ACH-000475,-0.5414247421813254
ACH-000476,-0.4614153538311265
ACH-000477,-0.8045657179192929
ACH-000479,-0.7280544989631372
ACH-000480,-0.444631036521406
ACH-000481,-0.3696030454425177
ACH-000483,-0.7989424397488021
ACH-000484,-0.7450208640578864
ACH-000485,-0.5401914743790405
ACH-000486,-0.3813608390894677
ACH-000487,-0.5975009529259733
ACH-000488,-0.42580175969049056
ACH-000490,-0.6083864384213785
ACH-000491,-0.44453092195435423
ACH-000495,-0.4576236221124533
ACH-000496,-0.597610384627412
ACH-000499,-0.5260631554134889
ACH-000500,0.2199056340804402
ACH-000502,-0.5589174453249699
ACH-000503,-0.6048708992576205
ACH-000505,-0.4808694435111036
ACH-000507,-0.26966340643415576
ACH-000510,-0.3937133865474062
ACH-000511,-0.3933069685785949
ACH-000512,-0.7334167009578583
ACH-000516,-0.6281437335994959
ACH-000517,-0.423292908789248
ACH-000518,-0.3828044643937914
ACH-000520,-0.7398151666620156
ACH-000521,-0.4886499205514625
ACH-000522,-0.4884122529432445
ACH-000524,-0.7091412258977684
ACH-000527,-0.7039110396062253
ACH-000528,-0.7044602530420374
ACH-000537,-0.6623119116666828
ACH-000541,-0.26694548599209783
ACH-000542,-0.5472610407838496
ACH-000544,-0.3514497855164533
ACH-000545,-0.40481134006452735
ACH-000547,-0.7810939418202659
ACH-000548,-0.4848035410280764
ACH-000549,-0.3792447942088128
ACH-000550,-0.5408069124934279
ACH-000552,-0.3732230933572828
ACH-000556,-0.26363675808922443
ACH-000557,-0.534033105558744
ACH-000569,-0.4459720755743329
ACH-000570,-0.5156256821114796
ACH-000571,-0.2436776407663949
ACH-000573,-0.6343140515940314
ACH-000576,-0.4681921639688061
ACH-000579,-0.4157102312008897
ACH-000580,-0.7306386535957344
ACH-000584,-0.4227240763862963
ACH-000585,-0.5296047415962283
ACH-000588,-0.5460555708441263
ACH-000589,-0.6913418327350328
ACH-000591,-0.5738971513638891
ACH-000593,-0.14039194764197072
ACH-000600,-0.7177532748593476
ACH-000601,-0.4759410094548336
ACH-000605,-0.38443223618515415
ACH-000606,-0.377184912281348
