,BNIP2 (663)
ACH-000004,-0.18628704621211895
ACH-000005,0.18305689463711536
ACH-000007,-0.21796993641800236
ACH-000009,-0.2968638922457783
ACH-000011,-0.1922776212945076
ACH-000012,-0.3254958529824192
ACH-000013,-0.1127387812175796
ACH-000014,-0.18241308686312308
ACH-000015,-0.008222846921749523
ACH-000017,-0.07259129011659124
ACH-000018,-0.05110988008523987
ACH-000019,-0.16111525015651926
ACH-000021,0.022936919733993182
ACH-000022,-0.14908918534726595
ACH-000025,-0.18395153801786335
ACH-000028,0.06212881733673362
ACH-000030,-0.18014199669625833
ACH-000035,-0.058459583921133575
ACH-000036,-0.17036958482575928
ACH-000037,-0.14090751421968312
ACH-000039,0.035662389796358426
ACH-000040,-0.2118783201684231
ACH-000041,-0.20675657008446768
ACH-000042,-0.2107114626499576
ACH-000045,-0.10361022371869832
ACH-000047,-0.2131556515000596
ACH-000052,-0.08242097086060671
ACH-000053,-0.13820626351856766
ACH-000054,-0.1021539630920398
ACH-000055,-0.04286287849334236
ACH-000060,-0.044183630372470216
ACH-000067,-0.1653656682450287
ACH-000070,-0.12843747639506348
ACH-000075,-0.14684781514532558
ACH-000078,-0.08535544931302452
ACH-000082,-0.16459651818625234
ACH-000085,-0.2588657269026538
ACH-000086,-0.05582233102445901
ACH-000087,-0.09122198820091892
ACH-000092,-0.1702204331111812
ACH-000095,-0.1070920434801586
ACH-000097,-0.035058664867665894
ACH-000098,-0.03333716600658758
ACH-000099,-0.09314149648965693
ACH-000108,-0.1259697067336935
ACH-000113,-0.08358562493369122
ACH-000116,-0.148818604412032
ACH-000118,-0.12923220355010076
ACH-000120,-0.17917336882829518
ACH-000123,-0.215801607215572
ACH-000127,-0.17446996607826
ACH-000128,-0.0554027302414506
ACH-000132,-0.2704620951221616
ACH-000133,-0.15751596011492985
ACH-000137,-0.2211301536462195
ACH-000138,-0.03318567000640385
ACH-000142,-0.212864361347558
ACH-000143,0.16328248384801278
ACH-000146,-0.2089950992713832
ACH-000148,-0.14616248389739214
ACH-000150,-0.2140223103216564
ACH-000152,-0.0369492993459181
ACH-000153,-0.1963374326936868
ACH-000159,-0.02784270269060497
ACH-000160,-0.23805470883049365
ACH-000163,-0.06695906897929622
ACH-000167,-0.2026196245619888
ACH-000168,-0.08154356459763061
ACH-000169,-0.09091234960588193
ACH-000178,-0.0813446886563928
ACH-000183,-0.14124588790655598
ACH-000188,-0.05354591328122673
ACH-000189,-0.12655267328304318
ACH-000190,-0.29184170933786663
ACH-000198,-0.18690679636555568
ACH-000203,-0.05355039907520825
ACH-000204,-0.060704704786304124
ACH-000206,-0.03332016980949742
ACH-000207,-0.06667830115681896
ACH-000208,-0.12786296302067554
ACH-000210,-0.29932480095877184
ACH-000211,-0.06105600325106586
ACH-000215,-0.11973302275370895
ACH-000221,-0.18344697285338524
ACH-000222,-0.2346416851540856
ACH-000223,-0.20460683556896356
ACH-000226,-0.19026229581371026
ACH-000227,-0.10330998185079393
ACH-000228,-0.11842905150354985
ACH-000231,-0.18545401539617587
ACH-000232,-0.10003206461836407
ACH-000233,-0.16504273703283434
ACH-000234,-0.2346926005328656
ACH-000235,-0.23200867467026454
ACH-000237,-0.06418993571188453
ACH-000238,-0.27144596057059955
ACH-000242,-0.1392203578488469
ACH-000243,-0.1290595163084304
ACH-000244,-0.12994566378459738
ACH-000246,-0.05982129945978376
ACH-000248,-0.21260107048727425
ACH-000250,-0.18794467903839973
ACH-000251,-0.22443239507156434
ACH-000252,-0.08973575013026144
ACH-000253,-0.32226619656011635
ACH-000255,-0.13371914350028105
ACH-000256,-0.20177565887403992
ACH-000257,0.07917515326585745
ACH-000258,-0.20393162617448632
ACH-000259,-0.04071236987650938
ACH-000260,-0.1546462544488386
ACH-000261,-0.18547573007853446
ACH-000262,-0.15152118333613993
ACH-000263,-0.051828488655096136
ACH-000264,-0.0709416602713273
ACH-000265,-0.1575950955992025
ACH-000266,-0.2513085702137147
ACH-000272,-0.17954766511061154
ACH-000274,-0.2116678735438816
ACH-000277,-0.18463474894278048
ACH-000278,-0.21208940220974465
ACH-000279,-0.1097409280449974
ACH-000280,-0.2493463721174173
ACH-000281,-0.034215287821287736
ACH-000288,-0.17526044909648586
ACH-000291,-0.07075383852139383
ACH-000293,-0.06588053167872031
ACH-000294,-0.07789841663327156
ACH-000295,-0.08480522418469465
ACH-000296,-0.01413765617918949
ACH-000302,-0.15474127021363698
ACH-000304,-0.05228169158197555
ACH-000307,-0.2394138927482625
ACH-000308,-0.10973767802135537
ACH-000310,-0.17094543068865276
ACH-000311,-0.2797612286780318
ACH-000312,-0.0007701627256724488
ACH-000315,-0.14396798600857882
ACH-000316,-0.26591431374517993
ACH-000317,0.16407465611877078
ACH-000318,-0.1103284814769818
ACH-000319,-0.17564063674620062
ACH-000320,-0.1027603446399353
ACH-000322,-0.02086784055292024
ACH-000323,-0.010408480280705837
ACH-000324,-0.044995423939284816
ACH-000329,-0.11913048036665427
ACH-000330,-0.15086991896291893
ACH-000331,-0.2617014692217863
ACH-000332,-0.07725593454214781
ACH-000334,-0.1320432446290227
ACH-000335,-0.09360695525621174
ACH-000336,-0.07887070672329563
ACH-000337,-0.06244362278886877
ACH-000338,-0.19166363566414196
ACH-000339,-0.15153714849025918
ACH-000341,-0.007650964049670112
ACH-000348,-0.15714488442646882
ACH-000350,-0.14551824518251555
ACH-000352,-0.35713909967009355
ACH-000356,-0.043276753818397073
ACH-000361,-0.20875799376244186
ACH-000362,-0.1004940383009044
ACH-000363,-0.03937993841972018
ACH-000364,-0.21986063769044886
ACH-000365,-0.11776143805995964
ACH-000366,-0.032254588708744834
ACH-000368,-0.2623618424771648
ACH-000374,-0.3372736615644592
ACH-000375,-0.10826268041747944
ACH-000376,-0.0805146910740909
ACH-000381,0.03965313281737424
ACH-000383,-0.21676076013093504
ACH-000387,-0.03696530453235712
ACH-000389,-0.319798780739301
ACH-000390,-0.1372223999108486
ACH-000393,-0.15311042878965805
ACH-000395,-0.17076569721861565
ACH-000396,-0.3396327987873599
ACH-000397,-0.22843182174414026
ACH-000401,-0.07787008623379252
ACH-000402,-0.20713426904622212
ACH-000403,-0.2817099401904807
ACH-000404,0.02897153495107125
ACH-000406,-0.07957601459636719
ACH-000407,-0.2172270290114602
ACH-000408,-0.24361373839769604
ACH-000410,-0.35931156543066217
ACH-000411,-0.12029516584116147
ACH-000414,-0.10578235120475153
ACH-000415,-0.2444351226395985
ACH-000416,-0.07058736499046472
ACH-000420,-0.019313068699196512
ACH-000421,-0.1607065629203459
ACH-000424,-0.12824942134406106
ACH-000425,-0.2559820370565188
ACH-000426,-0.4358028219434164
ACH-000427,-0.23343764165590256
ACH-000433,-0.10805800438733107
ACH-000435,0.138425260388967
ACH-000436,-0.1837504777968127
ACH-000444,-0.048150356642462006
ACH-000445,-0.3029543620702501
ACH-000448,-0.21620095711808854
ACH-000450,-0.002592361771950677
ACH-000452,-0.20921848215557776
ACH-000454,-0.2706030509825211
ACH-000458,-0.13391180053425825
ACH-000459,-0.14728348594564444
ACH-000460,-0.24954750653615934
ACH-000461,-0.0963230591911443
ACH-000463,-0.1001208483653344
ACH-000464,-0.3920188019586378
ACH-000466,-0.13701145968006487
ACH-000467,-0.23076545698049225
ACH-000468,-0.14571212569667708
ACH-000469,-0.09919126260022207
ACH-000470,-0.24185057049289055
ACH-000471,-0.27165103331146584
ACH-000472,-0.0917736887216972
ACH-000473,-0.18157869005590796
ACH-000475,-0.10437510902391572
ACH-000476,-0.06693161683000946
ACH-000477,-0.2098994430215929
ACH-000479,0.09645965002340796
ACH-000480,-0.19066740323749592
ACH-000481,-0.3283816093715375
ACH-000483,-0.3868960616403274
ACH-000484,-0.12560692121158712
ACH-000485,-0.2357370908135471
ACH-000486,-0.23975333769939405
ACH-000487,-0.04343904315940216
ACH-000488,-0.18323866729231994
ACH-000490,-0.2279078590637814
ACH-000491,-0.11941516411893137
ACH-000495,-0.30354675841026274
ACH-000496,-0.20587421152608265
ACH-000499,-0.13654341902939546
ACH-000500,-0.3140037627493414
ACH-000502,-0.06006957550486765
ACH-000503,-0.36273660965248977
ACH-000505,-0.12584168573775456
ACH-000507,-0.0261464787852046
ACH-000510,-0.1373327397921746
ACH-000511,-0.04871258222488858
ACH-000512,0.06116291718921176
ACH-000516,-0.0656560715342723
ACH-000517,-0.13034729115824115
ACH-000518,-0.03452248239165155
ACH-000520,-0.15164669633978464
ACH-000521,-0.14248006136837674
ACH-000522,-0.3280268990085309
ACH-000524,-0.14298608835304413
ACH-000527,-0.2519718867615233
ACH-000528,-0.28179759681658306
ACH-000537,-0.13716091315277815
ACH-000541,-0.2688724994460404
ACH-000542,-0.06764369422100762
ACH-000544,-0.1096585844803994
ACH-000545,-0.1477162193873227
ACH-000547,-0.3005555809356055
ACH-000548,-0.22120109544883032
ACH-000549,-0.21085111549382546
ACH-000550,-0.1049673313358233
ACH-000552,-0.16545530286674215
ACH-000556,-0.05743024507265261
ACH-000557,-0.0726721530046213
ACH-000569,-0.2536646087051187
ACH-000570,-0.12955107067829394
ACH-000571,-0.06609135671249504
ACH-000573,-0.1929088704966595
ACH-000576,-0.15076820190429546
ACH-000579,-0.10576195792864576
ACH-000580,-0.042063583763146686
ACH-000584,-0.07669682754143961
ACH-000585,-0.3627195775162866
ACH-000588,-0.030015378123445093
ACH-000589,-0.2719929256470595
ACH-000591,-0.1461199320228716
ACH-000593,-0.17078568334882901
ACH-000600,-0.32153649196034056
ACH-000601,-0.17432310995300193
ACH-000605,-0.2490140546849904
ACH-000606,-0.4137758239125696
ACH-000608,-0.19943175363129045
ACH-000614,0.014344938786104756
ACH-000616,-0.15302115123927748
ACH-000618,-0.12006125560170085
ACH-000619,-0.1962237563979252
