,IRAK4 (51135)
ACH-000004,0.10645347805688464
ACH-000005,-0.189103587425786
ACH-000007,-0.1695596711084167
ACH-000009,-0.08775731428216241
ACH-000011,0.11500844432166984
ACH-000012,0.032344652381021084
ACH-000013,-0.0647533962060621
ACH-000014,-0.19104354531776604
ACH-000015,-0.10147530529550557
ACH-000017,-0.01654126372915139
ACH-000018,0.03214363880780974
ACH-000019,0.022317610995549467
ACH-000021,0.050126827268214436
ACH-000022,0.07721492793927791
ACH-000025,-0.14218655632330668
ACH-000028,-0.02561006177393588
ACH-000030,-0.03477765582331978
ACH-000035,-0.10814588876069743
ACH-000036,-0.04158100719049203
ACH-000037,0.07396312079451574
ACH-000039,0.09273496037694796
ACH-000040,-0.1897968212214521
ACH-000041,-0.04887036233205068
ACH-000042,-0.016687136660629303
ACH-000045,-0.02122850371399117
ACH-000047,0.03593840515574523
ACH-000052,-0.25096400587250023
ACH-000053,0.04106573640727567
ACH-000054,-0.08309528243917852
ACH-000055,0.11557352649135046
ACH-000060,0.07303200930322573
ACH-000067,-0.2944149531864184
ACH-000070,-0.06362497026862489
ACH-000075,0.02580457790609557
ACH-000078,0.009880489599351037
ACH-000082,-0.01858324905243315
ACH-000085,-0.06388624866892365
ACH-000086,-0.12117447269117075
ACH-000087,-0.2134606979777635
ACH-000092,-0.07836829795940431
ACH-000095,-0.017592998832913032
ACH-000097,-0.06216118321894555
ACH-000098,-0.09179340824573876
ACH-000099,-0.14161393605999215
ACH-000108,0.16564285008708754
ACH-000113,0.014685544552722557
ACH-000116,0.0691318697508901
ACH-000118,0.12403727844750972
ACH-000120,0.30524402361861125
ACH-000123,-0.11571811484825455
ACH-000127,-0.07898796116334346
ACH-000128,-0.06253004798182317
ACH-000132,0.018192953087692483
ACH-000133,-0.16733717906286155
ACH-000137,0.06461405140454822
ACH-000138,0.05685548546534847
ACH-000142,-0.1982563290548116
ACH-000143,-0.1781948123764647
ACH-000146,-0.07521335088552808
ACH-000148,0.020173627522206784
ACH-000150,-0.07913129028844347
ACH-000152,-0.18893960773623228
ACH-000153,-0.1181825435027849
ACH-000159,-0.08730114096017118
ACH-000160,-0.1336840578284967
ACH-000163,0.017921660831173112
ACH-000167,-0.35436017905843625
ACH-000168,0.13400232253474867
ACH-000169,0.01893700442472928
ACH-000178,-0.0865639354279737
ACH-000183,-0.03387854467234454
ACH-000188,-0.027159811971202368
ACH-000189,0.10128114896856134
ACH-000190,-0.13737816125890415
ACH-000198,0.0789390589575392
ACH-000203,0.32630170007616804
ACH-000204,-0.16233400122240432
ACH-000206,-0.127571942290821
ACH-000207,-0.012659341378905987
ACH-000208,-0.0726260761426122
ACH-000210,0.12549060070838025
ACH-000211,-0.03680770283636027
ACH-000215,-0.07113939459584256
ACH-000221,0.02067480695039109
ACH-000222,0.18214121204476952
ACH-000223,-0.2324897832589019
ACH-000226,0.0380631046490847
ACH-000227,-0.20762497694455406
ACH-000228,-0.12185915323534835
ACH-000231,-0.041541743002917034
ACH-000232,-0.02498447225892456
ACH-000233,0.05259307944111119
ACH-000234,-0.03444186543466999
ACH-000235,-0.09775426414684237
ACH-000237,-0.15556649811071466
ACH-000238,-0.10754616210571596
ACH-000242,0.20154117953808748
ACH-000243,-0.05844371493135414
ACH-000244,-0.2260090156853475
ACH-000246,-0.06768513748483349
ACH-000248,-0.03167042440369095
ACH-000250,0.01170148867072728
ACH-000251,-0.16638207379623754
ACH-000252,0.08142408894193243
ACH-000253,0.0633168552661681
ACH-000255,-0.09354049421831777
ACH-000256,-0.12581809919649453
ACH-000257,0.1437271534774784
ACH-000258,0.03462856646023905
ACH-000259,-0.09014842059548148
ACH-000260,0.0072463972377321065
ACH-000261,-0.05358126256742308
ACH-000262,0.004924742841180406
ACH-000263,0.05217086932144474
ACH-000264,0.0554920205733892
ACH-000265,0.028965776084923168
ACH-000266,-0.11098465044009588
ACH-000272,0.06715277007454798
ACH-000274,-0.07787607440242934
ACH-000277,-0.016032438963885072
ACH-000278,-0.2967460823039873
ACH-000279,-0.0806638722945965
ACH-000280,-0.009674127001742607
ACH-000281,-0.07236792483289921
ACH-000288,0.035457471833290566
ACH-000291,-0.1387809924270416
ACH-000293,-0.09039786784487834
ACH-000294,-0.005337543854388582
ACH-000295,-0.09652927899310862
ACH-000296,0.033830055151240795
ACH-000302,-0.09889691599815277
ACH-000304,0.2445666837854304
ACH-000307,0.03420807427343557
ACH-000308,-0.149314808522199
ACH-000310,-0.03216865664632185
ACH-000311,0.014808797551611722
ACH-000312,0.013420840453504643
ACH-000315,-0.02137383992876729
ACH-000316,0.04407174697512666
ACH-000317,-0.0744093454843685
ACH-000318,-0.05741134333226691
ACH-000319,0.016835747579586457
ACH-000320,0.035823424773939024
ACH-000322,-0.2658021848205758
ACH-000323,0.026889717886155552
ACH-000324,-0.08456015667009477
ACH-000329,-0.07803105775842538
ACH-000330,0.04270969696656595
ACH-000331,-0.13524241721827507
ACH-000332,-0.08636769388640822
ACH-000334,0.09852420160391737
ACH-000335,-0.05906409062945135
ACH-000336,-0.2982665258333149
ACH-000337,-0.10316048329611044
ACH-000338,-0.1406800178510078
ACH-000339,-0.06382613862276343
ACH-000341,0.29139378102870633
ACH-000348,-0.056972618140367325
ACH-000350,0.0041527422638413325
ACH-000352,-0.015487079874230071
ACH-000356,-0.1907138550920366
ACH-000361,0.2430541113419748
ACH-000362,-0.032818634620822185
ACH-000363,-0.006531609056064838
ACH-000364,-0.0181761092463527
ACH-000365,-0.0909411095819052
ACH-000366,-0.246242441264196
ACH-000368,0.1885065946470316
ACH-000374,0.017367522012281762
ACH-000375,0.054766014898108464
ACH-000376,-0.04885963171321496
ACH-000381,0.23126378946146164
ACH-000383,-0.03747227092619725
ACH-000387,-0.07524591870250585
ACH-000389,0.10688973545254203
ACH-000390,0.09188720010262054
ACH-000393,-0.022021164129169896
ACH-000395,0.021524785567413218
ACH-000396,0.195183888134862
ACH-000397,0.05832927320282313
ACH-000401,-0.17588999057986826
ACH-000402,-0.1927101772753556
ACH-000403,-0.021452232395155174
ACH-000404,-0.1245803576777381
ACH-000406,-0.11146523897238857
ACH-000407,0.017576528783038548
ACH-000408,-0.07574249588599895
ACH-000410,-0.0544094814241877
ACH-000411,-0.028517657718181013
ACH-000414,-0.16414871498954686
ACH-000415,-0.04064960271816389
ACH-000416,-0.07568523638610812
ACH-000420,-0.04365245522522492
ACH-000421,-0.05259005975494554
ACH-000424,-0.1676798972979567
ACH-000425,-0.028665264462498705
ACH-000426,0.1839521780011554
ACH-000427,-0.13796236442451093
ACH-000433,0.24240321307470314
ACH-000435,-0.2305816710227575
ACH-000436,-0.2556035395757782
ACH-000444,0.10368701051461007
ACH-000445,0.07813651495057837
ACH-000448,-0.08184194492223579
ACH-000450,-0.047615112635094436
ACH-000452,-0.1020892478739553
ACH-000454,-0.09550907468638764
ACH-000458,0.009916345943988684
ACH-000459,-0.01659292921220977
ACH-000460,-0.07020689212524453
ACH-000461,0.018626560402593584
ACH-000463,-0.15233536935755862
ACH-000464,-0.11890017099148853
ACH-000466,0.026946436252628075
ACH-000467,-0.17114080524876185
ACH-000468,0.01357346875230634
ACH-000469,-0.005930371733003309
ACH-000470,0.01247745970446008
ACH-000471,-0.0275697103390869
ACH-000472,-0.01772553371878994
ACH-000473,0.10830096723966384
ACH-000475,-0.017904108789285215
ACH-000476,-0.04485596860726865
ACH-000477,-0.12010490161349635
ACH-000479,0.01324051201948197
ACH-000480,0.09054184904030832
ACH-000481,-0.04290446488037202
ACH-000483,0.010366899526350249
ACH-000484,0.07203287630488188
ACH-000485,0.02126277450846781
ACH-000486,-0.05982508260630209
ACH-000487,0.011079104070429436
ACH-000488,-0.0004092047537826076
ACH-000490,-0.08004988146332713
ACH-000491,-0.015649626600291917
ACH-000495,0.17331168216557274
ACH-000496,0.10279327731354024
ACH-000499,-0.10275990383670798
ACH-000500,-0.3857252563218265
ACH-000502,-0.054086915155026435
ACH-000503,0.11626825677447725
ACH-000505,-0.04067148838398377
ACH-000507,-0.07641422451156357
ACH-000510,0.004195339171779011
ACH-000511,-0.165465785125739
ACH-000512,-0.10567674102827856
ACH-000516,-0.07112381347074319
ACH-000517,-0.08154722731097015
ACH-000518,-0.12897962879197078
ACH-000520,-0.10907729585576033
ACH-000521,-0.024808108643799544
