,GHRH (2691)
ACH-000004,0.04506337379513229
ACH-000005,-0.030325814965422124
ACH-000007,0.1522541170817988
ACH-000009,0.07859282308939486
ACH-000011,-0.02613491454310257
ACH-000012,0.2051736007127112
ACH-000013,0.12483111783939745
ACH-000014,0.1456409108506683
ACH-000015,0.07481416543020142
ACH-000017,0.06956336743237017
ACH-000018,0.13800097882263349
ACH-000019,0.09502834580648344
ACH-000021,0.08635129715110519
ACH-000022,0.14359723728761595
ACH-000025,0.03134723385534118
ACH-000028,0.1164859362596314
ACH-000030,-0.010331929226181813
ACH-000035,0.17383204858410126
ACH-000036,0.1919574745603807
ACH-000037,0.1520996280416373
ACH-000039,0.08794011219474461
ACH-000040,0.0738181663892472
ACH-000041,0.11929706572214785
ACH-000042,0.06552041643012406
ACH-000045,0.1027771419353758
ACH-000047,0.037483032705914514
ACH-000052,0.1261918128403053
ACH-000053,0.06298742458186778
ACH-000054,0.09179109302087167
ACH-000055,-0.14219382549358509
ACH-000060,0.08602357211129733
ACH-000067,0.14524586507365367
ACH-000070,0.19226382100971684
ACH-000075,0.06441670504291107
ACH-000078,0.07763562697421951
ACH-000082,0.1433594191616437
ACH-000085,-0.12778242946567053
ACH-000086,-0.02185797065991273
ACH-000087,0.02692775654636889
ACH-000092,0.029286771585092818
ACH-000095,0.20451748797872416
ACH-000097,0.07417761687760599
ACH-000098,0.25019861235470403
ACH-000099,0.09197938252794592
ACH-000108,0.09142795444763084
ACH-000113,0.11045012032189666
ACH-000116,0.09799929259782376
ACH-000118,0.0518537337121679
ACH-000120,0.05922403932530871
ACH-000123,0.010371998716334516
ACH-000127,0.126370054407328
ACH-000128,0.08714989934287018
ACH-000132,0.23794390261971898
ACH-000133,-0.0137912399628715
ACH-000137,0.15913596565492208
ACH-000138,0.14549431408786775
ACH-000142,0.15653176064743546
ACH-000143,0.009735151624434116
ACH-000146,0.11920889973300546
ACH-000148,0.13873568930057856
ACH-000150,0.11814746770173774
ACH-000152,0.12539019776522245
ACH-000153,0.20097063002600546
ACH-000159,0.17703314122240793
ACH-000160,0.1733688094671319
ACH-000163,0.08832093581982865
ACH-000167,0.48104688699782105
ACH-000168,0.06763907282812143
