,CT62 (196993)
ACH-000004,0.10266856603878327
ACH-000005,-0.07670466808098922
ACH-000007,0.07496353130641333
ACH-000009,-0.0810365354379719
ACH-000011,-0.2037826630107109
ACH-000012,-0.1779527170511062
ACH-000013,0.021779669222072855
ACH-000014,-0.03098339117784632
ACH-000015,0.008853188638663216
ACH-000017,0.0016459207255764365
ACH-000018,-0.10581656804287196
ACH-000019,-0.2762356280756097
ACH-000021,0.021558778392783327
ACH-000022,-0.014700561743138928
ACH-000025,0.04989318122014084
ACH-000028,-0.10723377994668228
ACH-000030,0.023389948423556087
ACH-000035,0.08754245097401378
ACH-000036,0.014100133432386985
ACH-000037,-0.1863288232001436
ACH-000039,-0.09306408039518782
ACH-000040,-0.08066598599537035
ACH-000041,-0.016057682028807887
ACH-000042,-0.05295066439292938
ACH-000045,-0.04012412461285402
ACH-000047,-0.07826101203199742
ACH-000052,-0.027103163776223297
ACH-000053,-0.0020244488141706557
ACH-000054,-0.20416430233686314
ACH-000055,-0.005772372041852692
ACH-000060,-0.06508510694177193
ACH-000067,-0.06534631800747304
ACH-000070,0.003159758728688069
ACH-000075,0.12042048273301464
ACH-000078,-0.18598227397168468
ACH-000082,-0.10129969240323514
ACH-000085,0.10178307699442256
ACH-000086,0.028227416984276964
ACH-000087,-0.09539336578252013
ACH-000092,-0.02217983882217061
ACH-000095,0.03555860268045779
ACH-000097,-0.0824353516132085
ACH-000098,0.1191628827067032
ACH-000099,-0.1042821972989223
ACH-000108,-0.023813553808800653
ACH-000113,0.03992446700899987
ACH-000116,-0.10370379977975132
ACH-000118,-0.01932372035254343
ACH-000120,-0.12410638219569002
ACH-000123,0.0018208973566209766
ACH-000127,-0.06924958177038308
ACH-000128,0.014667689403121272
ACH-000132,-0.15544384425426686
ACH-000133,-0.09525037945550516
ACH-000137,-0.04375126451523495
ACH-000138,0.0747437250426567
ACH-000142,0.1103908866580808
ACH-000143,0.04768549232623808
ACH-000146,-0.02446467826210068
ACH-000148,0.02866831961069336
ACH-000150,0.08270213598408704
ACH-000152,-0.04802520332018676
ACH-000153,-0.14012069935520194
ACH-000159,-0.02557529753881847
ACH-000160,0.07013679101191618
ACH-000163,0.11538634888378245
ACH-000167,-0.03895844625123462
ACH-000168,-0.007021222503775046
ACH-000169,-0.004789963017862947
ACH-000178,-0.04156125119914154
ACH-000183,-0.031325996771001445
ACH-000188,-0.0314962654897438
ACH-000189,0.16742497778187052
ACH-000190,-0.06868736234898952
ACH-000198,0.01657435917764465
ACH-000203,-0.5661231137285577
ACH-000204,0.07938708013468042
ACH-000206,-0.1574980794787682
ACH-000207,0.10567951558777476
ACH-000208,-0.023140300826447698
ACH-000210,0.12843089453752798
ACH-000211,-0.006376919515988751
ACH-000215,0.0009837077563221944
ACH-000221,0.11021240455219224
ACH-000222,-0.0701542609192432
ACH-000223,-0.10022286669961357
ACH-000226,0.06255546658856767
ACH-000227,-0.1865986394142864
ACH-000228,0.014700493061689938
ACH-000231,-0.06401017275449143
ACH-000232,0.07630600042891576
ACH-000233,-0.054466431970304936
ACH-000234,-0.12750656215408973
ACH-000235,-0.08531920614384983
ACH-000237,-0.07218323171060421
ACH-000238,-0.1196134180531128
ACH-000242,-0.0006881239988120329
ACH-000243,-0.09088775297832942
ACH-000244,-0.09887381575742812
ACH-000246,0.058368424674561985
ACH-000248,-0.11918479907031815
ACH-000250,-0.06689960385603727
ACH-000251,-0.24949278780213865
ACH-000252,-0.1944405780016132
ACH-000253,-0.11325823181203908
ACH-000255,-0.1096124467369244
ACH-000256,-0.07821331094119803
ACH-000257,-0.19046417517340775
ACH-000258,-0.1253403287174746
ACH-000259,-0.03927576667159318
ACH-000260,-0.0004820474972360664
ACH-000261,0.018186430583274345
ACH-000262,0.12662284836639548
ACH-000263,-0.03829251375549656
ACH-000264,-0.029062331437398586
ACH-000265,-0.10519900032577116
ACH-000266,-0.08013353522433822
ACH-000272,-0.046204876706180335
ACH-000274,-0.08525716471247857
ACH-000277,-0.08314428850096008
ACH-000278,-0.11491563438090956
ACH-000279,-0.1125035036121345
ACH-000280,0.03404259401398672
ACH-000281,-0.026360758060865942
ACH-000288,-0.10037866023311838
ACH-000291,-0.13012751517293522
ACH-000293,0.05048762745826409
ACH-000294,-0.06923783901673629
ACH-000295,0.03736010684738143
ACH-000296,-0.20305746310620074
ACH-000302,-0.06543987587415342
ACH-000304,-0.1459354756177224
ACH-000307,-0.10853487648907828
ACH-000308,-0.0082324850790335
ACH-000310,-0.2612240609350983
ACH-000311,-0.0022523619653570352
ACH-000312,-0.06725076378227164
ACH-000315,0.07104282906634089
ACH-000316,0.044372705188838735
ACH-000317,-0.0338606401803571
ACH-000318,0.04032247717880917
ACH-000319,-0.16147511325287964
ACH-000320,0.018179264561109208
ACH-000322,-0.17077979716217578
ACH-000323,-0.01745520208082879
ACH-000324,0.06800031579329012
ACH-000329,-0.03498099905109258
ACH-000330,-0.17543775339111356
ACH-000331,-0.23963203447614145
ACH-000332,-0.06022548487615244
ACH-000334,0.04912403969679
ACH-000335,-0.01636855227846009
ACH-000336,0.06500055256933036
ACH-000337,0.0068879785247197576
ACH-000338,-0.31724360573049915
ACH-000339,-0.03965886673497314
ACH-000341,0.07821625006124283
ACH-000348,0.05396608642152925
ACH-000350,-0.14774457295347534
ACH-000352,-0.08856558463806799
ACH-000356,-0.08779936863744651
ACH-000361,-0.06207216169732601
ACH-000362,0.07539599110260732
ACH-000363,-0.05395081972050078
ACH-000364,-0.119812913596632
ACH-000365,0.048930593933742376
ACH-000366,-0.0725584161782535
