,TRIM49C (642612)
ACH-000473,-0.5231609212653934
ACH-000475,-0.3966141860602729
ACH-000476,-0.5197383456501378
ACH-000477,-0.4867984371312742
ACH-000479,-0.5560022789236073
ACH-000480,-0.37561577071976493
ACH-000481,-0.4601397566321874
ACH-000483,-0.4661257961451708
ACH-000484,-0.4624963514027037
ACH-000485,-0.5868476849423055
ACH-000486,-0.4715687039728912
ACH-000487,-0.4651226507286632
ACH-000488,-0.4356692281348784
ACH-000490,-0.4474297395630577
ACH-000491,-0.4752331135500897
ACH-000495,-0.293627630880429
ACH-000496,-0.4254085695673016
ACH-000499,-0.2867765626681282
ACH-000500,-0.3941959756123296
ACH-000502,-0.4271645998457089
ACH-000503,-0.4619473332785457
ACH-000505,-0.3574010799250608
ACH-000507,-0.4360584648854325
ACH-000510,-0.4210145921981503
ACH-000511,-0.4836330680091791
ACH-000512,-0.5025253420230735
ACH-000516,-0.4612718035502343
ACH-000517,-0.3725696427252623
ACH-000518,-0.3745977038046844
ACH-000520,-0.3618933017733214
ACH-000521,-0.4776846742292406
ACH-000522,-0.3553689970072382
ACH-000524,-0.3396811191559496
ACH-000527,-0.3956713436691564
ACH-000528,-0.3256362901263605
ACH-000537,-0.3939493530300132
ACH-000541,-0.4371013529095485
ACH-000542,-0.4306827712492377
ACH-000544,-0.3733887291740373
ACH-000545,-0.38524864505351497
ACH-000547,-0.2472034503860821
ACH-000548,-0.451151347986577
ACH-000549,-0.33340697617838555
ACH-000550,-0.4248087019951325
ACH-000552,-0.367107625089416
ACH-000556,-0.3415572309646985
ACH-000557,-0.41930860060696107
ACH-000569,-0.6075482697197729
ACH-000570,-0.5697343027381112
ACH-000571,-0.4189344479036996
ACH-000573,-0.4399815986678744
ACH-000576,-0.3815493313663691
ACH-000579,-0.32170079319245243
ACH-000580,-0.5222201295110576
ACH-000584,-0.5138138371448937
ACH-000585,-0.4513159697975033
ACH-000588,-0.2885360730388277
ACH-000589,-0.490990906291454
ACH-000591,-0.5190409498739098
ACH-000593,-0.40675091192998986
ACH-000600,-0.3641382620827432
ACH-000601,-0.4408332667521272
ACH-000605,-0.34916490487226665
ACH-000606,-0.3443950506809422
ACH-000608,-0.3827868823780759
ACH-000614,-0.5938763504583765
ACH-000616,-0.39414170537586013
ACH-000618,-0.35634028767821035
ACH-000619,-0.5126603503389574
ACH-000620,-0.4104045659701133
ACH-000621,-0.3575550807922795
ACH-000622,-0.4007379835213789
ACH-000623,-0.2874092241281658
ACH-000624,-0.4201654951831312
ACH-000627,-0.4855823303228031
ACH-000630,-0.4809843218829687
ACH-000631,-0.4455772150025096
ACH-000632,-0.3575501096050841
ACH-000633,-0.3848204620235298
ACH-000637,-0.2680903977850304
ACH-000638,-0.37876207462505296
ACH-000646,-0.2748890848402823
ACH-000647,-0.4749251266132052
ACH-000648,-0.3670959305715651
ACH-000649,-0.4601591271523243
ACH-000651,-0.35516515208451915
ACH-000652,-0.4409922664355693
ACH-000653,-0.5866169342192072
ACH-000657,-0.3969913548055359
ACH-000658,-0.5312412783088786
ACH-000661,-0.5015435850728387
ACH-000662,-0.5178443604629269
ACH-000663,-0.4571919987680375
ACH-000665,-0.2685056900286837
ACH-000671,-0.4633279962787422
ACH-000672,-0.4922969230324888
ACH-000673,-0.4564187483008895
ACH-000676,-0.3992036123996729
ACH-000677,-0.3371015203199637
ACH-000681,-0.4827127143108565
ACH-000683,-0.2442421107585996
ACH-000684,-0.3631428641923935
ACH-000688,-0.4128243704951987
ACH-000693,-0.3234666310634816
ACH-000694,-0.4661407006718402
ACH-000695,-0.4114500067145769
ACH-000696,-0.4874980285072069
ACH-000697,-0.4236526521537137
ACH-000699,-0.35102998187275297
ACH-000701,-0.4784802205678434
ACH-000706,-0.5359686186949659
ACH-000711,-0.3757965696858796
ACH-000713,-0.2873382800472286
ACH-000714,-0.3416524913368673
ACH-000718,-0.393591789191202
ACH-000720,-0.5661588113862954
ACH-000721,-0.3238429605794137
ACH-000724,-0.473616210930096
ACH-000725,-0.3290069931389429
ACH-000732,-0.4966567218901733
ACH-000734,-0.5211090244324578
ACH-000735,-0.4335749767656537
ACH-000736,-0.2780377956052109
ACH-000738,-0.5120434226767907
ACH-000746,-0.4577835630311655
ACH-000747,-0.41670446361853
ACH-000748,-0.3724345809986273
ACH-000753,-0.33216099922795284
ACH-000756,-0.44261471554336895
ACH-000757,-0.3299664895388569
ACH-000758,-0.4743573680655802
ACH-000760,-0.4308573775354981
ACH-000762,-0.3887260113827804
ACH-000763,-0.4622602459341206
ACH-000764,-0.4751452411072567
ACH-000765,-0.5403535188845213
ACH-000766,-0.37801265936062
ACH-000767,-0.4460295609455305
ACH-000768,-0.4227862916178378
ACH-000769,-0.39291568192071735
ACH-000770,-0.4796656385898381
ACH-000771,-0.43549104529260096
ACH-000773,-0.39528661201385584
ACH-000776,-0.3898942776301749
ACH-000777,-0.4374545772119094
ACH-000778,-0.4964169560835506
ACH-000781,-0.3977573854727465
ACH-000782,-0.3198092766712872
ACH-000783,-0.3959777964161314
ACH-000784,-0.3278386278537448
ACH-000785,-0.3705132725392978
ACH-000787,-0.4542419984057723
ACH-000788,-0.3909259851655017
ACH-000791,-0.3246327256725625
ACH-000792,-0.498475395076917
ACH-000794,-0.39144890061543786
ACH-000796,-0.4238046575526152
ACH-000798,-0.5186950987409736
ACH-000799,-0.4105812559239274
ACH-000800,-0.2528199326314892
ACH-000802,-0.3935303262876262
ACH-000804,-0.3083794083091385
ACH-000805,-0.4749046169001522
ACH-000809,-0.4603735773742334
ACH-000810,-0.4143251565387257
ACH-000811,-0.4209505842597387
ACH-000817,-0.35539680881388963
ACH-000819,-0.36092757170673584
ACH-000820,-0.4563524258019046
ACH-000821,-0.4063290478239718
ACH-000822,-0.3982763894668173
ACH-000823,-0.3739055132192047
ACH-000824,-0.5330809169342029
ACH-000827,-0.3251412518300901
ACH-000829,-0.4774023416358101
ACH-000831,-0.4290440237198816
ACH-000832,-0.3910639148156579
ACH-000833,-0.3941460722004265
ACH-000834,-0.3510249487950347
ACH-000835,-0.4526701593928493
ACH-000836,-0.5095473168564578
ACH-000837,-0.3955113303517221
ACH-000838,-0.4011887699782194
ACH-000839,-0.31951983353577323
ACH-000840,-0.5242658996013714
ACH-000841,-0.4653084783924105
ACH-000843,-0.3902188903212036
ACH-000846,-0.34741965633963323
ACH-000847,-0.3134594523136079
ACH-000848,-0.5231797875464451
ACH-000849,-0.4179146350181773
ACH-000851,-0.4691293455935176
ACH-000855,-0.3855204150050223
ACH-000856,-0.5094389966358395
ACH-000858,-0.39513530905160377
ACH-000859,-0.5107987964608163
ACH-000861,-0.5189158795624905
ACH-000862,-0.5198671191896855
ACH-000865,-0.3814040368616667
ACH-000866,-0.44269365269569216
ACH-000867,-0.3648650711614778
ACH-000869,-0.4642417828394735
ACH-000872,-0.4429429580948929
ACH-000873,-0.5555604917179962
ACH-000876,-0.4076972194511675
ACH-000878,-0.4712693290148893
ACH-000880,-0.4294370210970838
ACH-000881,-0.4545491270090243
ACH-000882,-0.4198077099580367
ACH-000884,-0.3621117616927224
ACH-000885,-0.4543808774593757
ACH-000887,-0.3710514221733111
ACH-000889,-0.4517367242533311
ACH-000896,-0.26164372424043697
ACH-000898,-0.4046812344644077
ACH-000900,-0.5024650492754354
ACH-000901,-0.35142944030509704
ACH-000905,-0.3745995916406377
ACH-000906,-0.31139429016104386
ACH-000907,-0.4913855942334394
ACH-000910,-0.4221148467712785
ACH-000911,-0.4608777422516202
ACH-000912,-0.3839774033313816
ACH-000913,-0.3717231708787532
ACH-000915,-0.4337198390921949
ACH-000916,-0.14264875173794975
ACH-000917,-0.5152915057803499
ACH-000920,-0.43704373571469
ACH-000921,-0.4987332548773187
ACH-000924,-0.4542542904742719
ACH-000926,-0.4811693578340966
ACH-000928,-0.3333789510263437
ACH-000929,-0.4869832732684423
ACH-000932,-0.5269331332816906
ACH-000935,-0.4236344747822833
ACH-000936,-0.328507950192155
ACH-000937,-0.2964215567397383
ACH-000938,-0.4350944744259994
ACH-000939,-0.3483203939826149
ACH-000941,-0.5046196105000569
ACH-000943,-0.5162156418364933
ACH-000946,-0.4118989429587766
ACH-000947,-0.5320360525965401
ACH-000948,-0.5401706371653537
ACH-000950,-0.4289978633160511
ACH-000953,-0.4404445775150224
ACH-000954,-0.5070702773154981
ACH-000957,-0.36081974615567103
ACH-000958,-0.3586929246807249
ACH-000960,-0.38695312502376794
ACH-000963,-0.4520165628315626
ACH-000968,-0.5170953314692126
ACH-000969,-0.4091227820714875
ACH-000972,-0.4443080282000524
ACH-000973,-0.2665751887427756
ACH-000974,-0.3807453785094497
ACH-000978,-0.5456257011529502
ACH-000984,-0.4615919849975194
ACH-000986,-0.41749809441018
ACH-000988,-0.43424550710153503
ACH-000993,-0.4606297213096244
ACH-000994,-0.4968546815452658
ACH-000996,-0.47543700249169
ACH-001001,-0.38130581207469816
ACH-001020,-0.1849894633244819
ACH-001028,-0.4137876925438741
ACH-001031,-0.4169250242578045
ACH-001038,-0.34727846013526525
ACH-001048,-0.4853914424645737
ACH-001050,-0.40399110062231136
ACH-001053,-0.4759812970185523
ACH-001054,-0.4033377219255775
ACH-001061,-0.4890085125206528
ACH-001067,-0.3833611087512115
ACH-001075,-0.4042612020825406
ACH-001096,-0.3928180756182405
ACH-001111,-0.35068870571934674
ACH-001119,-0.5692385244166771
ACH-001128,-0.4519553159823066
ACH-001134,-0.4032028528785849
ACH-001151,-0.3213978623464737
ACH-001163,-0.3033051071197572
ACH-001164,-0.7518130924857792
ACH-001183,-0.4287548749000282
ACH-001192,-0.40247176594805895
ACH-001193,-0.4348154190962023
ACH-001196,-0.6242053116144296
ACH-001197,-0.4207570992585968
ACH-001205,-0.34454778782211115
ACH-001211,-0.4354873986525445
ACH-001212,-0.6079227391275085
ACH-001228,-0.4669104751495282
ACH-001232,-0.4632251600661406
ACH-001239,-0.2845355842161923
ACH-001270,-0.2643916775358794
ACH-001274,-0.3438434397637941
ACH-001275,-0.3223957620986541
ACH-001277,-0.25394134709599003
ACH-001278,-0.4930009229011669
ACH-001280,-0.28309765088586986
ACH-001283,-0.3563741892690905
ACH-001289,-0.4473413196103181
ACH-001300,-0.3534502829382974
ACH-001301,-0.452413069184373
ACH-001302,-0.581644699536251
ACH-001306,-0.4681974656186738
ACH-001318,-0.4205046866371874
ACH-001322,-0.3561107488225458
ACH-001328,-0.5009211765430319
ACH-001332,-0.4080606655152485
ACH-001336,-0.35060952081605523
ACH-001346,-0.4105626735791905
ACH-001353,-0.44578260627242944
ACH-001354,-0.3830985632079107
ACH-001367,-0.6176261728421526
ACH-001368,-0.3279514148857112
ACH-001374,-0.3870152581965376
ACH-001377,-0.3914359694556141
ACH-001380,-0.3746948409620459
ACH-001391,-0.3367734365717794
ACH-001408,-0.3571060136528981
ACH-001430,-0.27925978771037857
ACH-001431,-0.27081189394451843
ACH-001450,-0.4022547997632738
ACH-001496,-0.36631473191591984
ACH-001500,-0.30621640380719056
ACH-001523,-0.2844599921557798
ACH-001532,-0.4168858876127116
ACH-001550,-0.4075071577327448
ACH-001552,-0.288784808615224
ACH-001554,-0.41997889295227697
ACH-001654,-0.3209607203071346
ACH-001735,-0.3307936968834674
ACH-001736,-0.5575832124674214
ACH-001737,-0.19469298600554813
ACH-001740,-0.4524129211344709
ACH-001745,-0.5567855764820026
ACH-001765,-0.4507183642435982
