,GADD45GIP1 (90480)
ACH-000004,-0.24924629393054776
ACH-000005,0.13051686958118658
ACH-000007,-0.3755122550695887
ACH-000009,-0.14771406445496502
ACH-000011,-0.1258431305699199
ACH-000012,-0.3997713382737839
ACH-000013,-0.449301389614488
ACH-000014,-0.29360363083974983
ACH-000015,-0.4890094913239738
ACH-000017,-0.04030589055285152
ACH-000018,-0.3831426823545525
ACH-000019,-0.4465186842598962
ACH-000021,-0.19358987185319845
ACH-000022,-0.5198171460288834
ACH-000025,-0.3340480997840277
ACH-000028,-0.29523723458964163
ACH-000030,-0.18117369726551635
ACH-000035,-0.3165296620579868
ACH-000036,-0.06886688201782977
ACH-000037,-0.18560083652489254
ACH-000039,-0.1986946543748051
ACH-000040,-0.13587903035088889
ACH-000041,-0.20853327032744076
ACH-000042,-0.09060179327679667
ACH-000045,-0.3150088327879004
ACH-000047,-0.4249546521159226
ACH-000052,-0.1520423808373246
ACH-000053,-0.1769597915681272
ACH-000054,-0.2831770025370072
ACH-000055,-0.21737400756254988
ACH-000060,-0.18197533906517369
ACH-000067,-0.2142901532506784
ACH-000070,-0.16979442685390578
ACH-000075,-0.050570661502335634
ACH-000078,-0.1632172022402988
ACH-000082,-0.09273275257046916
ACH-000085,-0.1691657708011582
ACH-000086,-0.4898032522173621
ACH-000087,-0.2142949691869668
ACH-000092,-0.20982478285692988
ACH-000095,-0.05767988051398236
ACH-000097,-0.15058095357946466
ACH-000098,-0.29031435656400983
ACH-000099,-0.14391999507804445
ACH-000108,-0.3625572522186357
ACH-000113,-0.4006215228750635
ACH-000116,-0.3943411492789044
ACH-000118,-0.4589085192957508
ACH-000120,-0.2942100886318875
ACH-000123,-0.3751686907939964
ACH-000127,-0.17150519260708266
ACH-000128,-0.42329662000949
ACH-000132,-0.21613370315762234
ACH-000133,-0.2755160769787477
ACH-000137,-0.40564681477166015
ACH-000138,-0.35914625716712706
ACH-000142,-0.18545060506763306
ACH-000143,-0.39054118247932296
ACH-000146,-0.308702393985149
ACH-000148,-0.22473921793263665
ACH-000150,-0.3850757811575413
ACH-000152,-0.2822301913914793
ACH-000153,0.15211222290614695
ACH-000159,-0.28721481987877695
ACH-000160,-0.41195967902773467
ACH-000163,-0.3006190782751578
ACH-000167,0.1713271614193699
ACH-000168,-0.10864909761740182
ACH-000169,-0.317576166256258
ACH-000178,-0.3633451227155353
ACH-000183,-0.4194596470655968
ACH-000188,-0.1595519452777765
ACH-000189,-0.328377909697801
ACH-000190,-0.42968732775448426
ACH-000198,0.04268665952765501
ACH-000203,-0.7025680696101441
ACH-000204,-0.3827030003726689
ACH-000206,-0.32713360788228896
ACH-000207,-0.14494364680072128
ACH-000208,-0.20149245536111784
ACH-000210,-0.05767384982591085
ACH-000211,-0.2232710200534405
ACH-000215,-0.3170299963698744
ACH-000221,-0.4064835715276767
ACH-000222,-0.2588456759567698
ACH-000223,-0.1851540606269476
ACH-000226,-0.3327426247795344
ACH-000227,-0.024059309893367502
ACH-000228,-0.3590960880963332
ACH-000231,-0.28181168846736976
ACH-000232,-0.1853076725484939
ACH-000233,-0.2149136362447994
ACH-000234,-0.23514994266008685
ACH-000235,-0.21820489828757306
ACH-000237,-0.08845610641590991
ACH-000238,-0.12372895282295072
ACH-000242,0.14376993350002326
ACH-000243,-0.2450201569026753
ACH-000244,-0.29440276992530257
ACH-000246,-0.3189487761993507
ACH-000248,-0.5531342915407821
ACH-000250,-0.12008321661272058
ACH-000251,-0.2112950413087058
ACH-000252,-0.3221771568241115
ACH-000253,-0.19748422303638108
ACH-000255,-0.33166295905382553
ACH-000256,-0.21412175941268
ACH-000257,-0.25908878811859803
ACH-000258,-0.1876434090498877
ACH-000259,-0.540369891910776
ACH-000260,-0.15957842336344974
ACH-000261,-0.03525157233257925
ACH-000262,-0.3852454804176269
ACH-000263,-0.002217965984853011
ACH-000264,-0.139635140618001
ACH-000265,-0.4527264580298076
ACH-000266,-0.04938441445950719
ACH-000272,-0.10493645999359016
ACH-000274,-0.19902134685266384
ACH-000277,-0.2402818223902588
ACH-000278,-0.08189024294011704
ACH-000279,-0.16580084561817368
ACH-000280,-0.3165101324107291
ACH-000281,-0.4190242258086688
ACH-000288,-0.2644373604526687
ACH-000291,-0.4469487061195523
ACH-000293,-0.37800375428127336
ACH-000294,-0.3579163390789551
ACH-000295,-0.19344639384957496
ACH-000296,-0.3570099828961513
ACH-000302,-0.36878507950125416
ACH-000304,-0.391381885219908
ACH-000307,-0.3219266694781344
ACH-000308,-0.154068437438387
ACH-000310,-0.0023542002501740268
ACH-000311,-0.16486516284533315
ACH-000312,-0.48145041038335495
ACH-000315,-0.28433316057214275
ACH-000316,-0.04040212223310345
ACH-000317,-0.3867729135647706
ACH-000318,-0.2722513124108837
ACH-000319,-0.2903365283443499
ACH-000320,-0.2591300360868669
ACH-000322,-0.2015822166853631
ACH-000323,-0.2730350814273862
ACH-000324,-0.21670762316841471
ACH-000329,-0.3313547656035116
ACH-000330,-0.2534783090763815
ACH-000331,-0.4903705617461934
ACH-000332,-0.037007994455546936
ACH-000334,-0.20867408004414104
ACH-000335,-0.08615815203661728
ACH-000336,-0.4446390238953446
ACH-000337,-0.2888601033125996
ACH-000338,-0.4857866585307569
ACH-000339,-0.1904783518129906
ACH-000341,-0.3028560651943218
ACH-000348,-0.3139034858308352
ACH-000350,-0.2934015467404184
ACH-000352,-0.2778011299226497
ACH-000356,-0.40172971743199015
ACH-000361,-0.05954840833560807
ACH-000362,-0.13620845276210633
ACH-000363,-0.3111687920468776
ACH-000364,-0.433250354388728
ACH-000365,-0.3860072406704093
ACH-000366,-0.13094029248967584
ACH-000368,-0.20557383428542927
ACH-000374,-0.2040899337662752
ACH-000375,-0.2100138222857605
ACH-000376,-0.25904401346451705
ACH-000381,-0.5057914979845
ACH-000383,-0.2706127365833286
ACH-000387,-0.13099053134028624
ACH-000389,0.2332276603207636
ACH-000390,-0.18430693730447187
ACH-000393,-0.16490371918878244
ACH-000395,0.048501900310462136
ACH-000396,-0.2992111783065229
ACH-000397,-0.07329801567281581
ACH-000401,-0.28712248279355607
ACH-000402,-0.3827525316487561
ACH-000403,-0.15772959034637646
ACH-000404,-0.2468823314688395
ACH-000406,-0.3758799542633205
ACH-000407,-0.3051389767028139
ACH-000408,-0.35952978412267483
ACH-000410,-0.27729845284319604
ACH-000411,-0.10065824677290952
ACH-000414,-0.4601251301711812
ACH-000415,-0.3704881277158452
ACH-000416,-0.16100373406259794
ACH-000420,-0.10987015900121172
ACH-000421,-0.2631695107618646
ACH-000424,-0.5895093950342156
ACH-000425,-0.10445544529578683
ACH-000426,-0.4926276911221092
ACH-000427,-0.3389365514241571
ACH-000433,-0.24476838085059796
ACH-000435,-0.4689541820591985
ACH-000436,0.14223159209144792
ACH-000444,-0.2433747667977473
ACH-000445,-0.2965754125893109
ACH-000448,-0.2218400444727111
ACH-000450,-0.19154890717900055
ACH-000452,-0.34775018236520555
ACH-000454,-0.4746515699434229
ACH-000458,-0.8152629284299778
ACH-000459,-0.4744293480297525
ACH-000460,-0.3674526812474391
ACH-000461,-0.6277330783006011
ACH-000463,-0.20743172580895444
ACH-000464,-0.15905256490545716
ACH-000466,-0.1080375499151541
ACH-000467,-0.6502130731320246
ACH-000468,-0.20248686873085567
ACH-000469,-0.4045742080789765
ACH-000470,-0.16409643131400264
ACH-000471,-0.18385136375783231
ACH-000472,-0.1831973433225676
ACH-000473,-0.4183013861631288
ACH-000475,-0.3283568197109066
ACH-000476,-0.4097600943686021
ACH-000477,-0.3001450429651285
ACH-000479,-0.26421614945284305
ACH-000480,-0.3369947225008875
ACH-000481,-0.22086217095739635
ACH-000483,-0.4339901046379992
ACH-000484,-0.20786626170845346
ACH-000485,-0.05643978338381218
ACH-000486,-0.3165329904955882
ACH-000487,-0.3531852947691653
ACH-000488,-0.4280694289799945
ACH-000490,-0.3948415564323439
ACH-000491,-0.3791114260725771
ACH-000495,-0.19709778321695026
ACH-000496,-0.27499916729368284
ACH-000499,-0.3185411053870531
ACH-000500,-0.3966746595643119
ACH-000502,-0.1375970159416135
ACH-000503,-0.3680534359111871
ACH-000505,-0.15852568237126005
ACH-000507,-0.4569311930696838
ACH-000510,-0.2298490792180177
ACH-000511,-0.07097169670918183
ACH-000512,-0.5173648616878479
ACH-000516,-0.07408446929755635
ACH-000517,-0.16290698705567794
ACH-000518,-0.3116549403338024
ACH-000520,-0.10564373476389596
ACH-000521,-0.19652732462396832
ACH-000522,-0.15395459200280245
ACH-000524,-0.3240469771301118
ACH-000527,-0.2939976156636421
ACH-000528,-0.4031173141449982
ACH-000537,-0.3861586776375861
ACH-000541,-0.17033374656383984
ACH-000542,-0.07601768881905831
ACH-000544,-0.3477289443996197
ACH-000545,-0.326807410161264
ACH-000547,-0.33042761196622483
ACH-000548,-0.13083885840115142
ACH-000549,-0.5208781591205264
ACH-000550,-0.05251327149396196
ACH-000552,-0.3676533561479515
ACH-000556,-0.32844076655289256
ACH-000557,-0.17298045735308304
ACH-000569,-0.3641364331966241
ACH-000570,-0.25059553658456585
ACH-000571,-0.20654725005993
ACH-000573,-0.1946258933518753
ACH-000576,-0.013666894464475249
ACH-000579,-0.14792766121667886
ACH-000580,-0.4115207250326241
ACH-000584,-0.4232562262035692
ACH-000585,-0.19259541940747596
ACH-000588,-0.5155752701110078
