,AGAP1 (116987)
ACH-000004,-0.0918149476344638
ACH-000005,-0.2632754129036124
ACH-000007,-0.13719263551013414
ACH-000009,-0.28610662455848457
ACH-000011,0.13068486147737365
ACH-000012,-0.2610836875057337
ACH-000013,-0.1655348646756216
ACH-000014,-0.08828281577049613
ACH-000015,-0.1448342134366013
ACH-000017,-0.1995076305081984
ACH-000018,0.08411552181171578
ACH-000019,-0.12876136900350524
ACH-000021,-0.11801622956974825
ACH-000022,-0.21188430426913546
ACH-000025,-0.10772667667599646
ACH-000028,-0.020366958205330837
ACH-000030,0.13752972838832214
ACH-000035,-0.10499508629006477
ACH-000036,0.028984029159823562
ACH-000037,-0.2607814875330348
ACH-000039,-0.3341349926597702
ACH-000040,-0.3198580312442804
ACH-000041,-0.10327490454166978
ACH-000042,-0.05964342908334898
ACH-000045,-0.12507577855208346
ACH-000047,-0.16714296449797575
ACH-000052,0.15243818788606353
ACH-000053,-0.2050702313648302
ACH-000054,-0.03714089648250106
ACH-000055,-0.22710810154256966
ACH-000060,-0.06894273263353043
ACH-000067,-0.08440591368144476
ACH-000070,-0.1905014998137431
ACH-000075,0.058246334077148486
ACH-000078,-0.2405521083355234
ACH-000082,-0.11674048098780845
ACH-000085,-0.29167768206879635
ACH-000086,-0.10427958611871886
ACH-000087,-0.09328025565732542
ACH-000092,-0.19047449664714905
ACH-000095,-0.2454516276953153
ACH-000097,-0.08606004961099394
ACH-000098,0.020607324388080862
ACH-000099,-0.19181982419688373
ACH-000108,-0.16571343408320807
ACH-000113,-0.09952273780665076
ACH-000116,-0.10243179507290764
ACH-000118,0.06543045551993851
ACH-000120,-0.20543103193279025
ACH-000123,-0.18583782690138684
ACH-000127,-0.05537982244834858
ACH-000128,-0.3191896083955193
ACH-000132,-0.02631896609331026
ACH-000133,-0.17475503151052976
ACH-000137,-0.08066060201075287
ACH-000138,-0.08105675877302299
ACH-000142,-0.18194681458163292
ACH-000143,-0.2660939348854034
ACH-000146,-0.14117185343669242
ACH-000148,-0.0009402253147928494
ACH-000150,-0.254781336985106
ACH-000152,-0.2215736503882351
ACH-000153,-0.4634436049435942
ACH-000159,-0.0838999313397771
ACH-000160,-0.08462878693584598
ACH-000163,-0.3691259518499952
ACH-000167,-0.10775696086198586
ACH-000168,-0.30851617652116464
ACH-000169,-0.062340443725785274
ACH-000178,-0.04538905491383624
ACH-000183,-0.2887500153893321
ACH-000188,-0.18375841561530426
ACH-000189,-0.11938565536785545
ACH-000190,-0.2012584828014604
ACH-000198,-0.1670048267221928
ACH-000203,-0.2276172737362073
ACH-000204,-0.09185456433429323
ACH-000206,-0.18027162980124
ACH-000207,-0.1104223815009
ACH-000208,-0.04522128128622319
ACH-000210,-0.1821268017927609
ACH-000211,-0.13235110203875258
ACH-000215,-0.15687053310201474
ACH-000221,-0.10092790640188434
ACH-000222,0.03265520543531888
ACH-000223,-0.22152574993653265
ACH-000226,-0.0582966830755241
ACH-000227,-0.2267812754892823
ACH-000228,-0.20699740107388656
ACH-000231,-0.22232234337128198
ACH-000232,-0.1416764056762661
ACH-000233,-0.20774560087173632
ACH-000234,0.04229974086433968
ACH-000235,-0.04195194817977055
ACH-000237,-0.10987786954719876
ACH-000238,-0.1916585037287794
ACH-000242,-0.2996476485534173
ACH-000243,-0.14292665652345826
ACH-000244,-0.3586979817963181
ACH-000246,0.013143909669111569
ACH-000248,-0.11158326140287783
ACH-000250,-0.190607836511343
ACH-000251,0.06897942218661876
ACH-000252,-0.1403108065636869
ACH-000253,-0.16207090560753434
ACH-000255,-0.309108573353665
ACH-000256,-0.2124542085901176
ACH-000257,-0.0967936160459572
ACH-000258,-0.2392491391470449
ACH-000259,-0.1590914588546158
ACH-000260,-0.14209766348036384
ACH-000261,-0.1673830643624227
ACH-000262,0.16093025255940324
ACH-000263,-0.16023682324555366
ACH-000264,-0.06208881557680256
ACH-000265,-0.052516136786369176
ACH-000266,-0.015885877051924843
ACH-000272,-0.07710479158091592
ACH-000274,-0.13049644487537398
ACH-000277,-0.07042089321471191
ACH-000278,-0.19545588903072625
ACH-000279,-0.1347497884202131
ACH-000280,-0.12284682171277875
ACH-000281,-0.2399541436852792
ACH-000288,-0.16738575495948704
ACH-000291,-0.1926349946461679
ACH-000293,-0.06882727463871081
ACH-000294,-0.2626955536602555
ACH-000295,-0.3302740153530375
ACH-000296,-0.021146984326086582
ACH-000302,-0.009712602163243595
ACH-000304,-0.23260833022183064
ACH-000307,-0.1480766944668304
ACH-000308,-0.1826131561082557
ACH-000310,-0.4137873585357648
ACH-000311,-0.07883500016412898
ACH-000312,-0.06522342523699548
ACH-000315,-0.03306419300100033
ACH-000316,-0.18005946088424604
ACH-000317,-0.4257550998128632
ACH-000318,-0.12368007567311573
ACH-000319,-0.09886421788536433
ACH-000320,-0.05330352461663487
ACH-000322,-0.13609125830310648
ACH-000323,-0.3741405163415396
ACH-000324,-0.0913546101684546
ACH-000329,-0.20444539321096009
ACH-000330,-0.1455860086771715
ACH-000331,-0.2071712617417761
ACH-000332,-0.147277193662468
ACH-000334,-0.26492380030995377
ACH-000335,-0.29204814474914703
ACH-000336,0.02787690063452309
ACH-000337,-0.019367577162173032
ACH-000338,-0.5916610711936625
ACH-000339,-0.07065458681739806
ACH-000341,-0.2022501200838668
ACH-000348,-0.16328020051253794
ACH-000350,-0.11464307185489625
ACH-000352,-0.1152615634919957
ACH-000356,-0.13556840500504105
ACH-000361,-0.1726809076527552
ACH-000362,-0.04821831015464983
ACH-000363,-0.12408603889627265
ACH-000364,0.1290220236436297
ACH-000365,-0.16496589400261255
ACH-000366,0.019712619485868776
ACH-000368,-0.05358628990954928
ACH-000374,-0.14891863456209267
ACH-000375,-0.06618573566491248
ACH-000376,-0.007116921299161134
ACH-000381,-0.24491551667777345
ACH-000383,-0.22100658622208294
ACH-000387,-0.11288729187944027
ACH-000389,0.10657220197608966
ACH-000390,-0.23559697329991894
ACH-000393,-0.14712134359244808
ACH-000395,-0.09270748065710024
ACH-000396,-0.052079012978009966
ACH-000397,-0.1962179515326622
ACH-000401,0.009147047227038829
ACH-000402,-0.13696014772143986
ACH-000403,-0.25083584355193017
ACH-000404,-0.32760494347429503
ACH-000406,-0.1435062411587567
ACH-000407,-0.04396128363465161
ACH-000408,-0.1512234999198934
ACH-000410,-0.1770312515954229
ACH-000411,0.02867771346688138
ACH-000414,-0.22178187510091316
ACH-000415,-0.18654641717276912
ACH-000416,-0.1627091845760613
ACH-000420,0.12895492400865402
ACH-000421,-0.12800239067296384
ACH-000424,-0.22491021344722853
ACH-000425,-0.04027350423205561
ACH-000426,-0.046827565308675836
ACH-000427,-0.2173812475989983
ACH-000433,-0.2480981251739301
ACH-000435,0.008279911122603623
ACH-000436,-0.2901139605569912
ACH-000444,-0.1038281929804229
ACH-000445,-0.19790244716057048
ACH-000448,-0.1758238387343613
ACH-000450,-0.025071565668518057
ACH-000452,-0.06605700166463142
ACH-000454,-0.049792445976296514
ACH-000458,-0.15850656863463025
ACH-000459,-0.12840665475558038
ACH-000460,-0.1654275778254637
ACH-000461,-0.0479143317246285
ACH-000463,-0.2259638317507812
ACH-000464,-0.1324820149238946
ACH-000466,-0.1665211718421286
ACH-000467,-0.17562690054702926
ACH-000468,-0.1072063891602198
ACH-000469,-0.18800970112219656
ACH-000470,-0.10665531852012278
ACH-000471,-0.058842742569070475
ACH-000472,-0.12203318936198865
ACH-000473,-0.03820796187442641
ACH-000475,-0.11489041478058512
ACH-000476,-0.14965461893779647
ACH-000477,-0.17029130140430435
ACH-000479,-0.4245898874305813
ACH-000480,-0.06897835089303703
ACH-000481,-0.04791486918646351
ACH-000483,-0.2339834972170183
ACH-000484,-0.4904920078196538
ACH-000485,-0.02412614481759456
