,PADI4 (23569)
ACH-000004,0.05002020800721927
ACH-000005,0.2821107511309053
ACH-000007,0.1067429712314068
ACH-000009,0.022081539516124574
ACH-000011,0.061038819001860825
ACH-000012,0.08843861513208164
ACH-000013,0.054219792768035895
ACH-000014,0.1384417213772289
ACH-000015,0.1904386579295148
ACH-000017,0.19588234231118407
ACH-000018,0.1291547094085764
ACH-000019,0.2734886558830964
ACH-000021,0.16514257924175713
ACH-000022,0.02378493918990584
ACH-000025,0.09079976725477898
ACH-000028,0.33069228625202274
ACH-000030,0.1337272105994764
ACH-000035,-0.11128235575278296
ACH-000036,0.07930510244517666
ACH-000037,0.02983188349629693
ACH-000039,0.10343172423190293
ACH-000040,0.06595023381729093
ACH-000041,-0.01322363890884344
ACH-000042,0.08739904415060219
ACH-000045,-0.08729253159505282
ACH-000047,0.036333844209200335
ACH-000052,-0.10467834445672818
ACH-000053,0.1171440341899273
ACH-000054,0.06084305474067625
ACH-000055,0.1720654596754669
ACH-000060,-0.023537824332490347
ACH-000067,0.0657133171709504
ACH-000070,0.032684835761362316
ACH-000075,0.18054438102277426
ACH-000078,0.06972953337498841
ACH-000082,0.13040077568172725
ACH-000085,0.03142891090320234
ACH-000086,0.08833625514947137
ACH-000087,-0.09438340162293717
ACH-000092,0.043809792562903765
ACH-000095,0.11488397368966413
ACH-000097,0.057639193711333275
ACH-000098,0.0983441436223218
ACH-000099,0.08109063032840852
ACH-000108,0.033513719800372294
ACH-000113,0.030067041961176693
ACH-000116,0.10694063599379736
ACH-000118,0.17538065702747865
ACH-000120,-0.004605655395596354
ACH-000123,0.027388201890843084
ACH-000127,0.10139890436999804
ACH-000128,-0.04300036258832513
ACH-000132,0.16965486718372425
ACH-000133,0.13629601313144732
ACH-000137,-0.08664272604761718
ACH-000138,0.21063636777725853
ACH-000142,-0.07944284368135134
ACH-000143,0.055726472211230484
ACH-000146,0.21177208081340748
ACH-000148,0.21640289408348107
ACH-000150,-0.12927200360838645
ACH-000152,0.010520890943727766
ACH-000153,-0.16892861941038956
ACH-000159,0.08502324180065993
ACH-000160,0.46630332905952
ACH-000163,0.1263894736532744
ACH-000167,1.0450327676420408
ACH-000168,0.2470149544131457
ACH-000169,0.05816630016025566
ACH-000178,0.15861412647660114
ACH-000183,0.1927576620806559
ACH-000188,0.1270920344703509
ACH-000189,-0.005527104623402844
ACH-000190,0.4730885612265941
ACH-000198,0.01584759510426857
ACH-000203,0.13186964623300013
ACH-000204,-0.027597880816742755
ACH-000206,-0.034130343614056625
ACH-000207,0.15660700855120666
ACH-000208,-0.06468697496107273
ACH-000210,0.055990511301607294
ACH-000211,0.09342626681645604
ACH-000215,0.1713314668645653
ACH-000221,0.2151987477180508
ACH-000222,0.048116063272798514
ACH-000223,0.12880898335135826
ACH-000226,0.2389763479141385
ACH-000227,0.07089278347674796
ACH-000228,0.029749214170859406
ACH-000231,0.09774001610337492
ACH-000232,0.13450511390153624
ACH-000233,0.00011303162989165271
ACH-000234,0.16431830693813404
ACH-000235,0.14444011420105946
ACH-000237,0.10566256835620233
ACH-000238,0.09672100338243568
ACH-000242,0.14016434240558653
ACH-000243,0.12028788980910955
ACH-000244,0.030528746073879776
ACH-000246,0.059393791524170285
ACH-000248,0.13579995644871798
ACH-000250,0.02175038934748936
ACH-000251,0.1576428667674823
ACH-000252,0.19349987212674144
ACH-000253,0.09367657228636912
ACH-000255,0.09646917612325916
ACH-000256,0.007890452363748333
ACH-000257,-0.02494020594559
ACH-000258,0.014044163565382337
ACH-000259,0.07969440994729149
ACH-000260,-0.05989825733765348
ACH-000261,0.16862699447349142
ACH-000262,0.13532454424605173
ACH-000263,-0.07779302842354073
ACH-000264,0.10705103533705787
ACH-000265,0.2087110689066164
ACH-000266,0.09343813525573608
ACH-000272,0.15264363769862965
ACH-000274,-0.02301301509052351
ACH-000277,0.014670884523502147
ACH-000278,0.26015531565493905
