,KCNN1 (3780)
ACH-000004,-0.14893209077773994
ACH-000005,-0.3824523651635505
ACH-000007,-0.4193385753742926
ACH-000009,-0.14545043278360648
ACH-000011,-0.01113481759752088
ACH-000012,-0.1014890833089461
ACH-000013,-0.16127162031761189
ACH-000014,-0.09290228191753916
ACH-000015,-0.2555961406596907
ACH-000017,-0.060539676023712026
ACH-000018,-0.2369034710349785
ACH-000019,-0.2590622450636349
ACH-000021,-0.2606871064757755
ACH-000022,-0.21275985242721712
ACH-000025,-0.09304191082633018
ACH-000028,-0.3121215763127877
ACH-000030,-0.3349746520519002
ACH-000035,-0.2204503513953192
ACH-000036,-0.2206997743281356
ACH-000037,-0.1973264215688654
ACH-000039,-0.2619944220559717
ACH-000040,-0.30158421101049043
ACH-000041,-0.3511588268694455
ACH-000042,-0.2749876590840936
ACH-000045,-0.339226086848822
ACH-000047,-0.2450618466924147
ACH-000052,-0.28399215417549106
ACH-000053,-0.2864019052183662
ACH-000054,-0.19685484100259426
ACH-000055,-0.18994860847331546
ACH-000060,-0.10171937833647464
ACH-000067,-0.21340117825127586
ACH-000070,-0.07450830370521194
ACH-000075,-0.1114298263447907
ACH-000078,-0.2034173620003952
ACH-000082,-0.28033807434424
ACH-000085,-0.001221070675068551
ACH-000086,-0.1921216210762901
ACH-000087,-0.2076837628156293
ACH-000092,-0.17711862013648294
ACH-000095,-0.14712959006263626
ACH-000097,-0.27727448906571744
ACH-000098,-0.1641159115137166
ACH-000099,-0.06399112173530905
ACH-000108,-0.3298657775965583
ACH-000113,-0.13910651870433946
ACH-000116,-0.3603946557930432
ACH-000118,-0.1550857149569996
ACH-000120,-0.1434085897964633
ACH-000123,-0.1893947377767316
ACH-000127,-0.1656287096510037
ACH-000128,-0.04738388711550198
ACH-000132,-0.2628312924829517
ACH-000133,-0.18364675750472728
ACH-000137,-0.4067094976668281
ACH-000138,-0.1719501612221773
ACH-000142,0.05299198288765899
ACH-000143,-0.3357697945038843
ACH-000146,-0.2367714759172655
ACH-000148,-0.1969161097795886
ACH-000150,-0.1674382480222883
ACH-000152,0.1083252531172311
ACH-000153,-0.23280376194960184
ACH-000159,-0.2480049606266345
ACH-000160,-0.1873267924990336
ACH-000163,-0.1684512728850544
ACH-000167,-0.34893328036388693
ACH-000168,-0.04147061361470964
ACH-000169,-0.12261126486134588
ACH-000178,-0.06947098270011715
ACH-000183,-0.13728934130769513
ACH-000188,-0.3282763725164753
ACH-000189,-0.15611399788242772
ACH-000190,-0.20020783947423215
ACH-000198,-0.1357488874170431
ACH-000203,-0.54196554693853
ACH-000204,-0.2474071674431193
ACH-000206,-0.2508236487516337
ACH-000207,-0.3936200468769662
ACH-000208,-0.2048546713416572
ACH-000210,-0.13524486059798832
ACH-000211,-0.1982360079196556
ACH-000215,-0.11989708547013835
ACH-000221,-0.18724393381707052
ACH-000222,-0.08277904185020317
ACH-000223,-0.12985063113095
ACH-000226,-0.17232819138094968
ACH-000227,-0.11732640440983752
ACH-000228,-0.2350422086300077
ACH-000231,-0.05785415645751674
ACH-000232,-0.1356771641917717
ACH-000233,-0.20672003715714884
ACH-000234,-0.3116047407216788
ACH-000235,-0.16950183648042882
ACH-000237,-0.21026252646343696
ACH-000238,-0.043677756584975656
ACH-000242,-0.30432887875572817
ACH-000243,-0.190205901252883
ACH-000244,-0.10001930853080704
ACH-000246,-0.21751130906071425
ACH-000248,-0.5006446857552261
ACH-000250,-0.09829645656242623
ACH-000251,-0.3338927912815754
ACH-000252,-0.12825730126629653
ACH-000253,-0.22688434045073336
ACH-000255,-0.2281050589469506
