,PCNXL2 (80003)
ACH-000004,-0.10700449613013048
ACH-000005,0.0372173927845744
ACH-000007,-0.24141064056888376
ACH-000009,-0.16261702416988952
ACH-000011,-0.05706262817868747
ACH-000012,0.06787607514702286
ACH-000013,-0.06229599641528539
ACH-000014,-0.21682055414443294
ACH-000015,-0.06401479870063398
ACH-000017,-0.018245639058847404
ACH-000018,-0.07251673291558278
ACH-000019,0.010876709168744008
ACH-000021,-0.10384649457490208
ACH-000022,-0.08491614646808382
ACH-000025,-0.3252141578600949
ACH-000028,-0.05199924927719611
ACH-000030,-0.12426200489537773
ACH-000035,-0.02818473123727795
ACH-000036,-0.3209908620753067
ACH-000037,-0.1550132030136643
ACH-000039,-0.014739338542792215
ACH-000040,0.028220812496388636
ACH-000041,-0.3504244122886112
ACH-000042,-0.1538652876357605
ACH-000045,-0.03707938016504509
ACH-000047,-0.15043850349237656
ACH-000052,-0.16193416301017308
ACH-000053,-0.15025937190963534
ACH-000054,-0.05808000242762944
ACH-000055,-0.023485185205473942
ACH-000060,-0.004736682233479643
ACH-000067,-0.11365892311354447
ACH-000070,-0.04982546046741095
ACH-000075,-0.02033211545925324
ACH-000078,0.14051374162347507
ACH-000082,-0.04091646468153329
ACH-000085,-0.4683060333223561
ACH-000086,-0.13210732708402906
ACH-000087,-0.09224764726005556
ACH-000092,-0.11653408681634958
ACH-000095,-0.10577662044967187
ACH-000097,-0.10919888777901617
ACH-000098,-0.16992239386235086
ACH-000099,-0.21379017581401508
ACH-000108,-0.1672480659303459
ACH-000113,-0.11137162038820632
ACH-000116,-0.07883140970654752
ACH-000118,-0.08081782827436614
ACH-000120,-0.0801750408905841
ACH-000123,-0.17473993131738208
ACH-000127,-0.10224230425989944
ACH-000128,-0.0024242314181118162
ACH-000132,-0.09782285131624197
ACH-000133,-0.01603741476203411
ACH-000137,0.023668678208263613
ACH-000138,0.06256199061943793
ACH-000142,-0.2397075714151407
ACH-000143,-0.22433997936879785
ACH-000146,-0.042687815794617404
ACH-000148,-0.2618366586888229
ACH-000150,0.025744712559191373
ACH-000152,-0.1603827538566857
ACH-000153,-0.049267887766208086
ACH-000159,-0.011808320009803294
ACH-000160,-0.010635721731263145
ACH-000163,-0.08757455932569863
ACH-000167,-0.4758596100699952
ACH-000168,-0.0073743317497877315
ACH-000169,-0.12367949737817945
ACH-000178,-0.2126643162141283
ACH-000183,0.13093260786194216
ACH-000188,-0.035474369420287394
ACH-000189,-0.1109050328233431
ACH-000190,-0.07706854582490992
ACH-000198,-0.03555865335112915
ACH-000203,-0.2173602835368393
ACH-000204,-0.30927621614574285
ACH-000206,0.03753835228402684
ACH-000207,0.060008376866079724
ACH-000208,-0.2161336172576738
ACH-000210,-0.3621809899888762
ACH-000211,-0.08557727424959141
ACH-000215,-0.13576211456949966
ACH-000221,-0.1358210932857324
ACH-000222,0.09201012493986828
ACH-000223,-0.2350012221905096
ACH-000226,-0.1737273789522826
ACH-000227,-0.4243705775508145
ACH-000228,-0.2642395582385681
ACH-000231,-0.045656769230075896
ACH-000232,-0.15772773375306895
ACH-000233,-0.034731549525374696
ACH-000234,-0.18921329902837972
ACH-000235,-0.1298639739699163
ACH-000237,-0.15908776013375675
ACH-000238,-0.12234797570984983
ACH-000242,-0.18463929085032105
ACH-000243,0.009521756738022595
ACH-000244,0.06828767794236379
ACH-000246,-0.05418355016669146
ACH-000248,-0.33329826794960543
ACH-000250,-0.07479894144318712
ACH-000251,-0.1013931880392728
ACH-000252,-0.4288027566040441
ACH-000253,-0.1585943272097241
ACH-000255,-0.05505801013748461
ACH-000256,-0.11270609779389094
ACH-000257,0.1420156496432787
ACH-000258,0.04692432327308705
ACH-000259,-0.012988275730764878
