,CFAP20 (29105)
ACH-000004,-0.8014912358427971
ACH-000005,-0.5271954556717448
ACH-000007,-0.5951383912328645
ACH-000009,-0.5436124157531981
ACH-000011,-0.8659539583422365
ACH-000012,-0.7346665763517212
ACH-000013,-0.5867573945857132
ACH-000014,-0.4012382640578349
ACH-000015,-0.766709888812583
ACH-000017,-0.415309150970508
ACH-000018,-0.6008027967431928
ACH-000019,-0.364961010197146
ACH-000021,-0.4998660245592917
ACH-000022,-0.2961023935499099
ACH-000025,-0.7259008840328357
ACH-000028,-0.5706694540941071
ACH-000030,-0.7941913190742015
ACH-000035,-0.5850039869112592
ACH-000036,-0.3620829042295537
ACH-000037,-0.45915168652742205
ACH-000039,-0.8168908174153288
ACH-000040,-0.6030251578454549
ACH-000041,-0.6256113786321899
ACH-000042,-0.6171924876175664
ACH-000045,-0.4743339103197102
ACH-000047,-0.5357225718382581
ACH-000052,-0.7638699043633862
ACH-000053,-0.5343166992354819
ACH-000054,-0.6034473059677828
ACH-000055,-0.882537143533757
ACH-000060,-0.6313141866939754
ACH-000067,-0.5750741270928124
ACH-000070,-0.732388686104535
ACH-000075,-0.5439483647843675
ACH-000078,-0.671783208837248
ACH-000082,-0.5084782424360905
ACH-000085,-0.6241325594519778
ACH-000086,-0.5166443347263473
ACH-000087,-0.4140530301378935
ACH-000092,-0.6252235750645637
ACH-000095,-0.4270916618910919
ACH-000097,-0.36337688824405456
ACH-000098,-0.7021084838643542
ACH-000099,-0.611605717266689
ACH-000108,-0.6292855331304248
ACH-000113,-0.5202231612167741
ACH-000116,-0.5892850814933597
ACH-000118,-0.8565682042035941
ACH-000120,-0.5644980070398719
ACH-000123,-0.4965544994772792
ACH-000127,-0.5997328286459566
ACH-000128,-0.599043487930251
ACH-000132,-0.39942063235845904
ACH-000133,-0.8999518817808305
ACH-000137,-0.6392535943847474
ACH-000138,-0.5104643116003552
ACH-000142,-0.6747939682470059
ACH-000143,-0.7495547129753249
ACH-000146,-0.526851264073832
ACH-000148,-0.4577189649247592
ACH-000150,-0.4653250679023671
ACH-000152,-0.8733107220763369
ACH-000153,-0.5262350870153701
ACH-000159,-0.2618274147287622
ACH-000160,-0.5431060559617044
ACH-000163,-0.6960743369904765
ACH-000167,-0.6000478270074852
ACH-000168,0.004597003688965765
ACH-000169,-0.5531947758645165
ACH-000178,-0.5746215082068938
ACH-000183,-0.6237219925762062
ACH-000188,-0.7434512671724962
ACH-000189,-0.5577399678142873
ACH-000190,-0.7298126920026748
ACH-000198,-0.5632720003546873
ACH-000203,-0.5949374235526519
ACH-000204,-0.4427067570981399
ACH-000206,-0.6120799473861276
ACH-000207,-0.633179106058599
ACH-000208,-0.515886237184675
ACH-000210,-0.4031864406706686
ACH-000211,-0.7012992610917952
ACH-000215,-0.5463403941682927
ACH-000221,-0.8193627248784923
ACH-000222,-0.5786835005685446
ACH-000223,-0.4954451279662134
ACH-000226,-0.7583577905018791
ACH-000227,-0.4517723355745066
ACH-000228,-0.6498019370978048
ACH-000231,-0.7136160158837324
ACH-000232,-0.2469755325946559
ACH-000233,-0.8948945498542935
ACH-000234,-0.25786792130708097
ACH-000235,-0.5261846674618994
ACH-000237,-0.9880062429656744
ACH-000238,-0.9457430573512252
ACH-000242,-0.3826624494455835
ACH-000243,-0.5207305850859637
ACH-000244,-0.4385929783172052
ACH-000246,-0.5161244495604819
ACH-000248,-0.5942040083760675
ACH-000250,-0.6410066735220035
ACH-000251,-0.7603161346331291
ACH-000252,-0.3448729246303698
ACH-000253,-0.2291941894892824
ACH-000255,-0.4005955102785184
ACH-000256,-0.6367149019904662
ACH-000257,-0.4860607112247782
ACH-000258,-0.5828222277177495
ACH-000259,-0.4534893047590765
ACH-000260,-0.8139834357947896
ACH-000261,-0.6139891463163358
ACH-000262,-0.6828693920088121
ACH-000263,-0.3570033068059356
ACH-000264,-0.5701684767747747
ACH-000265,-0.6766902175137018
ACH-000266,-0.7264737761031769
ACH-000272,-0.1978285891623709
ACH-000274,-0.17095567916816962
ACH-000277,-0.4528599536452952
ACH-000278,-1.1214278882921478
ACH-000279,-0.7856755301491822
ACH-000280,-0.6978263132672782
ACH-000281,-0.7619986538883003
ACH-000288,-0.6242057545287326
ACH-000291,-0.5133051753312705
ACH-000293,-0.7470817051439487
ACH-000294,-0.5954269039924862
ACH-000295,-0.575661530969374
ACH-000296,-0.6440820011824344
ACH-000302,-0.6444529218976324
ACH-000304,-0.07264952222538762
ACH-000307,-0.4858648012951205
ACH-000308,-0.739209906773223
ACH-000310,-0.2908387187079657
ACH-000311,-0.2684290915297501
ACH-000312,-0.6084514874483997
ACH-000315,-0.7484204153336059
ACH-000316,-0.9996001433726079
ACH-000317,-0.476593351354614
ACH-000318,-0.6257413366173021
ACH-000319,-0.8277136090703707
ACH-000320,-0.5936112881013192
ACH-000322,-0.4245780052333713
ACH-000323,-0.7784976211462378
ACH-000324,-0.761330522401385
ACH-000329,-0.4457485397481688
ACH-000330,-0.9013841770172728
ACH-000331,-0.5973191694546902
ACH-000332,-0.21537520309284428
ACH-000334,-0.5140556349050341
ACH-000335,-0.3857723245071066
ACH-000336,-0.4473210906772481
ACH-000337,-0.6855157873378612
ACH-000338,-0.9528357287800838
ACH-000339,-0.8230226659777842
ACH-000341,-0.519296377782205
ACH-000348,-0.7038446831858572
ACH-000350,-0.3509982985429135
ACH-000352,-0.5849456790857274
ACH-000356,-0.5399276325923649
ACH-000361,-0.3784249272776039
ACH-000362,-0.2864717215346185
ACH-000363,-0.4544833439174199
ACH-000364,-0.7795827774347897
ACH-000365,-0.8811116985691679
ACH-000366,-0.5581771316661771
ACH-000368,-0.6778308720379823
ACH-000374,-1.082004560091704
ACH-000375,-0.6141148647848894
ACH-000376,-0.2984148229515714
ACH-000381,-0.3293059571753298
ACH-000383,-0.506320969178767
ACH-000387,-0.6647343265949605
ACH-000389,-0.5422392195489646
ACH-000390,-0.5738372278080908
ACH-000393,-0.6475554407000587
ACH-000395,-0.23324590330490275
ACH-000396,-0.7715981448956876
ACH-000397,-0.9745382051067748
ACH-000401,-0.4442910511150208
ACH-000402,-0.6130005272415459
ACH-000403,-0.481265171346377
ACH-000404,-0.3118446929653578
ACH-000406,-0.8154003198657418
ACH-000407,-0.4511694692378875
ACH-000408,-0.7861669695852233
ACH-000410,-0.6846883777778021
ACH-000411,-0.4871744203412102
ACH-000414,-0.4620251200186075
ACH-000415,-0.8095174156794019
ACH-000416,-0.4991669115631049
ACH-000420,-0.4390500429474323
ACH-000421,-0.7000028167536522
ACH-000424,-0.7055631780089222
ACH-000425,-0.3252512630599213
ACH-000426,-0.3026032717667564
ACH-000427,-0.4940196988467623
ACH-000433,-0.41860750817208403
ACH-000435,-0.5963089511593841
ACH-000436,-0.5174272469855158
ACH-000444,-0.8840579622405453
ACH-000445,-0.7758374726840519
ACH-000448,-0.5647968295534461
ACH-000450,-0.4133434586445141
ACH-000452,-0.7801659089976853
ACH-000454,-0.8583465364945345
ACH-000458,-0.7371706981623776
ACH-000459,-0.6255067023655374
ACH-000460,-0.6282169209688215
ACH-000461,-1.0148758368811708
