,NOL7 (51406)
ACH-000004,-0.7242735508498624
ACH-000005,-0.9420855705505068
ACH-000007,-0.4903181085255258
ACH-000009,-0.4539613229939106
ACH-000011,-1.0336567614868883
ACH-000012,-0.535890746831884
ACH-000013,-0.8988630117169922
ACH-000014,-0.3353737496978569
ACH-000015,-0.4519521281002684
ACH-000017,-0.7609895603930287
ACH-000018,-0.5502511635222945
ACH-000019,-0.4217205343278542
ACH-000021,-0.4351500880638729
ACH-000022,-0.5542991941405695
ACH-000025,-0.7096099914669308
ACH-000028,-0.6160483220806462
ACH-000030,-0.5066764097395549
ACH-000035,-0.7045587600504083
ACH-000036,-0.6375327063438558
ACH-000037,-0.7030555877623387
ACH-000039,-0.6254429540900696
ACH-000040,-0.4264073179835185
ACH-000041,-0.7872041367636659
ACH-000042,-0.713135698910049
ACH-000045,-0.5464243174192228
ACH-000047,-0.3370968587156007
ACH-000052,-0.7731108413199851
ACH-000053,-0.6153206510273592
ACH-000054,-0.6317325708326147
ACH-000055,-0.926786637138558
ACH-000060,-0.5110939168447306
ACH-000067,-0.8370250518220619
ACH-000070,-0.3637414837897069
ACH-000075,-0.9187957790565808
ACH-000078,-0.4976832573566207
ACH-000082,-0.7068018320352142
ACH-000085,-0.5317177850996692
ACH-000086,-0.5120235514034873
ACH-000087,-0.5540704975388886
ACH-000092,-0.4564183707568169
ACH-000095,-0.5942794600831591
ACH-000097,-0.7832464409805753
ACH-000098,-0.5948918116120143
ACH-000099,-0.2851146195280281
ACH-000108,-0.8108714074571803
ACH-000113,-0.6284752575321289
ACH-000116,-0.6713184162703238
ACH-000118,-0.7515715705877715
ACH-000120,-0.5521151884463558
ACH-000123,-0.5885522987058281
ACH-000127,-0.39361987268813375
ACH-000128,-0.4292759622627832
ACH-000132,-0.5440750039775785
ACH-000133,-0.4322342781706539
ACH-000137,-0.6930921607175772
ACH-000138,-0.6425829298014231
ACH-000142,-0.5493952005638868
ACH-000143,-0.7475771671814111
ACH-000146,-1.1698618030279258
ACH-000148,-0.4547415367243693
ACH-000150,-0.47154099272084
ACH-000152,-0.7722926683903614
ACH-000153,-0.9092848063388824
ACH-000159,-0.6795798916910029
ACH-000160,-0.6488039269985375
ACH-000163,-0.6739876865774231
ACH-000167,-1.3331495194150766
ACH-000168,-0.6471251505058987
ACH-000169,-0.6106967879764703
ACH-000178,-0.6890522496968532
ACH-000183,-0.6429863685889665
ACH-000188,-0.4392313685025041
ACH-000189,-0.6114923921750017
ACH-000190,-0.6203538534612977
ACH-000198,-0.6061303135278827
ACH-000203,-0.4201242732227357
ACH-000204,-0.6204018549989523
ACH-000206,-0.6487000929304733
ACH-000207,-0.4818586751190505
ACH-000208,-0.5021584395195461
ACH-000210,-0.1918494798603214
ACH-000211,-0.4946943841684978
ACH-000215,-0.5453307041500044
ACH-000221,-0.2986284694491097
ACH-000222,-0.6257221734732688
ACH-000223,-0.5386172857000775
ACH-000226,-0.6896466144029474
ACH-000227,-0.12779958757206827
ACH-000228,-0.6944002001689641
ACH-000231,-0.5699459749521053
ACH-000232,-0.6832598523260701
ACH-000233,-0.3939039397354307
ACH-000234,-0.3574776434934542
ACH-000235,-0.6760579945392087
ACH-000237,-0.5388695626520472
ACH-000238,-0.6514394092874548
ACH-000242,-0.4465793224353523
ACH-000243,-0.7824021935996348
ACH-000244,-0.7743707704457371
ACH-000246,-0.5036037339487546
ACH-000248,-0.5469109253162816
ACH-000250,-0.330271026529588
ACH-000251,-0.7229732159349846
ACH-000252,-0.6100545592236291
ACH-000253,-0.7296226715692923
ACH-000255,-0.6530440261303905
ACH-000256,-0.5590054909831659
ACH-000257,-0.6408658301603495
ACH-000258,-0.37363566309626217
ACH-000259,-0.6123306841081549
ACH-000260,-0.7864669138948521
ACH-000261,-0.5488225470578024
ACH-000262,-0.9084444141859483
ACH-000263,-0.6247631445308824
ACH-000264,-0.5170427315997667
ACH-000265,-0.6638321572023792
ACH-000266,-0.5837712682690002
ACH-000272,-0.466699628486829
ACH-000274,-0.4412067415461273
ACH-000277,-0.5500274644033615
ACH-000278,-0.7671675438018538
ACH-000279,-0.5246131036400864
ACH-000280,-0.7905053655838741
ACH-000281,-0.8242491002634599
ACH-000288,-0.4649383313258954
ACH-000291,-0.668042592081453
ACH-000293,-0.591728270941303
ACH-000294,-0.37158897575767663
ACH-000295,-0.195495949029908
ACH-000296,-0.7425438792507859
ACH-000302,-0.6607937059939828
ACH-000304,-0.4334139011479396
ACH-000307,-0.9006978558127674
ACH-000308,-0.5227987083952941
ACH-000310,-0.6108578312857541
ACH-000311,-0.79672500146098
ACH-000312,-0.8006921115480846
ACH-000315,-0.9810467431053228
ACH-000316,-0.5560040410548056
ACH-000317,-0.445457507806945
ACH-000318,-0.7106185498395448
ACH-000319,-0.672345585590599
ACH-000320,-0.5679727990523523
ACH-000322,-0.6368616184521958
ACH-000323,-0.8716704638881712
ACH-000324,-0.23201734282161485
ACH-000329,-0.2102483659289917
ACH-000330,-0.4206557463112643
ACH-000331,-0.6662205221572326
ACH-000332,-0.7690661436899789
ACH-000334,-0.470540412539404
ACH-000335,-0.5373493166215064
ACH-000336,-0.5902629101450799
ACH-000337,-0.7022076488275836
ACH-000338,-0.5184647599507628
ACH-000339,-0.6200872007030349
ACH-000341,-0.9212940434851038
ACH-000348,-0.3657161707946307
ACH-000350,-0.8374339705890388
ACH-000352,-0.8068104495600391
ACH-000356,-0.44582459564268107
ACH-000361,-0.41361957496446455
ACH-000362,-0.5373155960924635
ACH-000363,-0.6169756762331533
ACH-000364,-0.6311159113363051
ACH-000365,-0.7048814625392925
ACH-000366,-0.4474510822063452
ACH-000368,-0.4903399767502286
ACH-000374,-0.7044510160863596
ACH-000375,-0.4310906047152576
ACH-000376,-0.6045920123388989
ACH-000381,-0.6488675100545146
ACH-000383,-0.4786394239515809
ACH-000387,-0.6810580612486944
ACH-000389,-0.4793928789193585
ACH-000390,-0.5167886895650762
ACH-000393,-0.4795345914324677
ACH-000395,-0.4670276509901848
ACH-000396,-0.7262845779569231
ACH-000397,-0.8487615907695468
ACH-000401,-0.6501787970622112
ACH-000402,-0.8535428053422524
ACH-000403,-0.5807159493658018
ACH-000404,-0.5596275833999045
ACH-000406,-0.6876954398641343
ACH-000407,-0.4191368053710422
ACH-000408,-0.8607211259967545
ACH-000410,-0.5904051100383989
ACH-000411,-0.7878373927295912
ACH-000414,-0.7262162730342665
ACH-000415,-0.906158938998906
ACH-000416,-0.7259014525997789
ACH-000420,-0.6053553571411883
ACH-000421,-0.7186507038326164
ACH-000424,-0.7622475828766536
ACH-000425,-0.6715002304701531
ACH-000426,-0.8775440284012768
ACH-000427,-0.4170190435927459
ACH-000433,-0.7375458146701785
ACH-000435,-0.3992292407679751
ACH-000436,-0.7291938377726983
ACH-000444,-0.4670101214998376
ACH-000445,-0.3537102335521697
ACH-000448,-0.6833849772446058
ACH-000450,-0.6478424208799282
ACH-000452,-0.8048502129565868
ACH-000454,-0.6286925587893353
ACH-000458,-1.101225214156209
ACH-000459,-0.6383513885965294
ACH-000460,-0.6128599082251209
ACH-000461,-0.50912636377199
ACH-000463,-0.6492127175671069
ACH-000464,-0.31972996109829765
ACH-000466,-0.6617429565076027
ACH-000467,-0.5566652874820278
ACH-000468,-0.3629074517550891
ACH-000469,-0.3787810327911452
ACH-000470,-0.446421747816413
ACH-000471,-0.6778521205820458
ACH-000472,-0.4028908630666872
ACH-000473,-1.2276930203271983
ACH-000475,-0.5469313049057691
ACH-000476,-0.6269964920364333
ACH-000477,-0.7645874339785514
ACH-000479,-0.5292623953654049
ACH-000480,-0.7339852750506034
ACH-000481,-0.6212902405589259
ACH-000483,-0.9478073714788192
ACH-000484,-0.5908384357444421
ACH-000485,-0.5177328804605363
ACH-000486,-0.7808362661863458
