,CDK5R1 (8851)
ACH-000004,0.08340830128164105
ACH-000005,0.2549230420988623
ACH-000007,0.12348646964108408
ACH-000009,-0.037731252899657695
ACH-000011,0.21487705560988027
ACH-000012,0.11044280175764544
ACH-000013,0.038608739833319736
ACH-000014,0.2774052897956541
ACH-000015,0.1821747975865369
ACH-000017,0.16804928881497094
ACH-000018,0.12024779759279787
ACH-000019,0.09802456511390682
ACH-000021,0.21126165591724333
ACH-000022,0.060800423845142525
ACH-000025,0.14823967524279127
ACH-000028,0.03272596866315313
ACH-000030,0.0965443722346728
ACH-000035,0.05860023644063204
ACH-000036,-0.022807279500193987
ACH-000037,0.2002079515646886
ACH-000039,0.2625297353191932
ACH-000040,0.21573250277234896
ACH-000041,0.19867296617760385
ACH-000042,0.2241684026772229
ACH-000045,0.24532190708666274
ACH-000047,0.05173777461432568
ACH-000052,0.194505873843722
ACH-000053,0.02034297732893917
ACH-000054,0.11185292921060183
ACH-000055,0.07517649480166051
ACH-000060,0.01115980064513787
ACH-000067,0.1474757541548382
ACH-000070,0.09428588550838088
ACH-000075,0.4558984605414999
ACH-000078,0.12629498425552602
ACH-000082,0.11070666286051506
ACH-000085,0.11687207978794613
ACH-000086,-0.003246529746461016
ACH-000087,0.1989249889236918
ACH-000092,0.19778130990381407
ACH-000095,0.03450492354195469
ACH-000097,0.1784016429481164
ACH-000098,0.2299287679547833
ACH-000099,0.11216272867069473
ACH-000108,0.17519652366169067
ACH-000113,0.153817146551891
ACH-000116,0.14790383009550165
ACH-000118,0.2496234291195319
ACH-000120,0.14976429526529064
ACH-000123,0.08158930873822147
ACH-000127,0.09568912459023124
ACH-000128,0.35916821568460705
ACH-000132,0.07515315374463713
ACH-000133,0.16626008764200392
ACH-000137,-0.0005567755815195762
ACH-000138,0.203879633000532
ACH-000142,0.018378104104508616
ACH-000143,0.17577544136082418
ACH-000146,0.15881109846551725
ACH-000148,0.17363200632804654
ACH-000150,0.2867939232044466
ACH-000152,0.10487111194636466
ACH-000153,0.1675754790142618
ACH-000159,0.10739526619185287
ACH-000160,0.1572569155918554
ACH-000163,0.18273746416321726
ACH-000167,0.039597916406198586
ACH-000168,0.2318764100776173
ACH-000169,0.21807681827621653
ACH-000178,0.15823910129154825
ACH-000183,0.1879978177172345
ACH-000188,-0.03399531413966227
ACH-000189,0.12831940952571738
ACH-000190,0.21545034401438495
ACH-000198,0.2245164687818696
ACH-000203,-0.22258890954262447
ACH-000204,0.1953517042438669
ACH-000206,0.21866508195065928
ACH-000207,0.16686395531979925
ACH-000208,0.07623347868924266
ACH-000210,0.1722419242911869
ACH-000211,0.05042123322400618
ACH-000215,0.12563130169403294
ACH-000221,0.19374100863716226
ACH-000222,0.12339999847463262
ACH-000223,0.23382479698702816
ACH-000226,0.09355199566119514
ACH-000227,0.20062302006244287
ACH-000228,0.12804983779557924
ACH-000231,0.021900574467412802
ACH-000232,0.1699872049939158
ACH-000233,0.23629283660178485
ACH-000234,0.09968468162405293
ACH-000235,0.12106750715039925
ACH-000237,0.2669279551306338
ACH-000238,0.12455991182757364
ACH-000242,0.208888510803422
ACH-000243,0.06462332486275414
ACH-000244,0.076203924981265
ACH-000246,0.12748584219680598
ACH-000248,0.01997636803333597
ACH-000250,0.09431651698472956
ACH-000251,0.1032192067455974
ACH-000252,0.2356349692153157
ACH-000253,0.25756435559460394
ACH-000255,0.07101349456308906
ACH-000256,0.22261488781256414
ACH-000257,0.22340584966350688
ACH-000258,0.17998613180847828
ACH-000259,0.08059428497146442
ACH-000260,0.19073947257085108
ACH-000261,0.131740795311877
ACH-000262,-0.11819150386605115
ACH-000263,0.02893194045206765
ACH-000264,0.06410381138569644
ACH-000265,0.1037409892532054
ACH-000266,0.16776433454867828
ACH-000272,0.022363615520609642
ACH-000274,0.15088159764615594
ACH-000277,0.20851098216782665
ACH-000278,0.21816683458164354
ACH-000279,0.04028728270403557
ACH-000280,0.06362681603468744
ACH-000281,0.33170463249804394
ACH-000288,0.06438732725403913
ACH-000291,0.08824976675077904
ACH-000293,0.09530688040334903
ACH-000294,0.18363287093739808
ACH-000295,0.1237608508902328
ACH-000296,0.009841320477324837
ACH-000302,0.047150446645417385
ACH-000304,0.2899922113349547
ACH-000307,0.006808701098791118
ACH-000308,0.2151251344416025
ACH-000310,0.042863215690442096
ACH-000311,0.06693379510036931
ACH-000312,0.14176321991795424
ACH-000315,0.045313912462062164
ACH-000316,0.14413790265575593
ACH-000317,0.12804922198744634
ACH-000318,0.10462035356123246
ACH-000319,0.01462678945021319
ACH-000320,0.19947068595201828
ACH-000322,0.1265433206902822
ACH-000323,0.2092001469521323
ACH-000324,0.04238389226965052
ACH-000329,0.17708037614324895
ACH-000330,-0.0065855991955442155
ACH-000331,0.04768954197313437
ACH-000332,0.13241109853952693
ACH-000334,0.1308932391689901
ACH-000335,0.1795190746476466
ACH-000336,0.1152282059159541
ACH-000337,-0.14383617608349322
ACH-000338,0.0413500676094582
ACH-000339,0.06869762089501145
ACH-000341,0.02282160079274773
ACH-000348,0.16829280764919632
ACH-000350,0.1274883091963601
ACH-000352,0.04789563782055961
ACH-000356,0.06008136215913575
ACH-000361,0.3098726288594693
ACH-000362,0.24810949305246044
