,BCAR3 (8412)
ACH-000004,0.19262640640296155
ACH-000005,0.033402786822298566
ACH-000007,0.3143647183098597
ACH-000009,0.044599971343605084
ACH-000011,-0.01751662812152661
ACH-000012,0.10944810771093567
ACH-000013,0.020947650863528792
ACH-000014,0.005780116285079314
ACH-000015,-0.0687008679909484
ACH-000017,0.013306930270848396
ACH-000018,-0.07525046921941639
ACH-000019,0.13869251606652244
ACH-000021,0.14665525049319958
ACH-000022,0.07993159993109024
ACH-000025,-0.4288136500615213
ACH-000028,0.0336594837361644
ACH-000030,0.053181175687008836
ACH-000035,0.07845485675588545
ACH-000036,0.1697520423899705
ACH-000037,0.05060065468641384
ACH-000039,0.047377515420534005
ACH-000040,0.026739086141850117
ACH-000041,0.21335538602962312
ACH-000042,0.0935348427618023
ACH-000045,0.0777360116389056
ACH-000047,-0.03382881339467065
ACH-000052,0.011321161514365914
ACH-000053,0.16265685396752028
ACH-000054,-0.1941166145711148
ACH-000055,0.1440166621592635
ACH-000060,-0.5837276355778949
ACH-000067,0.045116134469004684
ACH-000070,0.03747615834543038
ACH-000075,-0.02727643211204024
ACH-000078,0.03226187264617179
ACH-000082,-0.12031592375935905
ACH-000085,-0.0006836665567733191
ACH-000086,0.05125333453091803
ACH-000087,0.15226873223236762
ACH-000092,-0.1255121978114471
ACH-000095,0.06957743511457141
ACH-000097,-0.09063000907716606
ACH-000098,-0.0224199392689672
ACH-000099,-0.02823081844728969
ACH-000108,0.06654413744816713
ACH-000113,-0.015391372711375112
ACH-000116,0.042630354663544014
ACH-000118,-0.2251635231412009
ACH-000120,-0.07544083713140441
ACH-000123,0.09619909627370243
ACH-000127,-0.08891146997705057
ACH-000128,0.1806283237547668
ACH-000132,-0.0364685119129138
ACH-000133,-0.05379410415248406
ACH-000137,0.07454542430404144
ACH-000138,0.08405761170242149
ACH-000142,-0.19082214952112245
ACH-000143,0.030010967674531607
ACH-000146,0.11665734839375247
ACH-000148,0.011087239495240968
ACH-000150,-0.07294158989672732
ACH-000152,-0.16226710807594494
ACH-000153,-0.10424762525767634
ACH-000159,0.180358472256708
ACH-000160,-0.016104832355939173
ACH-000163,0.27509230388639994
ACH-000167,-0.6032290995849713
ACH-000168,0.1586606670363956
ACH-000169,0.13642322166679693
ACH-000178,-0.16806195281791364
ACH-000183,0.04101549013898607
ACH-000188,0.10469235261779992
ACH-000189,0.12118665890691192
ACH-000190,-0.13029453543974756
ACH-000198,0.047225221954060405
ACH-000203,-0.011740717291463415
ACH-000204,-0.004654747134555603
ACH-000206,0.039320263917977896
ACH-000207,-0.035970006609920176
ACH-000208,-0.11016561612040623
ACH-000210,0.027549935654329453
ACH-000211,0.08874071657581255
ACH-000215,-0.026814470835623286
ACH-000221,-0.06595715325423426
ACH-000222,-0.07193638522356349
ACH-000223,-0.04914858528349025
ACH-000226,0.015099397670318006
ACH-000227,0.13984654095770227
ACH-000228,-0.017413816952623028
ACH-000231,0.053392355312713566
ACH-000232,-0.056154893438075136
ACH-000233,0.1338800923617167
ACH-000234,0.21816553717603607
ACH-000235,0.014830855328330488
ACH-000237,-0.08161123160700261
ACH-000238,-0.2669370341848002
ACH-000242,0.1801721298588142
ACH-000243,0.10605690342322567
ACH-000244,-0.007406046069968955
ACH-000246,-0.0013148195320816483
ACH-000248,-0.1487859764915204
ACH-000250,0.11696725459390404
ACH-000251,-0.027532733609406158
ACH-000252,0.3357942467641021
ACH-000253,0.21102872606214088
ACH-000255,-0.03923625481013932
ACH-000256,0.20512964159375036
ACH-000257,0.07055872811272709
ACH-000258,0.35030600769900205
ACH-000259,0.003427200380673032
ACH-000260,-0.07906597171779488
ACH-000261,-0.07389422503015293
ACH-000262,-0.012361579109457508
ACH-000263,-0.026639603931032787
ACH-000264,-0.04512937150942396
ACH-000265,0.020190445105249363
ACH-000266,0.0821673147824582
ACH-000272,-0.11099776093329376
ACH-000274,-0.17002497242885664
ACH-000277,0.25297868639720245
ACH-000278,0.03135956032837349
ACH-000279,0.0696155127207204
ACH-000280,0.01861947756603096
ACH-000281,0.20432929969336489
ACH-000288,-0.006986772039687108
ACH-000291,0.004682796481436402
ACH-000293,-0.034722262460198536
ACH-000294,0.11188275291383784
ACH-000295,0.14740085689887605
ACH-000296,0.09181189999289767
ACH-000302,0.1141243352931191
ACH-000304,0.1730167527814694
ACH-000307,0.07196125988635682
ACH-000308,0.043918114756551774
ACH-000310,0.04756126554414958
ACH-000311,0.03678934045088812
ACH-000312,0.010530212190602252
