,RET (5979)
ACH-000332,-0.1047290041931652
ACH-000334,-0.27744860285887857
ACH-000335,-0.3288037938071332
ACH-000336,-0.23317084928750495
ACH-000337,-0.2859776720451431
ACH-000338,0.02069331730875807
ACH-000339,-0.1392700736031056
ACH-000341,-0.4259923451742206
ACH-000348,-0.08635421418671076
ACH-000350,-0.17458097131384526
ACH-000352,0.006240273845085422
ACH-000356,-0.10060060747886312
ACH-000361,-0.08963119962679897
ACH-000362,-0.112093740055833
ACH-000363,-0.08470718587439996
ACH-000364,-0.1008599332171844
ACH-000365,-0.13435893028033855
ACH-000366,-0.2569801087390787
ACH-000368,-0.1031147183596422
ACH-000374,-0.19621809378217173
ACH-000375,-0.124451829999583
ACH-000376,-0.18116151526075205
ACH-000381,-0.2671458677082989
ACH-000383,-0.028494175016406262
ACH-000387,-0.0403982977913061
ACH-000389,-0.038597905856386686
ACH-000390,-0.17322056106487616
ACH-000393,-0.07516609004696316
ACH-000395,-0.10582841712712572
ACH-000396,-0.0061776776026971954
ACH-000397,-0.031232027860900218
ACH-000401,-0.06328347350985074
ACH-000402,-0.3660724551498606
ACH-000403,-0.11956319720499901
ACH-000404,-0.02552130232595637
ACH-000406,-0.12977333392404475
ACH-000407,-0.1406064290688608
ACH-000408,-0.20856414494449185
ACH-000410,-0.12567243652292542
ACH-000411,0.09323545768132838
ACH-000414,-0.12080333724395285
ACH-000415,-0.3341312188139313
ACH-000416,-0.10245345762603496
ACH-000420,-0.1866991308942207
ACH-000421,-0.108992458042344
ACH-000424,-0.3224138144708307
ACH-000425,-0.09603986500256326
ACH-000426,0.04446361171120667
ACH-000427,-0.15465523609098908
ACH-000433,-0.023735680750956133
ACH-000435,0.1865907219829029
ACH-000436,-0.12129766700683578
ACH-000444,-0.09023995008803744
ACH-000445,-0.1400349110336643
ACH-000448,-0.037750830765612704
ACH-000450,-0.02931537287871304
ACH-000452,-0.10466390145423987
ACH-000454,-0.1929488115826475
ACH-000458,-0.15387922499425166
ACH-000459,-0.06709798314729995
ACH-000460,-0.09991774425354244
ACH-000461,-0.253340334612328
ACH-000463,-0.14498909954438394
ACH-000464,0.04710111598687181
ACH-000466,-0.12253209213496093
ACH-000467,-0.11248358569721444
ACH-000468,-0.13363310887930735
ACH-000469,-0.14849972768663594
ACH-000470,-0.20279975344014906
ACH-000471,-0.10646179249431914
ACH-000472,-0.16582610664451886
ACH-000473,-0.10381996885890844
ACH-000475,-0.014770696600268503
ACH-000476,-0.05445468750025023
ACH-000477,-0.16216396462725416
ACH-000479,-0.2627639714040727
ACH-000480,-0.14262652592019134
ACH-000481,-0.2171081015820889
ACH-000483,-0.04390810866736618
ACH-000484,0.0035276412966357006
ACH-000485,-0.07793045382727858
ACH-000486,-0.06961633931994236
ACH-000487,-0.15178953574221918
ACH-000488,-0.09929817786600338
ACH-000490,-0.1517599045824146
ACH-000491,-0.19519397924250773
ACH-000495,-0.10937299862111163
ACH-000496,-0.21742974609685414
ACH-000499,-0.1498233861589667
ACH-000500,-0.6178588253414585
ACH-000502,-0.1978464433597484
ACH-000503,-0.038449137306342585
ACH-000505,-0.09729254546500908
ACH-000507,0.06375364330267104
ACH-000510,-0.1700299765776404
ACH-000511,-0.2491710190096397
ACH-000512,-0.10914870692358186
ACH-000516,-0.13191072069921794
ACH-000517,-0.11893637604936932
ACH-000518,-0.21926216649147426
ACH-000520,-0.06418186462725943
ACH-000521,-0.14133176017164453
ACH-000522,-0.16806684857360887
ACH-000524,-0.08651617689232638
ACH-000527,-0.06796157991454688
ACH-000528,-0.09666025468986997
ACH-000537,-0.3303085713390961
ACH-000541,0.06014945212397839
ACH-000542,-0.2350965082836267
ACH-000544,-0.2362183437263235
ACH-000545,-0.06459750197154153
ACH-000547,0.018999935184049688
ACH-000548,-0.030365117448006632
ACH-000549,-0.2121433165175052
ACH-000550,-0.1671649598304046
ACH-000552,-0.3014840042923856
ACH-000556,-0.1805238720928648
ACH-000557,-0.10620431292016423
ACH-000569,-0.03970435930274845
ACH-000570,-0.17091073870293866
ACH-000571,-0.11306910619846675
ACH-000573,-0.11728300037989453
ACH-000576,0.013542012596800596
ACH-000579,-0.08225474165206006
ACH-000580,0.10055948051781352
ACH-000584,-0.19653423459129368
ACH-000585,-0.15700636050572306
ACH-000588,-0.16172600362442807
ACH-000589,-0.13003660797862235
ACH-000591,-0.10878926740126392
ACH-000593,-0.2051893087859361
ACH-000600,-0.1332942537199917
ACH-000601,-0.003465247620394039
ACH-000605,-0.14449380547584156
ACH-000606,-0.17011829864613826
ACH-000608,-0.08889474445733755
ACH-000614,-0.0029466596092711755
ACH-000616,-0.07966625670673612
ACH-000618,-0.22051026305709173
ACH-000619,-0.13500986769524184
ACH-000620,-0.07505045007097225
ACH-000621,-0.1257571425527816
ACH-000622,-0.24048859106376855
ACH-000623,-0.1712644373008761
ACH-000624,-0.1256707488261032
ACH-000627,-0.1322196071845439
ACH-000630,-0.05606868026160408
ACH-000631,0.22127597903291002
ACH-000632,-0.055270246268312964
ACH-000633,-0.008204137317636475
ACH-000637,-0.13005937103015475
ACH-000638,-0.15412404446998232
ACH-000646,-0.15609797386046886
ACH-000647,-0.17005888962145413
ACH-000648,-0.14428661241150728
ACH-000649,-0.14465497455880116
ACH-000651,-0.21219649156063994
ACH-000652,-0.08624545190899796
ACH-000653,-0.08197998703566442
ACH-000657,-0.11132977659499706
ACH-000658,-0.04299969665018398
ACH-000661,0.034882707961273136
ACH-000662,-0.024472878566430063
ACH-000663,-0.1470823052297804
ACH-000665,-0.22108661236291924
ACH-000671,-0.08268066874519515
ACH-000672,-0.06761368016258755
ACH-000673,-0.11454905829514805
ACH-000676,-0.051759888845192614
ACH-000677,-0.12150973511090488
ACH-000681,-0.10805495797060513
ACH-000683,-0.13506112514097152
ACH-000684,-0.28235296951455285
ACH-000688,-0.2257252783189919
ACH-000693,-0.1032744287487476
ACH-000694,-0.14746796120439828
ACH-000695,0.14766985449616485
ACH-000696,-0.10283465338328224
ACH-000697,-0.15088756004026738
ACH-000699,-0.07943289515694152
ACH-000701,-0.07065141609775442
ACH-000706,-0.15285992639625512
ACH-000711,-0.2309528911563329
ACH-000713,0.07890521051071515
ACH-000714,-0.1493482637650355
ACH-000718,-0.164723798534708
ACH-000720,-0.193319527747676
ACH-000721,-0.2100219964912494
ACH-000724,-0.2221914718841885
ACH-000725,-0.10171027273761783
ACH-000732,-0.17841028474401174
ACH-000734,-0.11823267002967143
ACH-000735,-0.06730387868996608
ACH-000736,-0.1737864476254955
ACH-000738,-0.2212456085566982
ACH-000746,-0.07233990930646637
ACH-000747,-0.19895917034825727
ACH-000748,-0.2277689569512309
ACH-000753,-0.1085293430511404
ACH-000756,-0.14274117489948165
ACH-000757,-0.09442153042530843
ACH-000758,-0.1822893806448852
ACH-000760,-0.10989513367300148
ACH-000762,-0.17681574064700933
ACH-000763,-0.12029799962746132
ACH-000764,-0.1525911086448659
ACH-000765,-0.2219623874572534
ACH-000766,-0.1159248757886968
ACH-000767,0.031291657446689165
ACH-000768,-0.1508265799948411
ACH-000769,-0.07661913599640152
ACH-000770,-0.15169461044049554
ACH-000771,-0.1014571690861685
ACH-000773,-0.33489002412212104
ACH-000776,-0.029128343331669287
ACH-000777,-0.038310729381537616
ACH-000778,-0.10398491567140712
ACH-000781,-0.20492196313027494
ACH-000782,0.12771279604189856
ACH-000783,-0.033317256230106916
ACH-000784,-0.10174119633861728
ACH-000785,-0.039414469256005454
ACH-000787,-0.06774924834219767
ACH-000788,-0.01830598893642062
ACH-000791,-0.1512051117218365
ACH-000792,0.006355110157848965
ACH-000794,-0.21872017955705886
ACH-000796,-0.07091916312118031
ACH-000798,-0.13455043388707005
ACH-000799,-0.11825485591297336
ACH-000800,-0.2484221535756997
ACH-000802,-0.14336312676358046
ACH-000804,-0.11064285362082556
ACH-000805,0.05829029797432651
ACH-000809,-0.04089632020692077
ACH-000810,0.1223925677018275
ACH-000811,-0.08217811293227173
ACH-000817,-0.23014384543767405
ACH-000819,-0.18283726751282492
ACH-000820,-0.2401727995486841
ACH-000821,-0.10152711817601973
ACH-000822,-0.13402884075834942
ACH-000823,-0.15303589809026122
ACH-000824,-0.13254270069928534
ACH-000827,-0.08543501221459687
ACH-000829,-0.18727033388685305
ACH-000831,-0.26840005332928624
ACH-000832,-0.2598373044700022
ACH-000833,-0.12005748361530255
ACH-000834,-0.06364193202338082
ACH-000835,-0.14566384554936204
ACH-000836,-0.1530813736203429
ACH-000837,-0.19763530660332626
ACH-000838,-0.1140253176235689
ACH-000839,-0.044588722555831885
ACH-000840,0.10463310215977424
ACH-000841,-0.006986995779692929
ACH-000843,-0.2522463086415536
ACH-000846,0.08192404288109059
ACH-000847,-0.27569995956717624
ACH-000848,-0.13882797145577735
ACH-000849,-0.16987482346116894
ACH-000851,-0.08520905755766801
ACH-000855,-0.07818508832938019
ACH-000856,-0.08369732522200272
ACH-000858,-0.20318335552111985
ACH-000859,-0.42230826829632817
ACH-000861,-0.2219110314252344
ACH-000862,-0.2412755210118412
ACH-000865,-0.14616783748381665
ACH-000866,-0.13320917641574342
ACH-000867,-0.17289041394038174
ACH-000869,-0.14727215169695376
ACH-000872,-0.22027435053172675
ACH-000873,-0.12309508169453605
ACH-000876,-0.2404284673217653
ACH-000878,-0.37150185643475137
ACH-000880,-0.0915418556681742
ACH-000881,-0.1882988602410964
ACH-000882,-0.22145360443042128
ACH-000884,-0.1318782804895653
ACH-000885,-0.14830305355192056
ACH-000887,-0.09647655859186643
ACH-000889,-0.15801716590450904
ACH-000896,-0.16101997493150025
ACH-000898,-0.08616986727834837
ACH-000900,-0.12989460973173772
ACH-000901,-0.10027331617523023
ACH-000905,-0.1261718342025294
ACH-000906,-0.04393745540771943
ACH-000907,-0.17129498914633434
ACH-000910,0.02845685661798584
ACH-000911,-0.05769472414797117
ACH-000912,-0.1098883991421279
ACH-000913,-0.1273922353181711
ACH-000915,-0.08546716738896573
ACH-000916,0.07089178439720067
ACH-000917,-0.10194574864462208
ACH-000920,-0.16893904759296458
ACH-000921,-0.04190431160420709
ACH-000924,-0.08892138752814778
ACH-000926,-0.06836330302852413
ACH-000928,-0.07914967351893215
ACH-000929,-0.0827671650226138
ACH-000932,0.02417249585335717
ACH-000935,-0.0747079417823753
ACH-000936,-0.2271266531879267
ACH-000937,-0.19409247077938416
ACH-000938,-0.05796463062871725
ACH-000939,-0.18778487657106044
ACH-000941,-0.22381628882841306
ACH-000943,-0.16430145790362471
ACH-000946,-0.20709525022381864
ACH-000947,-0.004212302353387329
ACH-000948,-0.1413338962776274
ACH-000950,-0.034013470813004085
ACH-000953,-0.05409577134314278
ACH-000954,-0.11212679428809164
ACH-000957,-0.4094996761969173
ACH-000958,-0.14772800305084646
ACH-000960,-0.022080945115975418
ACH-000963,0.09934606758724668
ACH-000968,-0.0929028668262314
ACH-000969,-0.3461509424761165
ACH-000972,-0.09005681719098453
ACH-000973,-0.150010031155477
ACH-000974,-0.1797375599833785
ACH-000978,0.11338810997905395
ACH-000984,-0.05987969192173604
ACH-000986,-0.12378051618870925
ACH-000988,-0.060086308717364735
ACH-000993,-0.006880675045478659
ACH-000994,-0.11943292918507255
ACH-000996,-0.07290737952415917
ACH-001001,-0.1122182043519272
ACH-001020,-0.10295449240660293
ACH-001028,-0.16733381819283571
ACH-001031,-0.06948223928452245
ACH-001038,-0.12917709650295225
ACH-001048,-0.2362092754170887
ACH-001050,0.0067493782897654
ACH-001053,0.007240089406568725
ACH-001054,-0.076065640998035
ACH-001061,-0.2396124735039645
ACH-001067,-0.06356343071665768
ACH-001075,-0.2314411597109549
ACH-001096,0.037989732841738816
ACH-001111,-0.1945882007288955
ACH-001119,-0.0038254755830878797
ACH-001128,-0.09139068138724077
ACH-001134,-0.08840759083123256
ACH-001151,-0.1202145963373432
ACH-001163,-0.2761644569820353
ACH-001164,-0.33384822117323243
ACH-001183,-0.07193650814102424
ACH-001192,-0.09772199465357187
ACH-001193,-0.012940399539324784
ACH-001196,0.03899753442202193
ACH-001197,-0.04319163065464758
ACH-001205,-0.10975782229184536
ACH-001211,0.02191220223548426
ACH-001212,-0.10290793655145557
ACH-001228,-0.07758631632024028
ACH-001232,-0.18873370629457248
ACH-001239,-0.13552263991723576
ACH-001270,-0.3974665010512581
ACH-001274,-0.10814063990081173
ACH-001275,-0.2150015965565333
ACH-001277,-0.1972897339889175
ACH-001278,-0.21838522233672933
ACH-001280,-0.008232006099744664
ACH-001283,-0.09952379000866828
ACH-001289,0.0650318270100564
ACH-001300,-0.17448858166361467
ACH-001301,-0.062058992737308374
ACH-001302,-0.11505588109015955
ACH-001306,-0.12159886484398573
ACH-001318,-0.2110525027937412
ACH-001322,-0.05001367088972211
ACH-001328,-0.08808182101804396
ACH-001332,-0.013993397744119488
ACH-001336,-0.1985460846956496
ACH-001346,-0.14603154444595756
ACH-001353,-0.10941238250432947
ACH-001354,-0.31908691846278997
ACH-001367,-0.23302215955912384
ACH-001368,-0.04981944770237098
ACH-001374,-0.5788531494253832
ACH-001377,0.03287661471970628
ACH-001380,-0.11888613138329344
ACH-001391,-0.17219493711187803
ACH-001408,-0.006429742548090058
ACH-001430,0.0010483992909155688
ACH-001431,0.008180672667424057
ACH-001450,-0.1563874909927682
ACH-001496,0.010617441309848373
ACH-001500,-0.13130858714242225
ACH-001523,-0.23315236861929398
ACH-001532,-0.10146190802891417
ACH-001550,-0.1899318902167992
ACH-001552,0.005410421034031793
ACH-001554,-0.14384008350514113
ACH-001654,-0.11702836486651845
ACH-001735,-0.11528528852555205
ACH-001736,-0.09126310964658599
ACH-001737,-0.3818840028457423
ACH-001740,-0.0030036353609099943
ACH-001745,-0.10176652867945747
ACH-001765,-0.11552142740768424
