,RGMA (56963)
ACH-000004,0.028509603223487126
ACH-000005,-0.1465981984301458
ACH-000007,-0.281744482824043
ACH-000009,-0.20489709436184053
ACH-000011,0.044472325851230364
ACH-000012,-0.09510450159612822
ACH-000013,-0.0502205703028375
ACH-000014,-0.11227762079121496
ACH-000015,-0.02300463277867809
ACH-000017,-0.02224920431991236
ACH-000018,-0.04520995347023784
ACH-000019,-0.16520557041511472
ACH-000021,-0.1086521481257808
ACH-000022,-0.2778407366573362
ACH-000025,0.03161517382044405
ACH-000028,-0.08558378390736744
ACH-000030,-0.10969930969884174
ACH-000035,0.09393254468456308
ACH-000036,0.04747126207838851
ACH-000037,-0.1518780812770164
ACH-000039,-0.2158942166535563
ACH-000040,-0.11089179069577257
ACH-000041,-0.3855316222653601
ACH-000042,-0.1226649036659226
ACH-000045,-0.088059946424407
ACH-000047,-0.07093962672563267
ACH-000052,-0.3071079535357625
ACH-000053,-0.1566725704901361
ACH-000054,0.08083034686962183
ACH-000055,0.04223451938255742
ACH-000060,-0.23824639203748985
ACH-000067,-0.13063485766820754
ACH-000070,0.023345770313675226
ACH-000075,-0.15872920363401893
ACH-000078,-0.2289313319824661
ACH-000082,0.00910136890062382
ACH-000085,-0.19343465302289967
ACH-000086,0.06321812374263118
ACH-000087,-0.1256549898243655
ACH-000092,-0.11627495401179352
ACH-000095,-0.1963314719942863
ACH-000097,-0.23046812163931565
ACH-000098,-0.0067758386724114895
ACH-000099,-0.18415969425037396
ACH-000108,-0.1373617439026424
ACH-000113,-0.039325711609927316
ACH-000116,0.02382764268287902
ACH-000118,-0.0286581583973436
ACH-000120,-0.059940711383071124
ACH-000123,-0.12969046894655656
ACH-000127,-0.09240958986056627
ACH-000128,-0.2612061690392042
ACH-000132,-0.1721170662453988
ACH-000133,0.007643878676749182
ACH-000137,-0.061227306218275386
ACH-000138,0.0631298251250355
ACH-000142,-0.08079152844075654
ACH-000143,-0.22169364249473167
ACH-000146,-0.11844629947403802
ACH-000148,-0.0074002916275905046
ACH-000150,-0.1826971015413668
ACH-000152,-0.06623508868340522
ACH-000153,-0.1725180723336523
ACH-000159,-0.15410292500217893
ACH-000160,-0.08574184408298144
ACH-000163,0.12233535787627475
ACH-000167,0.06959385654834012
ACH-000168,-0.16791158983758905
ACH-000169,-0.24197009099967706
ACH-000178,-0.011072622345158942
ACH-000183,-0.04590814286983714
ACH-000188,-0.054289990151678465
ACH-000189,0.034148021943506114
ACH-000190,0.0005275750997327974
ACH-000198,-0.10314012295653682
ACH-000203,0.011007193047215228
ACH-000204,-0.07982269188843888
ACH-000206,-0.04116868709677972
ACH-000207,0.1363548212959128
ACH-000208,-0.288491976727593
ACH-000210,-0.05083571335002991
ACH-000211,-0.07825358688225025
ACH-000215,-0.12835032781157232
ACH-000221,0.05524544163324397
ACH-000222,-0.15178812058967905
ACH-000223,-0.11468708910688315
ACH-000226,-0.07373408160862947
ACH-000227,-0.3314035902226066
ACH-000228,0.008724612660280542
ACH-000231,-0.0459052981127806
ACH-000232,-0.1820163948651409
ACH-000233,-0.12256767803510715
ACH-000234,-0.04666414462306564
ACH-000235,-0.059110252679082924
ACH-000237,-0.036214212992491626
ACH-000238,-0.15834860145583626
ACH-000242,-0.09528009712689367
ACH-000243,-0.12420194466549805
ACH-000244,-0.1359107922678425
ACH-000246,0.06225413504510498
ACH-000248,-0.02968567696521215
ACH-000250,-0.13284655156008301
ACH-000251,-0.08374150180234359
ACH-000252,-0.09521020862615287
ACH-000253,-0.1456349710551265
ACH-000255,-0.08996311784492324
ACH-000256,-0.046104712522864535
ACH-000257,-0.0526982024962892
ACH-000258,-0.18324689164682906
ACH-000259,-0.15731056804351326
ACH-000260,-0.11561569010808573
ACH-000261,-0.13980282448674178
ACH-000262,-0.2134120645043922
ACH-000263,-0.12912526456736367
ACH-000264,-0.11351155936897682
ACH-000265,-0.03749965817757426
ACH-000266,-0.1411596629028428
ACH-000272,-0.06796833397724647
ACH-000274,-0.19879666516300692
ACH-000277,-0.01617217794855873
ACH-000278,-0.11021562523274997
ACH-000279,-0.1900032807311005
ACH-000280,-0.0020016052321606328
ACH-000281,-0.2735709438978766
ACH-000288,-0.09401305424580553
ACH-000291,0.009128750869540585
ACH-000293,-0.10620681549120252
ACH-000294,-0.016667989696130214
ACH-000295,-0.07576972160570103
ACH-000296,-0.1083369777395182
ACH-000302,-0.06902385051153988
ACH-000304,-0.08433526883110258
ACH-000307,-0.131287571184087
ACH-000308,-0.1784562787968906
ACH-000310,-0.4192275908295853
ACH-000311,-0.1554667381968509
ACH-000312,-0.2022505307793788
ACH-000315,-0.2518256958679522
ACH-000316,-0.052609865306302864
ACH-000317,0.024295231459303027
ACH-000318,0.1229650029643
ACH-000319,-0.06471528556900995
ACH-000320,-0.018319757767771352
ACH-000322,-0.24365127935168204
ACH-000323,-0.0068990184898997465
ACH-000324,-0.07118086383282965
ACH-000329,-0.05155682513744618
ACH-000330,-0.03473664638060863
ACH-000331,-0.14829484062676973
ACH-000332,-0.10054835580514464
ACH-000334,-0.005534822688068272
ACH-000335,-0.08413841767333714
ACH-000336,-0.08483352981595732
ACH-000337,0.013050033126361408
ACH-000338,0.06707147708999439
ACH-000339,-0.14671310443886604
ACH-000341,-0.14398127847816616
ACH-000348,-0.08317275322244505
ACH-000350,-0.30543148514928353
ACH-000352,0.011266731178419764
ACH-000356,0.07162140028773206
ACH-000361,-0.05317579938389396
ACH-000362,-0.03475313138855369
ACH-000363,-0.13897911375419342
ACH-000364,-0.10733910309128786
ACH-000365,-0.04461224058601571
ACH-000366,-0.09548653902980776
ACH-000368,-0.1125106956439446
ACH-000374,0.02483544163616231
ACH-000375,-0.06598877803298073
ACH-000376,-0.08480002423549111
ACH-000381,-0.17484525816599364
ACH-000383,0.017490440881342845
ACH-000387,-0.10639177480247322
ACH-000389,0.004383589351275341
ACH-000390,-0.18428386054414755
ACH-000393,-0.035148825818616065
ACH-000395,-0.0256028922793742
ACH-000396,0.1832101132683709
ACH-000397,-0.15428291730847468
ACH-000401,0.07536051699207677
ACH-000402,0.03524406555399213
ACH-000403,-0.1807762524029243
ACH-000404,0.025792778925519632
ACH-000406,-0.11268445617603465
ACH-000407,-0.33452853324469395
ACH-000408,0.0660242100564421
ACH-000410,-0.15274023971240244
ACH-000411,-0.1381064377482541
ACH-000414,-0.09728996179067256
ACH-000415,-0.025489090075176555
ACH-000416,-0.1917251198596373
ACH-000420,-0.03084087326873583
ACH-000421,-0.14584050894120826
ACH-000424,-0.1302804693693025
ACH-000425,-0.0701083806671489
ACH-000426,-0.27214866092887835
ACH-000427,-0.2567820750858284
ACH-000433,-0.07484834784719427
ACH-000435,-0.01718679858609946
ACH-000436,-0.14150801144291533
ACH-000444,-0.13602242759653144
ACH-000445,-0.05297038630144723
ACH-000448,-0.15171021504360654
ACH-000450,-0.2850680689971476
ACH-000452,-0.1658133320432983
ACH-000454,0.007256645053469978
ACH-000458,-0.13935942664507708
ACH-000459,-0.23637139646500524
ACH-000460,-0.00451141946792815
ACH-000461,-0.09611639207135823
ACH-000463,0.029920692949634207
ACH-000464,-0.15580808802958804
ACH-000466,0.08202113598024069
ACH-000467,-0.12883697797701374
ACH-000468,-0.07258017501314472
ACH-000469,0.043030370049797484
ACH-000470,-0.3212005955463119
ACH-000471,-0.044149225824465635
ACH-000472,-0.0791971407917253
ACH-000473,-0.02062907740147917
ACH-000475,-0.05183432845767809
ACH-000476,-0.05968347838465868
ACH-000477,-0.13262923050454864
ACH-000479,0.01916838675124865
ACH-000480,-0.016909626224887328
ACH-000481,-0.062465071005734125
ACH-000483,-0.05456588039230351
ACH-000484,-0.08020263244639901
ACH-000485,-0.14536516930921992
ACH-000486,0.046993954728524384
ACH-000487,-0.1352075649111042
ACH-000488,0.012542323123622766
ACH-000490,-0.028831423872093895
ACH-000491,-0.2395288328698193
ACH-000495,0.03343259551140262
ACH-000496,-0.008851633986452756
ACH-000499,-0.16318693068906778
ACH-000500,0.09977203528576972
ACH-000502,-0.13489960334917594
ACH-000503,0.022234169477742337
ACH-000505,-0.11963952697973468
ACH-000507,-0.28844167801269965
ACH-000510,-0.12304766314123468
ACH-000511,-0.18391599147397775
ACH-000512,0.0855375769460446
ACH-000516,-0.17660332886284874
ACH-000517,-0.10035457089211977
ACH-000518,0.007651445298651906
ACH-000520,-0.04495741763660805
ACH-000521,-0.06481974681322851
ACH-000522,-0.11174036495946334
ACH-000524,-0.08495705632726659
ACH-000527,-0.08965790406336231
ACH-000528,-0.28402282056888745
ACH-000537,-0.018906497730262064
ACH-000541,-0.2444267204402989
ACH-000542,-0.03317990936140935
ACH-000544,-0.0513635978780564
ACH-000545,0.0054873453642681385
ACH-000547,0.07522393253028294
ACH-000548,0.052197293057308136
ACH-000549,0.03992803476434153
ACH-000550,-0.11251684944186263
ACH-000552,-0.17910200322283826
ACH-000556,-0.19782710439866955
ACH-000557,-0.18905071428473474
ACH-000569,-0.04457969192360715
ACH-000570,-0.11411493671779817
ACH-000571,-0.10977640352795992
ACH-000573,-0.13506097386608065
ACH-000576,-0.3032116764206297
ACH-000579,-0.03583977251592494
ACH-000580,-0.02374256632745861
ACH-000584,-0.13419422583374185
ACH-000585,-0.049401609815710436
ACH-000588,-0.28898503441526624
ACH-000589,-0.1150815996060327
ACH-000591,-0.07942974351873879
ACH-000593,-0.07632744130597463
ACH-000600,-0.14978076044292316
ACH-000601,-0.17984840746564415
ACH-000605,-0.2417574932724053
ACH-000606,-0.01895939460227621
ACH-000608,-0.1556580269739173
ACH-000614,-0.091815596453111
ACH-000616,-0.24649063682061176
ACH-000618,-0.08879072688448439
ACH-000619,-0.12350943877226166
ACH-000620,-0.15119967682678315
ACH-000621,-0.07425105671996766
ACH-000622,-0.2805613673364292
ACH-000623,-0.11126448520743032
ACH-000624,-0.1133086468645524
ACH-000627,-0.11842722626256255
ACH-000630,-0.13015680830885404
ACH-000631,-0.035605990619208966
ACH-000632,-0.043771174302246564
ACH-000633,-0.1953314088026626
ACH-000637,-0.04828936661036975
ACH-000638,-0.014682704863684481
ACH-000646,-0.09334629048300992
ACH-000647,-0.08708034088796324
ACH-000648,-0.15188827163578472
ACH-000649,-0.06871396828589882
ACH-000651,-0.06977413343769151
ACH-000652,-0.24630517360647736
ACH-000653,-0.1035460780632158
ACH-000657,-0.04407939292068808
ACH-000658,-0.3933573721647846
ACH-000661,0.024507710508287282
ACH-000662,-0.4833110323405708
ACH-000663,-0.05956555287168463
ACH-000665,-0.02910753834518444
ACH-000671,-0.1844390449826888
ACH-000672,-0.3504514744960905
ACH-000673,-0.14165548858967705
ACH-000676,-0.1112313339149857
ACH-000677,-0.12755936644806745
ACH-000681,-0.01360321394434315
ACH-000683,-0.06607434808338909
ACH-000684,0.1306770847884218
ACH-000688,-0.07552600430743933
ACH-000693,-0.057774469527720834
ACH-000694,-0.1490058086510725
ACH-000695,-0.3833114534610616
ACH-000696,-0.157544693862762
ACH-000697,-0.08764864559308026
ACH-000699,-0.12257279913289705
ACH-000701,-0.11581628363835016
ACH-000706,-0.14762542097006165
ACH-000711,-0.13720929637043894
ACH-000713,-0.014969702630466269
ACH-000714,-0.10314608198646767
ACH-000718,-0.17806900468047912
ACH-000720,-0.028644458669880624
ACH-000721,-0.005351457825402625
ACH-000724,-0.06497592169090292
ACH-000725,-0.03635226054378469
ACH-000732,-0.01674956569665417
ACH-000734,-0.028806520762028182
ACH-000735,-0.07109304328880743
ACH-000736,-0.04632890264381197
ACH-000738,-0.11863118743951252
ACH-000746,-0.1821211321853792
ACH-000747,-0.1763206837665723
ACH-000748,-0.011402205459823265
ACH-000753,-0.07520256562108593
ACH-000756,-0.04844640278322723
ACH-000757,0.017013150485040176
ACH-000758,-0.17583332115569505
ACH-000760,-0.11600605242932095
ACH-000762,0.037243205963036284
ACH-000763,-0.1750764657998733
ACH-000764,-0.05251266373050648
ACH-000765,-0.2294674684254913
ACH-000766,-0.15720311330982326
ACH-000767,-0.13920893563454853
ACH-000768,-0.22213533805963476
ACH-000769,-0.16414973102891764
ACH-000770,-0.025767406524388047
ACH-000771,-0.025890337513008684
ACH-000773,-0.036655760144852834
ACH-000776,-0.16856067494103755
