,RGMA (56963)
ACH-000777,-0.004314277079781125
ACH-000778,-0.1019710310688116
ACH-000781,-0.03739481102192213
ACH-000782,-0.2134316626450068
ACH-000783,-0.13434747065946925
ACH-000784,0.034891322956898105
ACH-000785,-0.13734804191249295
ACH-000787,-0.1936948409282352
ACH-000788,-0.04597027826774324
ACH-000791,-0.09684843155490552
ACH-000792,-0.03054180168409045
ACH-000794,-0.09141223620349856
ACH-000796,-0.2176730029896332
ACH-000798,0.032846783583175485
ACH-000799,-0.22781089030678084
ACH-000800,-0.2860626573393249
ACH-000802,-0.05296835445468855
ACH-000804,-0.1400997325684103
ACH-000805,-0.1747149229387962
ACH-000809,-0.02655080746858449
ACH-000810,-0.10762837181123268
ACH-000811,-0.11623864241970573
ACH-000817,-0.3007500841694841
ACH-000819,-0.18437077304151828
ACH-000820,-0.2256102833842211
ACH-000821,-0.20661873935983546
ACH-000822,-0.14161214392758284
ACH-000823,-0.03584569911365965
ACH-000824,-0.2168154803240668
ACH-000827,-0.0949014023684602
ACH-000829,-0.483420537298616
ACH-000831,-0.023141987344274795
ACH-000832,0.11053723879937837
ACH-000833,0.01413255925197781
ACH-000834,0.046849369054608764
ACH-000835,-0.10443750095561236
ACH-000836,0.026672454413826815
ACH-000837,-0.13789824020099473
ACH-000838,-0.04286090405501741
ACH-000839,-0.01932848373742472
ACH-000840,-0.2567735565260233
ACH-000841,-0.015799359972131808
ACH-000843,-0.08110923902466048
ACH-000846,-0.3235387616276702
ACH-000847,0.008447279360916233
ACH-000848,-0.2077933975897964
ACH-000849,-0.1358284540540441
ACH-000851,-0.07123430113231609
ACH-000855,-0.1254484827588283
ACH-000856,-0.07437410946573753
ACH-000858,-0.0931035064947478
ACH-000859,-0.055297531191713226
ACH-000861,-0.11939742633561087
ACH-000862,-0.04446403974893588
ACH-000865,-0.09664050115956613
ACH-000866,-0.09550815687234937
ACH-000867,-0.1701688858662118
ACH-000869,-0.16550739966338546
ACH-000872,-0.1656574326277418
ACH-000873,-0.10274087039438418
ACH-000876,0.015181421627336888
ACH-000878,0.020473982187232013
ACH-000880,-0.221677303920695
ACH-000881,-0.1377501984183134
ACH-000882,-0.2754298998063603
ACH-000884,-0.14652493974400785
ACH-000885,-0.02940465994535888
ACH-000887,-0.04705057254129197
ACH-000889,-0.09244872984107863
ACH-000896,-0.1994353437827575
ACH-000898,0.01991637345400894
ACH-000900,-0.05884465804206743
ACH-000901,-0.038428390159817714
ACH-000905,0.05410451101310016
ACH-000906,-0.11899481927460576
ACH-000907,0.07743019939240038
ACH-000910,-0.1270206921928008
ACH-000911,-0.13978786601395227
ACH-000912,0.031643161188303966
ACH-000913,-0.050347633803495474
ACH-000915,-0.0341134620812014
ACH-000916,-0.2504289879851408
ACH-000917,0.17250996867672935
ACH-000920,-0.019143284473119724
ACH-000921,-0.06829694468525252
ACH-000924,-0.1539147205593938
ACH-000926,-0.1969306281907851
ACH-000928,-0.2401923662601693
ACH-000929,0.2601355691680141
ACH-000932,0.06997572493991784
ACH-000935,-0.014607922064418856
ACH-000936,0.06460351293618467
ACH-000937,-0.13573368719017645
ACH-000938,-0.15000571142529007
ACH-000939,-0.17138511217508792
ACH-000941,-0.039904981038011926
ACH-000943,-0.11533701313057075
ACH-000946,0.0994645341987074
ACH-000947,-0.10519132709148044
ACH-000948,0.06085236630511509
ACH-000950,-0.0976989535375273
ACH-000953,-0.13152990040398185
ACH-000954,0.15771755742522592
ACH-000957,-0.19474165143645425
ACH-000958,-0.0084204771697753
ACH-000960,-0.13825450467569467
ACH-000963,0.0073173223683820204
ACH-000968,0.019025068623397947
ACH-000969,-0.237364570231461
ACH-000972,0.01791750220457423
ACH-000973,-0.14772021855378176
ACH-000974,-0.22015050739448036
ACH-000978,-0.18439952243030147
ACH-000984,-0.22411861331307206
ACH-000986,-0.03377458284606752
ACH-000988,-0.2581322643763339
ACH-000993,0.008735597648808656
ACH-000994,-0.08186208870951571
ACH-000996,-0.18028656859048506
ACH-001001,-0.036860313705196136
ACH-001020,-0.013181310428718436
ACH-001028,-0.04704204531294033
ACH-001031,-0.1466872196571879
ACH-001038,-0.032474639728339645
ACH-001048,-0.18876577455339413
ACH-001050,-0.1403621827106249
ACH-001053,-0.1836610298245484
ACH-001054,-0.16389214976330266
ACH-001061,-0.11890765461311255
ACH-001067,-0.14131986451415954
ACH-001075,-0.14210505538163282
ACH-001096,-0.15070447021668176
ACH-001111,-0.12088856163243372
ACH-001119,-0.1914855082375804
ACH-001128,0.017010946703530917
ACH-001134,0.018776568041161342
ACH-001151,-0.16126305091366502
ACH-001163,-0.0400018639000372
ACH-001164,-0.02505984757594924
ACH-001183,-0.2241169036336444
ACH-001192,-0.21060294931308046
ACH-001193,-0.08820456486810463
ACH-001196,-0.3313990056545541
ACH-001197,-0.08876539260525536
ACH-001205,-0.131362026582304
ACH-001211,-0.054457211864883816
ACH-001212,-0.1093227674666401
ACH-001228,-0.19970817994749301
ACH-001232,-0.14251218879709512
ACH-001239,-0.0954642986334949
ACH-001270,0.14171701657416053
ACH-001274,-0.02358471300692201
ACH-001275,-0.12974688152471056
ACH-001277,-0.12506882094398028
ACH-001278,-0.07973492178717258
ACH-001280,-0.22571874133084835
ACH-001283,-0.18012872080848116
ACH-001289,-0.307484647309376
ACH-001300,-0.13646831002549695
ACH-001301,-0.24364838722920346
ACH-001302,-0.21244749086240566
ACH-001306,-0.1782325589411676
ACH-001318,0.039540445238433454
ACH-001322,-0.13969772071102202
ACH-001328,-0.0882555259562893
ACH-001332,0.07106432540662612
ACH-001336,-0.11493428579353901
ACH-001346,-0.09930890214836599
ACH-001353,-0.1363836686375757
ACH-001354,-0.3351103547982885
ACH-001367,-0.05382843068386672
ACH-001368,-0.057969969213891775
ACH-001374,-0.3729647658992829
ACH-001377,-0.045063448590894666
ACH-001380,-0.1458894756735899
ACH-001391,-0.04063974830946125
ACH-001408,-0.1832404249012833
ACH-001430,-0.12348424468582946
ACH-001431,-0.2729788009666884
ACH-001450,-0.05816560667622296
ACH-001496,-0.041755080359905536
ACH-001500,-0.22186569738236472
ACH-001523,-0.014297201008203638
ACH-001532,-0.19489785852905464
ACH-001550,-0.10789231403555134
ACH-001552,-0.05681193766774429
ACH-001554,-0.1653280821033049
ACH-001654,-0.03381971334858739
ACH-001735,-0.05868925834021841
ACH-001736,0.0942076834072632
ACH-001737,-0.09714359555688017
ACH-001740,-0.2396205448466135
ACH-001745,-0.2157779637866369
ACH-001765,-0.1942565049967505
