,UFM1 (51569)
ACH-000004,-0.6178486772170353
ACH-000005,-0.4810552148961598
ACH-000007,-0.5705430752821795
ACH-000009,-1.0467316854831112
ACH-000011,-0.8124765411300601
ACH-000012,-0.7520240247444894
ACH-000013,-0.44814802696091205
ACH-000014,-0.5917670526972207
ACH-000015,-0.8000598212031477
ACH-000017,-0.6170120186694189
ACH-000018,-1.0239769878469538
ACH-000019,-0.7175068098142472
ACH-000021,-0.3673334069142747
ACH-000022,-0.4609519634825101
ACH-000025,-0.9045385404178476
ACH-000028,-0.6326861772057687
ACH-000030,-0.433682901122998
ACH-000035,-1.2110776075280505
ACH-000036,-0.8673451729216058
ACH-000037,-1.0369027430760702
ACH-000039,-0.4322373294075034
ACH-000040,-0.6935378841782157
ACH-000041,-0.2758980738872255
ACH-000042,-0.8542115161811233
ACH-000045,-1.0378341165183265
ACH-000047,-0.2899681135975136
ACH-000052,-0.8009490758246249
ACH-000053,-0.4076025342643633
ACH-000054,-0.6119634016671339
ACH-000055,-0.49755441753001706
ACH-000060,-0.9407624064549798
ACH-000067,-1.147550120286973
ACH-000070,-0.24863662173755485
ACH-000075,-0.5870294295465336
ACH-000078,-0.4616387889248797
ACH-000082,-0.5553580475142714
ACH-000085,-0.6863849534817833
ACH-000086,-0.9332915455290992
ACH-000087,-0.6680469045808994
ACH-000092,-0.7774861656099207
ACH-000095,-0.4121926184986438
ACH-000097,-0.9309050325121032
ACH-000098,-0.323360352922707
ACH-000099,-0.6114964588090158
ACH-000108,-0.9641931800386004
ACH-000113,-0.5995372948570008
ACH-000116,-0.5428429528609999
ACH-000118,-0.6725166651505926
ACH-000120,-0.7874689111737736
ACH-000123,-0.8508545638479557
ACH-000127,-1.0037739179423704
ACH-000128,-0.7294124883090457
ACH-000132,-0.7057700518514725
ACH-000133,-0.8499970218706353
ACH-000137,-0.5389477460940916
ACH-000138,-1.0668964487074064
ACH-000142,-0.902086053401384
ACH-000143,-0.5520127530486629
ACH-000146,-0.8409002034771559
ACH-000148,-0.4863595945894769
ACH-000150,-0.7398674908546331
ACH-000152,-0.900874249737758
ACH-000153,-0.7990718427358291
ACH-000159,-0.9143617050532112
ACH-000160,-0.3772048616430579
ACH-000163,-1.0130138639003576
ACH-000167,-0.4798428661347886
ACH-000168,-1.0123210074134752
ACH-000169,-0.5482273966564974
ACH-000178,-0.6460789461941733
ACH-000183,-0.9842368200550116
ACH-000188,-0.808726900196985
ACH-000189,-1.0052312153772387
ACH-000190,-0.6601198901895253
ACH-000198,-0.5501727453681136
ACH-000203,-0.4782947575139874
ACH-000204,-0.7275510698040808
ACH-000206,-0.4012331364991818
ACH-000207,-0.4856961416260112
ACH-000208,-0.933936828134066
ACH-000210,-0.6380888977701984
ACH-000211,-0.463687875098513
ACH-000215,-0.7406998885674212
ACH-000221,-0.8355916863494972
ACH-000222,-0.8400370759733056
ACH-000223,-0.779740514626582
ACH-000226,-0.4110516927702089
ACH-000227,-0.3432394060454321
ACH-000228,-0.8255188792862524
ACH-000231,-0.5475167928181643
ACH-000232,-0.9651049567569708
ACH-000233,-0.4897584487250792
ACH-000234,-0.7375118168574938
ACH-000235,-0.8216045336390451
ACH-000237,-0.9109796289979264
ACH-000238,-1.044555552138165
ACH-000242,-0.5999351608714969
ACH-000243,-0.7822987938265036
ACH-000244,-0.9917237693940985
ACH-000246,-0.9430758613736012
ACH-000248,-0.6883113582379639
ACH-000250,-0.9905550756146642
ACH-000251,-0.9216853141424296
ACH-000252,-0.9591350880888102
ACH-000253,-0.9916732062567428
ACH-000255,-1.1681854042665247
ACH-000256,-1.026152304839809
ACH-000257,-0.4325694632306791
ACH-000258,-0.5702693730224591
ACH-000259,-0.6815861810969741
ACH-000260,-0.5614495229901441
ACH-000261,-0.3696278871557216
ACH-000262,-0.7617095824254979
ACH-000263,-0.4484935694418605
ACH-000264,-0.3940157982420436
ACH-000265,-0.5396482052999724
ACH-000266,-1.1992317906583263
ACH-000272,-0.98010523797263
ACH-000274,-0.3067612788256819
ACH-000277,-0.7044660808538286
ACH-000278,-0.4860841626612784
ACH-000279,-0.3493961475311618
ACH-000280,-0.3813324139215469
ACH-000281,-0.6270705269193576
ACH-000288,-0.7442372660858771
ACH-000291,-1.054401968679185
ACH-000293,-0.9630804887470108
ACH-000294,-0.9855001887540268
ACH-000295,-0.6768072356333285
ACH-000296,-0.6552521645431529
ACH-000302,-0.5304207419733846
ACH-000304,-0.3554280261515764
ACH-000307,-0.5971530732635354
ACH-000308,-1.0702301989864833
ACH-000310,-0.42608174513824937
ACH-000311,-0.8143637141613574
ACH-000312,-0.6233840835907741
ACH-000315,-0.4241693530060589
ACH-000316,-0.9414912429461176
ACH-000317,-1.0418333117007104
ACH-000318,-0.39526108759312334
ACH-000319,-0.9444319270437844
ACH-000320,-0.6336966913979267
ACH-000322,-0.5320282130115501
ACH-000323,-1.1553458683576114
ACH-000324,-0.8450336017711477
ACH-000329,-0.7022128701745478
ACH-000330,-0.5435720318782961
ACH-000331,-0.9560804551212831
ACH-000332,-0.6995512297494025
ACH-000334,-0.23659046348170845
ACH-000335,-0.8242603786656622
ACH-000336,-0.7166866221294641
ACH-000337,-0.5688064802265496
ACH-000338,-0.5838088041116052
ACH-000339,-0.9881818174366456
ACH-000341,-0.4570579405348205
ACH-000348,-0.8473634262006048
ACH-000350,-0.4379152856046642
ACH-000352,-0.9185173715034948
ACH-000356,-0.455042629499541
ACH-000361,-0.4356702977235017
ACH-000362,-0.9353276518067678
ACH-000363,-1.2711849465489935
ACH-000364,-0.8847683383513655
ACH-000365,-0.9848977383823464
ACH-000366,-0.4384344985250385
ACH-000368,-1.0317577905537283
ACH-000374,-0.7659561931013932
ACH-000375,-0.5579393407982676
ACH-000376,-0.9009310611449756
ACH-000381,-0.8479463683012645
ACH-000383,-0.6188997749548409
ACH-000387,-1.1000382451929664
ACH-000389,-1.1110804398164498
ACH-000390,-0.9617385008725686
ACH-000393,-0.6023396299260535
ACH-000395,-1.0411677940451969
ACH-000396,-0.5776551617607203
ACH-000397,-0.953322542282725
ACH-000401,-0.8494032788949436
ACH-000402,-0.4239273741325689
ACH-000403,-0.6542468849995556
ACH-000404,-1.0306871682513716
ACH-000406,-0.8526000448869787
ACH-000407,-0.446215912996585
ACH-000408,-0.9203739696139448
ACH-000410,-0.7476531192034371
ACH-000411,-0.7176201166481849
ACH-000414,-0.8374641443503219
ACH-000415,-0.5947695480229681
ACH-000416,-0.8014796956245657
ACH-000420,-0.7623110632828561
ACH-000421,-0.7052916985043127
ACH-000424,-0.8782670464096838
ACH-000425,-1.0524327030730576
ACH-000426,-1.1674088538071283
ACH-000427,-0.3755794360343399
ACH-000433,-0.5627180202035443
ACH-000435,-0.7829134399466627
ACH-000436,-1.0956096941654896
ACH-000444,-0.6273325820686154
ACH-000445,-0.9393865800941956
ACH-000448,-0.3014685046229436
ACH-000450,-0.8150072505165172
ACH-000452,-0.6945252187730169
ACH-000454,-0.7666264056946046
ACH-000458,-0.7920318990016529
ACH-000459,-0.5357412272008322
ACH-000460,-0.8863289713629717
