,PPAPDC1B (84513)
ACH-000004,-0.1041317449761369
ACH-000005,-0.1322857580204596
ACH-000007,0.021449211737976957
ACH-000009,0.02488413814761192
ACH-000011,-0.09234930253212097
ACH-000012,-0.0172897628378835
ACH-000013,-0.09398564313102174
ACH-000014,0.0853662125995906
ACH-000015,0.10259835484080568
ACH-000017,0.0952637172729792
ACH-000018,0.22743766139657465
ACH-000019,-0.16228492155033886
ACH-000021,0.02533821899974004
ACH-000022,-0.10231151700958956
ACH-000025,-0.2203933915607223
ACH-000028,-0.11475340319136453
ACH-000030,0.013963490730632922
ACH-000035,0.03445365954674773
ACH-000036,-0.07527589653165473
ACH-000037,0.0325048107442928
ACH-000039,0.055645999739807016
ACH-000040,0.06696013782350856
ACH-000041,0.09606267625662414
ACH-000042,0.06695482159051075
ACH-000045,-0.16128575183778254
ACH-000047,-0.006036426868916864
ACH-000052,0.0005508200271441222
ACH-000053,0.0558688987278823
ACH-000054,0.07569581532138403
ACH-000055,-0.035912041612761875
ACH-000060,-0.07161060256698346
ACH-000067,-0.019097576918568167
ACH-000070,-0.042503894859239215
ACH-000075,-0.1261738345398264
ACH-000078,-0.17336316369739627
ACH-000082,-0.16651361364411138
ACH-000085,0.3361390804413492
ACH-000086,-0.07960015447864313
ACH-000087,-0.005411014604467092
ACH-000092,-0.016976456052719285
ACH-000095,0.09624215111418744
ACH-000097,-0.18130472220969152
ACH-000098,0.033306226380373026
ACH-000099,0.05462349775096518
ACH-000108,0.046353248016957165
ACH-000113,-0.08413853355597803
ACH-000116,-0.01944952214903533
ACH-000118,-0.041365346905523584
ACH-000120,-0.047083556753546765
ACH-000123,-0.049068877415848915
ACH-000127,0.010420551950082556
ACH-000128,0.061974372934598676
ACH-000132,-0.038217334407598266
ACH-000133,-0.01015613816440513
ACH-000137,-0.13567497221693134
ACH-000138,-0.03651780636585529
ACH-000142,0.026486622749736757
ACH-000143,-0.09109176961293153
ACH-000146,-0.01600653441344816
ACH-000148,0.09738301134739573
ACH-000150,-0.1328305209420683
ACH-000152,0.05004824234170999
ACH-000153,-0.006163309837515224
ACH-000159,0.041585275185611316
ACH-000160,0.019272444440377567
ACH-000163,-0.006169686477702447
ACH-000167,0.20685515402161134
ACH-000168,-0.11106902728756424
ACH-000169,0.022391582577445803
ACH-000178,-0.0694989361984148
ACH-000183,-0.0533781937415344
ACH-000188,-0.2016289457737664
ACH-000189,0.044467456374630884
ACH-000190,0.0013098818044482068
ACH-000198,-0.08655986410300785
ACH-000203,0.03217261331609597
ACH-000204,0.0040423305886959
ACH-000206,-0.09527846598986872
ACH-000207,0.09736338604327463
ACH-000208,0.21637841649529105
ACH-000210,0.058504796016764574
ACH-000211,0.03866718675711217
ACH-000215,-0.10148659879994497
ACH-000221,-0.014151934212268513
ACH-000222,0.07602422480663293
ACH-000223,0.04181337559409344
ACH-000226,-0.005731037194741893
ACH-000227,0.029816129913661706
ACH-000228,-0.19939250747143766
ACH-000231,-0.01863253484093908
ACH-000232,0.08172836722577875
ACH-000233,0.0172823764292189
ACH-000234,-0.02092269669802897
ACH-000235,0.0024182012714937056
ACH-000237,0.04053639687413558
ACH-000238,0.1278099147383624
ACH-000242,-0.07637353192461223
ACH-000243,-0.23070580575492686
ACH-000244,-0.06853092517443443
ACH-000246,0.1083907125084926
ACH-000248,-0.07069430696716833
ACH-000250,-0.050660623191705625
ACH-000251,0.10980936278821866
ACH-000252,0.11061744782666096
ACH-000253,0.03481426265536118
ACH-000255,0.004420586627707328
ACH-000256,0.023625484731582682
ACH-000257,-0.21715407374842585
ACH-000258,-0.05055278603250613
ACH-000259,0.02166461446543437
ACH-000260,-0.0557510949002883
ACH-000261,0.039711386682979216
ACH-000262,-0.2381877820068005
ACH-000263,-0.0892893288126082
ACH-000264,-0.005569946619370165
ACH-000265,-0.09110933065312504
ACH-000266,0.06605852623903774
ACH-000272,0.04761942855706824
ACH-000274,0.05133448661922334
ACH-000277,0.06896796449287733
ACH-000278,0.0074939556673749375
