,OR1D2 (4991)
ACH-000004,-0.7087593355594296
ACH-000005,-0.3542090281225493
ACH-000007,-0.1978042890676954
ACH-000009,-0.41567148408610266
ACH-000011,-0.5119365665119692
ACH-000012,-0.39466145423672
ACH-000013,-0.4575455112172529
ACH-000014,-0.3845617560065964
ACH-000015,-0.5205282921933467
ACH-000017,-0.5496016126832609
ACH-000018,-0.7133114999378338
ACH-000019,-0.3713910520164183
ACH-000021,-0.5302879694356463
ACH-000022,-0.559284497252444
ACH-000025,-0.5086442926386846
ACH-000028,-0.4451200000945101
ACH-000030,-0.3563115731105445
ACH-000035,-0.4462696190754269
ACH-000036,-0.3568686186388369
ACH-000037,-0.3015547717512264
ACH-000039,-0.4227775063784317
ACH-000040,-0.4699561622643304
ACH-000041,-0.541230882850829
ACH-000042,-0.5871821660661509
ACH-000045,-0.5066526338903026
ACH-000047,-0.39501457423761605
ACH-000052,-0.6703508549377386
ACH-000053,-0.40034610698035744
ACH-000054,-0.4377721662712035
ACH-000055,-0.5429839041391953
ACH-000060,-0.4594798797353445
ACH-000067,-0.5317363801369261
ACH-000070,-0.37976872231996894
ACH-000075,-0.5445259699125703
ACH-000078,-0.5286143970787612
ACH-000082,-0.5937655741214389
ACH-000085,-0.6568393040678935
ACH-000086,-0.3382474693387475
ACH-000087,-0.5140638895056061
ACH-000092,-0.3673785294939386
ACH-000095,-0.5496960381349099
ACH-000097,-0.3781987639128854
ACH-000098,-0.4162496514787077
ACH-000099,-0.5408007939990874
ACH-000108,-0.5181181843472787
ACH-000113,-0.3869524788740371
ACH-000116,-0.5251607029927516
ACH-000118,-0.6063129075092132
ACH-000120,-0.5503585700567081
ACH-000123,-0.452364335127431
ACH-000127,-0.4569288445559269
ACH-000128,-0.5299885438532972
ACH-000132,-0.39555871707434703
ACH-000133,-0.4843730261732657
ACH-000137,-0.3627800431824408
ACH-000138,-0.6711734194052207
ACH-000142,-0.5470832929700469
ACH-000143,-0.5330156098913926
ACH-000146,-0.4662616760742842
ACH-000148,-0.3560799601371813
ACH-000150,-0.3818236098392556
ACH-000152,-0.429178136133508
ACH-000153,-0.29676767544090743
ACH-000159,-0.429139152676524
ACH-000160,-0.4926268696638285
ACH-000163,-0.23288735932344698
ACH-000167,-0.0053453064735859935
ACH-000168,-0.41725056296732216
ACH-000169,-0.5573428861725555
ACH-000178,-0.3655135380300393
ACH-000183,-0.5766301881056651
ACH-000188,-0.5755682492234035
ACH-000189,-0.3311887141608413
ACH-000190,-0.4005046211575025
ACH-000198,-0.4821488287166859
ACH-000203,-1.1609621786872726
ACH-000204,-0.2266151981726133
ACH-000206,-0.443347484733476
ACH-000207,-0.7669894475337123
ACH-000208,-0.4872205050748632
ACH-000210,-0.4056935830204663
ACH-000211,-0.6051422850112462
ACH-000215,-0.4432724005524207
ACH-000221,-0.4664796963810728
ACH-000222,-0.5999038478418152
ACH-000223,-0.5855231716798353
ACH-000226,-0.5622702850780888
ACH-000227,-0.50120639619798
ACH-000228,-0.35771358600145503
ACH-000231,-0.4889491784971661
ACH-000232,-0.4697565066305574
ACH-000233,-0.5879657519812239
ACH-000234,-0.4233821097690586
ACH-000235,-0.4886377355271582
ACH-000237,-0.4647500616131637
ACH-000238,-0.4567549812139694
ACH-000242,-0.9804311747832202
ACH-000243,-0.4591423723283323
ACH-000244,-0.418668832951616
ACH-000246,-0.5472542163220914
ACH-000248,-0.39195131106787895
ACH-000250,-0.5591467031045926
ACH-000251,-0.5225796859106091
ACH-000252,-0.4654958793034986
ACH-000253,-0.5672218163298353
ACH-000255,-0.3383081200340988
ACH-000256,-0.3857197019512796
ACH-000257,-0.4291558384939593
ACH-000258,-0.4488888100284944
ACH-000259,-0.4606547502434602
ACH-000260,-0.4687772605615157
ACH-000261,-0.5313842814157629
ACH-000262,-0.42091398341601227
ACH-000263,-0.7695923307341408
ACH-000264,-0.3888369644049167
ACH-000265,-0.49814337140702897
ACH-000266,-0.5627915878625074
ACH-000272,-0.6368790229654575
ACH-000274,-0.5426010310692797
ACH-000277,-0.75873306019151
ACH-000278,-0.5191308425770512
ACH-000279,-0.5080486440087025
ACH-000280,-0.45801413698838
ACH-000281,-0.4314105714384512
ACH-000288,-0.5720521452696158
ACH-000291,-0.4987573712486364
ACH-000293,-0.4573415509039203
ACH-000294,-0.42746267537172206
ACH-000295,-0.3749046958830491
ACH-000296,-0.24897767118015385
ACH-000302,-0.3872570123045978
ACH-000304,-0.27276599812020896
ACH-000307,-0.4643253324185946
ACH-000308,-0.5117108853636779
ACH-000310,-0.4926472573246732
ACH-000311,-0.5953230210688395
ACH-000312,-0.6094968886683254
ACH-000315,-0.6881956123482766
ACH-000316,-0.4914721984917063
ACH-000317,-0.5185175130517397
ACH-000318,-0.5765467135718841
ACH-000319,-0.589472890247202
ACH-000320,-0.5925170053066371
ACH-000322,-0.6970816471235265
ACH-000323,-0.5395045665942257
ACH-000324,-0.6454591314483397
ACH-000329,-0.4807836234083947
ACH-000330,-0.4305381317345025
ACH-000331,-0.6836302229987372
ACH-000332,-0.487804675648674
ACH-000334,-0.8718818897885529
ACH-000335,-0.09556530548352513
ACH-000336,-0.6068412765251434
ACH-000337,-0.5584144803167765
ACH-000338,-0.08918319071607844
ACH-000339,-0.3946910070231249
ACH-000341,-0.48670600833367295
ACH-000348,-0.4416145486480704
ACH-000350,-0.4045770818078099
ACH-000352,-0.4688259145794978
ACH-000356,-0.2911584586973012
ACH-000361,-0.2623000724679588
ACH-000362,-0.5443278229803302
ACH-000363,-0.4375886990505626
ACH-000364,-0.6041511149702786
ACH-000365,-0.5529231996507555
ACH-000366,-0.6628508881558093
ACH-000368,-0.3995582543228697
ACH-000374,-0.41409485351998143
ACH-000375,-0.4427703171286768
ACH-000376,-0.450762771635555
ACH-000381,-0.493325716719839
ACH-000383,-0.520967480806912
ACH-000387,-0.3058802331858245
ACH-000389,-0.4783072697921987
ACH-000390,-0.6024944796553698
ACH-000393,-0.6047084335703599
ACH-000395,-0.529612909980835
ACH-000396,-0.4375538909766853
ACH-000397,-0.6402680275131707
ACH-000401,-0.32317122175306745
ACH-000402,-0.3440869146978658
ACH-000403,-0.6519571357717502
ACH-000404,-0.3314566298310247
ACH-000406,-0.456628919836865
ACH-000407,-0.3891879677127623
ACH-000408,-0.6095600554993981
ACH-000410,-0.3658603659919217
ACH-000411,-0.6549937394323887
ACH-000414,-0.5578539733539221
ACH-000415,-0.6161232383274685
ACH-000416,-0.4783367836371944
ACH-000420,-0.5045674839816179
ACH-000421,-0.482515805328804
ACH-000424,-0.4734087092468323
ACH-000425,-0.1943668772549088
ACH-000426,-0.5527157882278965
ACH-000427,-0.4136127741168224
ACH-000433,-0.2045631241598139
ACH-000435,-0.5650909978600808
ACH-000436,-0.4336955816337142
ACH-000444,-0.29000976974578285
ACH-000445,-0.5123403231563529
ACH-000448,-0.43736079209820944
ACH-000450,-0.3569846399974476
ACH-000452,-0.4802300863512132
ACH-000454,-0.5330792079800235
ACH-000458,-0.4263856022327835
ACH-000459,-0.10181265078053983
ACH-000460,-0.4874009000553962
ACH-000461,-0.5866798596080963
ACH-000463,-0.645745799375553
ACH-000464,-0.3652781596661669
ACH-000466,-0.7134908836836841
ACH-000467,-0.4313452429090661
ACH-000468,-0.4648331658146567
ACH-000469,-0.4588773635652799
ACH-000470,-0.6359415299584059
ACH-000471,-0.5017313034946528
ACH-000472,-0.37529585853385344
ACH-000473,-0.3214413711803631
ACH-000475,-0.4122878839288698
ACH-000476,-0.5059141957329439
ACH-000477,-0.19446014794440475
ACH-000479,-0.5522280811130483
ACH-000480,-0.2998147907051487
ACH-000481,-0.3949070753899993
ACH-000483,-0.5384744330797964
ACH-000484,-0.4355775639820428
ACH-000485,-0.4687508556904244
ACH-000486,-0.3834129858079698
ACH-000487,-0.3968511511382464
ACH-000488,-0.4851823847055702
ACH-000490,-0.40116760782402416
ACH-000491,-0.4725857446595108
ACH-000495,-0.2877836466951143
ACH-000496,-0.6524718282981999
ACH-000499,-0.3712426616137419
ACH-000500,-0.8975189534097612
ACH-000502,-0.5183270822494133
ACH-000503,-0.5452873305956543
ACH-000505,-0.4949864531673997
ACH-000507,-0.5499235267846158
ACH-000510,-0.4554653450759941
ACH-000511,-0.5060114192493863
ACH-000512,-0.4458799036600442
ACH-000516,-0.35835395968037503
ACH-000517,-0.5699827144508679
ACH-000518,-0.5474716431729654
ACH-000520,-0.6022560866329645
ACH-000521,-0.4676274606685061
ACH-000522,-0.4735213942791449
ACH-000524,-0.3931097668170541
ACH-000527,-0.4131526569760872
ACH-000528,-0.4278489326311248
ACH-000537,-0.2998094469833407
ACH-000541,-0.6765895359894126
