,SEC61A2 (55176)
ACH-000004,-0.09272323023757026
ACH-000005,-0.11815422453734654
ACH-000007,-0.22731303972706926
ACH-000009,-0.06764067546024354
ACH-000011,-0.02021639915595857
ACH-000012,-0.0278536925959485
ACH-000013,-0.10451772879937864
ACH-000014,-0.055938819733766465
ACH-000015,0.03618298407231275
ACH-000017,0.0065854970131803605
ACH-000018,-0.10422001181667057
ACH-000019,0.050615759672380065
ACH-000021,-0.07235600256174793
ACH-000022,0.02658220203868218
ACH-000025,0.10846890640817802
ACH-000028,-0.061195216297647674
ACH-000030,-0.08885398603126753
ACH-000035,0.0069984766476067365
ACH-000036,-0.04970179709614813
ACH-000037,-0.07374362616148336
ACH-000039,0.009086709818748168
ACH-000040,-0.08323694834218152
ACH-000041,0.009173091000868579
ACH-000042,-0.1463042102224549
ACH-000045,-0.06756644089028645
ACH-000047,0.05619136288494097
ACH-000052,-0.041599439828799115
ACH-000053,0.01843362982936934
ACH-000054,-0.14176304251582694
ACH-000055,0.06705610674720905
ACH-000060,0.04858516075557735
ACH-000067,-0.13510126817772192
ACH-000070,0.08736332890259131
ACH-000075,0.21288685913593036
ACH-000078,-0.0797485377862645
ACH-000082,-0.04842321477954852
ACH-000085,0.050858686928732286
ACH-000086,0.0912869875293722
ACH-000087,0.022546711458736667
ACH-000092,0.020362495222881992
ACH-000095,-0.05576846975803991
ACH-000097,0.10338669912610422
ACH-000098,-0.214943008403971
ACH-000099,-0.14063114717315878
ACH-000108,0.01169353130052027
ACH-000113,0.10213078859886586
ACH-000116,0.016733443670926273
ACH-000118,-0.1404283778241925
ACH-000120,-0.17556381388725395
ACH-000123,-0.004615761263009815
ACH-000127,0.02111938155946098
ACH-000128,-0.07027598048381642
ACH-000132,-0.032315215058279084
ACH-000133,-0.060666674627930774
ACH-000137,0.10096638573459404
ACH-000138,0.027245126016396524
ACH-000142,0.04105544146027417
ACH-000143,-0.002796863450489572
ACH-000146,-0.001037019416045539
ACH-000148,-0.10255628762971808
ACH-000150,-0.10436396136142123
ACH-000152,-0.15460477087515614
ACH-000153,0.10069201549809342
ACH-000159,-0.0035284480291493266
ACH-000160,0.13029399225344096
ACH-000163,0.015527395205254597
ACH-000167,0.8897666870292232
ACH-000168,0.027025252801098864
ACH-000169,-0.006751668617134199
ACH-000178,-0.12619917251994564
ACH-000183,0.15318214148152062
ACH-000188,-0.03461841061295548
ACH-000189,0.0012049845167102786
ACH-000190,-0.09935636702747266
ACH-000198,0.03499066988785727
ACH-000203,0.18371589165921848
ACH-000204,0.013635528306481336
ACH-000206,0.03411444346012492
ACH-000207,-0.19632808944391367
ACH-000208,0.01604072828728289
ACH-000210,0.3221519709409427
ACH-000211,0.03998894926175131
ACH-000215,0.06770200349293512
ACH-000221,0.19942066750500292
ACH-000222,0.09699545845305248
ACH-000223,-0.08013611418188038
ACH-000226,-0.04492706660166496
ACH-000227,-0.17463579024217527
ACH-000228,0.031076171104279494
ACH-000231,0.10255295950322643
ACH-000232,-0.048684458048807736
ACH-000233,-0.16787036784562034
ACH-000234,0.06241635911920858
ACH-000235,-0.04928382534096419
ACH-000237,0.036752183043140985
ACH-000238,-0.0018411859578455305
ACH-000242,0.06142642149188759
ACH-000243,0.12207085503145013
ACH-000244,-0.2654213048439534
ACH-000246,-0.05556017455399368
ACH-000248,0.19551787342562552
ACH-000250,0.07730301913073383
ACH-000251,0.15838773858615324
ACH-000252,-0.3202423816663333
ACH-000253,-0.01698579307041426
ACH-000255,0.11799863346120285
ACH-000256,0.14055484918093478
ACH-000257,-0.21059818444924772
ACH-000258,-0.042249464305933536
ACH-000259,-0.05427955046347969
ACH-000260,0.0581638708136587
ACH-000261,-0.10932871215035284
ACH-000262,-0.055727573963491664
ACH-000263,0.2681022023496755
ACH-000264,-0.004281440570864182
ACH-000265,-0.06369377662886842
ACH-000266,-0.004628785310847433
ACH-000272,-0.02630896544974207
ACH-000274,-0.05461832165146211
ACH-000277,-0.13294038366528546
ACH-000278,0.123025558826429
ACH-000279,-0.03876366772708753
ACH-000280,-0.027660999843489176
ACH-000281,0.02110730975217875
ACH-000288,-0.07219483982082843
