,SHE (126669)
ACH-000150,-0.23352142649777805
ACH-000152,-0.1782169993813316
ACH-000153,-0.1961960889149693
ACH-000159,-0.25782392302588114
ACH-000160,-0.07749201957413973
ACH-000163,-0.30039000916727226
ACH-000167,0.24245060740131186
ACH-000168,-0.1748693051207913
ACH-000169,-0.19179060897017566
ACH-000178,-0.16485485731430313
ACH-000183,-0.13390743132759275
ACH-000188,-0.2854170523139345
ACH-000189,-0.4790051146301264
ACH-000190,-0.18230754218767006
ACH-000198,-0.26584973290094344
ACH-000203,-0.2618693277290087
ACH-000204,-0.5714023288791322
ACH-000206,-0.4565930811227203
ACH-000207,-0.3146617476434067
ACH-000208,-0.3113151993931496
ACH-000210,-0.021948697857652823
ACH-000211,-0.16759295334129648
ACH-000215,-0.2734012592702079
ACH-000221,-0.14838635651179208
ACH-000222,-0.12011172171136762
ACH-000223,-0.16298939069045176
ACH-000226,-0.3496596376230023
ACH-000227,0.024164792821127698
ACH-000228,-0.20455613653449128
ACH-000231,-0.20045134702961787
ACH-000232,-0.3744428278562009
ACH-000233,-0.1641208159246827
ACH-000234,-0.20735860111826288
ACH-000235,-0.2806852461627323
ACH-000237,-0.2629200043865512
ACH-000238,-0.20984849014597196
ACH-000242,-0.04591750881736008
ACH-000243,-0.1839758998833073
ACH-000244,-0.2302913051898693
ACH-000246,-0.3022682407700804
ACH-000248,-0.29541493127315466
ACH-000250,-0.19131579326155726
ACH-000251,-0.3522843563797017
ACH-000252,-0.015580168988953444
ACH-000253,-0.19350364537116674
ACH-000255,-0.2695455834550367
ACH-000256,-0.3126429977777999
ACH-000257,-0.09514895464581907
ACH-000258,-0.4026880836434961
ACH-000259,-0.2220964736783243
ACH-000260,-0.2583008078825478
ACH-000261,-0.14285781747959905
ACH-000262,-0.22115346354194484
ACH-000263,-0.13402520471814455
ACH-000264,-0.3227075806759693
ACH-000265,-0.1386027091504252
ACH-000266,-0.18621950314063698
ACH-000272,-0.2769697532593444
ACH-000274,-0.18123264137999512
ACH-000277,-0.12851518685344532
ACH-000278,-0.2317847847306488
ACH-000279,-0.17504682433736138
ACH-000280,-0.2448402263232944
ACH-000281,-0.2078121286008036
ACH-000288,-0.2452604804479912
ACH-000291,-0.30911727283332713
ACH-000293,-0.2858031681227285
ACH-000294,-0.22063819698696305
ACH-000295,-0.3396216484008008
ACH-000296,-0.04064718639523419
ACH-000302,-0.14887387832742766
ACH-000304,-0.16712936592180602
ACH-000307,-0.10400745942636104
ACH-000308,-0.2773602885770942
ACH-000310,-0.3234825635122091
ACH-000311,-0.22023599642386846
ACH-000312,-0.2808670553433583
ACH-000315,-0.3199099922759861
ACH-000316,-0.10838477405640448
ACH-000317,-0.2657759687163376
ACH-000318,-0.2373404668508552
ACH-000319,-0.3386191853344214
ACH-000320,-0.18955395591629445
ACH-000322,-0.13661707190119798
ACH-000323,-0.06556772681049902
ACH-000324,-0.32742173146207143
ACH-000329,-0.183382202750942
ACH-000330,-0.19691245393199727
ACH-000331,-0.19153658760114564
ACH-000332,-0.2725032488366918
ACH-000334,-0.2428388737527293
ACH-000335,-0.25971920462111026
ACH-000336,-0.4468746341100636
ACH-000337,-0.10584550324972586
ACH-000338,-0.34693831693111565
ACH-000339,-0.21864146045636326
ACH-000341,-0.0979406501185542
ACH-000348,-0.21606795365190445
ACH-000350,-0.3367190523878261
ACH-000352,-0.16359720566903074
ACH-000356,-0.3469586653129042
ACH-000361,-0.025837909228422596
ACH-000362,-0.3097505480984836
ACH-000363,-0.3110041966499754
ACH-000364,-0.3183840978158565
ACH-000365,-0.19212592621429772
ACH-000366,-0.295893904574116
ACH-000368,-0.1025744011677444
ACH-000374,-0.27994473556753313
ACH-000375,-0.07386744666679744
ACH-000376,-0.2093385327374308
ACH-000381,-0.18173343368660688
ACH-000383,-0.25107921062292404
ACH-000387,-0.2418754965196641
ACH-000389,-0.2863173980878397
ACH-000390,-0.2519897510050229
ACH-000393,-0.036276811083363066
ACH-000395,-0.20124951593454987
ACH-000396,-0.2368645632268511
ACH-000397,-0.19220674929662504
ACH-000401,-0.1099823784338232
ACH-000402,-0.5443055622192315
ACH-000403,-0.19759096907641727
ACH-000404,-0.2785784107644021
ACH-000406,-0.15843508828811118
ACH-000407,-0.08780118308416521
ACH-000408,-0.3693024099358821
ACH-000410,-0.2639684265957612
ACH-000411,-0.3052729142174284
ACH-000414,-0.2994852156666369
ACH-000415,-0.15102937580377754
ACH-000416,-0.21224638779921048
ACH-000420,-0.33190265268181
ACH-000421,-0.25454140628880084
ACH-000424,-0.04037423094896321
ACH-000425,-0.2508844011419825
ACH-000426,-0.4990374030241455
ACH-000427,-0.1653969888678432
ACH-000433,-0.07154180290771163
ACH-000435,-0.6241445651383962
ACH-000436,-0.11873968565526186
ACH-000444,-0.13758628866280478
ACH-000445,-0.16524335889785147
ACH-000448,-0.2152591694074581
ACH-000450,-0.07622751092906374
ACH-000452,-0.23469012417962384
ACH-000454,-0.31147207959277273
ACH-000458,-0.22914821952543826
ACH-000459,-0.016310611980265767
ACH-000460,-0.20040157534555966
ACH-000461,-0.18709283831029005
ACH-000463,-0.2506364100028427
ACH-000464,-0.202117202527746
ACH-000466,-0.08902542888142373
ACH-000467,-0.4699658844587742
ACH-000468,-0.17743459142656426
ACH-000469,-0.2687329933182808
ACH-000470,-0.13560134598836415
ACH-000471,-0.13680964945451052
ACH-000472,-0.2098166803266712
ACH-000473,-0.11287716600877365
ACH-000475,-0.25454537485043083
ACH-000476,-0.21351095413684007
ACH-000477,-0.21005435329756908
ACH-000479,-0.27866883888092586
ACH-000480,-0.3075873886468592
ACH-000481,-0.22953059145678575
ACH-000483,-0.4471304734328481
ACH-000484,-0.35526940002334206
ACH-000485,-0.22956946653704025
ACH-000486,-0.1983703191572041
ACH-000487,-0.40236164056053375
ACH-000488,-0.2453622508689263
ACH-000490,-0.16508736005948224
ACH-000491,-0.2981046480627718
ACH-000495,-0.2618429705582265
ACH-000496,-0.21777985867505695
ACH-000499,-0.22066554467245555
ACH-000500,-0.6295733902460647
ACH-000502,-0.2660070657044882
ACH-000503,-0.023813427608246042
ACH-000505,-0.244732372229528
ACH-000507,-0.3090671267107934
ACH-000510,-0.2179519840378855
ACH-000511,-0.33851215946530105
ACH-000512,-0.7669953844234987
ACH-000516,-0.2302392616288965
ACH-000517,-0.3177974856053776
ACH-000518,-0.2468943970722856
ACH-000520,-0.2614939935671143
ACH-000521,-0.31081582364660953
ACH-000522,-0.1988325142770148
ACH-000524,-0.21336422893868345
ACH-000527,-0.1592104027810669
ACH-000528,-0.3423956323073601
ACH-000537,-0.2497988473110057
ACH-000541,-0.07081198546550144
ACH-000542,-0.17571286837276828
ACH-000544,-0.22254701634182825
ACH-000545,-0.2108743513943214
ACH-000547,-0.5495001737310786
ACH-000548,-0.3664524246931207
ACH-000549,-0.1201677187575246
ACH-000550,-0.2329306998839932
ACH-000552,-0.2515693598034663
ACH-000556,-0.29982382477169245
ACH-000557,-0.2992395627961329
ACH-000569,-0.16833293149165396
ACH-000570,-0.040539183507556815
ACH-000571,-0.18747563347586851
ACH-000573,-0.32933674334346075
ACH-000576,-0.366627612587432
ACH-000579,-0.14226053239658315
ACH-000580,-0.07734089853113559
ACH-000584,-0.13198732845620975
ACH-000585,-0.21689914773082508
ACH-000588,-0.2751976759993428
ACH-000589,-0.1806998439670352
ACH-000591,0.029687730907023736
ACH-000593,-0.19232669664285895
ACH-000600,-0.3692758907642464
ACH-000601,-0.2522667872282439
ACH-000605,-0.3813791872811833
ACH-000606,-0.4114376705042
ACH-000608,-0.15555093077935736
ACH-000614,-0.12797825852456654
ACH-000616,-0.3367895569849296
ACH-000618,-0.3144675994900856
ACH-000619,-0.20937458371444406
ACH-000620,-0.34949549221491577
ACH-000621,-0.15621096340171398
ACH-000622,-0.3130691611781494
ACH-000623,-0.2317141769568886
ACH-000624,-0.17281404589775307
ACH-000627,-0.20245611567490693
ACH-000630,-0.27579230648114456
ACH-000631,-0.08773185570611917
ACH-000632,-0.20948817198799372
ACH-000633,-0.2451119931552343
ACH-000637,-0.26020321819279163
ACH-000638,-0.2999569369426455
ACH-000646,-0.4284151444008165
ACH-000647,-0.3863803543139438
ACH-000648,-0.17816670765082046
ACH-000649,-0.16637150122719416
ACH-000651,-0.18528948530162945
ACH-000652,0.006665440288335513
ACH-000653,-0.1770651950338351
ACH-000657,-0.25858211168028755
ACH-000658,-0.3835069689799699
ACH-000661,-0.14140825372973745
ACH-000662,0.01264575247222172
ACH-000663,-0.07325995859543148
ACH-000665,-0.18924424234621173
ACH-000671,-0.2899349586051401
ACH-000672,-0.33092441497564645
ACH-000673,-0.2449269839612347
ACH-000676,-0.3234857568432764
ACH-000677,-0.2618240972223222
ACH-000681,-0.09750349078075056
ACH-000683,-0.4817500162172133
ACH-000684,-0.06959939523658823
ACH-000688,0.1063284203074485
ACH-000693,-0.24596784588699555
ACH-000694,-0.17433633143067595
ACH-000695,-0.21654306230776207
ACH-000696,-0.2661950211873435
ACH-000697,-0.16132285905758625
ACH-000699,-0.2734061192601611
ACH-000701,-0.3377019638236723
ACH-000706,-0.3447638837120381
ACH-000711,-0.28917216020069064
ACH-000713,-0.3435067478847486
ACH-000714,-0.4961173644397674
ACH-000718,-0.19722749973304765
ACH-000720,-0.1420395898394148
ACH-000721,-0.18345015921323884
ACH-000724,-0.11061596721173762
ACH-000725,-0.23199203877979035
ACH-000732,-0.2361661415323254
ACH-000734,-0.14410328524632593
ACH-000735,-0.26517879450868737
ACH-000736,-0.11520369725202932
ACH-000738,-0.1949031225650024
ACH-000746,-0.32657256573568083
ACH-000747,-0.3679698329066616
ACH-000748,-0.2203488057269567
ACH-000753,-0.2966336309792534
ACH-000756,-0.24962337945104895
ACH-000757,-0.3102672949734955
ACH-000758,-0.09956281689173607
ACH-000760,-0.2430986676902905
ACH-000762,-0.2716781551184087
ACH-000763,-0.4159627433969617
ACH-000764,-0.31772134085859444
ACH-000765,-0.27025719022911554
ACH-000766,-0.06701759547356458
ACH-000767,-0.1842524105428992
ACH-000768,-0.20540742158160774
ACH-000769,-0.08136262531128931
ACH-000770,-0.2608203172853584
ACH-000771,-0.16732088513999138
ACH-000773,-0.18898857856461915
ACH-000776,-0.23816102780114626
ACH-000777,-0.14859658606882034
ACH-000778,-0.3093184633902745
ACH-000781,-0.15639557683912975
ACH-000782,-0.3093365940093738
ACH-000783,-0.3695862273859176
ACH-000784,-0.32839408849603435
ACH-000785,-0.3986543064033901
ACH-000787,-0.17380047933708728
ACH-000788,-0.1984398436577152
ACH-000791,-0.35720169882874475
ACH-000792,-0.1975146465604585
ACH-000794,-0.0567026549165953
ACH-000796,-0.0811868376895035
ACH-000798,-0.3283959196863242
ACH-000799,-0.1378530482565314
ACH-000800,-0.2965386602207954
ACH-000802,-0.21285409239553124
ACH-000804,-0.3099172592406949
ACH-000805,-0.21969585431396854
ACH-000809,-0.18162460636551814
ACH-000810,-0.2361030880295434
ACH-000811,-0.18835563177172504
ACH-000817,-0.4828972734326389
ACH-000819,-0.1909719678544876
ACH-000820,-0.18553925909356864
ACH-000821,-0.1087957712907124
ACH-000822,-0.1874762055984924
ACH-000823,-0.13207021905911745
ACH-000824,-0.37102221727252016
ACH-000827,-0.2293462161074646
ACH-000829,-0.3059781333566488
ACH-000831,-0.11673740095394172
ACH-000832,-0.3378656411583881
ACH-000833,-0.3023046935433828
ACH-000834,-0.2045853707219568
ACH-000835,-0.07553423276817046
ACH-000836,-0.29715993248813605
ACH-000837,-0.18554131806459392
ACH-000838,-0.4460046932525881
ACH-000839,-0.2988293399362681
ACH-000840,-0.19318181093666634
ACH-000841,-0.18980867641865964
ACH-000843,-0.2090238152783164
ACH-000846,-0.4298761225137462
ACH-000847,-0.2528403976358184
ACH-000848,-0.2015632637105104
ACH-000849,-0.2336575237056501
ACH-000851,-0.3101537042159453
ACH-000855,-0.2869055567116397
ACH-000856,-0.1288720978286899
ACH-000858,-0.29982584118347216
ACH-000859,-0.18190503786140294
ACH-000861,-0.11943732640922078
ACH-000862,-0.16502133560800172
ACH-000865,-0.2182725953459969
ACH-000866,-0.34873736067156835
ACH-000867,-0.3410724153540889
ACH-000869,-0.31705186281615105
ACH-000872,-0.15143556659437865
ACH-000873,-0.047325963666375946
ACH-000876,-0.1629529119154962
ACH-000878,0.2291474138538351
ACH-000880,-0.16885029299869336
ACH-000881,-0.15860790716156906
ACH-000882,-0.20052685032333
ACH-000884,-0.2860967251692875
ACH-000885,-0.07716041483011205
ACH-000887,-0.15489481790006054
ACH-000889,-0.3982418657955764
ACH-000896,-0.3619929968845953
ACH-000898,-0.37647506354622334
ACH-000900,-0.3832608906567934
ACH-000901,-0.20415118231403567
ACH-000905,-0.2283723934024909
ACH-000906,-0.0743309733977717
ACH-000907,-0.2767289476968146
ACH-000910,-0.17382438135501654
ACH-000911,-0.18070536856419908
ACH-000912,-0.2864957115290643
ACH-000913,-0.2724048864942427
ACH-000915,-0.12061764617538855
ACH-000916,-0.3769388737628178
ACH-000917,-0.16810848792269178
ACH-000920,-0.26975374695250165
ACH-000921,-0.20219659552128594
ACH-000924,-0.27007900152689746
ACH-000926,-0.10723460125501348
ACH-000928,-0.2137952080005749
ACH-000929,-0.46028801489634
ACH-000932,-0.1622517849470872
ACH-000935,-0.07672838204695065
ACH-000936,-0.1942176217420464
ACH-000937,-0.3711264635162527
ACH-000938,-0.4965980060514558
ACH-000939,-0.21047066876677728
ACH-000941,-0.3517905169482658
ACH-000943,-0.05794492827960605
ACH-000946,-0.27355088356458196
ACH-000947,-0.20339605733617133
ACH-000948,-0.27361099612964856
ACH-000950,-0.29325048493596506
ACH-000953,-0.3045618617853531
ACH-000954,0.037152943013405326
ACH-000957,-0.20704261855469647
ACH-000958,-0.1574627639624985
ACH-000960,-0.368922405414839
ACH-000963,-0.3914499255886804
ACH-000968,-0.1865397991598491
ACH-000969,-0.36490780959000585
ACH-000972,-0.01784987750170677
ACH-000973,-0.2855528529345599
ACH-000974,-0.2606829501683857
ACH-000978,-0.3847276822099967
ACH-000984,-0.4871735496366067
ACH-000986,-0.39700118694127945
ACH-000988,-0.1950936248362264
ACH-000993,-0.09418956481742012
ACH-000994,-0.15367059470312508
ACH-000996,-0.3494335983335292
ACH-001001,-0.2672911442371197
ACH-001020,-0.07386672463138305
ACH-001028,-0.202500053180203
ACH-001031,-0.07808491675865882
ACH-001038,-0.22861289973379245
ACH-001048,-0.1392420015803943
ACH-001050,-0.17524409804290655
ACH-001053,-0.06974787857067244
ACH-001054,-0.0043527449101128735
ACH-001061,-0.14042113651861154
ACH-001067,-0.1680190610660602
ACH-001075,-0.2394721777765087
ACH-001096,-0.40321795127318144
ACH-001111,-0.3599080721341754
ACH-001119,-0.1681298244753325
ACH-001128,0.05094708836887203
ACH-001134,-0.2121241888552347
ACH-001151,-0.2213359427702856
ACH-001163,-0.3832725118441516
ACH-001164,-0.17301762215325853
ACH-001183,-0.045595075577490624
ACH-001192,-0.4029977493331676
ACH-001193,-0.092280022889714
ACH-001196,-0.2705542563006798
ACH-001197,-0.22651183766906546
ACH-001205,-0.5359779476642289
ACH-001211,-0.3016419254334932
ACH-001212,-0.10293782614227194
ACH-001228,-0.4188194160081337
ACH-001232,-0.28748118837583075
ACH-001239,-0.2534677535493165
ACH-001270,-0.4519934055063804
ACH-001274,-0.04116306868062836
ACH-001275,-0.08803465802893645
ACH-001277,-0.3675456889840943
ACH-001278,-0.07755592526867149
ACH-001280,-0.3177741786759595
ACH-001283,-0.2656817677674884
ACH-001289,-0.1593228513768299
ACH-001300,-0.1944888897729832
ACH-001301,-0.062014661891657274
ACH-001302,0.03348720927554013
ACH-001306,-0.15100402640492835
ACH-001318,-0.3055553199772098
ACH-001322,-0.3063419848783601
ACH-001328,-0.2445968389896241
ACH-001332,-0.2311387307459877
ACH-001336,-0.4244622767986826
ACH-001346,-0.30806691430913496
ACH-001353,-0.15939777816052794
ACH-001354,-0.5832722545644017
ACH-001367,0.019131843143540262
ACH-001368,-0.15897526205339949
ACH-001374,-0.047499246012331485
ACH-001377,-0.1922502400361243
ACH-001380,-0.24652020737076985
ACH-001391,-0.2566741981289328
ACH-001408,-0.3202414326234385
ACH-001430,-0.15162791793743574
ACH-001431,-0.2302404773640159
ACH-001450,-0.3483867850178601
ACH-001496,-0.21642098798677714
ACH-001500,-0.21308280342983613
ACH-001523,-0.3019973138351834
ACH-001532,-0.24964707816897325
ACH-001550,-0.12372768812556277
ACH-001552,-0.13851480739191946
ACH-001554,-0.3562176600386033
ACH-001654,-0.3030383552217662
ACH-001735,-0.23271927429361586
ACH-001736,-0.1647529976622555
ACH-001737,-0.2805344142216934
ACH-001740,-0.3159340358666509
ACH-001745,-0.21600619424775472
ACH-001765,-0.2460728234707669
