,SAYSD1 (55776)
ACH-000004,-0.11252635022140108
ACH-000005,-0.019213885475822732
ACH-000007,-0.133674382875166
ACH-000009,-0.09843433367871572
ACH-000011,-0.04014849447625126
ACH-000012,-0.042008525534389315
ACH-000013,-0.09388208585738217
ACH-000014,-0.10182172444298028
ACH-000015,-0.024064058752922758
ACH-000017,-0.17837512039403913
ACH-000018,0.016007519283803975
ACH-000019,-0.3062398433774983
ACH-000021,-0.14395482612557972
ACH-000022,-0.04890784751841118
ACH-000025,-0.07517156352058375
ACH-000028,-0.1314845383338696
ACH-000030,-0.1333362303466531
ACH-000035,-0.1620405322305139
ACH-000036,-0.2248894802748216
ACH-000037,-0.1216880621954764
ACH-000039,-0.05554327492637815
ACH-000040,-0.046869167233111145
ACH-000041,-0.06346539110259777
ACH-000042,-0.09580974160900516
ACH-000045,-0.32323521399760197
ACH-000047,-0.1891842644739933
ACH-000052,-0.3829604045799046
ACH-000053,-0.10907383365133956
ACH-000054,-0.22108968373074164
ACH-000055,-0.21238547832272026
ACH-000060,-0.3010875145780127
ACH-000067,-0.17637603427647106
ACH-000070,-0.1224812142388774
ACH-000075,-0.08690329740086816
ACH-000078,-0.0935180095972882
ACH-000082,-0.11015241771840892
ACH-000085,-0.07993155043261943
ACH-000086,-0.15100059886869174
ACH-000087,-0.09707032696923508
ACH-000092,-0.07059605122271033
ACH-000095,-0.1687004881234758
ACH-000097,-0.26456352546994283
ACH-000098,-0.2149287031894773
ACH-000099,-0.07812163330977788
ACH-000108,-0.03881337173244917
ACH-000113,-0.25657109081078283
ACH-000116,-0.13820824546379054
ACH-000118,-0.10487672451074544
ACH-000120,-0.2658013603804293
ACH-000123,-0.1488333669583502
ACH-000127,-0.15076197283939488
ACH-000128,-0.14871218882599516
ACH-000132,-0.13651595984469506
ACH-000133,-0.08330088607452724
ACH-000137,-0.16389581761428398
ACH-000138,-0.15606226542592935
ACH-000142,-0.1629454421232765
ACH-000143,-0.17971382504588976
ACH-000146,-0.10238464211750173
ACH-000148,0.01750087724069449
ACH-000150,-0.07345147126405323
ACH-000152,-0.08055047283632348
ACH-000153,-0.1664105752199655
ACH-000159,-0.2286980056454793
ACH-000160,-0.18213097720927027
ACH-000163,-0.03771771760966877
ACH-000167,0.0929315087099197
ACH-000168,-0.1983575572463364
ACH-000169,-0.17562517006035527
ACH-000178,-0.08515422497599039
ACH-000183,-0.27706161341450325
ACH-000188,-0.18575143972866948
ACH-000189,0.05982246843344693
ACH-000190,-0.022647777453446063
ACH-000198,-0.1854690554647503
ACH-000203,-0.3197584278406544
ACH-000204,-0.13440640613797342
ACH-000206,-0.3668367720307058
ACH-000207,-0.2483645664032227
ACH-000208,-0.4523309525156444
ACH-000210,-0.28094582719063715
ACH-000211,-0.17128833817191724
ACH-000215,-0.1868073687860076
ACH-000221,-0.2630733922849409
ACH-000222,-0.0841420776651144
ACH-000223,-0.21813512865727253
ACH-000226,-0.10679578841078503
ACH-000227,-0.15704536113281065
ACH-000228,-0.2749022472377463
ACH-000231,-0.19235633721726286
ACH-000232,-0.10962428841463084
ACH-000233,-0.1785695605542062
ACH-000234,-0.08594211024418141
ACH-000235,-0.18583989388806188
ACH-000237,-0.16028887239291326
ACH-000238,-0.1813758994910125
ACH-000242,-0.17923909145194505
ACH-000243,-0.17063416323159775
ACH-000244,-0.027768563146813027
ACH-000246,-0.1444322209938127
ACH-000248,-0.11270331587948845
ACH-000250,-0.09979841826885058
ACH-000251,-0.2498698612931816
ACH-000252,-0.4434560354526416
ACH-000253,-0.15436406998073499
ACH-000255,-0.21344435403722373
ACH-000256,0.0014152896777773038
ACH-000257,-0.3207906647912458
ACH-000258,-0.05204244931257029
ACH-000259,-0.1607051354985123
ACH-000260,-0.15922088897368186
ACH-000261,-0.12231249645311885
ACH-000262,-0.23917608247545386
ACH-000263,-0.13077572237722834
ACH-000264,-0.2055346416553199
ACH-000265,-0.16789501251702615
ACH-000266,-0.16539375446577287
ACH-000272,-0.2239679449608995
ACH-000274,-0.1230454269350766
ACH-000277,-0.14439243527957735
ACH-000278,-0.07472155602584743
ACH-000279,-0.2904548293725096
ACH-000280,-0.07366876347210663
ACH-000281,-0.15826076470567838
ACH-000288,-0.155542623627004
ACH-000291,-0.25960683124794753
ACH-000293,-0.17885723624512592
ACH-000294,-0.11056047955979538
ACH-000295,-0.21926049627411648
ACH-000296,-0.1960257641073923
ACH-000302,-0.1153973640260921
ACH-000304,-0.32675041546186884
ACH-000307,-0.10552525586824547
ACH-000308,-0.16073194138305907
ACH-000310,-0.2366807571912332
ACH-000311,0.05666370768926202
ACH-000312,-0.11403230226122996
ACH-000315,0.07726075498424675
ACH-000316,-0.08283097340543777
ACH-000317,-0.08368528350597793
ACH-000318,-0.15620848426530362
ACH-000319,-0.2327319778451033
ACH-000320,-0.2280950938230211
ACH-000322,-0.16453458095400447
ACH-000323,-0.052755531423448035
ACH-000324,-0.09064043894366283
ACH-000329,-0.15752721707738152
ACH-000330,-0.2953433434839265
ACH-000331,-0.3323232383423976
ACH-000332,-0.2303886376135984
ACH-000334,-0.09594023759652807
ACH-000335,-0.26842491353247555
ACH-000336,0.08944264624254425
ACH-000337,-0.18346615297930427
ACH-000338,-0.4341765699605552
ACH-000339,-0.15810483843385525
ACH-000341,-0.09923366989185092
ACH-000348,-0.2536590513968715
ACH-000350,-0.03460300094099892
ACH-000352,-0.2751202269921898
ACH-000356,-0.13127364192750654
ACH-000361,-0.1645802761724407
ACH-000362,-0.30455055842521506
ACH-000363,-0.06559340007343609
ACH-000364,-0.17711615608311926
ACH-000365,0.043509649258051
ACH-000366,-0.22489819542508316
ACH-000368,-0.13183336216816213
ACH-000374,-0.2970651900714507
ACH-000375,-0.2840713680616813
ACH-000376,-0.17056357327946509
ACH-000381,-0.1882403694001364
ACH-000383,-0.13635010245099907
ACH-000387,-0.3722106115873079
ACH-000389,-0.024327492063996262
ACH-000390,-0.22491659011333234
ACH-000393,-0.15446633082987185
ACH-000395,-0.26852221413988125
ACH-000396,0.003264947389838657
ACH-000397,-0.2499920194276861
ACH-000401,0.012425152280392877
ACH-000402,-0.4272152561716765
ACH-000403,-0.14794968617615012
ACH-000404,0.03077452863103288
ACH-000406,-0.12374208759559008
ACH-000407,-0.14737635291464174
ACH-000408,-0.2165208604758783
ACH-000410,-0.032708295449769546
ACH-000411,-0.025172017266716758
ACH-000414,-0.137507032336016
ACH-000415,-0.029350971128823018
ACH-000416,-0.10259582472949832
ACH-000420,-0.17927868955728232
ACH-000421,-0.16807060426159404
ACH-000424,-0.11167354730558496
ACH-000425,-0.07586301880666538
ACH-000426,-0.010595004769693777
ACH-000427,-0.06980755858156679
ACH-000433,-0.124667051758238
ACH-000435,0.09105615142330163
ACH-000436,-0.060050247847465585
ACH-000444,-0.14795996423521365
ACH-000445,-0.1584018458687182
ACH-000448,-0.14206760137584015
ACH-000450,-0.2342957119445761
ACH-000452,-0.1756585438010209
ACH-000454,-0.2417641987015303
ACH-000458,-0.08064796308267264
ACH-000459,-0.02671827013910989
ACH-000460,-0.16495283741707814
ACH-000461,-0.2623744338327593
ACH-000463,-0.1824192828338348
ACH-000464,-0.057305104104441715
ACH-000466,-0.13764282418662188
ACH-000467,-0.16378214888508308
ACH-000468,-0.003235739860521654
ACH-000469,-0.07288164242624509
ACH-000470,-0.16057655962904588
ACH-000471,-0.046261640154562016
ACH-000472,-0.06671342061296351
ACH-000473,0.020417641398065976
ACH-000475,-0.1267029977805361
ACH-000476,-0.10352191631817148
ACH-000477,-0.06815585315404801
ACH-000479,0.07412602680903757
ACH-000480,-0.1908406670149725
ACH-000481,-0.11193680403384887
ACH-000483,-0.4964677596959381
ACH-000484,-0.19301067338505595
ACH-000485,-0.1262515133006855
ACH-000486,-0.12207118082169535
ACH-000487,-0.1757291275622154
ACH-000488,-0.12216761775621295
