,YPEL4 (219539)
ACH-000004,-0.29573406988286405
ACH-000005,0.09856997516078532
ACH-000007,-0.2265947953913813
ACH-000009,-0.03141823128019044
ACH-000011,-0.2001628077990156
ACH-000012,-0.26846935192570964
ACH-000013,-0.0801737170964315
ACH-000014,-0.03754322937483448
ACH-000015,-0.1550862771189797
ACH-000017,-0.10878867241762707
ACH-000018,-0.13899468572273002
ACH-000019,-0.4342572737693476
ACH-000021,-0.11326810426245774
ACH-000022,-0.2353741138134843
ACH-000025,-0.1248419757825749
ACH-000028,-0.3829079532738345
ACH-000030,-0.15858141822009725
ACH-000035,-0.21149632261097928
ACH-000036,-0.15973025820761474
ACH-000037,-0.26555027608989784
ACH-000039,-0.28222325957235955
ACH-000040,-0.3061777415024547
ACH-000041,-0.11891389687471166
ACH-000042,-0.3195550276612705
ACH-000045,-0.2983785181965598
ACH-000047,-0.1201267607008264
ACH-000052,-0.21733086398560394
ACH-000053,-0.12005287283780601
ACH-000054,-0.21414712843448416
ACH-000055,-0.2550502744722351
ACH-000060,-0.192450671812516
ACH-000067,0.0225855284945685
ACH-000070,-0.1835120760906012
ACH-000075,-0.19990289795174704
ACH-000078,0.026993575613075797
ACH-000082,-0.14814508440620208
ACH-000085,0.234203752558052
ACH-000086,-0.4498093418386772
ACH-000087,0.09100292226966894
ACH-000092,-0.05970071648454341
ACH-000095,-0.17828434873081825
ACH-000097,-0.1986533689446761
ACH-000098,-0.07455590653039035
ACH-000099,-0.09041540386746497
ACH-000108,-0.32341560687119314
ACH-000113,-0.09117173700168776
ACH-000116,-0.13099215015936908
ACH-000118,-0.204414867744356
ACH-000120,-0.11471196225811316
ACH-000123,-0.15354178129729396
ACH-000127,-0.06392918428280503
ACH-000128,-0.023596298732028013
ACH-000132,-0.2893534581522729
ACH-000133,-0.1823045352682542
ACH-000137,-0.4217825251913469
ACH-000138,-0.21106908592410706
ACH-000142,-0.3601838038441995
ACH-000143,-0.20357488620093986
ACH-000146,-0.12673753678677016
ACH-000148,-0.08977075737687634
ACH-000150,-0.17082566746970487
ACH-000152,-0.1753597621030214
ACH-000153,-0.1916471236123585
ACH-000159,-0.26721317629884184
ACH-000160,-0.4227254200249443
ACH-000163,-0.2522633936397401
ACH-000167,-0.016580144335798068
ACH-000168,-0.24734355149812354
ACH-000169,-0.0742891161772139
ACH-000178,-0.2654613035977571
ACH-000183,-0.169923244963671
ACH-000188,-0.4234195694706738
ACH-000189,-0.5036936961141144
ACH-000190,0.00177795938046962
ACH-000198,-0.09786358713009637
ACH-000203,-0.4018877063621389
ACH-000204,-0.1992136619715973
ACH-000206,-0.23817129290514424
ACH-000207,-0.10817612981399014
ACH-000208,-0.03334472498520904
ACH-000210,0.1361458053135876
ACH-000211,-0.1057667506911551
ACH-000215,-0.15470891070360634
ACH-000221,-0.1979974931849806
ACH-000222,-0.29022009463081244
ACH-000223,-0.10572692824210914
ACH-000226,-0.17902584195353752
ACH-000227,-0.01983001208208853
ACH-000228,-0.28548750096351266
ACH-000231,-0.2409280381150592
ACH-000232,-0.12990422936237034
ACH-000233,-0.16433387374710687
ACH-000234,-0.09374595076099672
ACH-000235,-0.3448449242993984
ACH-000237,-0.15307866863435268
ACH-000238,-0.2398260218137289
ACH-000242,-0.1919529094400297
ACH-000243,-0.2232819934036865
ACH-000244,0.07258183960250306
ACH-000246,-0.18953092620338133
ACH-000248,-0.17142989596784813
ACH-000250,-0.1879092234986677
ACH-000251,0.21441100053517212
ACH-000252,-0.3387833395076356
ACH-000253,-0.2290492843329512
ACH-000255,-0.2945282534429532
ACH-000256,-0.2706305657221296
ACH-000257,-0.20684706782152154
ACH-000258,-0.15323720782397102
ACH-000259,-0.16313491437149868
ACH-000260,-0.1392768710504163
ACH-000261,-0.2520711372146709
ACH-000262,-0.06500109939292689
ACH-000263,-0.4412811307610899
ACH-000264,-0.20111719395027888
ACH-000265,-0.044528980975462124
ACH-000266,-0.27956881822715274
ACH-000272,-0.12873050641379374
ACH-000274,-0.1168701738010335
ACH-000277,-0.13138235905711046
ACH-000278,-0.07857076739868589
ACH-000279,-0.0988608593886348
ACH-000280,-0.139055899251625
ACH-000281,-0.1786950267327777
ACH-000288,-0.04920418247299013
ACH-000291,-0.06867930234475411
ACH-000293,-0.3123566751063989
ACH-000294,-0.3554588662581141
ACH-000295,-0.03468763119925405
ACH-000296,-0.2022036864131826
ACH-000302,-0.08849612954935053
ACH-000304,-0.046165763199332716
ACH-000307,-0.17015438322303053
ACH-000308,-0.2766975166062475
ACH-000310,-0.058076181558507474
ACH-000311,-0.009411823673292269
ACH-000312,-0.10229028798148856
ACH-000315,-0.3694599574948246
ACH-000316,-0.2096137766035797
ACH-000317,-0.3570637604837153
ACH-000318,-0.478463183183496
ACH-000319,-0.11778832077096348
ACH-000320,-0.1481975346865083
ACH-000322,-0.22016701972117955
ACH-000323,-0.21366315261171084
ACH-000324,-0.10325660263988418
ACH-000329,-0.04165308148492989
ACH-000330,-0.1458229923850356
ACH-000331,-0.17901555220822787
ACH-000332,-0.14010646658822706
ACH-000334,-0.1582045026609497
ACH-000335,-0.003215012354719837
ACH-000336,-0.07914946278768611
ACH-000337,-0.4006142721616972
ACH-000338,0.16067630958855875
ACH-000339,-0.1629041640464259
ACH-000341,-0.02451756903177969
ACH-000348,0.0398580353011432
ACH-000350,-0.12447996931819655
ACH-000352,-0.0832980145887999
ACH-000356,-0.1169838790896549
ACH-000361,-0.2000342837623487
ACH-000362,-0.1745557186261595
ACH-000363,-0.11470734553861503
ACH-000364,-0.1709002145257165
ACH-000365,-0.226377508467202
ACH-000366,-0.3111460046470941
ACH-000368,-0.09990109291598956
ACH-000374,-0.1056003853901736
ACH-000375,-0.2382550650044616
ACH-000376,-0.264548925471546
ACH-000381,-0.0634835480758128
ACH-000383,-0.18406619343957575
ACH-000387,-0.17130431402381946
ACH-000389,0.024228974573648282
ACH-000390,-0.11445864522244666
ACH-000393,-0.1091162633392165
ACH-000395,-0.1213844148565605
ACH-000396,-0.10890492801879073
ACH-000397,-0.1027684015559548
ACH-000401,0.038997890663253695
ACH-000402,-0.07911248542281847
ACH-000403,-0.07785887849313756
ACH-000404,-0.13458358565868336
ACH-000406,-0.13494093475200847
ACH-000407,-0.04482884673225285
ACH-000408,-0.25585232992502416
ACH-000410,-0.2799765401829783
ACH-000411,-0.17305197007240672
ACH-000414,-0.18139792102411675
ACH-000415,-0.3033409482773351
ACH-000416,-0.14444186634204256
ACH-000420,-0.2385587127239454
ACH-000421,-0.23310630465372198
ACH-000424,-0.4740816001880464
ACH-000425,-0.09328962176990188
ACH-000426,-0.13713285819523116
ACH-000427,0.0910011659979195
ACH-000433,-0.4070243097748707
ACH-000435,-0.2334236605571312
ACH-000436,-0.1339794384751538
ACH-000444,-0.09276875742585332
ACH-000445,-0.25547511225858466
ACH-000448,-0.14771011959845096
ACH-000450,0.01879598633724451
ACH-000452,-0.12862763628040594
ACH-000454,-0.02324026368640117
ACH-000458,-0.07566023118754922
ACH-000459,-0.13650079840794482
ACH-000460,-0.18957549524260586
ACH-000461,-0.3965125437805405
ACH-000463,-0.11889054882064827
ACH-000464,-0.2322891518098074
ACH-000466,-0.10141876664101684
ACH-000467,-0.3417286213561703
ACH-000468,-0.2813212140810231
ACH-000469,-0.16042780555144812
ACH-000470,-0.06599735966457547
ACH-000471,-0.14952208958827715
ACH-000472,-0.1441964671008832
ACH-000473,-0.2655451689105928
ACH-000475,-0.2812791760772028
ACH-000476,-0.21779238129518624
ACH-000477,-0.3424620500455282
ACH-000479,-0.01721669922975636
ACH-000480,-0.3997690110682836
ACH-000481,-0.2669321000326335
ACH-000483,-0.2935076782772804
ACH-000484,-0.3421401512250706
ACH-000485,-0.3588868740953784
ACH-000486,-0.22811302844772355
ACH-000487,-0.2700000394931464
ACH-000488,-0.19115082727239407
ACH-000490,-0.15757461393508995
ACH-000491,-0.18464070206923205
ACH-000495,-0.27322225399224914
ACH-000496,-0.3316511000784436
ACH-000499,-0.10777433944293716
ACH-000500,-0.018047509566123592
ACH-000502,-0.2682937367884359
ACH-000503,-0.2305479043956969
ACH-000505,-0.1812665296566126
ACH-000507,-0.08623144214368078
ACH-000510,-0.1948501684372962
ACH-000511,-0.24012674841065426
ACH-000512,-0.009162627337258826
ACH-000516,-0.11482196839249136
ACH-000517,-0.20051203454749936
ACH-000518,-0.31840330858170857
ACH-000520,-0.08831160553844546
ACH-000521,-0.07211301827260844
ACH-000522,-0.2351662168209909
ACH-000524,-0.12362835024781794
ACH-000527,-0.1428800020282898
ACH-000528,-0.09992125384246484
ACH-000537,-0.08077601063095778
ACH-000541,-0.08329617380360725
ACH-000542,-0.20984753103996304
ACH-000544,-0.2961060258962499
ACH-000545,-0.244019589911558
ACH-000547,-0.2080551327267401
ACH-000548,-0.1934590675948284
ACH-000549,-0.19401651183328608
ACH-000550,-0.017666401500934625
ACH-000552,-0.26506185141003785
ACH-000556,-0.0888785849821766
ACH-000557,-0.3295825327032299
ACH-000569,-0.5302593941043873
ACH-000570,-0.2642696286180598
ACH-000571,-0.16897637899804355
ACH-000573,-0.1708126304637239
ACH-000576,-0.18316682601661446
ACH-000579,-0.10661462911945337
