,DPPA5 (340168)
ACH-000004,-0.3019712831172936
ACH-000005,-0.6420380725307854
ACH-000007,-0.5489511820200462
ACH-000009,-0.290500769106578
ACH-000011,-0.4970200519753887
ACH-000012,-0.4523711260334498
ACH-000013,-0.457173423834001
ACH-000014,-0.4697365331829284
ACH-000015,-0.401374179032034
ACH-000017,-0.26063568701123585
ACH-000018,-0.5581576819607471
ACH-000019,-0.11897425582044978
ACH-000021,-0.5747272734421646
ACH-000022,-0.5306023689528668
ACH-000025,-0.4646505845486346
ACH-000028,-0.3290536909773283
ACH-000030,-0.2911429288409241
ACH-000035,-0.2549126322504359
ACH-000036,-0.4121017572919173
ACH-000037,-0.5067872334505763
ACH-000039,-0.4531776946436623
ACH-000040,-0.401772446728525
ACH-000041,-0.4654247884488597
ACH-000042,-0.3777163739151636
ACH-000045,-0.2071345187750523
ACH-000047,-0.4661811701222836
ACH-000052,-0.4224033427612062
ACH-000053,-0.468663595862773
ACH-000054,-0.2942119521812758
ACH-000055,-0.3108981147017831
ACH-000060,-0.4172889469286678
ACH-000067,-0.564984630834041
ACH-000070,-0.8032243116280461
ACH-000075,-0.4768077540321522
ACH-000078,-0.5016452165679874
ACH-000082,-0.31042274766597244
ACH-000085,-0.28840705884051154
ACH-000086,-0.4251530151190634
ACH-000087,-0.15732290415389813
ACH-000092,-0.5342512945513056
ACH-000095,-0.3314766409435124
ACH-000097,-0.3590137919314539
ACH-000098,-0.4755854900879302
ACH-000099,-0.38090350098211656
ACH-000108,-0.39672920867958855
ACH-000113,-0.4607111622700441
ACH-000116,-0.32525165754632057
ACH-000118,-0.3265784203586348
ACH-000120,-0.6118026434767996
ACH-000123,-0.5048849367783688
ACH-000127,-0.531325578073118
ACH-000128,-0.3475944460776487
ACH-000132,-0.4610925761204209
ACH-000133,-0.3408853734403776
ACH-000137,-0.5191638854830309
ACH-000138,-0.33019334113160365
ACH-000142,-0.2633603982543736
ACH-000143,-0.4385613508134887
ACH-000146,-0.4597090070649384
ACH-000148,-0.3825043012668359
ACH-000150,-0.5208898039497228
ACH-000152,-0.4113651034143222
ACH-000153,-0.20973313014734465
ACH-000159,-0.3108740409664105
ACH-000160,-0.4717287080320861
ACH-000163,-0.3585630915885403
ACH-000167,-0.2986773230269971
ACH-000168,-0.7780792191554946
ACH-000169,-0.3622968294216036
ACH-000178,-0.3223334771400795
ACH-000183,-0.3045763277723879
ACH-000188,-0.522555120341926
ACH-000189,-0.4530780034202465
ACH-000190,-0.4410615090734766
ACH-000198,-0.4599628239572817
ACH-000203,-0.4124818852309078
ACH-000204,-0.4696191539616326
ACH-000206,-0.2818780798685709
ACH-000207,-0.3759407101997055
ACH-000208,-0.3278231231883892
ACH-000210,-0.5634476222590629
ACH-000211,-0.5004974012377934
ACH-000215,-0.3572469609582368
ACH-000221,-0.4373658092167756
ACH-000222,-0.2144272265313437
ACH-000223,-0.35945660346798936
ACH-000226,-0.4770465740110614
ACH-000227,-0.39971767022107335
ACH-000228,-0.35844018635436137
ACH-000231,-0.3677164072924223
ACH-000232,-0.35191810281893704
ACH-000233,-0.4342652422416129
ACH-000234,-0.5225597164804253
ACH-000235,-0.3630819513806105
ACH-000237,-0.4412490523092923
ACH-000238,-0.6084745023815865
ACH-000242,-0.4602399152737298
ACH-000243,-0.2867483060880306
ACH-000244,-0.31996681664340404
ACH-000246,-0.4589030170028497
ACH-000248,-0.3718851280395366
ACH-000250,-0.20997930981517315
ACH-000251,-0.4685362041268557
ACH-000252,-0.39542595168066746
ACH-000253,-0.3549446369766644
ACH-000255,-0.530149289887238
ACH-000256,-0.12721798719510186
ACH-000257,-0.3351215719015645
ACH-000258,-0.28124899773649165
ACH-000259,-0.3630162215102627
ACH-000260,-0.4450947156572789
ACH-000261,-0.3305516758401236
ACH-000262,-0.2575326353288375
ACH-000263,-0.2835540938673105
ACH-000264,-0.3623672049702097
ACH-000265,-0.3607185964034513
ACH-000266,-0.3526430575012269
ACH-000272,-0.5731555251851165
ACH-000274,-0.5117872271876036
ACH-000277,-0.5042218298784661
ACH-000278,-0.5990135975200144
ACH-000279,-0.5373411703671396
ACH-000280,-0.39692587439331184
ACH-000281,-0.5961985264132466
ACH-000288,-0.4041134607058589
ACH-000291,-0.4430443835573939
ACH-000293,-0.37503492905335134
ACH-000294,-0.4281568439277649
ACH-000295,-0.2056537212079872
ACH-000296,-0.3508307993638958
ACH-000302,-0.4331443456060386
ACH-000304,-0.3692503843432595
ACH-000307,-0.4311550648757652
ACH-000308,-0.4809079785012575
ACH-000310,-0.3815604896003327
ACH-000311,-0.3057862440226128
ACH-000312,-0.5824148481992032
ACH-000315,-0.6845936045688948
ACH-000316,-0.3811779974229804
ACH-000317,-0.6198023208641025
ACH-000318,-0.3977799817316834
ACH-000319,-0.4086970147032763
ACH-000320,-0.4828598404449314
ACH-000322,-0.3814519838832063
ACH-000323,-0.41498128337622653
ACH-000324,-0.4011845778909179
ACH-000329,-0.5040936449479256
ACH-000330,-0.41680597248681656
ACH-000331,-0.2932127208586969
ACH-000332,-0.24386669140975736
ACH-000334,-0.2993878501301063
ACH-000335,-0.5496894957281334
ACH-000336,-0.06589177856476477
ACH-000337,-0.12578650417984905
ACH-000338,-0.232753435442218
ACH-000339,-0.4300509819365612
ACH-000341,-0.3331903750911059
ACH-000348,-0.3084442002032173
ACH-000350,-0.5254597783741379
ACH-000352,-0.406774389283762
ACH-000356,-0.34897621414707586
ACH-000361,-0.1499891959047403
ACH-000362,-0.4856581903940299
ACH-000363,-0.430859227639091
ACH-000364,-0.6005783288506592
ACH-000365,-0.376769472222815
ACH-000366,-0.4486884565454934
ACH-000368,-0.4565475854321934
ACH-000374,-0.1908306151413248
ACH-000375,-0.5741272875403982
ACH-000376,-0.3568457660579258
ACH-000381,-0.4773589334962842
ACH-000383,-0.25602953809507684
ACH-000387,-0.3859060268539137
ACH-000389,-0.4290221446486429
ACH-000390,-0.4542105526548312
ACH-000393,-0.5164697819255003
ACH-000395,-0.3868950030959158
ACH-000396,-0.6915622429111575
ACH-000397,-0.4008674270620679
ACH-000401,-0.5459898569388714
ACH-000402,-0.44881665082576017
ACH-000403,-0.2536809551502311
ACH-000404,-0.29506098340986964
ACH-000406,-0.37168853678963215
ACH-000407,-0.5321761439161611
ACH-000408,-0.6252054909863569
ACH-000410,-0.5165413291573597
ACH-000411,-0.6027028953452948
ACH-000414,-0.36597404668741906
ACH-000415,-0.6616639641583453
ACH-000416,-0.3317788700844571
ACH-000420,-0.5008877682626277
ACH-000421,-0.4280348264980912
ACH-000424,-0.2327694057567604
ACH-000425,-0.4283119295601586
ACH-000426,-0.17427569356198003
ACH-000427,-0.5530372022596657
ACH-000433,-0.4373332817087349
ACH-000435,-0.5757188559181314
ACH-000436,-0.5678640548324381
ACH-000444,-0.5348571787663715
ACH-000445,-0.4594894895615349
ACH-000448,-0.4275685414033161
ACH-000450,-0.4328814030422045
