,OVCA2 (124641)
ACH-000256,-0.3991530731394453
ACH-000257,-0.1910147032486597
ACH-000258,-0.04498726528913468
ACH-000259,-0.3700936830979805
ACH-000260,-0.2595717939673245
ACH-000261,-0.37518196082958216
ACH-000262,-0.3983740158830488
ACH-000263,-0.1347876740401006
ACH-000264,-0.3580346941121607
ACH-000265,-0.2343813969586724
ACH-000266,-0.3790170216225653
ACH-000272,-0.415301136940366
ACH-000274,-0.4269604367477595
ACH-000277,-0.3406216284685153
ACH-000278,-0.2717605180528957
ACH-000279,-0.39164415252949336
ACH-000280,-0.19493883930114875
ACH-000281,-0.19736167839319466
ACH-000288,-0.5946168574439893
ACH-000291,-0.3651879042878511
ACH-000293,-0.3609240021855294
ACH-000294,-0.37881941881981135
ACH-000295,-0.3566170831021957
ACH-000296,-0.24569010695750135
ACH-000302,-0.2657966078867111
ACH-000304,-0.13603581408828574
ACH-000307,-0.40342622241792175
ACH-000308,-0.4202152771454311
ACH-000310,-0.3288838189559233
ACH-000311,-0.3790365147219691
ACH-000312,-0.3412009673640699
ACH-000315,-0.1622896831105136
ACH-000316,-0.4955200905215193
ACH-000317,-0.11259514190839907
ACH-000318,-0.3829582450169317
ACH-000319,-0.2520644914150374
ACH-000320,-0.24516086375444215
ACH-000322,-0.34675932263788034
ACH-000323,-0.4186956069942325
ACH-000324,-0.3127540570561393
ACH-000329,-0.26252411047735913
ACH-000330,-0.2311228900127271
ACH-000331,-0.4747656263831216
ACH-000332,-0.4289329447789911
ACH-000334,-0.5508453235550338
ACH-000335,-0.12264878519573467
ACH-000336,-0.3490948249501625
ACH-000337,-0.2388578775677721
ACH-000338,-0.2055843461912129
ACH-000339,-0.4213434386369622
ACH-000341,-0.3787116139663917
ACH-000348,-0.4433767124756053
ACH-000350,-0.3001525630999666
ACH-000352,-0.3599144160665097
ACH-000356,-0.28171307950817165
ACH-000361,-0.6060931865671086
ACH-000362,-0.2668255995313519
ACH-000363,-0.3678997318405786
ACH-000364,-0.25696217756877104
ACH-000365,-0.3721058825437556
ACH-000366,-0.3673872983928728
ACH-000368,-0.380597181990791
ACH-000374,-0.2589933689940072
ACH-000375,-0.30076471538833155
ACH-000376,-0.300319195493723
ACH-000381,-0.3472813784281451
ACH-000383,-0.3190991885301196
ACH-000387,-0.3806613020740874
ACH-000389,-0.1166977383156448
ACH-000390,-0.3907567414860445
ACH-000393,-0.3112949062727325
ACH-000395,-0.3569022378615587
ACH-000396,-0.13123091851574292
ACH-000397,-0.5363970876140128
ACH-000401,0.005572508876153793
ACH-000402,-0.004924365551935607
ACH-000403,-0.3039849859397513
ACH-000404,-0.22530946200126795
ACH-000406,-0.25070566876049033
ACH-000407,-0.3707710875794215
ACH-000408,-0.2809330874975718
ACH-000410,-0.4692050464511237
ACH-000411,-0.5616039222262043
ACH-000414,-0.3134632723361605
ACH-000415,-0.2179777086726324
ACH-000416,-0.2877469192713177
ACH-000420,-0.523309723546599
ACH-000421,-0.366298765460369
ACH-000424,-0.5828677296430504
ACH-000425,-0.15731907591884853
ACH-000426,0.04333471352927982
ACH-000427,-0.33547690898975824
ACH-000433,-0.7362980501325272
ACH-000435,-0.2069222243209461
ACH-000436,-0.41517420381428255
ACH-000444,-0.2647798449952044
ACH-000445,-0.3625725902515829
ACH-000448,-0.3567101115649167
ACH-000450,-0.6494851020109581
ACH-000452,-0.2755518145645807
ACH-000454,-0.3738927261710133
ACH-000458,-0.3556639664305639
ACH-000459,-0.21824566553166427
ACH-000460,-0.3640384425021028
ACH-000461,-0.06427955940178576
ACH-000463,-0.3426259051720014
ACH-000464,-0.3257221012945476
ACH-000466,-0.2361532475916343
ACH-000467,-0.3199699217474608
ACH-000468,-0.4189225494306162
ACH-000469,-0.4930842757232874
ACH-000470,-0.32456956324154074
ACH-000471,-0.4765113510234754
ACH-000472,-0.23987351612775376
ACH-000473,-0.1892491850610046
ACH-000475,-0.392850532420185
ACH-000476,-0.29564955017348704
ACH-000477,-0.11497180366719925
ACH-000479,-0.1533991904991251
ACH-000480,-0.4362191420799109
ACH-000481,-0.25480178462696457
ACH-000483,-0.30567162286300953
ACH-000484,-0.2529377164251612
ACH-000485,-0.2218007904595678
ACH-000486,-0.32789559382211303
ACH-000487,-0.39840691997162814
ACH-000488,-0.3504610815062817
ACH-000490,-0.28558706825434704
ACH-000491,-0.19848897394712944
ACH-000495,-0.4016149014616952
ACH-000496,-0.4472469014985879
ACH-000499,-0.23782776486643625
ACH-000500,-0.3660618089048574
ACH-000502,-0.2804988671202031
ACH-000503,-0.3255144785077079
ACH-000505,-0.35005931123333844
ACH-000507,-0.3820141665120368
ACH-000510,-0.3362005825437545
ACH-000511,-0.4390193085701083
ACH-000512,-0.5089537385437971
ACH-000516,-0.4074577921013205
ACH-000517,-0.37353748470931936
ACH-000518,-0.4320409602380741
ACH-000520,-0.3682823056156216
ACH-000521,-0.2132614019690596
ACH-000522,-0.30999285212620925
ACH-000524,-0.2870265950815718
ACH-000527,-0.3101876092988711
ACH-000528,-0.3706958359172268
ACH-000537,-0.3663506250154773
ACH-000541,-0.35973415602144365
ACH-000542,-0.3872963433052094
ACH-000544,-0.07919177490998792
ACH-000545,-0.26809704456386085
ACH-000547,-0.18388805944299655
ACH-000548,-0.3182438341137554
ACH-000549,-0.30916172052595225
ACH-000550,-0.4329782146094954
ACH-000552,-0.23295189543225764
ACH-000556,-0.3794657885055027
ACH-000557,-0.4023097365766673
ACH-000569,-0.5691946470023131
ACH-000570,-0.4127477434519115
ACH-000571,-0.3927636711714648
ACH-000573,-0.33297682207642626
ACH-000576,-0.3734008896865832
ACH-000579,-0.39264529682587773
ACH-000580,-0.3552183670364251
ACH-000584,-0.369458449975114
ACH-000585,-0.3225952290473532
ACH-000588,-0.33991366500447673
ACH-000589,-0.3580113014938965
ACH-000591,-0.3934770311688514
ACH-000593,-0.4701142916999279
ACH-000600,-0.27102367118515985
ACH-000601,-0.3253263802762626
ACH-000605,-0.2032290912001814
ACH-000606,-0.22169332619933516
ACH-000608,-0.3563820391973336
ACH-000614,-0.2865894857993311
ACH-000616,-0.2935738082012596
ACH-000618,-0.15003684821243038
ACH-000619,-0.39985366683199136
ACH-000620,-0.4237250030692477
ACH-000621,-0.2829279219361969
ACH-000622,-0.4590297457350704
ACH-000623,-0.4422274041086944
ACH-000624,-0.4320893289402835
ACH-000627,-0.2992667087891833
ACH-000630,-0.3965888168271687
ACH-000631,-0.2410632404091555
ACH-000632,-0.3624418237702932
ACH-000633,-0.35254545553732364
ACH-000637,-0.14866816308713954
ACH-000638,-0.2574453692919316
ACH-000646,-0.2454224140409784
ACH-000647,-0.3192066102962596
ACH-000648,-0.3165348378135991
ACH-000649,-0.27319425475329284
ACH-000651,-0.37302555534731296
ACH-000652,-0.2178760246814528
ACH-000653,-0.4598237938231752
ACH-000657,-0.297453725848183
ACH-000658,-0.13016280713388645
ACH-000661,-0.34538644794585394
ACH-000662,-0.3483300767661475
ACH-000663,-0.34834090568899395
ACH-000665,-0.35906254090434936
ACH-000671,-0.39184992540327296
ACH-000672,-0.28023766302959163
ACH-000673,-0.3906309238609316
ACH-000676,-0.3964021900438333
ACH-000677,-0.4539257894105489
ACH-000681,-0.4352434352770253
ACH-000683,-0.2258711827297019
ACH-000684,-0.5906349590878897
ACH-000688,-0.3898960583206188
ACH-000693,-0.4274951487778732
ACH-000694,-0.10637602312387136
ACH-000695,-0.5039344306900403
ACH-000696,-0.3691679015488568
ACH-000697,-0.3747052474213383
ACH-000699,-0.4161678030918049
ACH-000701,-0.3729020441086829
ACH-000706,-0.2681683656035286
ACH-000711,-0.30610978900102603
ACH-000713,-0.3937619110532477
ACH-000714,-0.4235048869174932
ACH-000718,-0.44781644999197584
ACH-000720,-0.4631892436919222
ACH-000721,-0.42726510380728777
ACH-000724,-0.2730133629987537
ACH-000725,-0.3703609684680301
ACH-000732,-0.3869440763240227
ACH-000734,-0.3847355375407343
ACH-000735,-0.35224595508383433
ACH-000736,-0.3622540241402047
ACH-000738,-0.2928592834723982
ACH-000746,-0.3791071646140805
ACH-000747,-0.2587662218913531
ACH-000748,-0.3224664410200814
ACH-000753,-0.3705812845522918
ACH-000756,-0.228012957360424
ACH-000757,-0.28604889684896306
ACH-000758,-0.23635407473340225
ACH-000760,-0.3073931381404996
ACH-000762,-0.3818764708056556
ACH-000763,-0.5846606376804908
ACH-000764,-0.3003555041703796
ACH-000765,-0.08152179202140651
ACH-000766,-0.4251729075230951
ACH-000767,-0.3605592977659176
ACH-000768,-0.3462050775815693
ACH-000769,-0.4439210915229192
ACH-000770,-0.2905525129140989
ACH-000771,-0.4032237711272204
ACH-000773,-0.4722736075515382
ACH-000776,-0.3323729195952585
ACH-000777,-0.3225128436503657
ACH-000778,-0.29680958164353755
ACH-000781,-0.3751187836340904
ACH-000782,-0.32348493266786066
ACH-000783,-0.3206761660322172
ACH-000784,-0.3405562493503949
ACH-000785,-0.25765160227193995
ACH-000787,-0.2894062666183912
ACH-000788,-0.4333771302592013
ACH-000791,-0.34358660785073364
ACH-000792,-0.4230783961374117
ACH-000794,-0.34538634209872243
ACH-000796,-0.4447838198688917
ACH-000798,-0.1821819693877256
ACH-000799,0.032561895228202735
ACH-000800,-0.35483724480271217
ACH-000802,-0.35578647519289275
ACH-000804,-0.4120421419581106
ACH-000805,-0.3342683512303821
ACH-000809,-0.2573369064253093
ACH-000810,0.14568078042689905
ACH-000811,-0.43706820402284136
ACH-000817,-0.24774344658945
ACH-000819,-0.1566650709395287
ACH-000820,-0.2845631313219641
ACH-000821,-0.059594190021463884
ACH-000822,-0.4216900111486579
ACH-000823,-0.2075897965755739
ACH-000824,-0.4191197461016582
ACH-000827,-0.3260714248562622
ACH-000829,-0.3202445685901942
ACH-000831,-0.1418789073033753
ACH-000832,-0.3339604381799053
ACH-000833,-0.3498686591391804
ACH-000834,-0.26708069973202564
ACH-000835,-0.2708489058107914
ACH-000836,-0.3345658576946628
ACH-000837,-0.2748976340565212
ACH-000838,-0.2062341276348345
ACH-000839,-0.3533956094777105
ACH-000840,-0.4582243752884416
ACH-000841,-0.4359074455538874
ACH-000843,-0.28340828740123875
ACH-000846,-0.33935281104716497
ACH-000847,-0.2539973610607513
ACH-000848,-0.2671415999755033
ACH-000849,-0.20821488904952992
ACH-000851,-0.22177985614407653
ACH-000855,-0.17495642066627945
ACH-000856,-0.22728375376832605
ACH-000858,-0.32149187878535856
ACH-000859,-0.4742184108933343
ACH-000861,-0.4509410853045006
ACH-000862,-0.3185873580859809
ACH-000865,-0.2097169045636574
ACH-000866,-0.3020455260955004
ACH-000867,-0.3288899090337432
ACH-000869,-0.3692445174824821
ACH-000872,-0.25153466758269843
ACH-000873,-0.3487277609604253
ACH-000876,-0.2468873414845931
ACH-000878,-0.7178074677014125
ACH-000880,-0.2461820808346475
ACH-000881,-0.2812513710628013
ACH-000882,-0.4780171652273583
ACH-000884,-0.31566498415716315
ACH-000885,-0.3196705932726786
ACH-000887,-0.3762968497311736
ACH-000889,-0.19654387462811626
ACH-000896,-0.3324327256394533
ACH-000898,-0.4260534367373219
ACH-000900,-0.1659805448748684
ACH-000901,-0.2971724387592063
ACH-000905,-0.3754294579761862
ACH-000906,-0.4879704628075519
ACH-000907,-0.3127037524818669
ACH-000910,-0.403238271922742
ACH-000911,-0.2977985658786817
ACH-000912,-0.2239169001399513
ACH-000913,-0.2696295326872993
ACH-000915,-0.4303357001487413
ACH-000916,-0.09725143682858167
ACH-000917,-0.2712378433354388
ACH-000920,-0.4246695672438429
ACH-000921,-0.25830443954269183
ACH-000924,-0.38164310309359795
ACH-000926,-0.6287068502910516
ACH-000928,-0.2568844281932812
ACH-000929,-0.2891644818086166
ACH-000932,-0.1275664964659675
ACH-000935,-0.3622108640021761
ACH-000936,-0.19688359401234692
ACH-000937,-0.3257218889963814
ACH-000938,-0.24382026663017495
ACH-000939,-0.5878851753636366
ACH-000941,-0.26965420708209764
ACH-000943,-0.2918155760963692
ACH-000946,-0.32587900990208724
ACH-000947,-0.29564954922150904
ACH-000948,-0.3232414065088857
ACH-000950,-0.12604073685544984
ACH-000953,-0.2676684336572246
ACH-000954,-0.08275117756053096
ACH-000957,-0.155719774984737
ACH-000958,-0.4029304671574105
ACH-000960,-0.3444332562931464
ACH-000963,-0.35587247025398466
ACH-000968,-0.1892141444078404
ACH-000969,-0.18971400197749955
ACH-000972,-0.4722890310357918
ACH-000973,-0.3518546027097113
ACH-000974,-0.1629045370842444
ACH-000978,-0.25386953480564445
ACH-000984,-0.4715458021728554
ACH-000986,-0.32117254306924004
ACH-000988,-0.38307877078210456
ACH-000993,-0.1321974357059415
ACH-000994,-0.2790623039501801
ACH-000996,-0.5042072827399317
ACH-001001,-0.5009136412758657
ACH-001020,-0.5158903420847766
ACH-001028,-0.2902204785814816
ACH-001031,-0.1571603443762011
ACH-001038,-0.404904815650098
ACH-001048,-0.4346864511809769
ACH-001050,-0.3615820620989059
ACH-001053,-0.3804726894294899
ACH-001054,-0.4068904896992511
ACH-001061,-0.3313003581932564
ACH-001067,-0.2883662211838602
ACH-001075,-0.487548979396951
ACH-001096,-0.3365862412374321
ACH-001111,-0.16675553270268814
ACH-001119,-0.22994292319293336
ACH-001128,-0.6850774717784127
ACH-001134,-0.27397793698125245
ACH-001151,-0.357435946704809
ACH-001163,-0.3834280210021809
ACH-001164,-0.3818407200864081
ACH-001183,-0.3950599563130176
ACH-001192,-0.5854125953718158
ACH-001193,-0.3660726813010125
ACH-001196,-0.2591685940508999
ACH-001197,-0.4169419997704669
ACH-001205,-0.4853178229716471
ACH-001211,-0.3702059126887739
ACH-001212,-0.654561084169809
ACH-001228,-0.4299540776613774
ACH-001232,-0.5500140208287793
ACH-001239,-0.3868349759123525
ACH-001270,-0.2968837190749181
ACH-001274,-0.4976856399216622
ACH-001275,-0.24813258183852205
ACH-001277,-0.49915034167137706
ACH-001278,-0.18469158913131828
ACH-001280,-0.19887472620483973
ACH-001283,-0.3173116283261753
ACH-001289,-0.4258183263748236
ACH-001300,-0.4181716080291675
ACH-001301,-0.07942355197068472
ACH-001302,-0.13197464323000022
ACH-001306,-0.42055776081988666
ACH-001318,-0.2593396656484513
ACH-001322,-0.4036183945026229
ACH-001328,-0.41309039164950456
ACH-001332,-0.6230861142224993
ACH-001336,-0.23250208148306495
ACH-001346,-0.28972054092579835
ACH-001353,-0.3960855451491756
ACH-001354,-0.7738829964039811
ACH-001367,-0.451101422999652
ACH-001368,-0.3251984005406857
ACH-001374,-0.4789754148022351
ACH-001377,-0.464020072689389
ACH-001380,-0.3935743302658293
ACH-001391,-0.3802704784825233
ACH-001408,-0.38749271962821663
ACH-001430,-0.599231943759145
ACH-001431,-0.07315026727993522
ACH-001450,-0.3118121206286909
ACH-001496,-0.4024145163515597
ACH-001500,-0.5004777237989801
ACH-001523,-0.35815530307397536
ACH-001532,-0.3332235448856564
ACH-001550,-0.2561055943554793
ACH-001552,-0.4919354095688494
ACH-001554,-0.42536787831088296
ACH-001654,-0.3252862314750096
ACH-001735,-0.393662018390105
ACH-001736,-0.3772169359016584
ACH-001737,-1.277601643962
ACH-001740,-0.3129528105378443
ACH-001745,-0.3562327693610211
ACH-001765,-0.3784758050303757
