,PACSIN1 (29993)
ACH-000004,-0.11775976655587822
ACH-000005,-0.2533126808781397
ACH-000007,0.020562689563095357
ACH-000009,-0.06081211635046624
ACH-000011,0.020223305800476644
ACH-000012,-0.08028725881597228
ACH-000013,-0.1874263197662286
ACH-000014,-0.053684678197334884
ACH-000015,-0.005256482579690868
ACH-000017,0.012334229591870948
ACH-000018,-0.2214696396912129
ACH-000019,-0.27537111318589896
ACH-000021,-0.1808068019620672
ACH-000022,0.0076831879589989395
ACH-000025,-0.018199539827708548
ACH-000028,-0.2192695142337141
ACH-000030,-0.09908860173703146
ACH-000035,-0.16175746452554868
ACH-000036,0.08390915700399486
ACH-000037,0.03011901725711305
ACH-000039,-0.20160634964794544
ACH-000040,-0.07980604842935235
ACH-000041,-0.20823612002086095
ACH-000042,-0.08453004906859336
ACH-000045,-0.08557219975418308
ACH-000047,-0.07551744155537465
ACH-000052,-0.2642770637337119
ACH-000053,-0.08731949628002644
ACH-000054,-0.09996984340448273
ACH-000055,-0.07049520713818662
ACH-000060,-0.0019211654821975788
ACH-000067,-0.12117105935056792
ACH-000070,-0.06564287938813293
ACH-000075,0.2737275711449806
ACH-000078,0.041805215086911436
ACH-000082,-0.16197854883781765
ACH-000085,-0.22258907911008727
ACH-000086,-0.12478970337404564
ACH-000087,-0.02932735620476496
ACH-000092,-0.006604642901001904
ACH-000095,-0.15160145697478827
ACH-000097,-0.07279277096653128
ACH-000098,-0.08070749149282956
ACH-000099,-0.07189153155509062
ACH-000108,-0.04955452302990895
ACH-000113,-0.10428086372032183
ACH-000116,-0.1960296249797205
ACH-000118,-0.11753770407567743
ACH-000120,-0.12072501735843467
ACH-000123,-0.07376895747498208
ACH-000127,-0.14741867499932218
ACH-000128,-0.1892355091200562
ACH-000132,-0.2705326979881921
ACH-000133,-0.10114772856601377
ACH-000137,-0.10560632230795304
ACH-000138,-0.10651879227625713
ACH-000142,-0.17494005323729295
ACH-000143,-0.04760251091119401
ACH-000146,-0.019686365598547955
ACH-000148,-0.018178654750011056
ACH-000150,-0.18315796318974625
ACH-000152,-0.04227925113712868
ACH-000153,0.16416701782132265
ACH-000159,-0.018002876762840972
ACH-000160,-0.15822873135036392
ACH-000163,-0.015613937276164844
ACH-000167,-0.14452700377756067
ACH-000168,-0.01046948675715685
ACH-000169,-0.18166623669437515
ACH-000178,-0.17640600371440035
ACH-000183,-0.03255365008798451
ACH-000188,0.0014490546766539247
ACH-000189,0.15745056970602014
ACH-000190,-0.02692024502288673
ACH-000198,-0.12870740776992168
ACH-000203,0.015459630993093925
ACH-000204,-0.013753588902346951
ACH-000206,-0.19198397639538373
ACH-000207,-0.3044226572144149
ACH-000208,0.15626267474117608
ACH-000210,-0.14188387136872455
ACH-000211,-0.13719241647994834
ACH-000215,-0.06824473074055054
ACH-000221,0.009264914958550323
ACH-000222,0.04715776314786591
ACH-000223,-0.18163507827367487
ACH-000226,0.02949125689960485
ACH-000227,-0.20689572682718715
ACH-000228,-0.00881265969801843
ACH-000231,-0.12131777638466427
ACH-000232,-0.09405286069453106
ACH-000233,-0.05236045230126958
ACH-000234,-0.007314102069743752
ACH-000235,-0.10179235507059564
ACH-000237,-0.13695052063946864
ACH-000238,-0.14998182828400536
