,RFPL2 (10739)
ACH-000004,-0.029019683904157805
ACH-000005,-0.12943172187707913
ACH-000007,0.025929338624083625
ACH-000009,-0.08516910852620913
ACH-000011,-0.24950821601086665
ACH-000012,-0.19128822361077147
ACH-000013,-0.04093270427001431
ACH-000014,-0.2923980725803224
ACH-000015,-0.15178477189661368
ACH-000017,-0.05528121380254045
ACH-000018,0.011263063130028892
ACH-000019,0.18085066781407336
ACH-000021,-0.09359759367573717
ACH-000022,-0.10692819316345796
ACH-000025,-0.13221019960024682
ACH-000028,-0.22404477910535744
ACH-000030,-0.084480137702467
ACH-000035,0.04719530252337948
ACH-000036,0.03289374075781057
ACH-000037,-0.09010307979161893
ACH-000039,-0.10748034168888328
ACH-000040,0.08344304597230734
ACH-000041,0.012586065068182495
ACH-000042,-0.17184895601517625
ACH-000045,-0.012042973616517958
ACH-000047,-0.15058169039448002
ACH-000052,-0.030303363981235745
ACH-000053,-0.12848038849360638
ACH-000054,-0.0302400166311379
ACH-000055,0.0764316629918508
ACH-000060,-0.10511495753414322
ACH-000067,-0.047162101961819865
ACH-000070,-0.0009097864369690267
ACH-000075,-0.058664928674086673
ACH-000078,-0.08370726375942834
ACH-000082,-0.04718205475841013
ACH-000085,-0.11445256111701801
ACH-000086,0.10604879279296474
ACH-000087,0.002154991863426283
ACH-000092,-0.14292387893934394
ACH-000095,-0.1311800556468246
ACH-000097,-0.062436058409351486
ACH-000098,-0.018558436999143082
ACH-000099,-0.10747031814904977
ACH-000108,0.025665613549379247
ACH-000113,-0.01804816663928338
ACH-000116,-0.05362152667576251
ACH-000118,0.06395351646601216
ACH-000120,-0.04546280473756089
ACH-000123,0.0076101891886083154
ACH-000127,-0.006500283670294842
ACH-000128,-0.09232296459684823
ACH-000132,-0.06220444787616314
ACH-000133,-0.057062284707187924
ACH-000137,-0.07913759547851155
ACH-000138,0.08903173729490238
ACH-000142,-0.06380061011245075
ACH-000143,0.04209855605132875
ACH-000146,-0.05002764351100679
ACH-000148,0.09723194588839236
ACH-000150,0.11338834712996072
ACH-000152,-0.035841341622876305
ACH-000153,0.11875396509987385
ACH-000159,0.07795037909989859
ACH-000160,-0.05188595875287978
ACH-000163,0.037679853731207774
ACH-000167,-0.2703707663801006
ACH-000168,-0.033250828058008934
ACH-000169,-0.024671056952010686
ACH-000178,-0.061054625451122224
ACH-000183,-0.039020741898705635
ACH-000188,-0.016659539988572274
ACH-000189,-0.2305152513755424
ACH-000190,0.046580300835562916
ACH-000198,-0.07158936618382558
ACH-000203,-0.3233245281118473
ACH-000204,0.03135051988222252
ACH-000206,0.05781134987529031
ACH-000207,-0.06699206855332764
ACH-000208,-0.03093628187558398
ACH-000210,-0.04593141744208217
ACH-000211,0.011426826279044584
ACH-000215,-0.016243370177481887
ACH-000221,-0.1133162568579628
ACH-000222,-0.09614425271081953
ACH-000223,-0.03648162050475029
ACH-000226,-0.18593210586824796
ACH-000227,0.002495871304230182
ACH-000228,-0.17243608474692546
ACH-000231,-0.13106054478087095
ACH-000232,-0.12525555179266834
ACH-000233,0.02667630566417947
ACH-000234,0.13418554623929255
ACH-000235,0.037913336223494166
ACH-000237,-0.03790519296962833
ACH-000238,-0.05413369728606306
ACH-000242,-0.0008830905481365518
ACH-000243,-0.10986818313217232
ACH-000244,-0.1032113098214918
ACH-000246,-0.00254545586842778
ACH-000248,-0.08073871507264617
ACH-000250,0.03999016990376434
ACH-000251,-0.07379713500918768
ACH-000252,0.01851364028503408
ACH-000253,-0.017077911565786932
ACH-000255,-0.054006600416792505
ACH-000256,-0.1314181139294769
ACH-000257,0.024546391736933182
ACH-000258,-0.1651796080425283
ACH-000259,0.013207340471861513
ACH-000260,-0.03804215580887372
ACH-000261,0.023916180188748058
ACH-000262,-0.052206150050637806
ACH-000263,0.07206757216340565
ACH-000264,-0.15069940561871234
ACH-000265,-0.10779066607388677
ACH-000266,0.04452737128874975
ACH-000272,-0.13423288339358075
ACH-000274,-0.11467856044743382
ACH-000277,0.09287881970972514
ACH-000278,-0.12468899152413995
ACH-000279,-0.06430513416069146
ACH-000280,-0.10901410183697297
ACH-000281,-0.018117114937024455
ACH-000288,-0.046698282394660715
ACH-000291,-0.01045618478317635
ACH-000293,0.03722052654740585
ACH-000294,0.10752255900768448
ACH-000295,-0.0051368811778912254
ACH-000296,-0.10218343598065474
ACH-000302,-0.188602997159758
ACH-000304,-0.09463510468767096
ACH-000307,-0.08302270551870368
ACH-000308,-0.05079289474736793
ACH-000310,-0.11247361880277572
ACH-000311,-0.10309634292461307
ACH-000312,-0.0541708226574927
ACH-000315,0.14552641165878769
ACH-000316,-0.010537603570909135
ACH-000317,0.022209520626147342
ACH-000318,-0.006057536470451373
ACH-000319,-0.03847106879591548
ACH-000320,-0.02756900949850384
ACH-000322,-0.06887193792875039
ACH-000323,-0.20058506064597592
ACH-000324,-0.1295812044952372
ACH-000329,-0.016568527371757496
ACH-000330,-0.10362416591469152
ACH-000331,0.09499653955463112
ACH-000332,-0.040066787303978536
ACH-000334,0.06770409788169975
ACH-000335,-0.07498768383286505
ACH-000336,-0.04496631502000474
ACH-000337,-0.07005619949102929
ACH-000338,0.025683058682572986
ACH-000339,-0.001630697346843099
ACH-000341,-0.060915387101694
ACH-000348,-0.024183057352037636
ACH-000350,-0.04928688885748194
ACH-000352,-0.047420928202801034
ACH-000356,-0.09701023900223547
ACH-000361,-0.13317845182851504
ACH-000362,-0.058972932472257225
ACH-000363,-0.06088714967607733
